team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
20	1	3	39	157.218	159.402	A	says	oh we , oh wait oh wait .	[]	[]	[]
20	1	3	40	159.361	160.480	B	says	let me see this .	[]	[]	[]
20	1	3	-1	160.876	160.876	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0,7)), NONMATCH_A(DO_A(ADD(0,7)))]
20	1	4	41	160.901	161.400	B	says	we've got	[]	[]	[]
20	1	4	42	161.899	163.611	A	says	oh it's your turn .	[]	[]	[]
20	1	4	43	163.467	164.613	B	says	um that was quick .	[]	[]	[]
20	1	4	44	165.439	169.119	B	says	oh six , you can't block the streets remember.	[]	[]	[]
20	1	4	-1	168.706	168.706	B	adds	Basel-Zurich (0-2)	[]	[]	[DO_B(ADD(0,2)), NONMATCH_B(DO_B(ADD(0,2)))]
20	1	4	45	169.017	170.419	A	says	yeah we can't block them .	[]	[]	[]
20	1	4	46	170.271	172.077	B	says	i'm blocking a school .	[]	[]	[]
20	1	4	-1	171.891	171.891	B	removes	Basel-Zurich (0-2)	[]	[]	[DO_B(REMOVE(0,2)), NONMATCH_B(DO_B(REMOVE(0,2)))]
20	1	5	47	172.486	173.254	A	says	oh	[]	[]	[]
20	1	5	48	173.780	175.451	A	says	oh good uh .	[]	[]	[]
20	1	5	49	176.374	177.816	B	says	mountain basel okay .	[ADD(0,?)]	[INSTRUCT_B(ADD(0,?))]	[INSTRUCT_B(ADD(0,?))]
20	1	5	-1	176.598	176.598	A	adds	Basel-Zurich (0-2)	[]	[]	[DO_A(ADD(0,2)), MATCH_A(INSTRUCT_B(ADD(0,?)))]
20	1	5	50	178.504	180.162	A	says	i'm gonna	[]	[]	[]
20	1	5	51	179.164	183.266	B	says	try um mount zurich from mount saint gallen .	[ADD(2,8)]	[INSTRUCT_B(ADD(2,8))]	[INSTRUCT_B(ADD(2,8))]
20	1	5	52	183.554	184.040	A	says	okay .	[]	[INSTRUCT_B(ADD(2,8))]	[]
20	1	5	53	184.673	189.545	A	says	no i think we should do this , mount bern and then go to mount saint gallen .	[ADD(3,?), ADD(8,?)]	[INSTRUCT_B(ADD(2,8)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(8,?))]	[INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(8,?))]
20	1	5	-1	189.596	189.596	A	adds	Zurich-Bern (2-3)	[]	[INSTRUCT_B(ADD(2,8)), INSTRUCT_A(ADD(8,?))]	[DO_A(ADD(2,3)), MISMATCH_A(INSTRUCT_B(ADD(2,8)))]
20	1	6	54	191.469	192.251	B	says	okay .	[]	[]	[]
20	1	6	55	192.790	195.298	A	says	try to go to mount saint gallen .	[ADD(8,?)]	[INSTRUCT_A(ADD(8,?))]	[INSTRUCT_A(ADD(8,?))]
20	1	6	56	194.543	196.592	B	says	oh i think we have to connect all of them .	[]	[INSTRUCT_A(ADD(8,?))]	[]
20	1	6	-1	195.011	195.011	B	adds	Luzern-Interlaken (1-5)	[]	[INSTRUCT_A(ADD(8,?))]	[DO_B(ADD(1,5)), MISMATCH_B(INSTRUCT_A(ADD(8,?)))]
20	1	6	-1	196.600	196.600	B	adds	Luzern-Zurich (1-2)	[]	[INSTRUCT_A(ADD(8,?))]	[DO_B(ADD(1,2)), MISMATCH_B(INSTRUCT_A(ADD(8,?)))]
20	1	7	57	196.730	197.269	A	says	oh .	[]	[]	[]
20	1	7	58	197.916	199.551	B	says	okay i did some .	[]	[]	[]
20	1	7	59	200.239	201.182	B	says	okay for me .	[]	[]	[]
20	1	7	-1	200.582	200.582	A	adds	Luzern-Davos (1-9)	[]	[]	[DO_A(ADD(1,9)), NONMATCH_A(DO_A(ADD(1,9)))]
20	1	7	60	203.466	204.086	A	says	oh no .	[]	[]	[]
20	1	7	61	204.656	206.112	B	says	i think we are doing terrible .	[]	[]	[]
20	1	7	-1	207.686	207.686	A	adds	Zurich-Gallen (2-8)	[]	[]	[DO_A(ADD(2,8)), NONMATCH_A(DO_A(ADD(2,8)))]
20	1	8	-1	207.938	207.938	R	shows	observe gesture	[]	[]	[]
20	1	8	62	208.873	217.749	R	says	guys ...	[]	[]	[]
20	1	8	63	214.069	215.484	B	says	you are making me hesitate .	[]	[]	[]
20	1	8	64	217.958	218.659	A	says	okay .	[]	[]	[]
20	1	8	65	218.673	219.535	B	says	okay .	[]	[]	[]
20	1	8	-1	219.178	219.178	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8,9)), NONMATCH_B(DO_B(ADD(8,9)))]
20	1	8	66	220.348	221.993	B	says	thanks , robot .	[]	[]	[]
20	1	8	67	221.386	222.249	A	says	i guess .	[]	[]	[]
20	1	8	-1	222.209	222.209	B	adds	Zurich-Davos (2-9)	[]	[]	[DO_B(ADD(2,9)), NONMATCH_B(DO_B(ADD(2,9)))]
20	1	9	68	224.277	225.679	B	says	we've been doing this right ?	[]	[]	[]
20	1	9	69	226.649	230.653	B	says	i don't even think , oh , wait i'm gonna check something .	[]	[]	[]
20	1	9	-1	229.151	229.151	B	presses	submit (enabled)	[]	[]	[]
20	1	9	70	231.185	234.986	A	says	wait , oh wait , i think the check is green .	[]	[]	[]
20	1	9	-1	234.103	234.103	B	presses	help (enabled)	[]	[]	[]
20	1	9	71	235.613	237.015	B	says	let me see something .	[]	[]	[]
20	1	9	-1	235.704	235.704	B	presses	help (enabled)	[]	[]	[]
20	1	9	-1	238.636	238.636	B	presses	help (enabled)	[]	[]	[]
20	1	9	72	239.785	240.891	B	says	oh wait oh no .	[]	[]	[]
20	1	9	73	241.052	241.457	A	says	what ?	[]	[]	[]
20	1	9	74	241.767	243.506	B	says	i know what we have to do .	[]	[]	[]
20	1	9	75	243.412	243.843	A	says	what ?	[]	[]	[]
20	1	9	76	243.955	245.815	B	says	we have to do like seven .	[]	[]	[]
20	1	9	77	246.624	248.259	A	says	oh wait can't do fourteen .	[]	[]	[]
20	1	9	78	250.395	252.390	B	says	oh okay , then .	[]	[]	[]
20	1	9	79	250.988	251.460	A	says	oh .	[]	[]	[]
20	1	9	80	255.525	256.550	B	says	how you doing ?	[]	[]	[]
20	1	9	81	257.306	258.452	A	says	i'm thinking .	[]	[]	[]
20	1	9	82	259.321	259.968	B	says	okay .	[]	[]	[]
20	1	9	83	259.523	261.289	A	says	wait uh this one is not connected .	[]	[]	[]
20	1	9	-1	260.623	260.623	A	adds	Basel-Bern (0-3)	[]	[]	[DO_A(ADD(0,3)), NONMATCH_A(DO_A(ADD(0,3)))]
20	1	9	84	262.017	263.608	A	says	and this one is not connected .	[]	[]	[]
20	1	9	-1	262.699	262.699	A	adds	Neuchatel-Bern (7-3)	[]	[]	[DO_A(ADD(7,3)), NONMATCH_A(DO_A(ADD(7,3)))]
20	1	10	85	264.531	265.777	B	says	oh my turn yey .	[]	[]	[]
20	1	10	-1	265.908	265.908	B	adds	Luzern-Bern (1-3)	[]	[]	[DO_B(ADD(1,3)), NONMATCH_B(DO_B(ADD(1,3)))]
20	1	10	86	269.134	270.644	B	says	what can we connect next ?	[]	[]	[]
20	1	10	87	271.214	273.371	B	says	can i connect it , can i connect it .	[]	[]	[]
20	1	10	88	272.508	272.872	A	says	oh .	[]	[]	[]
20	1	10	-1	276.416	276.416	B	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_B(ADD(6,7)), NONMATCH_B(DO_B(ADD(6,7)))]
20	1	11	89	278.140	279.070	B	says	did we do it ?	[]	[]	[]
20	1	11	-1	280.031	280.031	A	adds	Interlaken-Bern (5-3)	[]	[]	[DO_A(ADD(5,3)), NONMATCH_A(DO_A(ADD(5,3)))]
20	1	11	90	280.719	281.447	A	says	i don't know .	[]	[]	[]
20	1	11	91	281.716	284.062	B	says	i'm so confused , let me see .	[]	[]	[]
20	1	11	-1	283.228	283.228	A	adds	Zermatt-Interlaken (4-5)	[]	[]	[DO_A(ADD(4,5)), NONMATCH_A(DO_A(ADD(4,5)))]
20	1	12	92	285.712	287.438	B	says	what , what can i do .	[]	[]	[]
20	1	12	93	288.233	289.244	A	says	uh i don't know .	[]	[]	[]
20	1	12	94	290.369	291.906	B	says	oh you think we are done ?	[]	[]	[]
20	1	12	95	292.795	295.208	A	says	uh i don't know , i don't think so .	[]	[]	[]
20	1	12	96	296.333	297.546	A	says	or maybe yes , i don't know .	[]	[]	[]
20	1	12	97	298.076	299.707	B	says	i think probably yes .	[]	[]	[]
20	1	12	98	299.928	301.680	A	says	so should we click the check ?	[]	[]	[]
20	1	12	99	302.435	304.309	B	says	oh yes , click the check .	[]	[]	[]
20	1	12	100	303.904	304.471	A	says	okay .	[]	[]	[]
20	1	12	-1	304.734	304.734	B	presses	submit (enabled)	[]	[]	[]
20	1	12	-1	305.493	305.493	A	presses	submit (enabled)	[]	[]	[]
20	1	12	-1	305.530	305.530	T	submits	cost=64 (opt_cost=22)	[]	[]	[]
20	1	12	-1	305.896	305.896	R	shows	talking emotion	[]	[]	[]
20	1	12	-1	305.897	305.897	R	shows	up_left gesture	[]	[]	[]
20	1	12	-1	305.993	305.993	R	says	you are not that far from the minimum; the difference is only 42 francs. i am sure you can do it.	[]	[]	[]
20	1	12	101	306.974	325.369	R	says	...	[]	[]	[]
20	1	12	102	312.736	313.248	B	says	what ?	[]	[]	[]
20	1	12	-1	315.127	315.127	R	shows	point_front gesture	[]	[]	[]
20	1	12	-1	315.127	315.127	R	shows	talking emotion	[]	[]	[]
20	1	12	-1	315.173	315.173	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.	[]	[]	[]
20	2	12	103	320.287	320.813	B	says	what	[]	[]	[]
20	2	12	104	327.921	330.361	B	says	oh now we start again , basically .	[]	[]	[]
20	2	12	105	328.932	331.884	A	says	oh , oh i see , compare solutions .	[]	[]	[]
20	2	12	-1	329.504	329.504	B	presses	help (enabled)	[]	[]	[]
20	2	12	-1	329.773	329.773	A	presses	compare (enabled)	[]	[]	[]
20	2	12	-1	330.314	330.314	B	presses	help (enabled)	[]	[]	[]
20	2	12	106	332.900	333.992	B	says	what can we do ?	[]	[]	[]
20	2	12	107	334.262	335.434	A	says	oh okay um .	[]	[]	[]
20	2	12	108	337.408	341.281	A	says	oh this is our previous solution price 64 .	[]	[]	[]
20	2	12	109	342.187	342.781	B	says	so .	[]	[]	[]
20	2	12	110	342.888	346.937	A	says	oh i get it we have to get the most price , but .	[]	[]	[]
20	2	12	111	347.826	357.519	I	says	....	[]	[]	[]
20	2	12	112	353.681	357.206	A	says	oh by by 40 francs so	[]	[]	[]
20	2	12	113	358.718	360.686	A	says	oh so we need to get 24 .	[]	[]	[]
20	2	12	114	362.322	363.401	B	says	okay .	[]	[]	[]
20	2	12	115	365.278	366.289	B	says	i'm just gonna	[]	[]	[]
20	2	12	116	365.494	366.977	A	says	by 40 okay .	[]	[]	[]
20	2	12	117	367.004	369.269	B	says	okay , tell me if this works .	[]	[]	[]
20	2	12	118	368.606	371.208	I	says	...	[]	[]	[]
20	2	12	-1	369.848	369.848	B	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_B(ADD(6,7)), NONMATCH_B(DO_B(ADD(6,7)))]
20	2	12	119	372.908	373.407	A	says	oh wait .	[]	[]	[]
20	2	12	120	373.771	374.594	A	says	that's 2 .	[]	[]	[]
20	2	12	121	375.160	375.726	B	says	that's uh	[]	[]	[]
20	2	12	122	375.861	377.128	A	says	that's 2 francs .	[]	[]	[]
20	2	12	123	378.385	379.343	B	says	i'll try this one .	[]	[]	[]
20	2	12	124	380.924	382.892	A	says	wait wait wait , wait , wait , wait , wait .	[]	[]	[]
20	2	12	125	383.275	388.223	A	says	try from neuchatel to mount bern that's 5 .	[ADD(7,3)]	[INSTRUCT_A(ADD(7,3))]	[INSTRUCT_A(ADD(7,3))]
20	2	12	126	392.015	393.268	A	says	neuchatel to	[ADD(7,?)]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?))]	[INSTRUCT_A(ADD(7,?))]
20	2	12	127	393.524	394.846	B	says	neuchatel ?	[ADD(7,?)]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?)), INSTRUCT_B(ADD(7,?))]	[INSTRUCT_B(ADD(7,?))]
20	2	12	128	395.385	398.512	A	says	neuchatel whatever to mount bern .	[ADD(7,3)]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?)), INSTRUCT_B(ADD(7,?)), INSTRUCT_A(ADD(7,3))]	[INSTRUCT_A(ADD(7,3))]
20	2	12	129	398.193	400.821	B	says	i'm trying to	[]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?)), INSTRUCT_B(ADD(7,?)), INSTRUCT_A(ADD(7,3))]	[]
20	2	12	130	402.592	404.735	B	says	oh that's to	[]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?)), INSTRUCT_B(ADD(7,?)), INSTRUCT_A(ADD(7,3))]	[]
20	2	12	131	404.911	405.760	A	says	mount bern .	[ADD(3,?)]	[INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(7,?)), INSTRUCT_B(ADD(7,?)), INSTRUCT_A(ADD(7,3)), INSTRUCT_A(ADD(3,?))]	[INSTRUCT_A(ADD(3,?))]
20	2	12	-1	406.824	406.824	B	adds	Neuchatel-Bern (7-3)	[]	[]	[DO_B(ADD(7,3)), MATCH_B(INSTRUCT_A(ADD(3,?)))]
20	2	13	132	407.951	409.056	B	says	how much do we have now ?	[]	[]	[]
20	2	13	133	409.043	410.957	A	says	now we have um seven .	[]	[]	[]
20	2	13	134	411.097	411.811	B	says	5 .	[]	[]	[]
20	2	13	135	412.027	412.849	A	says	i do .	[]	[]	[]
20	2	13	136	412.310	412.862	B	says	2 .	[]	[]	[]
20	2	13	-1	413.105	413.105	B	presses	help (enabled)	[]	[]	[]
20	2	13	137	413.267	415.060	A	says	look at our previous solution .	[]	[]	[]
20	2	13	-1	413.802	413.802	B	presses	help (enabled)	[]	[]	[]
20	2	13	138	415.983	417.776	A	says	top right i mean bottom right .	[]	[]	[]
20	2	13	-1	418.014	418.014	B	presses	help (enabled)	[]	[]	[]
20	2	13	139	421.532	422.219	A	says	bottom right .	[]	[]	[]
20	2	13	140	423.247	424.259	B	says	i did it .	[]	[]	[]
20	2	13	141	424.690	425.795	B	says	i did	[]	[]	[]
20	2	13	142	425.081	426.645	A	says	that's i think that's bottom left .	[]	[]	[]
20	2	13	-1	427.381	427.381	B	presses	compare (enabled)	[]	[]	[]
20	2	13	143	427.566	428.240	A	says	you clicked .	[]	[]	[]
20	2	13	144	429.374	431.437	B	says	okay , here we go .	[]	[]	[]
20	2	13	145	432.494	433.195	B	says	um	[]	[]	[]
20	2	13	146	433.573	435.810	B	says	try um neuchatel .	[ADD(7,?)]	[INSTRUCT_B(ADD(7,?))]	[INSTRUCT_B(ADD(7,?))]
20	2	13	147	436.217	436.760	A	says	okay .	[]	[INSTRUCT_B(ADD(7,?))]	[]
20	2	13	148	436.351	438.600	B	says	the one i just did to basel .	[ADD(0,?)]	[INSTRUCT_B(ADD(7,?)), INSTRUCT_B(ADD(0,?))]	[INSTRUCT_B(ADD(0,?))]
20	2	13	149	438.805	439.642	A	says	how much is that ?	[]	[INSTRUCT_B(ADD(7,?)), INSTRUCT_B(ADD(0,?))]	[]
20	2	13	150	439.667	440.939	B	says	um it's 4 francs .	[]	[INSTRUCT_B(ADD(7,?)), INSTRUCT_B(ADD(0,?))]	[]
20	2	13	-1	442.179	442.179	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0,7)), MATCH_A(INSTRUCT_B(ADD(0,?)))]
20	2	13	151	442.394	443.583	B	says	now this makes sense .	[]	[]	[]
20	2	13	152	443.673	444.254	A	says	there we go .	[]	[]	[]
20	2	13	153	443.967	444.714	B	says	perfect .	[]	[]	[]
20	2	13	154	445.687	446.454	A	says	now what else ?	[]	[]	[]
20	2	13	155	446.562	447.010	B	says	um	[]	[]	[]
20	2	13	156	451.180	451.966	A	says	how much is that ?	[]	[]	[]
20	2	13	157	452.240	453.001	B	says	5 francs .	[]	[]	[]
20	2	13	-1	452.677	452.677	A	adds	Zurich-Bern (2-3)	[]	[]	[DO_A(ADD(2,3)), NONMATCH_A(DO_A(ADD(2,3)))]
20	2	14	158	454.265	456.623	A	says	okay we have to get to um .	[]	[]	[]
20	2	14	-1	455.983	455.983	B	adds	Basel-Zurich (0-2)	[]	[]	[DO_B(ADD(0,2)), NONMATCH_B(DO_B(ADD(0,2)))]
20	2	14	159	457.092	460.786	A	says	we , wait wait wait wait wait , don't to anything else , we have 5 2 7 .	[]	[]	[]
20	2	14	-1	459.426	459.426	R	shows	observe gesture	[]	[]	[]
20	2	14	160	461.947	463.295	A	says	7 11 .	[]	[]	[]
20	2	14	161	464.583	465.458	A	says	14 .	[]	[]	[]
20	2	14	162	466.123	468.347	A	says	4 , we have 19 .	[]	[]	[]
20	2	14	163	468.533	470.054	B	says	19 okay .	[]	[]	[]
20	2	14	164	469.332	470.054	A	says	okay wait wait wait wait .	[]	[]	[]
20	2	14	165	470.354	474.435	A	says	let me get um you're in zurich okay zurich	[ADD(2,?)]	[INSTRUCT_A(ADD(2,?))]	[INSTRUCT_A(ADD(2,?))]
20	2	14	166	474.403	475.949	B	says	mount luzern ?	[ADD(1,?)]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_B(ADD(1,?))]	[INSTRUCT_B(ADD(1,?))]
20	2	14	167	475.048	477.406	A	says	okay go from zurich go to davos .	[ADD(2,?), ADD(9,?)]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_B(ADD(1,?)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(9,?))]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(9,?))]
20	2	14	168	477.863	479.045	B	says	what is davos ?	[ADD(9,?)]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_B(ADD(1,?)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(9,?))]	[INSTRUCT_B(ADD(9,?))]
20	2	14	169	478.502	480.215	A	says	davos i don't know .	[ADD(9,?)]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_B(ADD(1,?)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(9,?)), INSTRUCT_A(ADD(9,?))]	[INSTRUCT_A(ADD(9,?))]
20	2	14	170	479.985	480.822	B	says	davos .	[ADD(9,?)]	[INSTRUCT_A(ADD(2,?)), INSTRUCT_B(ADD(1,?)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(9,?)), INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(9,?))]	[INSTRUCT_B(ADD(9,?))]
20	2	14	-1	480.966	480.966	B	adds	Zurich-Davos (2-9)	[]	[INSTRUCT_B(ADD(1,?))]	[DO_B(ADD(2,9)), MATCH_B(INSTRUCT_A(ADD(9,?)))]
20	2	15	171	481.161	482.842	A	says	yeah all the way down , there , yeah .	[]	[]	[]
20	2	15	172	482.474	483.222	B	says	how much is it ?	[]	[]	[]
20	2	15	173	483.516	484.487	B	says	4 francs .	[]	[]	[]
20	2	15	174	483.861	484.602	A	says	that was 4 .	[]	[]	[]
20	2	15	175	485.177	488.098	B	says	um so we have , 4	[]	[]	[]
20	2	15	176	487.112	488.397	A	says	what we have 23 .	[]	[]	[]
20	2	15	177	489.797	491.497	B	says	then how can we make 24 ?	[]	[]	[]
20	2	15	178	492.220	494.782	A	says	oh we need only one .	[]	[]	[]
20	2	15	179	494.958	495.815	B	says	no no .	[]	[]	[]
20	2	15	180	496.159	497.757	B	says	what now we just messed up .	[]	[]	[]
20	2	15	181	498.710	499.579	B	says	um	[]	[]	[]
20	2	15	182	499.943	502.877	A	says	what is the nearest number to 1, 2 right ?	[]	[]	[]
20	2	15	183	499.994	500.512	B	says	then	[]	[]	[]
20	2	15	184	502.648	504.514	B	says	2 yeah let me see .	[]	[]	[]
20	2	15	185	503.434	506.418	A	says	and where , and where is that from davos , is there a	[ADD(9,?)]	[INSTRUCT_A(ADD(9,?))]	[INSTRUCT_A(ADD(9,?))]
20	2	15	186	505.767	506.981	B	says	we will need a 2 .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	187	506.981	513.826	B	says	um mount , mountain mount mountreux to mount zermatt .	[ADD(4,?)]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(4,?))]	[INSTRUCT_B(ADD(4,?))]
20	2	15	188	515.105	515.412	A	says	what ?	[]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(4,?))]	[]
20	2	15	189	515.540	519.036	B	says	mount montreux to mount zermatt .	[ADD(6,4)]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(4,?)), INSTRUCT_B(ADD(6,4))]	[INSTRUCT_B(ADD(6,4))]
20	2	15	190	519.940	520.553	A	says	oh .	[]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_B(ADD(4,?)), INSTRUCT_B(ADD(6,4))]	[]
20	2	15	-1	521.837	521.837	A	adds	Zermatt-Montreux (4-6)	[]	[INSTRUCT_A(ADD(9,?))]	[DO_A(ADD(4,6)), MATCH_A(INSTRUCT_B(ADD(6,4)))]
20	2	15	191	523.042	525.650	B	says	perfect , no that's 2 , now we have 25 .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	192	526.072	527.178	A	says	damn .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	193	527.913	528.680	B	says	we mess .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	194	528.041	528.597	A	says	okay .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	195	528.705	530.475	A	says	um give me the lowest number .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	196	529.868	531.517	B	says	64 price !	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	197	531.801	533.488	A	says	no that was our previous price .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	198	534.095	534.568	B	says	oh .	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	199	538.600	540.230	B	says	um	[]	[INSTRUCT_A(ADD(9,?))]	[]
20	2	15	200	539.213	540.287	A	says	from zermatt	[ADD(4,?)]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_A(ADD(4,?))]	[INSTRUCT_A(ADD(4,?))]
20	2	15	201	540.712	541.172	A	says	or	[]	[INSTRUCT_A(ADD(9,?)), INSTRUCT_A(ADD(4,?))]	[]
