team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
17	1	5	-1	189.148	189.148	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5,6)), NONMATCH_A(DO_A(ADD(5,6)))]
17	1	5	17	189.371	191.945	I	says	so you guys can talk now .	[]	[]	[]
17	1	5	-1	189.425	189.425	R	shows	observe gesture	[]	[]	[]
17	1	5	18	189.821	194.798	R	says	guys , do not hesitate to submit your solution .	[]	[]	[]
17	1	5	19	195.695	199.636	R	says	you can submit as many times you want .	[]	[]	[]
17	1	5	20	201.624	203.171	A	says	it's my turn again .	[]	[]	[]
17	1	5	-1	204.074	204.074	A	adds	Zermatt-Interlaken (4-5)	[]	[]	[DO_A(ADD(4,5)), NONMATCH_A(DO_A(ADD(4,5)))]
17	1	6	21	205.721	207.812	A	says	your turn .	[]	[]	[]
17	1	6	22	209.748	210.787	B	says	should we submit ?	[]	[]	[]
17	1	6	23	211.365	211.984	A	says	what ?	[]	[]	[]
17	1	6	24	211.913	212.912	B	says	should we submit ?	[]	[]	[]
17	1	6	25	213.221	214.262	A	says	yeah i think .	[]	[]	[]
17	1	6	26	214.753	215.583	A	says	yeah it's good .	[]	[]	[]
17	1	6	-1	214.900	214.900	B	presses	submit (enabled)	[]	[]	[]
17	1	6	27	216.652	217.103	A	says	yeah .	[]	[]	[]
17	1	6	-1	217.467	217.467	A	presses	submit (enabled)	[]	[]	[]
17	1	6	-1	217.574	217.574	T	submits	cost=31 (opt_cost=22)	[]	[]	[]
17	1	6	-1	217.785	217.785	R	shows	up_left gesture	[]	[]	[]
17	1	6	-1	217.785	217.785	R	shows	talking emotion	[]	[]	[]
17	1	6	-1	217.865	217.865	R	says	you are away from the minimum by 9 francs. let's try again.	[]	[]	[]
17	1	6	28	218.274	221.387	R	says	you are away from the minimum by 9 francs .	[]	[]	[]
17	1	6	29	222.438	223.691	R	says	let's try again .	[]	[]	[]
17	1	6	-1	224.170	224.170	R	shows	talking emotion	[]	[]	[]
17	1	6	-1	224.171	224.171	R	shows	point_front gesture	[]	[]	[]
17	1	6	-1	224.268	224.268	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.	[]	[]	[]
17	2	6	30	224.915	228.438	R	says	by the way , you guys now also have a button	[]	[]	[]
17	2	6	31	229.259	234.915	R	says	on the bottom of the screen in the abstract view for comparing solutions .	[]	[]	[]
17	2	6	32	236.418	237.741	I	says	um that green button .	[]	[]	[]
17	2	6	33	238.134	238.852	A	says	okay .	[]	[]	[]
17	2	6	-1	238.198	238.198	A	presses	compare (enabled)	[]	[]	[]
17	2	6	34	239.218	241.482	I	says	so this is your previous solution .	[]	[]	[]
17	2	6	35	246.319	247.009	A	says	okay .	[]	[]	[]
17	2	6	36	247.515	248.190	B	says	um	[]	[]	[]
17	2	6	37	250.679	252.470	A	says	okay your turn , bob .	[]	[]	[]
17	2	6	-1	251.535	251.535	B	adds	Zermatt-Davos (4-9)	[]	[]	[DO_B(ADD(4,9)), NONMATCH_B(DO_B(ADD(4,9)))]
17	2	6	38	255.242	256.621	A	says	that's 3 .	[]	[]	[]
17	2	6	-1	260.783	260.783	B	adds	Gallen-Davos (8-9)	[]	[]	[DO_B(ADD(8,9)), NONMATCH_B(DO_B(ADD(8,9)))]
17	2	7	39	261.993	263.484	A	says	yeah okay .	[]	[]	[]
17	2	7	-1	269.403	269.403	A	adds	Zurich-Gallen (2-8)	[]	[]	[DO_A(ADD(2,8)), NONMATCH_A(DO_A(ADD(2,8)))]
17	2	7	-1	278.968	278.968	A	adds	Luzern-Zurich (1-2)	[]	[]	[DO_A(ADD(1,2)), NONMATCH_A(DO_A(ADD(1,2)))]
17	2	8	-1	279.197	279.197	R	shows	observe gesture	[]	[]	[]
17	2	8	40	281.368	282.282	A	says	okay .	[]	[]	[]
17	2	8	-1	286.852	286.852	B	adds	Luzern-Bern (1-3)	[]	[]	[DO_B(ADD(1,3)), NONMATCH_B(DO_B(ADD(1,3)))]
17	2	8	-1	292.300	292.300	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0,3)), NONMATCH_B(DO_B(ADD(0,3)))]
17	2	9	41	292.988	294.634	A	says	yeah okay .	[]	[]	[]
17	2	9	-1	298.260	298.260	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0,7)), NONMATCH_A(DO_A(ADD(0,7)))]
17	2	9	-1	303.606	303.606	A	removes	Basel-Neuchatel (0-7)	[]	[]	[DO_A(REMOVE(0,7)), NONMATCH_A(DO_A(REMOVE(0,7)))]
17	2	10	42	311.630	319.037	A	says	it's better to go from mount basel to mount interlaken because that costs less money , i think .	[ADD(0,5)]	[INSTRUCT_A(ADD(0,5))]	[INSTRUCT_A(ADD(0,5))]
17	2	10	-1	323.899	323.899	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0,7)), MISMATCH_B(INSTRUCT_A(ADD(0,5)))]
17	2	10	-1	326.706	326.706	B	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_B(ADD(5,7)), NONMATCH_B(DO_B(ADD(5,7)))]
17	2	11	43	328.561	330.179	A	says	okay , uh .	[]	[]	[]
17	2	11	-1	332.663	332.663	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5,6)), NONMATCH_A(DO_A(ADD(5,6)))]
17	2	11	-1	336.592	336.592	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4,6)), NONMATCH_A(DO_A(ADD(4,6)))]
17	2	12	44	339.136	342.456	A	says	i think that cost less , then last time .	[]	[]	[]
17	2	12	45	342.821	344.143	B	says	um yeah , let's submit .	[]	[]	[]
17	2	12	46	344.354	345.254	A	says	yeah .	[]	[]	[]
17	2	12	-1	344.659	344.659	A	presses	submit (enabled)	[]	[]	[]
17	2	12	-1	344.875	344.875	T	submits	cost=29 (opt_cost=22)	[]	[]	[]
17	2	12	-1	345.032	345.032	B	presses	submit (enabled)	[]	[]	[]
17	2	12	-1	345.106	345.106	R	shows	talking emotion	[]	[]	[]
17	2	12	-1	345.110	345.110	R	shows	up_left gesture	[]	[]	[]
17	2	12	-1	345.195	345.195	R	says	you are not that far from the minimum; the difference is only 7 francs. i am sure you can do it.	[]	[]	[]
17	3	12	47	345.690	351.072	R	says	you are not that far from the minimum , the difference is only 7 francs .	[]	[]	[]
17	3	12	48	351.944	353.560	R	says	i am sure you can do it .	[]	[]	[]
17	3	12	49	355.362	358.597	A	says	oh so what's the minimum is 9 i think , wait .	[]	[]	[]
17	3	12	-1	357.644	357.644	A	presses	compare (enabled)	[]	[]	[]
17	3	12	50	359.332	362.358	A	says	we had the price which is 29 , so	[]	[]	[]
17	3	12	51	363.230	365.521	A	says	i think we used to do it one more time .	[]	[]	[]
17	3	12	-1	363.252	363.252	A	presses	previous (enabled)	[]	[]	[]
17	3	12	52	366.213	366.767	B	says	um	[]	[]	[]
17	3	12	53	367.416	368.779	A	says	okay your turn first .	[]	[]	[]
17	3	12	54	369.303	371.565	A	says	why don't you go from a different mountain this time ?	[]	[]	[]
17	3	12	55	372.829	374.402	B	says	maybe mount bern ?	[ADD(3,?)]	[INSTRUCT_B(ADD(3,?))]	[INSTRUCT_B(ADD(3,?))]
17	3	12	56	376.700	377.329	A	says	where ?	[]	[INSTRUCT_B(ADD(3,?))]	[]
17	3	12	57	377.449	378.452	B	says	mount bern .	[ADD(3,?)]	[INSTRUCT_B(ADD(3,?)), INSTRUCT_B(ADD(3,?))]	[INSTRUCT_B(ADD(3,?))]
17	3	12	58	378.559	379.877	A	says	okay start from there .	[]	[INSTRUCT_B(ADD(3,?)), INSTRUCT_B(ADD(3,?))]	[]
17	3	12	59	381.694	383.476	A	says	maybe go to mount basel after .	[ADD(0,?)]	[INSTRUCT_B(ADD(3,?)), INSTRUCT_B(ADD(3,?)), INSTRUCT_A(ADD(0,?))]	[INSTRUCT_A(ADD(0,?))]
17	3	12	60	384.588	386.490	A	says	that might cost less .	[]	[INSTRUCT_B(ADD(3,?)), INSTRUCT_B(ADD(3,?)), INSTRUCT_A(ADD(0,?))]	[]
17	3	12	-1	387.562	387.562	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0,3)), MATCH_B(INSTRUCT_A(ADD(0,?)))]
17	3	12	61	388.442	390.799	A	says	yeah , and then go to mount zurich .	[ADD(2,?)]	[INSTRUCT_A(ADD(2,?))]	[INSTRUCT_A(ADD(2,?))]
17	3	12	-1	393.276	393.276	B	adds	Basel-Zurich (0-2)	[]	[]	[DO_B(ADD(0,2)), MATCH_B(INSTRUCT_A(ADD(2,?)))]
17	3	13	62	394.146	394.805	A	says	yeah .	[]	[]	[]
17	3	13	63	395.044	397.471	A	says	oh no that costs more .	[]	[]	[]
17	3	13	64	397.775	398.688	A	says	uh	[]	[]	[]
17	3	13	65	398.179	399.707	B	says	we should erase it .	[]	[]	[]
17	3	13	66	400.101	401.823	A	says	yeah , i'll erase it .	[]	[]	[]
17	3	13	-1	401.185	401.185	A	removes	Basel-Zurich (0-2)	[]	[]	[DO_A(REMOVE(0,2)), NONMATCH_A(DO_A(REMOVE(0,2)))]
17	3	13	-1	402.994	402.994	A	removes	Basel-Bern (0-3)	[]	[]	[DO_A(REMOVE(0,3)), NONMATCH_A(DO_A(REMOVE(0,3)))]
17	3	14	67	403.327	405.170	A	says	that , that's better okay .	[]	[]	[]
17	3	14	68	405.589	408.755	A	says	so , go from mount bern	[ADD(3,?)]	[INSTRUCT_A(ADD(3,?))]	[INSTRUCT_A(ADD(3,?))]
17	3	14	69	409.279	412.320	A	says	to straight to mount zurich i think maybe that's better .	[ADD(2,?)]	[INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(2,?))]	[INSTRUCT_A(ADD(2,?))]
17	3	14	70	413.065	414.637	A	says	that would cost a lot .	[]	[INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(2,?))]	[]
17	3	14	-1	413.932	413.932	B	adds	Zurich-Bern (2-3)	[]	[]	[DO_B(ADD(2,3)), MATCH_B(INSTRUCT_A(ADD(2,?)))]
17	3	14	71	414.877	416.195	A	says	yeah .	[]	[]	[]
17	3	14	72	416.959	419.430	A	says	then mount saint gallen maybe ?	[ADD(8,?)]	[INSTRUCT_A(ADD(8,?))]	[INSTRUCT_A(ADD(8,?))]
17	3	14	-1	422.342	422.342	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2,8)), MATCH_B(INSTRUCT_A(ADD(8,?)))]
17	3	15	73	422.988	425.449	A	says	yeah , it's better .	[]	[]	[]
17	3	15	74	427.385	430.246	A	says	i'm gonna go from mount bern to mount basel .	[ADD(3,0)]	[INSTRUCT_A(ADD(3,0))]	[INSTRUCT_A(ADD(3,0))]
17	3	15	-1	428.752	428.752	A	adds	Basel-Bern (0-3)	[]	[INSTRUCT_A(ADD(3,0))]	[DO_A(ADD(0,3)), NONMATCH_A(DO_A(ADD(0,3)))]
17	3	15	75	432.498	436.141	A	says	oh you're gonna go from saint gallen right down to mount davos .	[ADD(8,9)]	[INSTRUCT_A(ADD(3,0)), INSTRUCT_A(ADD(8,9))]	[INSTRUCT_A(ADD(8,9))]
17	3	15	-1	434.291	434.291	A	adds	Gallen-Davos (8-9)	[]	[INSTRUCT_A(ADD(3,0)), INSTRUCT_A(ADD(8,9))]	[DO_A(ADD(8,9)), NONMATCH_A(DO_A(ADD(8,9)))]
17	3	16	76	436.580	438.258	A	says	yeah that's better .	[]	[]	[]
17	3	16	77	439.179	440.843	A	says	so we cut the 5 out .	[]	[]	[]
17	3	16	78	442.053	443.600	B	says	i'll go from	[]	[]	[]
17	3	16	79	450.625	455.281	A	says	uh no i think you should go from mount davos to mount luzern, but if you want to go from mount	[ADD(9,1)]	[INSTRUCT_A(ADD(9,1))]	[INSTRUCT_A(ADD(9,1))]
17	3	16	-1	455.782	455.782	B	adds	Luzern-Davos (1-9)	[]	[]	[DO_B(ADD(1,9)), MATCH_B(INSTRUCT_A(ADD(9,1)))]
17	3	16	80	456.401	458.188	A	says	yeah, maybe like that's better .	[]	[]	[]
17	3	16	-1	459.196	459.196	R	shows	observe gesture	[]	[]	[]
17	3	16	81	459.715	463.161	A	says	and then mount luzern to mount zermatt .	[ADD(1,4)]	[INSTRUCT_A(ADD(1,4))]	[INSTRUCT_A(ADD(1,4))]
17	3	16	-1	465.244	465.244	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1,4)), MATCH_B(INSTRUCT_A(ADD(1,4)))]
17	3	17	82	466.163	467.708	A	says	yeah , perfect .	[]	[]	[]
17	3	17	83	468.485	470.257	A	says	oh good , should i go to mount	[]	[]	[]
17	3	17	84	471.270	476.671	A	says	interlaken interlaken or mount montreux ?	[ADD(5,?), ADD(6,?)]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,?))]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,?))]
17	3	17	85	477.373	477.866	A	says	i think	[]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,?))]	[]
17	3	17	86	477.458	480.426	B	says	um montreux i think .	[ADD(6,?)]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,?)), INSTRUCT_B(ADD(6,?))]	[INSTRUCT_B(ADD(6,?))]
17	3	17	87	480.663	481.381	A	says	okay .	[]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,?)), INSTRUCT_B(ADD(6,?))]	[]
17	3	17	-1	481.984	481.984	A	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_A(ADD(4,6)), MATCH_A(INSTRUCT_B(ADD(6,?)))]
17	3	17	88	482.659	483.950	A	says	and then i'll go to mount	[]	[]	[]
17	3	17	89	483.950	484.836	A	says	interlaken .	[ADD(5,?)]	[INSTRUCT_A(ADD(5,?))]	[INSTRUCT_A(ADD(5,?))]
17	3	17	90	484.048	485.005	B	says	interlaken .	[ADD(5,?)]	[INSTRUCT_A(ADD(5,?)), INSTRUCT_B(ADD(5,?))]	[INSTRUCT_B(ADD(5,?))]
17	3	17	-1	484.260	484.260	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5,6)), MATCH_A(INSTRUCT_B(ADD(5,?)))]
17	3	18	91	485.174	485.990	A	says	yeah .	[]	[]	[]
17	3	18	92	487.272	488.182	A	says	oh actually	[]	[]	[]
17	3	18	93	488.425	489.464	A	says	oh next time	[]	[]	[]
17	3	18	94	489.464	492.899	A	says	can you erase mount interlaken so we go straight mount	[REMOVE(5,?)]	[INSTRUCT_A(REMOVE(5,?))]	[INSTRUCT_A(REMOVE(5,?))]
17	3	18	95	493.254	495.968	A	says	neuchatel because that costs more , mount	[ADD(7,?)]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?))]	[INSTRUCT_A(ADD(7,?))]
17	3	18	96	496.334	497.403	A	says	interlaken .	[ADD(5,?)]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?))]	[INSTRUCT_A(ADD(5,?))]
17	3	18	97	499.564	500.999	B	says	so , erase what ?	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?))]	[]
17	3	18	98	501.147	507.481	A	says	um mount montreux to mount interlaken because that costs 4 .	[ADD(6,5)]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[INSTRUCT_A(ADD(6,5))]
17	3	18	99	508.034	509.525	B	says	but how do you erase this ?	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[]
17	3	18	100	510.959	511.873	A	says	maybe you already	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[]
17	3	18	101	512.098	513.716	A	says	erase	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[]
17	3	18	102	513.982	514.967	B	says	how do you erase this ?	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[]
17	3	18	103	515.890	523.893	I	says	so , is it that one , you can erase press press on on it .	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(5,?)), INSTRUCT_A(ADD(6,5))]	[]
17	3	18	-1	522.065	522.065	B	removes	Interlaken-Montreux (5-6)	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?))]	[DO_B(REMOVE(5,6)), MATCH_B(INSTRUCT_A(REMOVE(5,?)))]
17	3	18	104	522.818	523.238	B	says	yeah .	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?))]	[]
17	3	18	105	527.971	532.209	A	says	yeah then i think you go should mount montreux , to mount neuchatel ?	[ADD(6,7)]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(6,7))]	[INSTRUCT_A(ADD(6,7))]
17	3	18	106	532.955	534.024	B	says	okay .	[]	[INSTRUCT_A(REMOVE(5,?)), INSTRUCT_A(ADD(7,?)), INSTRUCT_A(ADD(6,7))]	[]
17	3	18	-1	534.438	534.438	B	adds	Montreux-Neuchatel (6-7)	[]	[INSTRUCT_A(REMOVE(5,?))]	[DO_B(ADD(6,7)), MATCH_B(INSTRUCT_A(ADD(6,7)))]
17	3	19	107	535.744	536.264	A	says	yeah .	[]	[]	[]
17	3	19	108	537.061	542.612	A	says	then i'm gonna go , to mount basel , and then i go mount basel to mount interlaken .	[ADD(0,?), ADD(0,5)]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]
17	3	19	-1	539.609	539.609	A	adds	Basel-Neuchatel (0-7)	[]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]	[DO_A(ADD(0,7)), NONMATCH_A(DO_A(ADD(0,7)))]
17	3	19	109	544.092	545.400	A	says	oh you can't do that .	[]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]	[]
17	3	19	110	547.369	549.831	A	says	then you go from this to that yeah that's better .	[]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]	[]
17	3	19	-1	548.669	548.669	A	adds	Interlaken-Bern (5-3)	[]	[INSTRUCT_A(ADD(0,?)), INSTRUCT_A(ADD(0,5))]	[DO_A(ADD(5,3)), NONMATCH_A(DO_A(ADD(5,3)))]
17	3	20	111	551.275	553.235	A	says	oh no that cost 4 .	[]	[]	[]
17	3	20	112	554.470	556.947	B	says	so should we go from mount	[]	[]	[]
17	3	20	113	557.650	560.066	B	says	neuchatel to mount interlaken ?	[ADD(7,5)]	[INSTRUCT_B(ADD(7,5))]	[INSTRUCT_B(ADD(7,5))]
17	3	20	114	561.571	564.787	A	says	yeah then cut out mount basel to mount interlaken .	[REMOVE(0,5)]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(REMOVE(0,5))]	[INSTRUCT_A(REMOVE(0,5))]
17	3	20	115	565.154	565.822	A	says	maybe .	[]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(REMOVE(0,5))]	[]
17	3	20	-1	567.222	567.222	B	removes	Interlaken-Bern (5-3)	[]	[INSTRUCT_B(ADD(7,5))]	[DO_B(REMOVE(5,3)), MISMATCH_B(INSTRUCT_A(REMOVE(0,5)))]
17	3	20	116	568.288	568.731	A	says	yeah .	[]	[INSTRUCT_B(ADD(7,5))]	[]
17	3	20	117	569.170	570.689	A	says	and then just do mount	[]	[INSTRUCT_B(ADD(7,5))]	[]
17	3	20	118	571.407	573.094	A	says	to interlaken to mount zermatt ?	[ADD(5,4)]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(ADD(5,4))]	[INSTRUCT_A(ADD(5,4))]
17	3	20	119	573.322	574.370	A	says	maybe that's better ?	[]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(ADD(5,4))]	[]
17	3	20	-1	579.197	579.197	R	shows	thinking gesture	[]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(ADD(5,4))]	[]
17	3	20	-1	579.212	579.212	R	says	hmm, i see.	[]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(ADD(5,4))]	[]
17	3	20	120	581.134	581.970	R	says	i see .	[]	[INSTRUCT_B(ADD(7,5)), INSTRUCT_A(ADD(5,4))]	[]
17	3	20	-1	584.626	584.626	B	adds	Zermatt-Interlaken (4-5)	[]	[INSTRUCT_B(ADD(7,5))]	[DO_B(ADD(4,5)), MATCH_B(INSTRUCT_A(ADD(5,4)))]
17	3	21	121	585.458	587.343	A	says	yeah like that , i think that's better .	[]	[]	[]
17	3	21	122	587.540	588.133	B	says	yeah .	[]	[]	[]
17	3	21	123	587.677	589.303	A	says	do you wanna , do , it ?	[]	[]	[]
17	3	21	124	590.826	593.530	A	says	yeah let's go , i'm ticking it .	[]	[]	[]
17	3	21	-1	591.309	591.309	A	presses	submit (enabled)	[]	[]	[]
17	3	21	125	594.653	596.781	A	says	okay tick it maybe .	[]	[]	[]
17	3	21	126	596.583	597.176	B	says	okay .	[]	[]	[]
17	3	21	-1	597.210	597.210	T	submits	cost=27 (opt_cost=22)	[]	[]	[]
17	3	21	-1	597.402	597.402	R	shows	talking emotion	[]	[]	[]
17	3	21	-1	597.411	597.411	R	shows	up_left gesture	[]	[]	[]
17	3	21	127	597.417	598.481	A	says	yeah .	[]	[]	[]
17	3	21	-1	597.429	597.429	B	presses	submit (enabled)	[]	[]	[]
17	3	21	-1	597.495	597.495	R	says	you are away from the minimum by 5 francs. let's try again.	[]	[]	[]
17	4	21	128	597.980	601.065	R	says	you are away from the minimum by 5 francs .	[]	[]	[]
17	4	21	129	601.409	602.143	A	says	uh	[]	[]	[]
17	4	21	130	602.128	603.439	R	says	let's try again .	[]	[]	[]
17	4	21	131	604.907	605.333	A	says	okay .	[]	[]	[]
17	4	21	132	606.153	606.913	A	says	uh	[]	[]	[]
17	4	21	133	607.358	609.531	A	says	i'm gonna start	[]	[]	[]
17	4	21	134	610.227	614.169	A	says	at mount zermatt because that's the , no what is the cheapest ?	[ADD(4,?)]	[INSTRUCT_A(ADD(4,?))]	[INSTRUCT_A(ADD(4,?))]
17	4	21	135	614.200	615.096	B	says	okay .	[]	[INSTRUCT_A(ADD(4,?))]	[]
17	4	21	136	616.052	617.830	A	says	which one is the cheapest bob ?	[]	[INSTRUCT_A(ADD(4,?))]	[]
17	4	21	137	618.483	619.441	B	says	i don't know .	[]	[INSTRUCT_A(ADD(4,?))]	[]
17	4	21	138	619.243	620.964	A	says	okay uh okay go from	[]	[INSTRUCT_A(ADD(4,?))]	[]
17	4	21	139	621.466	622.210	A	says	mount	[]	[INSTRUCT_A(ADD(4,?))]	[]
17	4	21	140	623.092	624.474	A	says	saint gallen	[ADD(8,?)]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_A(ADD(8,?))]	[INSTRUCT_A(ADD(8,?))]
17	4	21	-1	625.140	625.140	A	adds	Gallen-Davos (8-9)	[]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_A(ADD(8,?))]	[DO_A(ADD(8,9)), NONMATCH_A(DO_A(ADD(8,9)))]
17	4	21	141	625.329	626.924	A	says	to mount davos	[ADD(9,?)]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_A(ADD(8,?)), INSTRUCT_A(ADD(9,?))]	[INSTRUCT_A(ADD(9,?))]
17	4	21	142	626.879	628.155	B	says	that's 2 .	[]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_A(ADD(8,?)), INSTRUCT_A(ADD(9,?))]	[]
17	4	21	143	628.317	630.413	A	says	that's 2 okay then	[]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_A(ADD(8,?)), INSTRUCT_A(ADD(9,?))]	[]
