team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
9	1	1	11	125.039	134.326	I	says	so can you open it again ...	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	-1	127.025	127.025	B	presses	help (enabled)	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	-1	127.366	127.366	A	presses	help (enabled)	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	12	135.734	138.700	B	says	if she does it i see the cost .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	13	140.048	142.145	B	says	oh , okay .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	14	140.240	140.602	A	says	oh .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	15	144.276	145.834	B	says	so , ann .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	16	146.313	149.069	B	says	you are the interactive that's right .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	17	150.494	152.394	B	says	or do you have the dark screen .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	18	152.566	153.921	A	says	no i have the	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	19	154.744	155.556	A	says	interactive .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	20	155.660	157.158	B	says	so .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	21	157.262	159.000	A	says	you have the abstract .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	22	158.392	158.985	B	says	yes .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	-1	158.907	158.907	R	shows	thinking gesture	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	-1	158.907	158.907	R	says	hmm, i see.	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	23	160.350	160.948	R	says	i see .	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4))]	[]
9	1	1	24	162.387	167.016	B	says	um could you go to mount montreux and then mount interlaken .	[ADD(6,5)]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4)), INSTRUCT_B(ADD(6,5))]	[INSTRUCT_B(ADD(6,5))]
9	1	1	25	167.540	168.349	B	says	to see	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4)), INSTRUCT_B(ADD(6,5))]	[]
9	1	1	26	170.056	170.595	A	says	mount	[]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4)), INSTRUCT_B(ADD(6,5))]	[]
9	1	1	27	171.332	173.549	A	says	montreux to interlaken .	[ADD(6,5)]	[INSTRUCT_B(ADD(6,?)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(6,4)), INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(6,5))]	[INSTRUCT_A(ADD(6,5))]
9	1	1	-1	176.906	176.906	A	adds	Interlaken-Montreux (5-6)	[]	[INSTRUCT_B(ADD(6,4))]	[DO_A(ADD(5,6)), MATCH_A(INSTRUCT_B(ADD(6,5)))]
9	1	1	28	177.443	178.971	B	says	that's 4 .	[]	[INSTRUCT_B(ADD(6,4))]	[]
9	1	1	29	179.255	180.109	B	says	okay .	[]	[INSTRUCT_B(ADD(6,4))]	[]
9	1	1	30	180.454	181.787	B	says	then , can you erase that ?	[]	[INSTRUCT_B(ADD(6,4))]	[]
9	1	1	-1	183.600	183.600	A	removes	Interlaken-Montreux (5-6)	[]	[INSTRUCT_B(ADD(6,4))]	[DO_A(REMOVE(5,6)), MISMATCH_A(INSTRUCT_B(ADD(6,4)))]
9	1	2	31	185.489	186.822	B	says	oh , okay .	[]	[]	[]
9	1	2	32	186.372	187.571	A	says	now we've swapped .	[]	[]	[]
9	1	2	33	187.571	188.335	B	says	okay .	[]	[]	[]
9	1	2	34	188.529	191.195	A	says	i think every time we erase something then we swap .	[]	[]	[]
9	1	2	35	191.300	191.929	B	says	okay .	[]	[]	[]
9	1	2	-1	191.808	191.808	B	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_B(ADD(4,6)), NONMATCH_B(DO_B(ADD(4,6)))]
9	1	2	36	192.214	193.247	B	says	how much is that ?	[]	[]	[]
9	1	2	37	193.502	194.116	A	says	2 .	[]	[]	[]
9	1	2	38	195.616	198.867	B	says	okay , 2 franc , 2 francs .	[]	[]	[]
9	1	2	39	198.971	199.870	A	says	it says 2 .	[]	[]	[]
9	1	2	40	201.188	201.832	B	says	hmm	[]	[]	[]
9	1	2	41	203.106	204.289	B	says	how much is that ?	[]	[]	[]
9	1	2	-1	204.285	204.285	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1,4)), NONMATCH_B(DO_B(ADD(1,4)))]
9	1	3	42	205.202	205.757	A	says	3 .	[]	[]	[]
9	1	3	43	207.107	209.668	B	says	so we have 4 2 3 .	[]	[]	[]
9	1	3	44	207.347	208.515	A	says	we've swapped again .	[]	[]	[]
9	1	3	45	210.088	211.121	A	says	yes so	[]	[]	[]
9	1	3	46	210.477	213.428	B	says	try mount luzern to mount bern .	[ADD(1,3)]	[INSTRUCT_B(ADD(1,3))]	[INSTRUCT_B(ADD(1,3))]
9	1	3	47	213.263	215.210	A	says	luzern to mount bern ?	[ADD(1,3)]	[INSTRUCT_B(ADD(1,3)), INSTRUCT_A(ADD(1,3))]	[INSTRUCT_A(ADD(1,3))]
9	1	3	48	215.315	216.094	B	says	yeah .	[]	[INSTRUCT_B(ADD(1,3)), INSTRUCT_A(ADD(1,3))]	[]
9	1	3	49	217.757	220.183	B	says	i think you have to touch east so that's 3 francs .	[]	[INSTRUCT_B(ADD(1,3)), INSTRUCT_A(ADD(1,3))]	[]
9	1	3	-1	217.946	217.946	A	adds	Luzern-Bern (1-3)	[]	[]	[DO_A(ADD(1,3)), MATCH_A(INSTRUCT_B(ADD(1,3)))]
9	1	3	50	221.233	222.803	B	says	oh , okay .	[]	[]	[]
9	1	3	51	223.131	223.596	B	says	um	[]	[]	[]
9	1	3	52	223.786	229.599	B	says	i think we should start to mount montreux , and then finish at mount interlaken .	[ADD(6,5)]	[INSTRUCT_B(ADD(6,5))]	[INSTRUCT_B(ADD(6,5))]
9	1	3	54	229.978	230.392	A	says	yeah .	[]	[INSTRUCT_B(ADD(6,5))]	[]
9	1	3	53	229.978	230.444	B	says	you ?	[]	[INSTRUCT_B(ADD(6,5))]	[]
9	1	3	55	230.962	235.257	B	says	so kind of like go around in a snake instead of having to stop .	[]	[INSTRUCT_B(ADD(6,5))]	[]
9	1	3	56	234.670	236.932	A	says	so should we, go to mount	[]	[INSTRUCT_B(ADD(6,5))]	[]
9	1	3	57	239.306	239.727	A	says	basel .	[ADD(0,?)]	[INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(0,?))]	[INSTRUCT_A(ADD(0,?))]
9	1	3	58	240.020	245.678	B	says	you should erase the mount bern and do it from mount luzern to mount davos i think .	[REMOVE(3,?), ADD(1,9)]	[INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(REMOVE(3,?)), INSTRUCT_B(ADD(1,9))]	[INSTRUCT_B(REMOVE(3,?)), INSTRUCT_B(ADD(1,9))]
9	1	3	59	246.367	249.024	A	says	okay but you would have to do it because	[]	[INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(REMOVE(3,?)), INSTRUCT_B(ADD(1,9))]	[]
9	1	3	60	248.282	250.674	B	says	yeah , i think though i'm not sure though .	[]	[INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(REMOVE(3,?)), INSTRUCT_B(ADD(1,9))]	[]
9	1	3	-1	250.303	250.303	A	removes	Luzern-Bern (1-3)	[]	[INSTRUCT_B(ADD(6,5)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(1,9))]	[DO_A(REMOVE(1,3)), MATCH_A(INSTRUCT_B(REMOVE(3,?)))]
9	1	4	61	251.329	251.967	A	says	okay .	[]	[]	[]
9	1	4	62	251.502	252.657	B	says	yes i will .	[]	[]	[]
9	1	4	63	252.864	255.676	B	says	so how about this how much is that ?	[]	[]	[]
9	1	4	-1	254.575	254.575	B	adds	Luzern-Davos (1-9)	[]	[]	[DO_B(ADD(1,9)), NONMATCH_B(DO_B(ADD(1,9)))]
9	1	4	64	255.124	255.727	A	says	3 .	[]	[]	[]
9	1	4	65	256.883	259.919	B	says	we've got 3 uh 2 3 2 .	[]	[]	[]
9	1	4	66	260.178	262.558	A	says	yeah so 4 2 3 2 .	[]	[]	[]
9	1	4	67	262.576	264.059	B	says	it's 6 8 .	[]	[]	[]
9	1	4	68	264.559	265.163	A	says	wait .	[]	[]	[]
9	1	4	69	265.767	268.009	A	says	3 3 6 yeah at 8 .	[]	[]	[]
9	1	4	70	267.552	269.398	B	says	so should i do mount saint gallen ?	[ADD(8,?)]	[INSTRUCT_B(ADD(8,?))]	[INSTRUCT_B(ADD(8,?))]
9	1	4	71	269.863	272.968	B	says	so we would have to go mount davos and mount saint gallen .	[ADD(9,8)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8))]	[INSTRUCT_B(ADD(9,8))]
9	1	4	72	273.399	278.277	B	says	and then mount zurich then mount bern to mount basel then mount interlaken .	[ADD(2,3), ADD(0,5)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5))]	[INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5))]
9	1	4	73	278.442	279.291	B	says	oh no then	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5))]	[]
9	1	4	-1	278.715	278.715	R	shows	observe gesture	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5))]	[]
9	1	4	74	279.964	280.430	B	says	um	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5))]	[]
9	1	4	75	280.723	284.303	B	says	mount neuchatel and then back to mount interlaken right ?	[ADD(7,5)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5))]	[INSTRUCT_B(ADD(7,5))]
9	1	4	76	286.589	287.115	B	says	right ?	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5))]	[]
9	1	4	77	291.399	296.986	B	says	so we go around and like we go to mount saint , gallen and then mount zurich then mount basel then mount bern	[ADD(8,2), ADD(0,3)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3))]	[INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3))]
9	1	4	79	297.202	297.978	A	says	so from	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3))]	[]
9	1	4	78	297.202	297.849	B	says	then mount	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3))]	[]
9	1	4	80	297.909	300.151	B	says	neuchatel , then interlaken	[ADD(7,5)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5))]	[INSTRUCT_B(ADD(7,5))]
9	1	4	81	300.436	301.048	B	says	or	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5))]	[]
9	1	4	82	301.366	305.385	B	says	you go from mount neuchatel to mount bern to mount interlaken .	[ADD(7,3), ADD(5,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]
9	1	4	83	310.478	312.841	A	says	no i think the first idea was good .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[]
9	1	4	84	316.945	320.981	B	says	first idea was good okay i'm gonna go track this way , but	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[]
9	1	4	85	321.491	322.440	B	says	no .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[]
9	1	4	86	323.734	325.976	B	says	no because i'll go twice on it .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[]
9	1	4	87	327.597	333.954	B	says	oh if i go here , no i wanna i wanna draw i wanna draw i wanna draw .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?))]	[]
9	1	4	88	337.982	343.053	B	says	okay you try mount davos to mount saint gallen .	[ADD(9,8)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(9,8))]	[INSTRUCT_B(ADD(9,8))]
9	1	4	-1	342.568	342.568	B	adds	Gallen-Davos (8-9)	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(9,8)), INSTRUCT_B(ADD(2,3)), INSTRUCT_B(ADD(0,5)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(8,2)), INSTRUCT_B(ADD(0,3)), INSTRUCT_B(ADD(7,5)), INSTRUCT_B(ADD(7,3)), INSTRUCT_B(ADD(5,?)), INSTRUCT_B(ADD(9,8))]	[DO_B(ADD(8,9)), NONMATCH_B(DO_B(ADD(8,9)))]
9	1	5	89	344.571	345.606	B	says	so that's	[]	[]	[]
9	1	5	90	346.192	346.813	A	says	2 .	[]	[]	[]
9	1	5	91	346.347	348.452	B	says	2 3 3 2 .	[]	[]	[]
9	1	5	92	348.435	350.108	A	says	2 3 3 2 .	[]	[]	[]
9	1	5	93	349.349	358.197	B	says	wait there is uh so each track was 2 then you go 3 3 and then you go 2 then you 3 3 and then you go 2 then you 3 3 and then you go 2 that looks like it .	[]	[]	[]
9	1	5	94	358.129	358.681	A	says	probably .	[]	[]	[]
9	1	5	95	359.233	360.526	A	says	so how it's going so far ?	[]	[]	[]
9	1	5	96	360.664	361.061	A	says	wait .	[]	[]	[]
9	1	5	97	361.268	363.767	A	says	so , so from , mount saint	[]	[]	[]
9	1	5	98	363.510	364.528	B	says	saint gallen .	[ADD(8,?)]	[INSTRUCT_B(ADD(8,?))]	[INSTRUCT_B(ADD(8,?))]
9	1	5	99	364.718	365.011	A	says	yeah .	[]	[INSTRUCT_B(ADD(8,?))]	[]
9	1	5	100	364.890	366.512	B	says	try mount zurich .	[ADD(2,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[INSTRUCT_B(ADD(2,?))]
9	1	5	101	366.460	366.874	A	says	okay .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
9	1	5	102	367.046	370.703	B	says	or you can go mount bern and then come back and then mount basel .	[ADD(3,0)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0))]	[INSTRUCT_B(ADD(3,0))]
9	1	5	103	369.461	371.221	A	says	i think we should go to mount zurich .	[ADD(2,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?))]	[INSTRUCT_A(ADD(2,?))]
9	1	5	104	371.721	373.670	A	says	and then go to bern and then go to basel .	[ADD(3,?), ADD(0,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?))]	[INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?))]
9	1	5	105	373.998	379.820	B	says	or we can go to mount zurich mount basel mount bern mount neuchatel mount interlaken .	[ADD(2,0), ADD(3,7), ADD(5,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?))]	[INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?))]
9	1	5	106	380.044	386.497	A	says	no i think it would be better if we go to , mount zurich , and then bern .	[ADD(2,3)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3))]	[INSTRUCT_A(ADD(2,3))]
9	1	5	107	387.116	388.224	B	says	i don't know .	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3))]	[]
9	1	5	108	387.169	387.669	A	says	we	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3))]	[]
9	1	5	109	388.467	395.331	A	says	or we should go mount saint gallen to mount zurich .	[ADD(8,2)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3)), INSTRUCT_A(ADD(8,2))]	[INSTRUCT_A(ADD(8,2))]
9	1	5	110	397.076	398.229	A	says	to mount	[]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3)), INSTRUCT_A(ADD(8,2))]	[]
9	1	5	111	398.933	400.030	A	says	bern .	[ADD(3,?)]	[INSTRUCT_B(ADD(8,?)), INSTRUCT_B(ADD(2,?)), INSTRUCT_B(ADD(3,0)), INSTRUCT_A(ADD(2,?)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?)), INSTRUCT_B(ADD(2,0)), INSTRUCT_B(ADD(3,7)), INSTRUCT_B(ADD(5,?)), INSTRUCT_A(ADD(2,3)), INSTRUCT_A(ADD(8,2)), INSTRUCT_A(ADD(3,?))]	[INSTRUCT_A(ADD(3,?))]
