team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
47	1	1	31	136.374	141.095	A	says	so we need to collect connect all of them together using the less the least money ?	[]	[INSTRUCT_A(ADD(4,9))]	[]
47	1	1	32	141.544	142.353	I	says	yeah .	[]	[INSTRUCT_A(ADD(4,9))]	[]
47	1	1	33	142.113	142.862	A	says	okay .	[]	[INSTRUCT_A(ADD(4,9))]	[]
47	1	1	-1	143.805	143.805	A	adds	Gallen-Davos (8-9)	[]	[INSTRUCT_A(ADD(4,9))]	[DO_A(ADD(8,9)), NONMATCH_A(DO_A(ADD(8,9)))]
47	1	2	34	150.529	151.518	A	says	okay .	[]	[]	[]
47	1	2	-1	153.839	153.839	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2,8)), NONMATCH_B(DO_B(ADD(2,8)))]
47	1	2	-1	157.060	157.060	B	adds	Luzern-Zurich (1-2)	[]	[]	[DO_B(ADD(1,2)), NONMATCH_B(DO_B(ADD(1,2)))]
47	1	3	-1	159.109	159.109	A	adds	Luzern-Bern (1-3)	[]	[]	[DO_A(ADD(1,3)), NONMATCH_A(DO_A(ADD(1,3)))]
47	1	3	-1	164.206	164.206	A	adds	Basel-Bern (0-3)	[]	[]	[DO_A(ADD(0,3)), NONMATCH_A(DO_A(ADD(0,3)))]
47	1	4	-1	170.626	170.626	B	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_B(ADD(0,7)), NONMATCH_B(DO_B(ADD(0,7)))]
47	1	4	-1	172.536	172.536	B	adds	Interlaken-Neuchatel (5-7)	[]	[]	[DO_B(ADD(5,7)), NONMATCH_B(DO_B(ADD(5,7)))]
47	1	5	-1	173.566	173.566	A	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_A(ADD(5,6)), NONMATCH_A(DO_A(ADD(5,6)))]
47	1	5	-1	177.183	177.183	R	shows	observe gesture	[]	[]	[]
47	1	5	35	177.576	183.095	R	says	guys , do not hesitate to submit your solution .	[]	[]	[]
47	1	5	36	183.095	187.431	R	says	you can submit it as many times you want .	[]	[]	[]
47	1	5	-1	186.476	186.476	A	presses	help (enabled)	[]	[]	[]
47	1	5	37	186.563	187.285	B	says	three	[]	[]	[]
47	1	5	38	187.799	188.255	B	says	two	[]	[]	[]
47	1	5	39	188.750	189.263	A	says	one .	[]	[]	[]
47	1	5	40	188.750	189.206	B	says	one .	[]	[]	[]
47	1	5	41	189.929	193.616	I	says	it's the green check , ann , it's at the top of the screen .	[]	[]	[]
47	1	5	-1	190.655	190.655	B	presses	submit (enabled)	[]	[]	[]
47	1	5	42	191.429	194.016	A	says	oh green , green check oh wait .	[]	[]	[]
47	1	5	-1	191.508	191.508	A	presses	submit (enabled)	[]	[]	[]
47	1	5	-1	191.582	191.582	T	submits	cost=27 (opt_cost=22)	[]	[]	[]
47	1	5	-1	195.115	195.115	R	shows	talking emotion	[]	[]	[]
47	1	5	-1	195.118	195.118	R	shows	up_left gesture	[]	[]	[]
47	1	5	-1	195.205	195.205	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.	[]	[]	[]
47	1	5	43	195.747	201.647	R	says	you are not that far from the minimum , the difference is only 5 francs .	[]	[]	[]
47	1	5	44	201.647	204.290	R	says	i am sure you can do it .	[]	[]	[]
47	1	5	-1	204.061	204.061	R	shows	talking emotion	[]	[]	[]
47	1	5	-1	204.061	204.061	R	shows	point_front gesture	[]	[]	[]
47	1	5	-1	204.064	204.064	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.	[]	[]	[]
47	2	5	45	204.687	214.463	R	says	by the way you guys now also have a button on the bottom of the screen in the abstract view for comparing solutions .	[]	[]	[]
47	2	5	46	216.135	216.990	A	says	okay .	[]	[]	[]
47	2	5	47	217.181	220.186	I	says	it's that big green button , if you press that you see your previous solution .	[]	[]	[]
47	2	5	-1	218.522	218.522	B	presses	compare (enabled)	[]	[]	[]
47	2	5	48	220.357	221.289	B	says	oh okay .	[]	[]	[]
47	2	5	49	221.479	222.164	A	says	okay .	[]	[]	[]
47	2	5	50	223.628	225.188	A	says	i'll build first .	[]	[]	[]
47	2	5	-1	225.742	225.742	A	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_A(ADD(1,4)), NONMATCH_A(DO_A(ADD(1,4)))]
47	2	5	51	228.708	230.591	A	says	why are we 5 francs away ?	[]	[]	[]
47	2	5	52	233.216	234.167	A	says	um	[]	[]	[]
47	2	5	-1	234.222	234.222	A	adds	Luzern-Bern (1-3)	[]	[]	[DO_A(ADD(1,3)), NONMATCH_A(DO_A(ADD(1,3)))]
47	2	6	53	237.020	239.606	A	says	i think short distances will make less money .	[]	[]	[]
47	2	6	-1	243.004	243.004	B	adds	Zurich-Bern (2-3)	[]	[]	[DO_B(ADD(2,3)), NONMATCH_B(DO_B(ADD(2,3)))]
47	2	6	-1	245.748	245.748	B	adds	Basel-Zurich (0-2)	[]	[]	[DO_B(ADD(0,2)), NONMATCH_B(DO_B(ADD(0,2)))]
47	2	7	-1	250.301	250.301	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0,7)), NONMATCH_A(DO_A(ADD(0,7)))]
47	2	7	-1	256.365	256.365	A	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_A(ADD(6,7)), NONMATCH_A(DO_A(ADD(6,7)))]
47	2	8	-1	264.521	264.521	B	adds	Zermatt-Montreux (4-6)	[]	[]	[DO_B(ADD(4,6)), NONMATCH_B(DO_B(ADD(4,6)))]
47	2	8	-1	266.050	266.050	B	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_B(ADD(5,6)), NONMATCH_B(DO_B(ADD(5,6)))]
47	2	9	-1	269.601	269.601	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4,9)), NONMATCH_A(DO_A(ADD(4,9)))]
47	2	9	-1	274.750	274.750	A	adds	Gallen-Davos (8-9)	[]	[]	[DO_A(ADD(8,9)), NONMATCH_A(DO_A(ADD(8,9)))]
47	2	10	-1	278.813	278.813	R	shows	observe gesture	[]	[]	[]
47	2	10	-1	280.756	280.756	A	presses	submit (enabled)	[]	[]	[]
47	2	10	54	281.203	283.257	A	says	okay , let's click it .	[]	[]	[]
47	2	10	-1	283.637	283.637	B	adds	Zurich-Gallen (2-8)	[]	[]	[DO_B(ADD(2,8)), NONMATCH_B(DO_B(ADD(2,8)))]
47	2	10	55	284.094	286.718	A	says	go , oh oh gosh , waiting for .	[]	[]	[]
47	2	10	-1	289.098	289.098	B	adds	Interlaken-Bern (5-3)	[]	[]	[DO_B(ADD(5,3)), NONMATCH_B(DO_B(ADD(5,3)))]
47	2	11	56	293.818	295.986	A	says	hello robot .	[]	[]	[]
47	2	11	-1	294.291	294.291	B	presses	submit (enabled)	[]	[]	[]
47	2	11	57	301.616	306.861	I	says	so you both have to submit , like , one of you has pressed the button but the other hasn't yet .	[]	[]	[]
47	2	11	58	306.670	308.458	A	says	okay come on let's press it together .	[]	[]	[]
47	2	11	59	308.192	309.447	B	says	i do that i already pressed it .	[]	[]	[]
47	2	11	-1	308.321	308.321	A	presses	submit (enabled)	[]	[]	[]
47	2	11	-1	308.391	308.391	T	submits	cost=38 (opt_cost=22)	[]	[]	[]
47	2	11	60	309.599	310.094	A	says	three .	[]	[]	[]
47	2	11	61	310.094	310.855	B	says	two .	[]	[]	[]
47	2	11	62	310.969	311.539	A	says	one .	[]	[]	[]
47	2	11	63	311.692	312.300	A	says	go .	[]	[]	[]
47	2	11	-1	311.924	311.924	R	shows	talking emotion	[]	[]	[]
47	2	11	-1	311.926	311.926	R	shows	up_left gesture	[]	[]	[]
47	2	11	-1	311.996	311.996	R	says	you are not that far from the minimum; the difference is only 16 francs. i am sure you can do it.	[]	[]	[]
47	3	11	64	312.452	318.910	R	says	you are not that far from the minimum , the difference is only 16 francs .	[]	[]	[]
47	3	11	65	317.397	320.821	A	says	16 oh gosh let's let's just start .	[]	[]	[]
47	3	11	66	318.910	320.897	R	says	i am sure you can do it .	[]	[]	[]
47	3	11	67	321.277	322.825	A	says	let's just do our you know .	[]	[]	[]
47	3	11	68	321.836	324.384	B	says	i know how we should start , let's so	[]	[]	[]
47	3	11	69	323.833	326.838	A	says	let's start from mount zermatt to mount davos .	[ADD(4,9)]	[INSTRUCT_A(ADD(4,9))]	[INSTRUCT_A(ADD(4,9))]
47	3	11	70	331.927	333.639	A	says	wait mount what ?	[]	[INSTRUCT_A(ADD(4,9))]	[]
47	3	11	71	333.430	334.704	B	says	mount montreux .	[ADD(6,?)]	[INSTRUCT_A(ADD(4,9)), INSTRUCT_B(ADD(6,?))]	[INSTRUCT_B(ADD(6,?))]
47	3	11	72	335.207	338.231	A	says	oh mount mount montreux , to	[ADD(6,?)]	[INSTRUCT_A(ADD(4,9)), INSTRUCT_B(ADD(6,?)), INSTRUCT_A(ADD(6,?))]	[INSTRUCT_A(ADD(6,?))]
47	3	11	73	337.717	339.790	B	says	to mount neuchatel .	[ADD(7,?)]	[INSTRUCT_A(ADD(4,9)), INSTRUCT_B(ADD(6,?)), INSTRUCT_A(ADD(6,?)), INSTRUCT_B(ADD(7,?))]	[INSTRUCT_B(ADD(7,?))]
47	3	11	-1	338.374	338.374	A	adds	Montreux-Neuchatel (6-7)	[]	[INSTRUCT_A(ADD(4,9))]	[DO_A(ADD(6,7)), MATCH_A(INSTRUCT_B(ADD(7,?)))]
47	3	11	74	339.600	340.152	A	says	okay .	[]	[INSTRUCT_A(ADD(4,9))]	[]
47	3	11	75	342.377	344.470	B	says	and then go to mount interlaken .	[ADD(5,?)]	[INSTRUCT_A(ADD(4,9)), INSTRUCT_B(ADD(5,?))]	[INSTRUCT_B(ADD(5,?))]
47	3	11	76	342.511	342.986	A	says	and	[]	[INSTRUCT_A(ADD(4,9)), INSTRUCT_B(ADD(5,?))]	[]
47	3	11	-1	342.573	342.573	A	adds	Interlaken-Neuchatel (5-7)	[]	[INSTRUCT_A(ADD(4,9))]	[DO_A(ADD(5,7)), MATCH_A(INSTRUCT_B(ADD(5,?)))]
47	3	12	77	345.268	346.257	A	says	you sure because	[]	[]	[]
47	3	12	78	345.953	346.543	B	says	yeah .	[]	[]	[]
47	3	12	79	346.257	346.809	A	says	okay .	[]	[]	[]
47	3	12	80	347.551	350.309	A	says	i see oh 3 and 2 , we've got 5 francs .	[]	[]	[]
47	3	12	-1	348.236	348.236	B	adds	Interlaken-Bern (5-3)	[]	[]	[DO_B(ADD(5,3)), NONMATCH_B(DO_B(ADD(5,3)))]
47	3	12	-1	349.398	349.398	B	adds	Basel-Bern (0-3)	[]	[]	[DO_B(ADD(0,3)), NONMATCH_B(DO_B(ADD(0,3)))]
47	3	13	81	351.944	353.371	A	says	um i'll go from	[]	[]	[]
47	3	13	-1	352.172	352.172	A	adds	Zurich-Bern (2-3)	[]	[]	[DO_A(ADD(2,3)), NONMATCH_A(DO_A(ADD(2,3)))]
47	3	13	82	352.325	354.816	B	says	go to mount zurich .	[ADD(2,?)]	[INSTRUCT_B(ADD(2,?))]	[INSTRUCT_B(ADD(2,?))]
47	3	13	83	354.784	357.582	A	says	go to mount zurich , and then from mount zurich	[ADD(2,?)]	[INSTRUCT_B(ADD(2,?)), INSTRUCT_A(ADD(2,?))]	[INSTRUCT_A(ADD(2,?))]
47	3	13	-1	356.820	356.820	A	adds	Luzern-Zurich (1-2)	[]	[]	[DO_A(ADD(1,2)), MATCH_A(INSTRUCT_B(ADD(2,?)))]
47	3	14	84	358.058	359.123	B	says	to mount luzern .	[ADD(1,?)]	[INSTRUCT_B(ADD(1,?))]	[INSTRUCT_B(ADD(1,?))]
47	3	14	85	359.503	361.082	A	says	luzern , you go .	[ADD(1,?)]	[INSTRUCT_B(ADD(1,?)), INSTRUCT_A(ADD(1,?))]	[INSTRUCT_A(ADD(1,?))]
47	3	14	-1	362.036	362.036	B	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_B(ADD(1,4)), MATCH_B(INSTRUCT_A(ADD(1,?)))]
47	3	14	86	362.144	362.924	A	says	okay .	[]	[]	[]
47	3	14	-1	363.448	363.448	B	adds	Zermatt-Davos (4-9)	[]	[]	[DO_B(ADD(4,9)), NONMATCH_B(DO_B(ADD(4,9)))]
47	3	15	-1	364.301	364.301	A	adds	Gallen-Davos (8-9)	[]	[]	[DO_A(ADD(8,9)), NONMATCH_A(DO_A(ADD(8,9)))]
47	3	15	87	366.462	368.421	A	says	mount s t gallen .	[ADD(8,?)]	[INSTRUCT_A(ADD(8,?))]	[INSTRUCT_A(ADD(8,?))]
47	3	15	88	370.025	371.128	A	says	which mountain ?	[]	[INSTRUCT_A(ADD(8,?))]	[]
47	3	15	89	371.147	371.566	B	says	mount	[]	[INSTRUCT_A(ADD(8,?))]	[]
47	3	15	90	371.870	373.126	B	says	mount zurich .	[ADD(2,?)]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[INSTRUCT_B(ADD(2,?))]
47	3	15	91	371.927	372.517	A	says	okay .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	373.156	373.156	A	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	373.295	373.295	T	submits	cost=25 (opt_cost=22)	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	92	373.594	376.999	A	says	now we already collected , okay we're ready two one go .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	93	374.793	376.771	B	says	okay three two one .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	376.604	376.604	B	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	376.883	376.883	R	shows	talking emotion	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	376.884	376.884	R	shows	up_left gesture	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	3	15	-1	376.984	376.984	R	says	you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	94	377.474	385.539	R	says	you are not that far from the minimum the difference is only 3 francs i am sure you can do it	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	95	382.557	384.763	A	says	3 francs okay how can we	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	96	383.032	384.953	B	says	oh okay we're close .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	97	386.006	387.604	A	says	okay um	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	98	387.337	388.821	B	says	okay you should take the lead now .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	99	388.745	389.392	A	says	okay .	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	100	390.533	391.997	A	says	let's go from mount	[]	[INSTRUCT_A(ADD(8,?)), INSTRUCT_B(ADD(2,?))]	[]
47	4	15	-1	391.787	391.787	A	adds	Gallen-Davos (8-9)	[]	[]	[DO_A(ADD(8,9)), MISMATCH_A(INSTRUCT_B(ADD(2,?)))]
47	4	15	101	393.376	395.960	A	says	davos to mount s t gallen .	[ADD(9,8)]	[INSTRUCT_A(ADD(9,8))]	[INSTRUCT_A(ADD(9,8))]
47	4	15	-1	395.242	395.242	A	adds	Zurich-Gallen (2-8)	[]	[INSTRUCT_A(ADD(9,8))]	[DO_A(ADD(2,8)), NONMATCH_A(DO_A(ADD(2,8)))]
47	4	16	102	396.762	399.063	A	says	and from mount s t gallen to mount zurich .	[ADD(8,2)]	[INSTRUCT_A(ADD(8,2))]	[INSTRUCT_A(ADD(8,2))]
47	4	16	103	400.433	404.370	B	says	uh then where should i go , from mount mount luzern to mount zermatt .	[ADD(1,4)]	[INSTRUCT_A(ADD(8,2)), INSTRUCT_B(ADD(1,4))]	[INSTRUCT_B(ADD(1,4))]
47	4	16	104	404.712	408.642	A	says	yeah , no go from mount zurich to mount um bern .	[ADD(2,3)]	[INSTRUCT_A(ADD(8,2)), INSTRUCT_B(ADD(1,4)), INSTRUCT_A(ADD(2,3))]	[INSTRUCT_A(ADD(2,3))]
47	4	16	105	409.073	413.296	A	says	because uh like , and now go from mount bern go to mount basel .	[ADD(3,?), ADD(0,?)]	[INSTRUCT_A(ADD(8,2)), INSTRUCT_B(ADD(1,4)), INSTRUCT_A(ADD(2,3)), INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?))]	[INSTRUCT_A(ADD(3,?)), INSTRUCT_A(ADD(0,?))]
47	4	16	-1	409.335	409.335	B	adds	Zurich-Bern (2-3)	[]	[INSTRUCT_A(ADD(8,2)), INSTRUCT_B(ADD(1,4)), INSTRUCT_A(ADD(2,3))]	[DO_B(ADD(2,3)), MATCH_B(INSTRUCT_A(ADD(3,?)))]
47	4	16	-1	416.429	416.429	B	adds	Basel-Bern (0-3)	[]	[INSTRUCT_A(ADD(8,2)), INSTRUCT_B(ADD(1,4))]	[DO_B(ADD(0,3)), MISMATCH_B(INSTRUCT_A(ADD(2,3)))]
47	4	17	106	417.385	417.879	A	says	okay .	[]	[]	[]
47	4	17	-1	418.820	418.820	A	adds	Basel-Neuchatel (0-7)	[]	[]	[DO_A(ADD(0,7)), NONMATCH_A(DO_A(ADD(0,7)))]
47	4	17	107	420.929	425.038	A	says	i'll go from mount , this to that mountain , and that to that mountain .	[]	[]	[]
47	4	17	-1	421.144	421.144	A	adds	Montreux-Neuchatel (6-7)	[]	[]	[DO_A(ADD(6,7)), NONMATCH_A(DO_A(ADD(6,7)))]
47	4	18	108	428.871	435.543	A	says	go from um go from mount you would never neuchatel to mount interlaken because we need to collect interlaken .	[ADD(7,5), ADD(5,?)]	[INSTRUCT_A(ADD(7,5)), INSTRUCT_A(ADD(5,?))]	[INSTRUCT_A(ADD(7,5)), INSTRUCT_A(ADD(5,?))]
47	4	18	-1	436.335	436.335	B	adds	Interlaken-Montreux (5-6)	[]	[]	[DO_B(ADD(5,6)), MATCH_B(INSTRUCT_A(ADD(5,?)))]
47	4	19	109	437.655	438.377	A	says	okay .	[]	[]	[]
47	4	19	110	438.377	439.671	B	says	then to mount zermatt .	[ADD(4,?)]	[INSTRUCT_B(ADD(4,?))]	[INSTRUCT_B(ADD(4,?))]
47	4	19	111	439.842	441.363	A	says	yeah , then to mount zermatt .	[ADD(4,?)]	[INSTRUCT_B(ADD(4,?)), INSTRUCT_A(ADD(4,?))]	[INSTRUCT_A(ADD(4,?))]
47	4	19	-1	442.313	442.313	A	adds	Luzern-Zermatt (1-4)	[]	[]	[DO_A(ADD(1,4)), MATCH_A(INSTRUCT_B(ADD(4,?)))]
47	4	19	-1	442.512	442.512	B	adds	Zermatt-Interlaken (4-5)	[]	[]	[DO_B(ADD(4,5)), NONMATCH_B(DO_B(ADD(4,5)))]
47	4	20	112	442.665	444.091	A	says	connect to mount zermatt	[ADD(4,?)]	[INSTRUCT_A(ADD(4,?))]	[INSTRUCT_A(ADD(4,?))]
47	4	20	113	444.513	445.121	A	says	and now	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	114	445.502	446.167	A	says	uh connect	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	445.588	445.588	A	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	115	446.643	449.572	A	says	okay are you ready three two one press .	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	116	446.643	449.172	B	says	two one .	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	448.446	448.446	T	submits	cost=26 (opt_cost=22)	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	451.701	451.701	B	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	451.868	451.868	B	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	451.977	451.977	R	shows	talking emotion	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	451.978	451.978	R	shows	up_left gesture	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	452.034	452.034	B	presses	submit (enabled)	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	452.060	452.060	R	says	you are not that far from the minimum; the difference is only 4 francs. i am sure you can do it.	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	117	452.444	460.584	R	says	you are not that far from the minimum the difference is only 4 francs i am sure you can do it	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	118	457.294	458.777	B	says	oh that's just	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	4	20	-1	458.831	458.831	R	shows	observe gesture	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	5	20	119	460.736	463.361	A	says	okay , you're gonna make it even cheaper .	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	5	20	120	463.399	463.989	B	says	uh	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	5	20	121	464.187	465.975	A	says	because i know that um	[]	[INSTRUCT_A(ADD(4,?))]	[]
47	5	20	122	465.481	467.782	B	says	let's start from mount davos .	[ADD(9,?)]	[INSTRUCT_A(ADD(4,?)), INSTRUCT_B(ADD(9,?))]	[INSTRUCT_B(ADD(9,?))]
