A	that 's 3 .
B	wait , what ?
A	neuchatel mount neuchatel there .
B	neuchatel , okay , where next ?
A	and then uh
B	yeah .
A	zurich to um zurich
A	to saint gallen saint gallen .
B	no wait me try luzern or zurich .
A	zurich is mount zurich all the way to the top .
B	yeah i can barely see , is this mount zurich to
A	to saint gallen .
B	okay there you see .
A	uh
B	okay um we
A	how much is how much is zermatt to davos ?
B	zermatt
A	wait oh you got to check , let 's click it .
B	um zermatt to davos it 's 3 .
A	no .
A	3 okay .
A	so we click the check or no ?
B	mount luzern .
A	okay .
B	i think we were supposed to check a long time ago .
A	shall we check it though ?
B	yeah .
B	we would have to start again .
A	the difference between
A	our previous score is 24 .
B	46 how much do we need ?
B	oh we have to get to 24 .
A	oh okay .
A	so so how much was the last price ?
B	it is 46 .
A	46 ?
B	how much we have passed it ?
A	oh so we need oh okay .
B	okay let me try something , go .
A	what have i done , oh wait .
B	i 've got an idea .
A	we are already 2
A	okay wait wait wait
B	go to
B	trust me .
A	okay we have okay .
B	basel to zurich .
A	how much is that ?
B	5 .
A	oh there .
A	done .
B	and now to um
B	bern
B	basel to bern .
A	how much ?
B	um 3 .
A	wait okay there .
B	we are 5 6 7 .
B	where next ?
A	yeah yeah .
A	um neuchatel , to montreux .
B	neuchatel to ?
A	montreux .
A	montreux , i do n't know .
B	we ca n't do that .
A	yeah we can .
B	no we ca n't .
A	yeah , mount neuchatel to montreux .
B	mount neuchatel
A	to the left of you .
A	uh yeah neuchatel to montreux .
B	i 'm doing it !
B	um how abou mount basel to neuchatel ?
A	huh ?
A	oh no !
B	no and then we have to do it look .
A	alright .
B	how much do we have now ?
A	you you check .
B	4 , 5 .
B	6 7 8 9 10 11 12 , 14 .
A	we have 14 and we get , we need to get to 22 .
B	18 16 17 18 19 20 21 .
A	14 to 22 .
A	how much is montreux ?
B	we need
B	5 and a 4 .
A	oh 5 and a 4 , okay .
B	i 4 right now .
B	so , what can we do ?
A	where is a 4 and where is a 5 ?
B	okay found one zurich
A	zurich
B	to davos .
B	zurich to davos .
A	how much was that ?
B	4 .
B	so that 's 4 gone now we need 5 .
A	oh i know how to get to 5 .
A	we just need a 2 .
B	i 've got an idea .
A	what , we need
B	to zurich
A	zurich
B	to luzern .
A	why ?
A	how much , how much is that ?
B	to luzern .
B	um 3 , 2 .
A	and then we need a 3 .
A	okay uh
B	go .
B	done , press check .
A	oh no .
B	press check .
A	no , my check is still gray .
B	what ?
B	but we did it .
A	your check is i think we need to connect them all .
B	we had to do them all ?
A	yeah .
B	we are terrible at this .
A	uh
B	robot help us .
A	you both will
A	oh that 's why .
A	we need to spend the uh we need to spend as less swiss francs as possible .
B	what !
A	we just noticed that now .
B	we are so dumb .
A	oh damn it okay .
A	just connect them all and then we go to the next one and we know what to do .
B	okay .
A	okay uh how
A	um
A	oh what
A	what did you just do ?
B	i just did something .
A	wow .
B	what ?
A	wow it 's changing tracks .
B	right so ?
A	yeah by itself .
A	oh .
B	no oh no no .
B	i think
A	oh .
B	so we submit it ?
A	yeah let 's start over .
B	robot say something to us .
B	yeah .
B	should we
A	oh .
A	where is 2 ?
A	give me a 2 .
A	2 francs one .
B	2 francs um .
B	interlaken to zermatt .
A	interlaken to zermatt .
A	zermatt oh interlaken .
A	that 's 2 ?
B	interlaken to zermatt .
A	that 's 2 ?
B	yes .
A	oh .
B	and you want another 2 ?
A	yeah .
B	or 3 ?
A	yeah uh as much 2s and then as much 3s .
B	zermatt to montreux .
B	montreux .
A	oh montreux .
A	uh
B	okay my turn .
A	okay give me oh okay .
B	give me a 2 .
A	um neuchatel to montreux .
B	neuchatel to montreux .
B	i do n't really care actually .
A	um yeah me to i do n't like this , zurich to luzern .
B	wait zurich ?
A	to luzern .
B	where is zurich ?
A	zurich is at the top .
B	i ca n't do luzern .
A	yeah you can .
A	zurich to luzern .
B	where is luzern ?
A	luzern is under zurich .
B	i ca n't do it .
A	yes you can .
B	no i ca n't .
A	yes you can it 's
B	how about mount zermatt to mount
A	no yes you can zurich to luzern .
A	2 .
A	oh .
B	3 .
B	what ?
A	let me
A	there you go .
A	what no
B	you are erasing my mistake .
B	how dare you .
A	i know .
A	wait , what ?
A	can i get pencil again ?
A	oh oh .
A	oh .
A	okay .
B	we messed up again did n't we ?
A	okay number 2 , now another 2 .
B	another 2 .
B	um let 's see .
B	luzern to zurich .
A	i i told you to do that and then you did it .
B	just do it .
A	no now we ca n't because it is an eraser now .
B	why , zurich to luzern .
A	i
B	okay .
A	oh okay .
B	then um
B	let 's see what we have .
A	there is no more 2s then 3s now .
B	yeah no we do n't have any 2s zermatt to davos .
A	okay .
A	uh zermatt to davos there we go .
B	and then we 've got another 2 .
A	okay .
A	okay you 've done another 2 nice .
A	zurich to gallen .
B	zurich to berlin ?
A	saint gallen saint gallen .
A	um
B	i have a feeling we have not been doing this right .
A	um give me another 3 .
B	another 3 .
B	zurich to bern .
A	zurich to bern .
B	and then
A	oh no oops .
A	there you go .
B	now we 've got double 3s .
A	okay .
B	what can we do next ?
A	give me another 3 or 4 ?
A	3 , is there another 3 , if there is not then 4 .
B	how much
A	oh we 've got a check .
B	we 've got a check ?
A	should we submit it ?
