B	montreux to mount interlaken .
A	mount
B	interlaken .
B	um
A	and it
B	okay so
A	oh what
B	mount interlaken .
A	the mount interlaken and montreux costs 4 .
A	so i think we should connect the erase that and
B	okay
B	wait like maybe like this ?
B	that costs 4 too
B	and then and
A	and like
B	try mount basel to mount zurich .
A	how much does it cost ?
B	um i ca n't see right now .
A	you can see it .
A	oh on the bottom of the right .
A	so you can see the cost .
A	so
A	so
B	okay .
A	what should i do ?
B	so
B	um mount montreux to mount zermatt .
A	and next one ?
B	um mount zermatt to mount davos .
A	davos ?
A	yes .
B	okay , and davos
A	and
B	to mount gallen
A	mount luzern to mount zurich ?
B	mount zurich oh wait .
B	um how do i
B	do it ?
B	uh like this ?
B	and then i
A	no like
B	zurich to luzern .
B	try zurich to luzern .
A	and how much does it cost ?
B	2 .
B	to the mount what ?
A	how much does it cost ?
B	um 3 .
B	and anything else ?
A	um
A	so i think we are done .
B	yeah sure .
A	5 francs .
B	um okay so
A	what can i do ?
B	go from
B	um mount montreux to mount zermatt .
A	and
A	that cost 2 francs .
B	yeah .
B	and then
B	mount montreux to mount
B	neuchatel ?
A	neuchatel .
A	oh neuchatel to the
B	so um
B	mount
B	okay .
B	um
A	okay and , mount davos ?
B	yeah ?
A	to the mount gallen ?
A	mount gallen ?
B	mount gallen .
A	to the mount davos ?
B	mount
B	saint gallen oh wait we can only do it with the ones that are connected ?
A	yes it 's connected .
B	how much does this cost ?
A	2 and 2 .
B	2 , and then , i go here .
A	mount davos to , yes .
B	okay .
A	and it 's your turn .
B	then saint gallen to zurich .
A	zurich ?
B	and mount zurich to mount basel .
A	how much does it cost ?
B	um
B	try 5 .
B	so it costs 5 and then let 's to like this ?
A	5 ?
A	so wait can you erase that ?
A	the mount basel to the
B	and then
A	wait um mount zurich to the mount basel can i erase it ?
A	because it costs 5 .
B	yeah it cost a bit too much yeah sure .
B	and
A	and
B	now mount bern to mount
B	mount basel
A	mount basel
B	the highest one .
A	to the
B	to the mount um okay and then
B	let 's go like this .
A	and
A	no wait .
B	and like this .
A	wait .
B	let 's see how much are this
B	um let 's see
A	wait , bob ?
B	are you finished ?
B	because i think that is good .
A	if we erase how much does it cost mount zurich to the mount gallen ?
B	mount zurich to mount gallen 3 .
A	and how much does it cost mount luzern to the mount zermatt ?
B	luzern to zermatt what we have n't connected
A	yes so we can you can we press the , button on the right .
B	luzern .
B	wait uh we have n't connected luzern to zermatt .
A	yes .
A	so press the
B	but i ca n't see that .
A	press the button that
A	and you can see the how much does it cost .
B	oh 3 .
A	so i think we can erase
A	the
A	mount zurich to mount bern .
B	mount zurich to mount bern .
B	uh is n't already mount zurich to mount bern is n't it connected ?
A	yes .
B	yeah .
A	so , we need to do it minimum .
B	i
B	wait uh zurich to mount
B	wait , try
B	mount zurich to mount basel and then
A	no you can see it .
A	in the bottom of the right .
B	but i , i have an idea , so erase
B	um
B	mount bern to mount basel and mount bern to mount zurich .
A	here ?
A	is this right ?
B	yeah .
A	and
B	uh and then mount bern to mount basel .
A	mount bern .
A	it 's connected .
B	but um erase it .
A	okay .
A	wait can you erase the
B	uh so
A	mount
B	mount
