B	submit ?
A	yeah .
B	no !
B	so close , we 've got five more minutes we can do it come on .
B	okay , let 's go , mount luzern to mount zurich .
A	or maybe
B	okay ?
B	no , i did n't
B	mount luzern to mount
A	bern
A	to mount bern .
B	bern bern okay
B	your turn
B	now go for , things that , like maybe mount zermatt or mount interlaken or mount basel somewhere or mount bern
A	or
B	try it , yeah , and then mount basel to , i do n't know , neuchatel .
B	okay .
B	um let 's do this , mount neuchatel here and then
B	there , okay .
B	your turn .
B	mount zermatt
B	nice , to no no mount davos mount davos mount davos
A	yeah , and then to mount
B	s t gallen and i think we did it .
A	yeah
B	okay let me try .
B	okay submit submit three two one submit .
B	seriously ?
B	oh we did too much on mount luzern , we 've got two on mount luzern .
A	maybe
B	here
A	do from , mount luzern to , mount zermatt .
B	okay yeah so mount luzern to zurich and then
B	to bern .
A	then to
A	mount
B	mount basel mount basel .
A	yeah .
A	then to
B	mount
A	neuchatel .
B	yeah good neuchatel .
B	okay now here
A	maybe to interlaken
B	here
A	yeah
B	now
B	now go to uh mount interlaken to mount zermatt .
A	zermatt .
B	zermatt .
B	nice .
A	then to mount davos
B	now mount zermatt to mount davos .
A	then to mount then mount
A	s t gallen and i think we 're done .
B	s t gallen yeah .
B	let 's try it .
B	oh my god , got again .
A	again ?
B	okay um
A	wait go from mount zermatt
B	s t gallen to mount davos okay and then , mount s t gallen to mount zurich let 's try that .
A	then to
A	maybe to mount basel ?
B	oh i get it now because , i think it is because of the mountains because mount zurich had had um three mountains that was like cost 3 and basel is a big mountain so it costs 5 .
B	maybe it 's because of that , here let 's go to a low mountain like here
B	then no now we 're not going to mount zermatt that 's for sure .
A	then to mount zermatt ?
A	oh .
A	maybe , here ?
B	okay .
B	now .
A	then to , now to mount , neuchatel .
B	no why did you , did you that 's fine okay .
A	to mount neuchatel now ?
B	um
A	neuchatel .
B	yeah okay .
A	then
B	and then we have to go
B	mount davos
B	mount davos
A	we 've done mount davos .
B	yeah but , yeah but do they get mount davos to mount zermatt .
A	no but .
A	no .
A	no , because , no but it 's it 's but then it then would cost more money .
B	fine then .
B	okay so then
B	where
A	we could have to do the least money .
A	so now let 's submit .
B	oh yeah okay .
B	submit .
B	we 're so close we 've got
B	okay , here let 's
A	mount let 's go to mount neuchatel to mount interlaken .
B	mount neuchatel to mount interlaken okay got it , now let 's go here .
A	to mount montreux ?
B	yeah .
A	that 's that 's
B	um go to mount
B	oh that 's gon na cost a lot .
B	it cost 2 good it cost 2 .
A	how much ?
B	2 only okay , go to mount luzern , mount luzern maybe .
B	okay now i 'm gon na go to mount davos
B	to mount s t gallen .
B	okay .
B	yes .
A	maybe
B	to mount bern bern bern mount bern .
A	yeah .
A	then to mount basel then we 're done .
B	basel , and then press submit
B	oh my god we 're so close .
B	um
A	maybe from , mount
B	here .
B	here .
A	i think the further they are the better .
B	now go to mount luzern , luzern .
A	yeah .
A	to
B	to um zermatt zermatt zermatt .
A	i know .
A	then to
B	okay good .
A	mount
B	bern no
A	no mount montreux .
B	yeah .
B	and , to mount interlaken ?
A	to , mount
A	yeah .
B	no no wait .
A	interlaken .
B	we go here .
B	okay .
B	your turn .
B	to mount basel .
A	yeah , then to mount bern and then
B	okay mount no .
A	please say we 're done .
B	yeah mount bern mount bern .
A	then , submit
B	submit .
B	please .
A	wait .
B	okay , here
B	i 'm gon na go look at
B	here go to your previous solutions
B	are we done , okay wait
B	um
A	we 'll try .
B	to zermatt .
B	yeah 2 2 , go to very long ones go to long range .
B	go to long range , now go to , s t gallen .
B	nice now i 'm gon na go to mount zurich .
B	all the way to mount
A	basel .
B	mount
B	basel yeah .
B	no that costs 5 , no , we were really good that costs 5 .
A	mount
B	to mount
B	neuchatel
B	where are you gon na go ?
B	s t
A	gallen .
A	interlaken .
B	okay press submit
B	nope .
A	uh
B	is n't it break time ?
B	we have n't finished yet it 's so hard .
A	no .
B	uh
B	we 're
B	yeah , no 3 francs we 've got minimum , yeah .
A	we were 3 francs .
B	okay one more minute .
B	okay .
B	let 's go .
B	mount .
A	maybe from mount
B	zurich to mount davos .
B	no , that 's not the one i wanted .
A	wait .
A	i 'll erase that .
B	yeah and erase mount basel to mount zurich it 's 5 .
B	nice .
B	okay , now , let 's try this .
B	to that how much is that ?
B	3 and 4 .
A	that 's
B	no just do it just do it it 's fine .
A	let 's try .
A	mount
B	neuchatel to mount
A	to mount zurich .
B	okay .
A	ca n't .
B	mount zermatt to
B	mount okay .
A	you ca n't cross trees .
A	maybe we shoul
B	what was our lowest one ?
A	it was 3 .
B	yeah .
B	price was
B	yeah i think it 's 25 that 's price .
B	it 's my turn .
A	so , no , we want to , maybe from mount basel to mount zurich .
B	okay .
B	press submit .
B	i just press submit .
