team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
20	13	60	81.143	82.410	A	oh two three .	oh
20	13	61	81.143	82.410	A	oh two three .	two
20	13	62	81.143	82.410	A	oh two three .	three
20	13	63	81.143	82.410	A	oh two three .	.
20	14	64	82.505	84.857	B	oh that 's what you 've been doing this all time .	oh
20	14	65	82.505	84.857	B	oh that 's what you 've been doing this all time .	that
20	14	66	82.505	84.857	B	oh that 's what you 've been doing this all time .	's
20	14	67	82.505	84.857	B	oh that 's what you 've been doing this all time .	what
20	14	68	82.505	84.857	B	oh that 's what you 've been doing this all time .	you
20	14	69	82.505	84.857	B	oh that 's what you 've been doing this all time .	've
20	14	70	82.505	84.857	B	oh that 's what you 've been doing this all time .	been
20	14	71	82.505	84.857	B	oh that 's what you 've been doing this all time .	doing
20	14	72	82.505	84.857	B	oh that 's what you 've been doing this all time .	this
20	14	73	82.505	84.857	B	oh that 's what you 've been doing this all time .	all
20	14	74	82.505	84.857	B	oh that 's what you 've been doing this all time .	time
20	14	75	82.505	84.857	B	oh that 's what you 've been doing this all time .	.
20	15	76	85.708	86.746	B	uh	uh
20	16	77	87.072	89.525	B	what we ca n't block the roads , right ?	what
20	16	78	87.072	89.525	B	what we ca n't block the roads , right ?	we
20	16	79	87.072	89.525	B	what we ca n't block the roads , right ?	ca
20	16	80	87.072	89.525	B	what we ca n't block the roads , right ?	n't
20	16	81	87.072	89.525	B	what we ca n't block the roads , right ?	block
20	16	82	87.072	89.525	B	what we ca n't block the roads , right ?	the
20	16	83	87.072	89.525	B	what we ca n't block the roads , right ?	roads
20	16	84	87.072	89.525	B	what we ca n't block the roads , right ?	,
20	16	85	87.072	89.525	B	what we ca n't block the roads , right ?	right
20	16	86	87.072	89.525	B	what we ca n't block the roads , right ?	?
20	17	87	90.124	90.974	A	yeah i think .	yeah
20	17	88	90.124	90.974	A	yeah i think .	i
20	17	89	90.124	90.974	A	yeah i think .	think
20	17	90	90.124	90.974	A	yeah i think .	.
20	18	91	94.117	94.967	A	um	um
20	19	92	95.522	96.924	B	i 'm gon na try to do another one .	i
20	19	93	95.522	96.924	B	i 'm gon na try to do another one .	'm
20	19	94	95.522	96.924	B	i 'm gon na try to do another one .	gon
20	19	95	95.522	96.924	B	i 'm gon na try to do another one .	na
20	19	96	95.522	96.924	B	i 'm gon na try to do another one .	try
20	19	97	95.522	96.924	B	i 'm gon na try to do another one .	to
20	19	98	95.522	96.924	B	i 'm gon na try to do another one .	do
20	19	99	95.522	96.924	B	i 'm gon na try to do another one .	another
20	19	100	95.522	96.924	B	i 'm gon na try to do another one .	one
20	19	101	95.522	96.924	B	i 'm gon na try to do another one .	.
20	20	102	99.437	100.381	B	i do n't want to .	i
20	20	103	99.437	100.381	B	i do n't want to .	do
20	20	104	99.437	100.381	B	i do n't want to .	n't
20	20	105	99.437	100.381	B	i do n't want to .	want
20	20	106	99.437	100.381	B	i do n't want to .	to
20	20	107	99.437	100.381	B	i do n't want to .	.
20	21	108	101.500	102.781	B	i do n't want an eraser .	i
20	21	109	101.500	102.781	B	i do n't want an eraser .	do
20	21	110	101.500	102.781	B	i do n't want an eraser .	n't
20	21	111	101.500	102.781	B	i do n't want an eraser .	want
20	21	112	101.500	102.781	B	i do n't want an eraser .	an
20	21	113	101.500	102.781	B	i do n't want an eraser .	eraser
20	21	114	101.500	102.781	B	i do n't want an eraser .	.
20	22	115	106.536	107.501	B	i got one .	i
20	22	116	106.536	107.501	B	i got one .	got
20	22	117	106.536	107.501	B	i got one .	one
20	22	118	106.536	107.501	B	i got one .	.
20	23	119	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	oh
20	23	120	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	that
20	23	121	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	's
20	23	122	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	what
20	23	123	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	you
20	23	124	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	've
20	23	125	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	been
20	23	126	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	oh
20	23	127	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	that
20	23	128	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	's
20	23	129	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	why
20	23	130	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	i
20	23	131	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	'm
20	23	132	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	in
20	23	133	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	this
20	23	134	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	position
20	23	135	109.953	114.393	A	oh that 's what you 've been oh that 's why i 'm in this position .	.
20	24	136	115.450	116.744	B	okay can you tell me ?	okay
20	24	137	115.450	116.744	B	okay can you tell me ?	can
20	24	138	115.450	116.744	B	okay can you tell me ?	you
20	24	139	115.450	116.744	B	okay can you tell me ?	tell
20	24	140	115.450	116.744	B	okay can you tell me ?	me
20	24	141	115.450	116.744	B	okay can you tell me ?	?
20	25	142	118.227	119.898	B	so , what can i do ?	so
20	25	143	118.227	119.898	B	so , what can i do ?	,
20	25	144	118.227	119.898	B	so , what can i do ?	what
20	25	145	118.227	119.898	B	so , what can i do ?	can
20	25	146	118.227	119.898	B	so , what can i do ?	i
20	25	147	118.227	119.898	B	so , what can i do ?	do
20	25	148	118.227	119.898	B	so , what can i do ?	?
20	26	149	121.915	123.950	A	let me see the information box .	let
20	26	150	121.915	123.950	A	let me see the information box .	me
20	26	151	121.915	123.950	A	let me see the information box .	see
20	26	152	121.915	123.950	A	let me see the information box .	the
20	26	153	121.915	123.950	A	let me see the information box .	information
20	26	154	121.915	123.950	A	let me see the information box .	box
20	26	155	121.915	123.950	A	let me see the information box .	.
20	27	156	124.642	126.637	A	you are number two i think .	you
20	27	157	124.642	126.637	A	you are number two i think .	are
20	27	158	124.642	126.637	A	you are number two i think .	number
20	27	159	124.642	126.637	A	you are number two i think .	two
20	27	160	124.642	126.637	A	you are number two i think .	i
20	27	161	124.642	126.637	A	you are number two i think .	think
20	27	162	124.642	126.637	A	you are number two i think .	.
20	28	163	127.603	128.506	A	abstract .	abstract
20	28	164	127.603	128.506	A	abstract .	.
20	29	165	128.452	129.449	B	yeah , so .	yeah
20	29	166	128.452	129.449	B	yeah , so .	,
20	29	167	128.452	129.449	B	yeah , so .	so
20	29	168	128.452	129.449	B	yeah , so .	.
20	30	169	129.665	131.741	A	uh no no you are in interactive view .	uh
20	30	170	129.665	131.741	A	uh no no you are in interactive view .	no
20	30	171	129.665	131.741	A	uh no no you are in interactive view .	no
20	30	172	129.665	131.741	A	uh no no you are in interactive view .	you
20	30	173	129.665	131.741	A	uh no no you are in interactive view .	are
20	30	174	129.665	131.741	A	uh no no you are in interactive view .	in
20	30	175	129.665	131.741	A	uh no no you are in interactive view .	interactive
20	30	176	129.665	131.741	A	uh no no you are in interactive view .	view
20	30	177	129.665	131.741	A	uh no no you are in interactive view .	.
20	31	178	131.768	132.563	B	yeah i 'm in the	yeah
20	31	179	131.768	132.563	B	yeah i 'm in the	i
20	31	180	131.768	132.563	B	yeah i 'm in the	'm
20	31	181	131.768	132.563	B	yeah i 'm in the	in
20	31	182	131.768	132.563	B	yeah i 'm in the	the
20	32	183	132.038	134.923	A	in this view you can interact and build tracks .	in
20	32	184	132.038	134.923	A	in this view you can interact and build tracks .	this
20	32	185	132.038	134.923	A	in this view you can interact and build tracks .	view
20	32	186	132.038	134.923	A	in this view you can interact and build tracks .	you
20	32	187	132.038	134.923	A	in this view you can interact and build tracks .	can
20	32	188	132.038	134.923	A	in this view you can interact and build tracks .	interact
20	32	189	132.038	134.923	A	in this view you can interact and build tracks .	and
20	32	190	132.038	134.923	A	in this view you can interact and build tracks .	build
20	32	191	132.038	134.923	A	in this view you can interact and build tracks .	tracks
20	32	192	132.038	134.923	A	in this view you can interact and build tracks .	.
20	33	193	135.131	137.409	A	click , drag and release to build a track .	click
20	33	194	135.131	137.409	A	click , drag and release to build a track .	,
20	33	195	135.131	137.409	A	click , drag and release to build a track .	drag
20	33	196	135.131	137.409	A	click , drag and release to build a track .	and
20	33	197	135.131	137.409	A	click , drag and release to build a track .	release
20	33	198	135.131	137.409	A	click , drag and release to build a track .	to
20	33	199	135.131	137.409	A	click , drag and release to build a track .	build
20	33	200	135.131	137.409	A	click , drag and release to build a track .	a
20	33	201	135.131	137.409	A	click , drag and release to build a track .	track
20	33	202	135.131	137.409	A	click , drag and release to build a track .	.
20	34	203	137.698	140.030	A	a brief press on the track will remove it .	a
20	34	204	137.698	140.030	A	a brief press on the track will remove it .	brief
20	34	205	137.698	140.030	A	a brief press on the track will remove it .	press
20	34	206	137.698	140.030	A	a brief press on the track will remove it .	on
20	34	207	137.698	140.030	A	a brief press on the track will remove it .	the
20	34	208	137.698	140.030	A	a brief press on the track will remove it .	track
20	34	209	137.698	140.030	A	a brief press on the track will remove it .	will
20	34	210	137.698	140.030	A	a brief press on the track will remove it .	remove
20	34	211	137.698	140.030	A	a brief press on the track will remove it .	it
20	34	212	137.698	140.030	A	a brief press on the track will remove it .	.
20	35	213	144.175	145.186	B	i 'm confused .	i
20	35	214	144.175	145.186	B	i 'm confused .	'm
20	35	215	144.175	145.186	B	i 'm confused .	confused
20	35	216	144.175	145.186	B	i 'm confused .	.
20	36	217	148.104	149.331	A	oh okay my turn .	oh
20	36	218	148.104	149.331	A	oh okay my turn .	okay
20	36	219	148.104	149.331	A	oh okay my turn .	my
20	36	220	148.104	149.331	A	oh okay my turn .	turn
20	36	221	148.104	149.331	A	oh okay my turn .	.
20	37	222	152.250	153.908	B	okay so um .	okay
20	37	223	152.250	153.908	B	okay so um .	so
20	37	224	152.250	153.908	B	okay so um .	um
20	37	225	152.250	153.908	B	okay so um .	.
20	38	226	157.218	159.402	A	oh we , oh wait oh wait .	oh
20	38	227	157.218	159.402	A	oh we , oh wait oh wait .	we
20	38	228	157.218	159.402	A	oh we , oh wait oh wait .	,
20	38	229	157.218	159.402	A	oh we , oh wait oh wait .	oh
20	38	230	157.218	159.402	A	oh we , oh wait oh wait .	wait
20	38	231	157.218	159.402	A	oh we , oh wait oh wait .	oh
20	38	232	157.218	159.402	A	oh we , oh wait oh wait .	wait
20	38	233	157.218	159.402	A	oh we , oh wait oh wait .	.
20	39	234	159.361	160.480	B	let me see this .	let
20	39	235	159.361	160.480	B	let me see this .	me
20	39	236	159.361	160.480	B	let me see this .	see
20	39	237	159.361	160.480	B	let me see this .	this
20	39	238	159.361	160.480	B	let me see this .	.
20	40	239	160.901	161.400	B	we 've got	we
20	40	240	160.901	161.400	B	we 've got	've
20	40	241	160.901	161.400	B	we 've got	got
20	41	242	161.899	163.611	A	oh it 's your turn .	oh
20	41	243	161.899	163.611	A	oh it 's your turn .	it
20	41	244	161.899	163.611	A	oh it 's your turn .	's
20	41	245	161.899	163.611	A	oh it 's your turn .	your
20	41	246	161.899	163.611	A	oh it 's your turn .	turn
20	41	247	161.899	163.611	A	oh it 's your turn .	.
20	42	248	163.467	164.613	B	um that was quick .	um
20	42	249	163.467	164.613	B	um that was quick .	that
20	42	250	163.467	164.613	B	um that was quick .	was
20	42	251	163.467	164.613	B	um that was quick .	quick
20	42	252	163.467	164.613	B	um that was quick .	.
20	43	253	165.439	169.119	B	oh six , you ca n't block the streets remember .	oh
20	43	254	165.439	169.119	B	oh six , you ca n't block the streets remember .	six
20	43	255	165.439	169.119	B	oh six , you ca n't block the streets remember .	,
20	43	256	165.439	169.119	B	oh six , you ca n't block the streets remember .	you
20	43	257	165.439	169.119	B	oh six , you ca n't block the streets remember .	ca
20	43	258	165.439	169.119	B	oh six , you ca n't block the streets remember .	n't
20	43	259	165.439	169.119	B	oh six , you ca n't block the streets remember .	block
20	43	260	165.439	169.119	B	oh six , you ca n't block the streets remember .	the
20	43	261	165.439	169.119	B	oh six , you ca n't block the streets remember .	streets
20	43	262	165.439	169.119	B	oh six , you ca n't block the streets remember .	remember
20	43	263	165.439	169.119	B	oh six , you ca n't block the streets remember .	.
20	44	264	169.017	170.419	A	yeah we ca n't block them .	yeah
20	44	265	169.017	170.419	A	yeah we ca n't block them .	we
20	44	266	169.017	170.419	A	yeah we ca n't block them .	ca
20	44	267	169.017	170.419	A	yeah we ca n't block them .	n't
20	44	268	169.017	170.419	A	yeah we ca n't block them .	block
20	44	269	169.017	170.419	A	yeah we ca n't block them .	them
20	44	270	169.017	170.419	A	yeah we ca n't block them .	.
20	45	271	170.271	172.077	B	i 'm blocking a school .	i
20	45	272	170.271	172.077	B	i 'm blocking a school .	'm
20	45	273	170.271	172.077	B	i 'm blocking a school .	blocking
20	45	274	170.271	172.077	B	i 'm blocking a school .	a
20	45	275	170.271	172.077	B	i 'm blocking a school .	school
20	45	276	170.271	172.077	B	i 'm blocking a school .	.
20	46	277	172.486	173.254	A	oh	oh
20	47	278	173.780	175.451	A	oh good uh .	oh
20	47	279	173.780	175.451	A	oh good uh .	good
20	47	280	173.780	175.451	A	oh good uh .	uh
20	47	281	173.780	175.451	A	oh good uh .	.
20	48	282	176.374	177.816	B	mountain basel okay .	mountain
20	48	283	176.374	177.816	B	mountain basel okay .	basel
20	48	284	176.374	177.816	B	mountain basel okay .	okay
20	48	285	176.374	177.816	B	mountain basel okay .	.
20	49	286	178.504	180.162	A	i 'm gon na	i
20	49	287	178.504	180.162	A	i 'm gon na	'm
20	49	288	178.504	180.162	A	i 'm gon na	gon
20	49	289	178.504	180.162	A	i 'm gon na	na
20	50	290	179.164	183.266	B	try um mount zurich from mount saint gallen .	try
20	50	291	179.164	183.266	B	try um mount zurich from mount saint gallen .	um
20	50	292	179.164	183.266	B	try um mount zurich from mount saint gallen .	mount
20	50	293	179.164	183.266	B	try um mount zurich from mount saint gallen .	zurich
20	50	294	179.164	183.266	B	try um mount zurich from mount saint gallen .	from
20	50	295	179.164	183.266	B	try um mount zurich from mount saint gallen .	mount
20	50	296	179.164	183.266	B	try um mount zurich from mount saint gallen .	saint
20	50	297	179.164	183.266	B	try um mount zurich from mount saint gallen .	gallen
20	50	298	179.164	183.266	B	try um mount zurich from mount saint gallen .	.
20	51	299	183.554	184.040	A	okay .	okay
20	51	300	183.554	184.040	A	okay .	.
20	52	301	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	no
20	52	302	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	i
20	52	303	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	think
20	52	304	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	we
20	52	305	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	should
20	52	306	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	do
20	52	307	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	this
20	52	308	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	,
20	52	309	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	mount
20	52	310	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	bern
20	52	311	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	and
20	52	312	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	then
20	52	313	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	go
20	52	314	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	to
20	52	315	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	mount
20	52	316	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	saint
20	52	317	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	gallen
20	52	318	184.673	189.545	A	no i think we should do this , mount bern and then go to mount saint gallen .	.
20	53	319	191.469	192.251	B	okay .	okay
20	53	320	191.469	192.251	B	okay .	.
20	54	321	192.790	195.298	A	try to go to mount saint gallen .	try
20	54	322	192.790	195.298	A	try to go to mount saint gallen .	to
20	54	323	192.790	195.298	A	try to go to mount saint gallen .	go
20	54	324	192.790	195.298	A	try to go to mount saint gallen .	to
20	54	325	192.790	195.298	A	try to go to mount saint gallen .	mount
20	54	326	192.790	195.298	A	try to go to mount saint gallen .	saint
20	54	327	192.790	195.298	A	try to go to mount saint gallen .	gallen
20	54	328	192.790	195.298	A	try to go to mount saint gallen .	.
20	55	329	194.543	196.592	B	oh i think we have to connect all of them .	oh
20	55	330	194.543	196.592	B	oh i think we have to connect all of them .	i
20	55	331	194.543	196.592	B	oh i think we have to connect all of them .	think
20	55	332	194.543	196.592	B	oh i think we have to connect all of them .	we
20	55	333	194.543	196.592	B	oh i think we have to connect all of them .	have
20	55	334	194.543	196.592	B	oh i think we have to connect all of them .	to
20	55	335	194.543	196.592	B	oh i think we have to connect all of them .	connect
20	55	336	194.543	196.592	B	oh i think we have to connect all of them .	all
20	55	337	194.543	196.592	B	oh i think we have to connect all of them .	of
20	55	338	194.543	196.592	B	oh i think we have to connect all of them .	them
20	55	339	194.543	196.592	B	oh i think we have to connect all of them .	.
20	56	340	196.730	197.269	A	oh .	oh
20	56	341	196.730	197.269	A	oh .	.
20	57	342	197.916	199.551	B	okay i did some .	okay
20	57	343	197.916	199.551	B	okay i did some .	i
20	57	344	197.916	199.551	B	okay i did some .	did
20	57	345	197.916	199.551	B	okay i did some .	some
20	57	346	197.916	199.551	B	okay i did some .	.
20	58	347	200.239	201.182	B	okay for me .	okay
20	58	348	200.239	201.182	B	okay for me .	for
20	58	349	200.239	201.182	B	okay for me .	me
20	58	350	200.239	201.182	B	okay for me .	.
20	59	351	203.466	204.086	A	oh no .	oh
20	59	352	203.466	204.086	A	oh no .	no
20	59	353	203.466	204.086	A	oh no .	.
20	60	354	204.656	206.112	B	i think we are doing terrible .	i
20	60	355	204.656	206.112	B	i think we are doing terrible .	think
20	60	356	204.656	206.112	B	i think we are doing terrible .	we
20	60	357	204.656	206.112	B	i think we are doing terrible .	are
20	60	358	204.656	206.112	B	i think we are doing terrible .	doing
20	60	359	204.656	206.112	B	i think we are doing terrible .	terrible
20	60	360	204.656	206.112	B	i think we are doing terrible .	.
20	61	361	214.069	215.484	B	you are making me hesitate .	you
20	61	362	214.069	215.484	B	you are making me hesitate .	are
20	61	363	214.069	215.484	B	you are making me hesitate .	making
20	61	364	214.069	215.484	B	you are making me hesitate .	me
20	61	365	214.069	215.484	B	you are making me hesitate .	hesitate
20	61	366	214.069	215.484	B	you are making me hesitate .	.
20	62	367	217.958	218.659	A	okay .	okay
20	62	368	217.958	218.659	A	okay .	.
20	63	369	218.673	219.535	B	okay .	okay
20	63	370	218.673	219.535	B	okay .	.
20	64	371	220.348	221.993	B	thanks , robot .	thanks
20	64	372	220.348	221.993	B	thanks , robot .	,
20	64	373	220.348	221.993	B	thanks , robot .	robot
20	64	374	220.348	221.993	B	thanks , robot .	.
20	65	375	221.386	222.249	A	i guess .	i
20	65	376	221.386	222.249	A	i guess .	guess
20	65	377	221.386	222.249	A	i guess .	.
20	66	378	224.277	225.679	B	we 've been doing this right ?	we
20	66	379	224.277	225.679	B	we 've been doing this right ?	've
20	66	380	224.277	225.679	B	we 've been doing this right ?	been
20	66	381	224.277	225.679	B	we 've been doing this right ?	doing
20	66	382	224.277	225.679	B	we 've been doing this right ?	this
20	66	383	224.277	225.679	B	we 've been doing this right ?	right
20	66	384	224.277	225.679	B	we 've been doing this right ?	?
20	67	385	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	i
20	67	386	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	do
20	67	387	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	n't
20	67	388	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	even
20	67	389	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	think
20	67	390	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	,
20	67	391	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	oh
20	67	392	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	,
20	67	393	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	wait
20	67	394	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	i
20	67	395	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	'm
20	67	396	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	gon
20	67	397	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	na
20	67	398	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	check
20	67	399	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	something
20	67	400	226.649	230.653	B	i do n't even think , oh , wait i 'm gon na check something .	.
20	68	401	231.185	234.986	A	wait , oh wait , i think the check is green .	wait
20	68	402	231.185	234.986	A	wait , oh wait , i think the check is green .	,
20	68	403	231.185	234.986	A	wait , oh wait , i think the check is green .	oh
20	68	404	231.185	234.986	A	wait , oh wait , i think the check is green .	wait
20	68	405	231.185	234.986	A	wait , oh wait , i think the check is green .	,
20	68	406	231.185	234.986	A	wait , oh wait , i think the check is green .	i
20	68	407	231.185	234.986	A	wait , oh wait , i think the check is green .	think
20	68	408	231.185	234.986	A	wait , oh wait , i think the check is green .	the
20	68	409	231.185	234.986	A	wait , oh wait , i think the check is green .	check
20	68	410	231.185	234.986	A	wait , oh wait , i think the check is green .	is
20	68	411	231.185	234.986	A	wait , oh wait , i think the check is green .	green
20	68	412	231.185	234.986	A	wait , oh wait , i think the check is green .	.
20	69	413	235.613	237.015	B	let me see something .	let
20	69	414	235.613	237.015	B	let me see something .	me
20	69	415	235.613	237.015	B	let me see something .	see
20	69	416	235.613	237.015	B	let me see something .	something
20	69	417	235.613	237.015	B	let me see something .	.
20	70	418	239.785	240.891	B	oh wait oh no .	oh
20	70	419	239.785	240.891	B	oh wait oh no .	wait
20	70	420	239.785	240.891	B	oh wait oh no .	oh
20	70	421	239.785	240.891	B	oh wait oh no .	no
20	70	422	239.785	240.891	B	oh wait oh no .	.
20	71	423	241.052	241.457	A	what ?	what
20	71	424	241.052	241.457	A	what ?	?
20	72	425	241.767	243.506	B	i know what we have to do .	i
20	72	426	241.767	243.506	B	i know what we have to do .	know
20	72	427	241.767	243.506	B	i know what we have to do .	what
20	72	428	241.767	243.506	B	i know what we have to do .	we
20	72	429	241.767	243.506	B	i know what we have to do .	have
20	72	430	241.767	243.506	B	i know what we have to do .	to
20	72	431	241.767	243.506	B	i know what we have to do .	do
20	72	432	241.767	243.506	B	i know what we have to do .	.
20	73	433	243.412	243.843	A	what ?	what
20	73	434	243.412	243.843	A	what ?	?
20	74	435	243.955	245.815	B	we have to do like seven .	we
20	74	436	243.955	245.815	B	we have to do like seven .	have
20	74	437	243.955	245.815	B	we have to do like seven .	to
20	74	438	243.955	245.815	B	we have to do like seven .	do
20	74	439	243.955	245.815	B	we have to do like seven .	like
20	74	440	243.955	245.815	B	we have to do like seven .	seven
20	74	441	243.955	245.815	B	we have to do like seven .	.
20	75	442	246.624	248.259	A	oh wait ca n't do fourteen .	oh
20	75	443	246.624	248.259	A	oh wait ca n't do fourteen .	wait
20	75	444	246.624	248.259	A	oh wait ca n't do fourteen .	ca
20	75	445	246.624	248.259	A	oh wait ca n't do fourteen .	n't
20	75	446	246.624	248.259	A	oh wait ca n't do fourteen .	do
20	75	447	246.624	248.259	A	oh wait ca n't do fourteen .	fourteen
20	75	448	246.624	248.259	A	oh wait ca n't do fourteen .	.
20	76	449	250.395	252.390	B	oh okay , then .	oh
20	76	450	250.395	252.390	B	oh okay , then .	okay
20	76	451	250.395	252.390	B	oh okay , then .	,
20	76	452	250.395	252.390	B	oh okay , then .	then
20	76	453	250.395	252.390	B	oh okay , then .	.
20	77	454	250.988	251.460	A	oh .	oh
20	77	455	250.988	251.460	A	oh .	.
20	78	456	255.525	256.550	B	how you doing ?	how
20	78	457	255.525	256.550	B	how you doing ?	you
