team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
10	15	44	92.680	94.282	B	okay well i 'm trying to find it .	find
10	15	45	92.680	94.282	B	okay well i 'm trying to find it .	it
10	15	46	92.680	94.282	B	okay well i 'm trying to find it .	.
10	16	47	94.365	96.372	A	mount s t	mount
10	16	48	94.365	96.372	A	mount s t	s
10	16	49	94.365	96.372	A	mount s t	t
10	17	50	96.840	98.427	B	gallen i found it yeah .	gallen
10	17	51	96.840	98.427	B	gallen i found it yeah .	i
10	17	52	96.840	98.427	B	gallen i found it yeah .	found
10	17	53	96.840	98.427	B	gallen i found it yeah .	it
10	17	54	96.840	98.427	B	gallen i found it yeah .	yeah
10	17	55	96.840	98.427	B	gallen i found it yeah .	.
10	18	56	98.277	100.569	A	to down to mount davos .	to
10	18	57	98.277	100.569	A	to down to mount davos .	down
10	18	58	98.277	100.569	A	to down to mount davos .	to
10	18	59	98.277	100.569	A	to down to mount davos .	mount
10	18	60	98.277	100.569	A	to down to mount davos .	davos
10	18	61	98.277	100.569	A	to down to mount davos .	.
10	19	62	100.636	101.205	B	okay .	okay
10	19	63	100.636	101.205	B	okay .	.
10	20	64	101.385	103.302	B	well ann how do you make the tracks again ?	well
10	20	65	101.385	103.302	B	well ann how do you make the tracks again ?	ann
10	20	66	101.385	103.302	B	well ann how do you make the tracks again ?	how
10	20	67	101.385	103.302	B	well ann how do you make the tracks again ?	do
10	20	68	101.385	103.302	B	well ann how do you make the tracks again ?	you
10	20	69	101.385	103.302	B	well ann how do you make the tracks again ?	make
10	20	70	101.385	103.302	B	well ann how do you make the tracks again ?	the
10	20	71	101.385	103.302	B	well ann how do you make the tracks again ?	tracks
10	20	72	101.385	103.302	B	well ann how do you make the tracks again ?	again
10	20	73	101.385	103.302	B	well ann how do you make the tracks again ?	?
10	21	74	103.047	103.796	A	you pull	you
10	21	75	103.047	103.796	A	you pull	pull
10	22	76	105.062	106.330	A	i think .	i
10	22	77	105.062	106.330	A	i think .	think
10	22	78	105.062	106.330	A	i think .	.
10	23	79	107.737	109.116	B	it 's not working .	it
10	23	80	107.737	109.116	B	it 's not working .	's
10	23	81	107.737	109.116	B	it 's not working .	not
10	23	82	107.737	109.116	B	it 's not working .	working
10	23	83	107.737	109.116	B	it 's not working .	.
10	24	84	116.187	117.834	B	information here okay found it .	information
10	24	85	116.187	117.834	B	information here okay found it .	here
10	24	86	116.187	117.834	B	information here okay found it .	okay
10	24	87	116.187	117.834	B	information here okay found it .	found
10	24	88	116.187	117.834	B	information here okay found it .	it
10	24	89	116.187	117.834	B	information here okay found it .	.
10	25	90	116.816	117.969	A	information .	information
10	25	91	116.816	117.969	A	information .	.
10	26	92	136.643	137.407	B	oh .	oh
10	26	93	136.643	137.407	B	oh .	.
10	27	94	137.617	138.665	B	good .	good
10	27	95	137.617	138.665	B	good .	.
10	28	96	138.188	140.420	A	click and drag to	click
10	28	97	138.188	140.420	A	click and drag to	and
10	28	98	138.188	140.420	A	click and drag to	drag
10	28	99	138.188	140.420	A	click and drag to	to
10	29	100	139.836	142.848	B	click and drag to release okay , so mount	click
10	29	101	139.836	142.848	B	click and drag to release okay , so mount	and
10	29	102	139.836	142.848	B	click and drag to release okay , so mount	drag
10	29	103	139.836	142.848	B	click and drag to release okay , so mount	to
10	29	104	139.836	142.848	B	click and drag to release okay , so mount	release
10	29	105	139.836	142.848	B	click and drag to release okay , so mount	okay
10	29	106	139.836	142.848	B	click and drag to release okay , so mount	,
10	29	107	139.836	142.848	B	click and drag to release okay , so mount	so
10	29	108	139.836	142.848	B	click and drag to release okay , so mount	mount
10	30	109	158.789	161.875	B	click drag and release to build a track .	click
10	30	110	158.789	161.875	B	click drag and release to build a track .	drag
10	30	111	158.789	161.875	B	click drag and release to build a track .	and
10	30	112	158.789	161.875	B	click drag and release to build a track .	release
10	30	113	158.789	161.875	B	click drag and release to build a track .	to
10	30	114	158.789	161.875	B	click drag and release to build a track .	build
10	30	115	158.789	161.875	B	click drag and release to build a track .	a
10	30	116	158.789	161.875	B	click drag and release to build a track .	track
10	30	117	158.789	161.875	B	click drag and release to build a track .	.
10	31	118	164.979	165.668	B	click	click
10	32	119	165.923	166.657	B	drag	drag
10	33	120	169.976	174.349	A	a brief press so you need to do it hard , harder than	a
10	33	121	169.976	174.349	A	a brief press so you need to do it hard , harder than	brief
10	33	122	169.976	174.349	A	a brief press so you need to do it hard , harder than	press
10	33	123	169.976	174.349	A	a brief press so you need to do it hard , harder than	so
10	33	124	169.976	174.349	A	a brief press so you need to do it hard , harder than	you
10	33	125	169.976	174.349	A	a brief press so you need to do it hard , harder than	need
10	33	126	169.976	174.349	A	a brief press so you need to do it hard , harder than	to
10	33	127	169.976	174.349	A	a brief press so you need to do it hard , harder than	do
10	33	128	169.976	174.349	A	a brief press so you need to do it hard , harder than	it
10	33	129	169.976	174.349	A	a brief press so you need to do it hard , harder than	hard
10	33	130	169.976	174.349	A	a brief press so you need to do it hard , harder than	,
10	33	131	169.976	174.349	A	a brief press so you need to do it hard , harder than	harder
10	33	132	169.976	174.349	A	a brief press so you need to do it hard , harder than	than
10	34	133	182.091	184.808	A	in this view you can interact and build tracks .	in
10	34	134	182.091	184.808	A	in this view you can interact and build tracks .	this
10	34	135	182.091	184.808	A	in this view you can interact and build tracks .	view
10	34	136	182.091	184.808	A	in this view you can interact and build tracks .	you
10	34	137	182.091	184.808	A	in this view you can interact and build tracks .	can
10	34	138	182.091	184.808	A	in this view you can interact and build tracks .	interact
10	34	139	182.091	184.808	A	in this view you can interact and build tracks .	and
10	34	140	182.091	184.808	A	in this view you can interact and build tracks .	build
10	34	141	182.091	184.808	A	in this view you can interact and build tracks .	tracks
10	34	142	182.091	184.808	A	in this view you can interact and build tracks .	.
10	35	143	184.808	186.935	A	in this view you can not build tracks .	in
10	35	144	184.808	186.935	A	in this view you can not build tracks .	this
10	35	145	184.808	186.935	A	in this view you can not build tracks .	view
10	35	146	184.808	186.935	A	in this view you can not build tracks .	you
10	35	147	184.808	186.935	A	in this view you can not build tracks .	can
10	35	148	184.808	186.935	A	in this view you can not build tracks .	not
10	35	149	184.808	186.935	A	in this view you can not build tracks .	build
10	35	150	184.808	186.935	A	in this view you can not build tracks .	tracks
10	35	151	184.808	186.935	A	in this view you can not build tracks .	.
10	36	152	193.915	196.210	B	oh , your friend 's view your view .	oh
10	36	153	193.915	196.210	B	oh , your friend 's view your view .	,
10	36	154	193.915	196.210	B	oh , your friend 's view your view .	your
10	36	155	193.915	196.210	B	oh , your friend 's view your view .	friend
10	36	156	193.915	196.210	B	oh , your friend 's view your view .	's
10	36	157	193.915	196.210	B	oh , your friend 's view your view .	view
10	36	158	193.915	196.210	B	oh , your friend 's view your view .	your
10	36	159	193.915	196.210	B	oh , your friend 's view your view .	view
10	36	160	193.915	196.210	B	oh , your friend 's view your view .	.
10	37	161	194.337	195.229	A	mine is	mine
10	37	162	194.337	195.229	A	mine is	is
10	38	163	199.032	200.725	B	okay we 've got different ones .	okay
10	38	164	199.032	200.725	B	okay we 've got different ones .	we
10	38	165	199.032	200.725	B	okay we 've got different ones .	've
10	38	166	199.032	200.725	B	okay we 've got different ones .	got
10	38	167	199.032	200.725	B	okay we 've got different ones .	different
10	38	168	199.032	200.725	B	okay we 've got different ones .	ones
10	38	169	199.032	200.725	B	okay we 've got different ones .	.
10	39	170	201.144	202.402	B	no we do n't .	no
10	39	171	201.144	202.402	B	no we do n't .	we
10	39	172	201.144	202.402	B	no we do n't .	do
10	39	173	201.144	202.402	B	no we do n't .	n't
10	39	174	201.144	202.402	B	no we do n't .	.
10	40	175	204.579	206.646	B	oh yeah we do okay .	oh
10	40	176	204.579	206.646	B	oh yeah we do okay .	yeah
10	40	177	204.579	206.646	B	oh yeah we do okay .	we
10	40	178	204.579	206.646	B	oh yeah we do okay .	do
10	40	179	204.579	206.646	B	oh yeah we do okay .	okay
10	40	180	204.579	206.646	B	oh yeah we do okay .	.
10	41	181	207.874	208.593	A	so	so
10	42	182	212.295	214.452	B	so mount s t gallen .	so
10	42	183	212.295	214.452	B	so mount s t gallen .	mount
10	42	184	212.295	214.452	B	so mount s t gallen .	s
10	42	185	212.295	214.452	B	so mount s t gallen .	t
10	42	186	212.295	214.452	B	so mount s t gallen .	gallen
10	42	187	212.295	214.452	B	so mount s t gallen .	.
10	43	188	217.449	219.906	B	click drag and release to build a	click
10	43	189	217.449	219.906	B	click drag and release to build a	drag
10	43	190	217.449	219.906	B	click drag and release to build a	and
10	43	191	217.449	219.906	B	click drag and release to build a	release
10	43	192	217.449	219.906	B	click drag and release to build a	to
10	43	193	217.449	219.906	B	click drag and release to build a	build
10	43	194	217.449	219.906	B	click drag and release to build a	a
10	44	195	221.605	222.354	B	okay .	okay
10	44	196	221.605	222.354	B	okay .	.
10	45	197	241.840	244.042	B	it 's not working .	it
10	45	198	241.840	244.042	B	it 's not working .	's
10	45	199	241.840	244.042	B	it 's not working .	not
10	45	200	241.840	244.042	B	it 's not working .	working
10	45	201	241.840	244.042	B	it 's not working .	.
10	46	202	250.660	251.948	B	how do i go back ?	how
10	46	203	250.660	251.948	B	how do i go back ?	do
10	46	204	250.660	251.948	B	how do i go back ?	i
10	46	205	250.660	251.948	B	how do i go back ?	go
10	46	206	250.660	251.948	B	how do i go back ?	back
10	46	207	250.660	251.948	B	how do i go back ?	?
10	47	208	254.019	254.857	A	um	um
10	48	209	255.668	257.601	B	i need help , wait .	i
10	48	210	255.668	257.601	B	i need help , wait .	need
10	48	211	255.668	257.601	B	i need help , wait .	help
10	48	212	255.668	257.601	B	i need help , wait .	,
10	48	213	255.668	257.601	B	i need help , wait .	wait
10	48	214	255.668	257.601	B	i need help , wait .	.
10	49	215	259.527	260.455	A	um your	um
10	49	216	259.527	260.455	A	um your	your
10	50	217	263.549	264.044	A	yeah .	yeah
10	50	218	263.549	264.044	A	yeah .	.
10	51	219	264.089	264.868	B	yeah i know .	yeah
10	51	220	264.089	264.868	B	yeah i know .	i
10	51	221	264.089	264.868	B	yeah i know .	know
10	51	222	264.089	264.868	B	yeah i know .	.
10	52	223	264.763	266.860	A	this is my my view is the one	this
10	52	224	264.763	266.860	A	this is my my view is the one	is
10	52	225	264.763	266.860	A	this is my my view is the one	my
10	52	226	264.763	266.860	A	this is my my view is the one	my
10	52	227	264.763	266.860	A	this is my my view is the one	view
10	52	228	264.763	266.860	A	this is my my view is the one	is
10	52	229	264.763	266.860	A	this is my my view is the one	the
10	52	230	264.763	266.860	A	this is my my view is the one	one
10	53	231	267.594	269.691	A	the , is the abstract view .	the
10	53	232	267.594	269.691	A	the , is the abstract view .	,
10	53	233	267.594	269.691	A	the , is the abstract view .	is
10	53	234	267.594	269.691	A	the , is the abstract view .	the
10	53	235	267.594	269.691	A	the , is the abstract view .	abstract
10	53	236	267.594	269.691	A	the , is the abstract view .	view
10	53	237	267.594	269.691	A	the , is the abstract view .	.
10	54	238	270.053	271.881	A	you have the interactive view .	you
10	54	239	270.053	271.881	A	you have the interactive view .	have
10	54	240	270.053	271.881	A	you have the interactive view .	the
10	54	241	270.053	271.881	A	you have the interactive view .	interactive
10	54	242	270.053	271.881	A	you have the interactive view .	view
10	54	243	270.053	271.881	A	you have the interactive view .	.
10	55	244	271.356	274.951	B	i have that so it 's like yeah okay .	i
10	55	245	271.356	274.951	B	i have that so it 's like yeah okay .	have
10	55	246	271.356	274.951	B	i have that so it 's like yeah okay .	that
10	55	247	271.356	274.951	B	i have that so it 's like yeah okay .	so
10	55	248	271.356	274.951	B	i have that so it 's like yeah okay .	it
10	55	249	271.356	274.951	B	i have that so it 's like yeah okay .	's
10	55	250	271.356	274.951	B	i have that so it 's like yeah okay .	like
10	55	251	271.356	274.951	B	i have that so it 's like yeah okay .	yeah
10	55	252	271.356	274.951	B	i have that so it 's like yeah okay .	okay
10	55	253	271.356	274.951	B	i have that so it 's like yeah okay .	.
10	56	254	281.259	282.607	B	okay .	okay
10	56	255	281.259	282.607	B	okay .	.
10	57	256	290.931	291.695	A	bob .	bob
10	57	257	290.931	291.695	A	bob .	.
10	58	258	292.923	295.245	A	so now , you have to do .	so
10	58	259	292.923	295.245	A	so now , you have to do .	now
10	58	260	292.923	295.245	A	so now , you have to do .	,
10	58	261	292.923	295.245	A	so now , you have to do .	you
10	58	262	292.923	295.245	A	so now , you have to do .	have
10	58	263	292.923	295.245	A	so now , you have to do .	to
10	58	264	292.923	295.245	A	so now , you have to do .	do
10	58	265	292.923	295.245	A	so now , you have to do .	.
10	59	266	303.893	304.934	B	oh , so	oh
10	59	267	303.893	304.934	B	oh , so	,
10	59	268	303.893	304.934	B	oh , so	so
10	60	269	304.013	306.559	A	draw draw from a mountain that is already been	draw
10	60	270	304.013	306.559	A	draw draw from a mountain that is already been	draw
10	60	271	304.013	306.559	A	draw draw from a mountain that is already been	from
10	60	272	304.013	306.559	A	draw draw from a mountain that is already been	a
10	60	273	304.013	306.559	A	draw draw from a mountain that is already been	mountain
10	60	274	304.013	306.559	A	draw draw from a mountain that is already been	that
10	60	275	304.013	306.559	A	draw draw from a mountain that is already been	is
10	60	276	304.013	306.559	A	draw draw from a mountain that is already been	already
10	60	277	304.013	306.559	A	draw draw from a mountain that is already been	been
10	61	278	308.808	309.692	B	wait , so	wait
10	61	279	308.808	309.692	B	wait , so	,
10	61	280	308.808	309.692	B	wait , so	so
10	62	281	314.388	315.122	B	oh this	oh
10	62	282	314.388	315.122	B	oh this	this
10	63	283	316.535	317.973	B	oh !	oh
10	63	284	316.535	317.973	B	oh !	!
10	64	285	319.103	320.017	B	i get it now .	i
10	64	286	319.103	320.017	B	i get it now .	get
10	64	287	319.103	320.017	B	i get it now .	it
10	64	288	319.103	320.017	B	i get it now .	now
10	64	289	319.103	320.017	B	i get it now .	.
10	65	290	323.267	323.941	B	okay .	okay
10	65	291	323.267	323.941	B	okay .	.
10	66	292	360.415	360.984	B	here .	here
10	66	293	360.415	360.984	B	here .	.
10	67	294	363.441	363.980	B	okay .	okay
10	67	295	363.441	363.980	B	okay .	.
10	68	296	382.659	384.891	A	maybe mount zurich to mount gallen ?	maybe
10	68	297	382.659	384.891	A	maybe mount zurich to mount gallen ?	mount
10	68	298	382.659	384.891	A	maybe mount zurich to mount gallen ?	zurich
10	68	299	382.659	384.891	A	maybe mount zurich to mount gallen ?	to
10	68	300	382.659	384.891	A	maybe mount zurich to mount gallen ?	mount
10	68	301	382.659	384.891	A	maybe mount zurich to mount gallen ?	gallen
10	68	302	382.659	384.891	A	maybe mount zurich to mount gallen ?	?
10	69	303	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	wait
10	69	304	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	yeah
10	69	305	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	mount
10	69	306	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	i
10	69	307	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	'm
10	69	308	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	doing
10	69	309	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	like
10	69	310	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	mount
10	69	311	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	davos
10	69	312	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	to
10	69	313	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	mount
10	69	314	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	s
10	69	315	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	t
10	69	316	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	gallen
10	69	317	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	and
10	69	318	384.696	389.225	B	wait yeah mount i 'm doing like mount davos to mount s t gallen and then	then
10	70	319	406.235	407.133	B	okay .	okay
10	70	320	406.235	407.133	B	okay .	.
10	71	321	409.718	410.901	A	so should we submit ?	so
10	71	322	409.718	410.901	A	so should we submit ?	should
10	71	323	409.718	410.901	A	so should we submit ?	we
10	71	324	409.718	410.901	A	so should we submit ?	submit
10	71	325	409.718	410.901	A	so should we submit ?	?
10	72	326	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	no
10	72	327	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	we
10	72	328	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	do
10	72	329	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	n't
10	72	330	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	,
10	72	331	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	wait
10	72	332	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	wait
10	72	333	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	wait
10	72	334	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	,
10	72	335	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	i
10	72	336	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	do
10	72	337	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	n't
10	72	338	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	think
10	72	339	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	it
10	72	340	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	is
10	72	341	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	finished
10	72	342	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	yet
10	72	343	411.575	414.167	B	no we do n't , wait wait wait , i do n't think it is finished yet .	.
10	73	344	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	i
10	73	345	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	do
10	73	346	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	n't
10	73	347	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	think
10	73	348	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	it
10	73	349	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	is
10	73	350	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	finished
10	73	351	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	,
10	73	352	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	hold
10	73	353	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	up
10	73	354	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	,
10	73	355	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	mount
10	73	356	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	zurich
10	73	357	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	to
10	73	358	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	mount
10	73	359	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	s
10	73	360	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	t
10	73	361	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	gallen
10	73	362	416.127	419.407	B	i do n't think it is finished , hold up , mount zurich to mount s t gallen .	.
10	74	363	421.312	423.109	A	that is already connected .	that
10	74	364	421.312	423.109	A	that is already connected .	is
10	74	365	421.312	423.109	A	that is already connected .	already
10	74	366	421.312	423.109	A	that is already connected .	connected
10	74	367	421.312	423.109	A	that is already connected .	.
10	75	368	424.739	426.326	B	do n't press submit .	do
10	75	369	424.739	426.326	B	do n't press submit .	n't
10	75	370	424.739	426.326	B	do n't press submit .	press
10	75	371	424.739	426.326	B	do n't press submit .	submit
10	75	372	424.739	426.326	B	do n't press submit .	.
10	76	373	428.054	429.372	B	i pressed it .	i
10	76	374	428.054	429.372	B	i pressed it .	pressed
10	76	375	428.054	429.372	B	i pressed it .	it
10	76	376	428.054	429.372	B	i pressed it .	.
10	77	377	451.840	453.053	B	try again ann .	try
10	77	378	451.840	453.053	B	try again ann .	again
10	77	379	451.840	453.053	B	try again ann .	ann
10	77	380	451.840	453.053	B	try again ann .	.
10	78	381	454.192	456.798	A	maybe , we should make it shorter .	maybe
10	78	382	454.192	456.798	A	maybe , we should make it shorter .	,
10	78	383	454.192	456.798	A	maybe , we should make it shorter .	we
10	78	384	454.192	456.798	A	maybe , we should make it shorter .	should
10	78	385	454.192	456.798	A	maybe , we should make it shorter .	make
10	78	386	454.192	456.798	A	maybe , we should make it shorter .	it
10	78	387	454.192	456.798	A	maybe , we should make it shorter .	shorter
10	78	388	454.192	456.798	A	maybe , we should make it shorter .	.
10	79	389	463.597	464.706	B	okay , here .	okay
10	79	390	463.597	464.706	B	okay , here .	,
10	79	391	463.597	464.706	B	okay , here .	here
10	79	392	463.597	464.706	B	okay , here .	.
10	80	393	473.783	474.741	B	oh yeah .	oh
10	80	394	473.783	474.741	B	oh yeah .	yeah
10	80	395	473.783	474.741	B	oh yeah .	.
10	81	396	474.457	475.790	A	so you have	so
10	81	397	474.457	475.790	A	so you have	you
10	81	398	474.457	475.790	A	so you have	have
10	82	399	475.161	477.318	B	wait , i applied it .	wait
10	82	400	475.161	477.318	B	wait , i applied it .	,
10	82	401	475.161	477.318	B	wait , i applied it .	i
10	82	402	475.161	477.318	B	wait , i applied it .	applied
10	82	403	475.161	477.318	B	wait , i applied it .	it
10	82	404	475.161	477.318	B	wait , i applied it .	.
10	83	405	476.808	478.296	A	maybe	maybe
10	84	406	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	okay
10	84	407	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	i
10	84	408	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	'm
10	84	409	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	just
10	84	410	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	gon
10	84	411	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	na
10	84	412	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	press
10	84	413	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	submit
10	84	414	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	and
10	84	415	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	restart
10	84	416	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	,
10	84	417	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	wait
10	84	418	484.822	486.979	B	okay i 'm just gon na press submit and restart , wait .	.
10	85	419	487.475	489.153	B	wait ann , press submit .	wait
10	85	420	487.475	489.153	B	wait ann , press submit .	ann
10	85	421	487.475	489.153	B	wait ann , press submit .	,
10	85	422	487.475	489.153	B	wait ann , press submit .	press
10	85	423	487.475	489.153	B	wait ann , press submit .	submit
10	85	424	487.475	489.153	B	wait ann , press submit .	.
10	86	425	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	i
10	86	426	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	just
10	86	427	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	did
10	86	428	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	an
10	86	429	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	accident
10	86	430	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	ann
10	86	431	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	,
10	86	432	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	i
10	86	433	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	'm
10	86	434	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	not
10	86	435	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	doing
10	86	436	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	that
10	86	437	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	again
10	86	438	497.858	500.539	B	i just did an accident ann , i 'm not doing that again .	.
10	87	439	499.326	500.763	A	no i 'll try .	no
10	87	440	499.326	500.763	A	no i 'll try .	i
10	87	441	499.326	500.763	A	no i 'll try .	'll
10	87	442	499.326	500.763	A	no i 'll try .	try
10	87	443	499.326	500.763	A	no i 'll try .	.
10	88	444	501.846	503.239	B	um that 's	um
10	88	445	501.846	503.239	B	um that 's	that
10	88	446	501.846	503.239	B	um that 's	's
10	89	447	501.876	504.288	A	let 's start from here ,	let
10	89	448	501.876	504.288	A	let 's start from here ,	's
10	89	449	501.876	504.288	A	let 's start from here ,	start
10	89	450	501.876	504.288	A	let 's start from here ,	from
10	89	451	501.876	504.288	A	let 's start from here ,	here
10	89	452	501.876	504.288	A	let 's start from here ,	,
10	90	453	505.201	505.816	A	to	to
10	91	454	511.475	512.119	B	nice .	nice
10	91	455	511.475	512.119	B	nice .	.
10	92	456	519.383	520.087	B	okay .	okay
10	92	457	519.383	520.087	B	okay .	.
