Freq.	Size	Surface Form	Spanning	First Speaker	Turns
22	2	okay .	487	A	0, 51, 62, 98, 112, 142, 189, 218, 230, 262, 265, 274, 279, 287, 329, 372, 416, 451, 463, 468, 471, 486
12	2	oh .	448	A	3, 56, 77, 86, 185, 385, 388, 394, 406, 438, 449, 450
11	2	that 's	382	A	23, 115, 117, 120, 137, 200, 213, 242, 367, 402, 404
10	2	how much	205	A	144, 151, 227, 257, 275, 289, 296, 326, 337, 348
9	2	we have	323	A	1, 107, 128, 153, 154, 157, 171, 287, 323
8	2	and then	406	A	52, 215, 231, 246, 351, 373, 410, 457
8	2	do n't	334	A	88, 91, 93, 94, 154, 164, 305, 421
8	2	i do	334	A	88, 91, 93, 94, 130, 164, 305, 421
8	2	we need	260	A	109, 173, 279, 323, 343, 351, 360, 368
7	2	gallen .	424	A	52, 54, 207, 249, 253, 473, 475
6	2	give me	299	A	190, 231, 396, 416, 478, 488
6	2	i think	344	A	17, 27, 52, 68, 137, 360
6	2	is that	205	A	144, 151, 180, 227, 289, 348
6	2	know .	359	A	88, 91, 94, 164, 305, 446
6	2	montreux .	117	A	302, 304, 309, 312, 413, 418
6	2	oh okay	428	A	36, 104, 274, 279, 416, 463
6	2	that ?	205	A	144, 151, 227, 289, 337, 348
6	2	zurich to	234	A	248, 421, 428, 436, 473, 481
5	2	mount bern	147	A	52, 120, 123, 126, 198
5	2	neuchatel to	299	A	120, 121, 309, 312, 418
5	2	oh wait	244	A	38, 68, 75, 114, 281
5	2	wait .	244	A	38, 114, 119, 159, 281
5	2	you can	405	A	32, 427, 432, 434, 436
4	2	, i	238	A	68, 93, 94, 305
4	2	, oh	244	A	38, 68, 102, 281
4	2	bern .	359	A	123, 126, 198, 481
4	2	go to	322	A	52, 54, 162, 373
4	2	it 's	394	A	41, 202, 382, 434
4	2	no .	350	A	6, 59, 261, 355
4	2	oh no	425	A	59, 316, 355, 483
4	2	one .	225	A	173, 220, 231, 397
4	2	our previous	167	A	105, 132, 192, 271
4	2	um .	134	A	104, 153, 235, 237
4	2	wait ,	380	A	68, 119, 154, 447
4	2	what ?	377	A	71, 73, 183, 447
4	2	yeah .	243	A	166, 301, 362, 408
3	2	another 3	12	A	478, 488, 489
3	2	ca n't	416	A	44, 75, 459
3	2	check is	293	A	68, 357, 360
3	2	i 'm	57	A	23, 49, 79
3	2	is not	409	A	81, 82, 489
3	2	it .	424	A	34, 259, 457
3	2	let me	416	A	26, 160, 441
3	2	now .	97	A	370, 459, 466
3	2	oh i	239	A	102, 107, 340
3	2	oh we	454	A	38, 173, 491
3	2	right .	68	A	133, 134, 200
3	2	so we	171	A	109, 263, 279
3	2	the check	196	A	68, 96, 263
3	2	there .	55	A	244, 291, 298
3	2	to the	123	A	251, 311, 373
3	2	turn .	167	A	36, 41, 202
3	2	we go	323	A	147, 373, 469
3	2	where is	216	A	180, 332, 395
3	2	yeah we	264	A	44, 211, 307
3	2	zermatt to	253	A	217, 257, 469
2	2	, mount	258	A	52, 309
2	2	, wait	36	A	119, 154
2	2	2 francs	281	A	117, 397
2	2	a 4	4	A	329, 332
2	2	and we	51	A	323, 373
2	2	and where	153	A	180, 332
2	2	another 2	20	A	453, 472
2	2	by 40	5	A	108, 112
2	2	check .	172	A	320, 491
2	2	do .	244	A	130, 373
2	2	i get	342	A	107, 448
2	2	i guess	65	A	1, 65
2	2	i know	107	A	340, 446
2	2	i mean	81	A	133, 213
2	2	in this	10	A	23, 32
2	2	interlaken .	185	A	217, 401
2	2	interlaken to	163	A	238, 400
2	2	let 's	132	A	259, 390
2	2	mount neuchatel	66	A	244, 309
2	2	need a	11	A	341, 351
2	2	neuchatel .	3	A	238, 240
2	2	now we	332	A	128, 459
2	2	okay give	197	A	220, 416
2	2	okay uh	24	A	352, 375
2	2	should we	398	A	96, 493
2	2	that was	24	A	169, 192
2	2	the most	117	A	107, 223
2	2	there is	24	A	466, 489
2	2	this ,	370	A	52, 421
2	2	to connect	360	A	1, 360
2	2	to do	85	A	373, 457
2	2	to um	96	A	153, 248
2	2	tracks .	351	A	32, 382
2	2	um neuchatel	117	A	302, 418
2	2	wait oh	222	A	38, 259
2	2	we ,	117	A	38, 154
2	2	we just	30	A	341, 370
2	2	you 've	450	A	23, 472
2	2	you are	4	A	27, 30
2	2	zurich is	175	A	251, 425
48	1	oh	489	A	3, 13, 23, 36, 38, 41, 46, 47, 56, 59, 68, 75, 77, 86, 102, 104, 105, 107, 108, 109, 114, 173, 185, 259, 274, 279, 281, 291, 316, 329, 340, 355, 367, 372, 377, 385, 388, 394, 401, 406, 413, 416, 438, 449, 450, 463, 483, 491
45	1	to	481	A	1, 33, 52, 54, 107, 109, 120, 121, 123, 153, 154, 162, 177, 198, 205, 209, 217, 233, 238, 248, 249, 251, 253, 257, 259, 302, 309, 311, 312, 323, 325, 340, 360, 368, 373, 400, 418, 421, 423, 428, 436, 457, 469, 473, 481
36	1	okay	487	A	0, 36, 51, 62, 98, 104, 112, 142, 153, 159, 160, 162, 189, 218, 220, 230, 235, 262, 265, 274, 279, 284, 287, 298, 329, 352, 372, 375, 416, 451, 453, 463, 468, 471, 472, 486
33	1	we	493	A	1, 38, 44, 52, 96, 107, 109, 128, 147, 153, 154, 157, 171, 173, 211, 263, 267, 279, 283, 287, 307, 323, 341, 343, 351, 360, 368, 370, 373, 459, 469, 491, 493
29	1	i	461	A	1, 17, 23, 27, 49, 52, 65, 68, 79, 88, 91, 93, 94, 102, 107, 130, 133, 137, 164, 213, 281, 305, 340, 360, 421, 446, 448, 457, 461
24	1	is	422	A	68, 81, 82, 105, 144, 151, 177, 180, 227, 251, 257, 271, 289, 326, 332, 348, 357, 360, 395, 425, 430, 459, 466, 489
22	1	that	435	A	23, 115, 117, 120, 137, 144, 151, 169, 180, 192, 200, 213, 227, 242, 289, 337, 348, 367, 370, 402, 404, 457
20	1	you	462	A	23, 27, 30, 32, 138, 160, 199, 259, 311, 320, 366, 378, 427, 432, 434, 436, 442, 457, 472, 484
19	1	the	425	A	1, 26, 34, 68, 96, 107, 166, 177, 190, 220, 223, 251, 263, 270, 275, 311, 368, 373, 425
18	1	yeah	411	A	17, 44, 166, 202, 207, 211, 213, 301, 307, 309, 312, 362, 384, 390, 408, 410, 421, 427
17	1	uh	460	A	10, 11, 30, 47, 81, 91, 93, 246, 255, 312, 352, 364, 368, 375, 410, 414, 469
16	1	no	478	A	6, 30, 52, 59, 192, 223, 261, 263, 316, 355, 357, 436, 443, 459, 466, 483
16	1	um	461	A	18, 104, 128, 153, 160, 190, 204, 235, 237, 248, 302, 376, 418, 421, 476, 478
15	1	and	426	A	32, 33, 52, 82, 180, 215, 231, 246, 323, 329, 332, 351, 373, 410, 457
15	1	do	406	A	52, 75, 88, 91, 93, 94, 130, 154, 164, 205, 305, 373, 378, 421, 457
15	1	what	425	A	23, 71, 73, 149, 171, 177, 183, 213, 281, 343, 373, 377, 378, 443, 447
14	1	wait	410	A	38, 68, 75, 81, 114, 119, 154, 159, 237, 259, 281, 284, 298, 447
14	1	zurich	322	A	160, 162, 225, 248, 251, 334, 345, 421, 425, 428, 430, 436, 473, 481
12	1	how	232	A	144, 151, 227, 257, 275, 289, 296, 326, 337, 340, 348, 375
12	1	it	460	A	34, 41, 107, 202, 259, 267, 372, 382, 434, 457, 459, 493
12	1	there	343	A	147, 166, 180, 199, 244, 291, 298, 442, 466, 469, 484, 489
11	1	much	267	A	144, 151, 227, 257, 275, 289, 296, 326, 337, 348, 410
10	1	a	459	A	33, 34, 180, 220, 329, 332, 341, 351, 396, 491
10	1	go	433	A	52, 54, 147, 162, 199, 217, 373, 442, 469, 484
10	1	have	323	A	1, 107, 128, 153, 154, 157, 171, 281, 287, 323
10	1	me	463	A	26, 160, 190, 231, 396, 416, 421, 441, 478, 488
10	1	neuchatel	299	A	120, 121, 123, 238, 240, 244, 302, 309, 312, 418
10	1	then	438	A	52, 215, 231, 246, 351, 373, 410, 457, 466, 489
9	1	check	424	A	68, 96, 259, 263, 267, 320, 357, 360, 491
9	1	know	359	A	88, 91, 93, 94, 164, 305, 340, 373, 446
9	1	mount	258	A	52, 54, 120, 123, 126, 198, 244, 251, 309
8	1	can	417	A	32, 211, 307, 427, 432, 434, 436, 448
8	1	gallen	424	A	52, 54, 205, 207, 249, 253, 473, 475
8	1	montreux	117	A	302, 304, 305, 309, 312, 326, 413, 418
8	1	so	279	A	1, 93, 96, 108, 109, 263, 275, 279
7	1	davos	308	A	162, 164, 180, 205, 209, 257, 469
7	1	get	342	A	107, 109, 153, 160, 323, 340, 448
7	1	one	317	A	81, 82, 173, 220, 231, 373, 397
7	1	think	344	A	17, 27, 52, 68, 93, 137, 360
7	1	this	399	A	23, 32, 52, 81, 82, 105, 421
7	1	zermatt	275	A	195, 217, 233, 257, 400, 401, 469
6	1	luzern	204	A	233, 421, 423, 428, 430, 436
6	1	now	339	A	128, 149, 370, 453, 459, 466
5	1	all	373	A	1, 166, 251, 360, 373
5	1	just	156	A	223, 341, 370, 373, 378
4	1	click	231	A	33, 96, 259, 263
4	1	francs	290	A	108, 117, 368, 397
4	1	from	76	A	120, 162, 180, 195
4	1	in	138	A	23, 30, 32, 160
4	1	number	427	A	27, 177, 190, 453
4	1	or	395	A	94, 196, 263, 488
4	1	price	171	A	105, 107, 192, 275
4	1	right	68	A	133, 134, 177, 200
4	1	yes	343	A	94, 432, 434, 436
3	1	've	469	A	23, 472, 491
3	1	are	257	A	27, 30, 283
3	1	bottom	5	A	133, 134, 137
3	1	by	277	A	108, 112, 384
3	1	done	192	A	281, 292, 472
3	1	should	442	A	52, 96, 493
3	1	them	330	A	44, 360, 373
3	1	top	293	A	133, 251, 425
3	1	why	345	A	23, 347, 367
3	1	your	320	A	41, 202, 360
2	1	2s	57	A	410, 466
2	1	3s	57	A	410, 466
2	1	as	43	A	368, 410
2	1	at	294	A	132, 425
2	1	build	2	A	32, 33
2	1	cheapest	4	A	220, 223
2	1	damn	186	A	187, 372
2	1	did	80	A	378, 457
2	1	else	6	A	149, 154
2	1	got	233	A	259, 491
2	1	left	175	A	137, 311
2	1	my	322	A	36, 357
2	1	see	77	A	26, 102
2	1	track	2	A	33, 34
2	1	try	67	A	54, 120
2	1	two	15	A	13, 27
2	1	view	3	A	30, 32
2	1	will	333	A	34, 366
2	1	wow	3	A	380, 382

