Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	2	to mount	254	B	182, 184, 197, 435
4	2	zermatt to	208	B	260, 411, 435, 467
3	2	and then	166	B	317, 470, 482
3	2	another 2	64	B	407, 454, 470
3	2	bern .	284	B	197, 295, 480
3	2	can i	66	B	25, 85, 90
3	2	check .	260	B	97, 354, 356
3	2	do ?	307	B	25, 103, 331
3	2	gallen .	163	B	50, 206, 212
3	2	go .	215	B	139, 280, 353
3	2	i did	80	B	57, 135, 136
3	2	interlaken to	165	B	239, 399, 403
3	2	montreux .	9	B	411, 412, 419
3	2	mount zermatt	254	B	182, 184, 435
3	2	my turn	333	B	83, 201, 415
3	2	no .	317	B	70, 174, 386
3	2	one .	100	B	19, 22, 118
3	2	saint gallen	163	B	50, 208, 212
3	2	so ,	325	B	7, 25, 331
3	2	so we	386	B	4, 170, 389
3	2	something .	313	B	67, 69, 379
3	2	to zurich	169	B	288, 344, 456
3	2	um mount	148	B	50, 182, 197
3	2	we need	68	B	272, 327, 339
3	2	what we	450	B	16, 72, 465
3	2	yeah .	146	B	247, 268, 392
3	2	zurich .	207	B	250, 288, 456
2	2	's 4	195	B	145, 339
2	2	2 francs	171	B	228, 398
2	2	anything ?	230	B	5, 234
2	2	do .	19	B	72, 90
2	2	done anything	2	B	4, 5
2	2	luzern ?	269	B	161, 429
2	2	luzern to	225	B	232, 456
2	2	me .	229	B	58, 286
2	2	me try	31	B	250, 280
2	2	messed up	278	B	175, 452
2	2	mount luzern	104	B	161, 264
2	2	mount zurich	203	B	50, 252
2	2	n't even	64	B	4, 67
2	2	neuchatel ?	193	B	122, 314
2	2	neuchatel to	117	B	303, 419
2	2	no we	160	B	308, 467
2	2	oh no	317	B	70, 386
2	2	right ?	51	B	16, 66
2	2	should we	180	B	214, 393
2	2	so .	78	B	29, 106
2	2	start again	169	B	101, 269
2	2	tell me	90	B	24, 113
2	2	this .	325	B	39, 363
2	2	try um	92	B	50, 141
2	2	um .	362	B	37, 398
2	2	um 3	54	B	297, 350
2	2	um that	187	B	42, 228
2	2	us .	27	B	365, 391
2	2	want to	203	B	20, 222
2	2	where is	6	B	424, 429
2	2	yeah i	222	B	31, 252
2	2	yes .	311	B	95, 405
2	2	you are	384	B	61, 444
2	2	you want	186	B	222, 407
2	2	zurich ?	3	B	422, 424
54	1	we	491	B	2, 4, 16, 40, 55, 60, 66, 72, 74, 84, 87, 92, 101, 103, 127, 139, 170, 172, 175, 181, 186, 188, 210, 212, 214, 236, 256, 266, 269, 272, 273, 278, 299, 306, 308, 317, 319, 327, 331, 339, 359, 361, 363, 371, 389, 393, 452, 465, 467, 470, 477, 485, 487, 492
47	1	to	462	B	19, 20, 55, 72, 74, 124, 125, 143, 182, 184, 197, 208, 212, 222, 224, 226, 232, 239, 252, 260, 266, 269, 273, 285, 288, 293, 295, 303, 314, 317, 335, 336, 344, 346, 349, 361, 391, 399, 403, 411, 419, 435, 456, 460, 467, 474, 480
38	1	i	469	B	9, 19, 20, 21, 22, 25, 31, 35, 45, 55, 57, 60, 67, 72, 85, 89, 90, 95, 111, 118, 124, 135, 136, 143, 216, 252, 266, 282, 313, 330, 342, 379, 387, 420, 426, 431, 433, 477
28	1	do	486	B	2, 19, 20, 21, 25, 67, 72, 74, 87, 90, 103, 127, 210, 212, 214, 219, 272, 306, 317, 319, 331, 361, 420, 426, 431, 458, 467, 487
23	1	um	463	B	2, 37, 42, 50, 140, 141, 145, 150, 170, 176, 182, 194, 197, 228, 256, 260, 293, 297, 314, 350, 398, 455, 464
22	1	okay	439	B	24, 37, 48, 53, 57, 58, 63, 76, 80, 110, 113, 139, 158, 214, 245, 254, 256, 280, 333, 374, 415, 462
22	1	what	474	B	14, 16, 25, 72, 84, 90, 99, 100, 103, 163, 175, 214, 219, 236, 243, 331, 358, 369, 381, 440, 465, 487
17	1	have	474	B	4, 5, 55, 72, 74, 127, 170, 186, 216, 269, 273, 278, 317, 319, 465, 467, 477
17	1	oh	375	B	12, 14, 43, 55, 67, 70, 76, 83, 92, 97, 101, 125, 193, 201, 214, 273, 386
16	1	it	374	B	85, 87, 135, 145, 167, 201, 241, 260, 276, 278, 313, 317, 359, 389, 431, 458
15	1	n't	464	B	4, 16, 20, 21, 43, 67, 210, 306, 308, 420, 426, 431, 433, 452, 467
14	1	so	386	B	4, 7, 25, 29, 37, 89, 106, 170, 203, 331, 339, 371, 383, 389
14	1	you	441	B	5, 14, 24, 43, 61, 78, 92, 219, 222, 234, 254, 407, 444, 445
14	1	zurich	431	B	50, 224, 250, 252, 288, 333, 336, 344, 422, 424, 456, 460, 474, 480
13	1	's	452	B	14, 116, 125, 145, 186, 201, 228, 236, 241, 260, 339, 455, 465
13	1	how	489	B	2, 7, 78, 127, 167, 172, 272, 278, 314, 319, 435, 445, 490
13	1	luzern	300	B	161, 224, 226, 232, 241, 250, 264, 346, 349, 426, 429, 456, 460
12	1	can	464	B	24, 25, 84, 85, 90, 103, 172, 212, 236, 252, 331, 487
12	1	me	394	B	24, 39, 58, 61, 69, 89, 113, 179, 250, 280, 286, 417
11	1	mount	386	B	50, 161, 182, 184, 197, 203, 252, 264, 310, 314, 435
10	1	now	385	B	101, 127, 146, 175, 186, 293, 319, 330, 339, 485
10	1	that	326	B	14, 42, 116, 125, 186, 210, 216, 228, 306, 339
10	1	zermatt	286	B	182, 184, 232, 258, 260, 399, 403, 411, 435, 467
9	1	no	398	B	70, 174, 186, 250, 308, 317, 386, 433, 467
9	1	see	427	B	39, 69, 89, 179, 219, 252, 254, 455, 465
9	1	this	464	B	14, 39, 66, 113, 118, 146, 252, 363, 477
9	1	yeah	439	B	29, 31, 179, 219, 247, 252, 268, 392, 467
8	1	a	448	B	45, 181, 216, 266, 328, 417, 477, 492
8	1	are	385	B	60, 61, 92, 234, 299, 363, 371, 444
8	1	did	396	B	57, 87, 135, 136, 143, 359, 379, 452
8	1	then	407	B	76, 172, 178, 214, 317, 464, 470, 482
7	1	and	476	B	7, 293, 317, 328, 407, 470, 482
7	1	davos	305	B	163, 165, 212, 260, 335, 336, 467
7	1	got	471	B	22, 40, 282, 342, 470, 485, 492
7	1	neuchatel	298	B	122, 141, 245, 303, 310, 314, 419
7	1	think	333	B	55, 60, 67, 92, 95, 266, 387
6	1	basel	267	B	48, 143, 197, 288, 295, 314
6	1	check	426	B	67, 97, 266, 354, 356, 492
6	1	doing	464	B	14, 60, 66, 78, 313, 477
6	1	is	267	B	163, 167, 252, 276, 424, 429
6	1	just	450	B	9, 111, 143, 175, 379, 458
6	1	next	404	B	84, 214, 236, 245, 300, 487
6	1	the	209	B	16, 31, 43, 97, 143, 224
6	1	try	262	B	19, 50, 118, 141, 250, 280
5	1	another	461	B	19, 407, 454, 470, 479
5	1	one	315	B	19, 22, 118, 143, 333
5	1	right	462	B	16, 66, 330, 383, 477
5	1	something	325	B	67, 69, 280, 379, 391
5	1	wait	356	B	67, 70, 243, 250, 422
4	1	bern	284	B	197, 294, 295, 480
4	1	connect	182	B	55, 84, 85, 236
4	1	done	351	B	4, 5, 92, 354
4	1	go	215	B	139, 280, 285, 353
4	1	montreux	236	B	184, 411, 412, 419
4	1	my	362	B	83, 201, 415, 444
4	1	need	159	B	181, 272, 327, 339
4	1	yes	311	B	95, 97, 208, 405
3	1	again	352	B	101, 269, 452
3	1	all	348	B	14, 55, 361
3	1	an	322	B	21, 282, 342
3	1	robot	328	B	64, 365, 391
2	1	confused	55	B	35, 89
2	1	know	151	B	72, 222
2	1	mountain	135	B	48, 182
2	1	or	160	B	250, 409
2	1	perfect	39	B	148, 186
2	1	say	158	B	234, 391
2	1	terrible	304	B	60, 363
2	1	them	307	B	55, 361
2	1	there	243	B	12, 254
2	1	time	253	B	14, 266
2	1	uh	102	B	15, 116

