Freq.	Size	Surface Form	Spanning	First Speaker	Turns
16	1	then	230	A	130, 150, 236, 248, 252, 265, 267, 276, 281, 286, 292, 300, 327, 340, 355, 359
14	1	we	421	A	7, 71, 78, 139, 175, 268, 296, 304, 327, 357, 368, 394, 420, 427
10	1	's	323	A	89, 143, 210, 213, 300, 305, 310, 314, 409, 411
10	1	you	399	A	21, 33, 34, 35, 54, 58, 81, 162, 212, 419
9	1	from	368	A	60, 89, 143, 175, 245, 274, 331, 399, 427
9	1	i	382	A	22, 87, 117, 139, 162, 268, 334, 339, 403
9	1	no	341	A	87, 182, 210, 298, 299, 300, 344, 390, 427
8	1	and	328	A	28, 34, 117, 165, 212, 236, 268, 355
8	1	so	395	A	33, 41, 58, 71, 81, 213, 305, 427
7	1	the	324	A	11, 52, 53, 54, 162, 304, 334
6	1	basel	311	A	117, 156, 277, 327, 374, 427
6	1	bern	189	A	167, 184, 194, 223, 224, 355
6	1	do	298	A	7, 33, 58, 212, 245, 304
6	1	gallen	375	A	9, 14, 68, 177, 268, 383
6	1	go	212	A	99, 100, 117, 130, 274, 310
6	1	that	350	A	60, 74, 213, 314, 403, 409
5	1	is	38	A	37, 52, 53, 60, 74
5	1	it	390	A	33, 78, 143, 300, 422
5	1	now	248	A	58, 139, 286, 288, 305
5	1	submit	289	A	71, 139, 170, 305, 359
5	1	view	21	A	34, 35, 52, 53, 54
4	1	done	90	A	268, 296, 327, 357
4	1	here	195	A	89, 147, 152, 283
4	1	interlaken	128	A	257, 310, 350, 384
4	1	or	107	A	122, 146, 219, 228
4	1	try	325	A	87, 117, 368, 411
3	1	already	151	A	60, 74, 210
3	1	can	106	A	34, 35, 139
3	1	n't	208	A	212, 416, 419
3	1	should	72	A	7, 71, 78
3	1	this	19	A	34, 35, 52
3	1	um	164	A	47, 49, 210
3	1	wait	129	A	274, 362, 402
2	1	a	28	A	33, 60
2	1	because	91	A	210, 300
2	1	but	3	A	298, 300
2	1	one	159	A	52, 210
2	1	uh	184	A	204, 387

