Freq.	Size	Surface Form	Spanning	First Speaker	Turns
8	2	to mount	290	A	14, 65, 90, 103, 125, 138, 206, 303
7	2	it 's	213	A	112, 116, 118, 120, 249, 255, 324
7	2	mount bern	259	A	65, 125, 138, 146, 150, 303, 323
6	2	yes .	251	A	56, 169, 202, 253, 295, 306
5	2	can i	129	A	139, 150, 154, 226, 267
5	2	davos ?	205	A	42, 95, 201, 241, 246
5	2	mount basel	261	A	14, 39, 265, 267, 274
5	2	press the	145	A	154, 157, 292, 296, 298
5	2	you can	124	A	190, 192, 292, 299, 313
4	2	erase the	254	A	74, 109, 150, 327
4	2	mount zermatt	201	A	90, 103, 106, 290
3	2	can you	64	A	264, 292, 327
3	2	costs 4	178	A	3, 14, 180
3	2	mount interlaken	178	A	3, 74, 180
3	2	mount montreux	33	A	74, 99, 106
3	2	okay .	300	A	27, 51, 326
3	2	one ?	172	A	28, 44, 199
3	2	zurich .	24	A	109, 130, 132
2	2	, we	200	A	109, 308
2	2	and it	80	A	176, 255
2	2	because it	129	A	140, 268
2	2	cost .	108	A	192, 299
2	2	erase that	84	A	181, 264
2	2	francs .	7	A	224, 230
2	2	interlaken .	5	A	74, 78
2	2	luzern ?	64	A	62, 125
2	2	minimum .	149	A	160, 308
2	2	montreux to	30	A	74, 103
2	2	mount ,	77	A	49, 125
2	2	on the	102	A	191, 292
2	2	so we	293	A	0, 292
2	2	that cost	71	A	160, 230
2	2	um mount	103	A	165, 267
2	2	wait .	3	A	280, 282
2	2	we can	10	A	292, 301
2	2	zurich ?	52	A	206, 257
42	1	mount	327	A	3, 14, 36, 39, 49, 59, 61, 65, 67, 74, 88, 90, 99, 103, 106, 109, 125, 127, 130, 132, 136, 138, 146, 150, 165, 166, 173, 180, 206, 241, 243, 244, 246, 253, 265, 267, 274, 288, 290, 303, 323, 329
35	1	to	309	A	0, 14, 16, 30, 33, 46, 49, 65, 69, 71, 74, 90, 103, 106, 109, 116, 118, 125, 138, 150, 157, 160, 165, 206, 236, 243, 246, 253, 265, 267, 276, 288, 290, 303, 308
31	1	the	300	A	28, 30, 49, 74, 106, 109, 146, 150, 154, 157, 162, 165, 180, 181, 191, 192, 236, 243, 246, 265, 267, 276, 288, 290, 292, 296, 298, 299, 302, 314, 327
25	1	and	294	A	28, 86, 98, 109, 111, 124, 146, 152, 162, 176, 180, 181, 186, 199, 204, 215, 229, 241, 251, 255, 271, 279, 290, 299, 321
24	1	it	292	A	33, 112, 116, 118, 120, 125, 134, 140, 176, 188, 190, 215, 218, 249, 255, 259, 267, 268, 288, 290, 299, 308, 313, 324
18	1	so	309	A	0, 5, 16, 22, 31, 120, 138, 158, 181, 192, 193, 194, 222, 264, 292, 296, 301, 308
15	1	cost	267	A	33, 125, 134, 140, 150, 160, 188, 192, 215, 218, 230, 259, 288, 290, 299
15	1	we	309	A	0, 16, 74, 79, 81, 109, 138, 152, 160, 181, 222, 288, 292, 301, 308
13	1	erase	312	A	16, 74, 81, 109, 138, 139, 150, 181, 264, 267, 288, 301, 327
12	1	think	286	A	16, 17, 74, 79, 81, 109, 120, 138, 152, 181, 222, 301
10	1	you	311	A	17, 33, 157, 190, 192, 264, 292, 299, 313, 327
9	1	how	175	A	125, 134, 188, 215, 218, 259, 288, 290, 299
9	1	yes	251	A	56, 81, 169, 202, 249, 253, 292, 295, 306
8	1	bern	275	A	49, 65, 125, 138, 146, 150, 303, 323
6	1	should	123	A	74, 81, 109, 138, 181, 196
6	1	that	225	A	74, 160, 181, 230, 264, 298
6	1	um	219	A	49, 87, 148, 165, 221, 267
6	1	wait	64	A	264, 267, 280, 282, 285, 327
5	1	do	292	A	17, 33, 196, 226, 308
5	1	montreux	107	A	74, 99, 103, 106, 180
5	1	oh	227	A	10, 71, 178, 191, 236
4	1	costs	266	A	3, 14, 180, 268
4	1	like	183	A	30, 33, 186, 212
4	1	neuchatel	189	A	48, 165, 235, 236
4	1	okay	300	A	27, 51, 241, 326
4	1	one	172	A	28, 44, 74, 199
4	1	right	129	A	191, 292, 314, 319
4	1	this	318	A	2, 14, 17, 319
4	1	what	199	A	28, 178, 196, 226
3	1	because	129	A	140, 150, 268
3	1	francs	231	A	0, 224, 230
3	1	is	303	A	17, 28, 319
3	1	no	102	A	212, 280, 313
2	1	button	7	A	292, 298
2	1	its	53	A	98, 150
2	1	less	34	A	0, 33

