Freq.	Size	Surface Form	Spanning	First Speaker	Turns
6	3	to mount zurich	404	B	104, 157, 183, 328, 450, 507
6	3	your turn .	189	B	150, 223, 247, 249, 324, 338
5	3	do n't know	497	B	125, 155, 473, 615, 621
5	3	i ca n't	151	B	49, 82, 142, 195, 199
5	3	to mount gallen	351	B	181, 201, 450, 507, 531
5	3	to mount luzern	349	B	107, 153, 254, 259, 455
4	3	, okay .	425	B	99, 333, 462, 523
4	3	to mount bern	258	B	313, 475, 567, 570
4	3	to mount davos	103	B	450, 507, 551, 552
4	3	we have to	468	B	99, 264, 545, 566
3	3	, go .	276	B	275, 546, 550
3	3	, to mount	425	B	107, 475, 531
3	3	come on .	149	B	406, 477, 554
3	3	davos to mount	251	B	183, 210, 433
3	3	do anything .	478	B	137, 158, 614
3	3	do it ?	170	B	7, 12, 176
3	3	do that .	44	B	161, 181, 204
3	3	gon na do	576	B	5, 401, 580
3	3	i 'm doing	386	B	210, 426, 595
3	3	i 'm erasing	128	B	67, 183, 194
3	3	i 'm sorry	556	B	68, 621, 623
3	3	i have the	51	B	95, 97, 145
3	3	i know what	40	B	445, 446, 484
3	3	it 's not	299	B	11, 86, 309
3	3	know what we	171	B	445, 446, 615
3	3	mount luzern .	465	B	107, 153, 571
3	3	mount zurich .	207	B	122, 157, 328
3	3	okay do it	276	B	109, 239, 384
3	3	so i 'm	402	B	194, 401, 595
3	3	to mount basel	75	B	450, 507, 524
3	3	trying to make	24	B	0, 21, 23
3	3	you have the	490	B	95, 97, 584
2	3	, i 'm	183	B	28, 210
2	3	, mount zurich	80	B	122, 201
2	3	, now what	2	B	216, 217
2	3	, so i	462	B	134, 595
2	3	and go to	25	B	562, 586
2	3	do it ,	231	B	384, 614
2	3	do that ,	192	B	404, 595
2	3	go to the	96	B	491, 586
2	3	have the mountains	3	B	95, 97
2	3	have to make	18	B	549, 566
2	3	i think we	552	B	21, 572
2	3	let 's just	146	B	284, 429
2	3	looks good .	393	B	225, 617
2	3	make it ?	143	B	29, 171
2	3	mount , neuchatel	265	B	284, 548
2	3	mount luzern mount	196	B	260, 455
2	3	mount zurich ?	3	B	102, 104
2	3	oh my god	22	B	462, 483
2	3	okay , now	138	B	64, 201
2	3	okay , so	6	B	129, 134
2	3	see what you	251	B	134, 384
2	3	that , so	450	B	146, 595
2	3	the i ?	2	B	500, 501
2	3	this is so	172	B	441, 612
2	3	this one .	41	B	126, 166
2	3	to do .	25	B	460, 484
2	3	to make it	6	B	561, 566
2	3	we 've got	119	B	216, 334
2	3	we can send	3	B	378, 380
2	3	yeah i 'm	74	B	64, 137
2	3	you have to	404	B	146, 549
29	2	okay .	600	B	17, 32, 65, 90, 99, 116, 135, 136, 191, 209, 315, 317, 333, 381, 385, 388, 389, 400, 437, 462, 463, 465, 471, 483, 519, 523, 545, 613, 616
22	2	i 'm	619	B	5, 28, 42, 64, 67, 68, 77, 137, 138, 183, 194, 210, 313, 401, 426, 460, 462, 473, 595, 619, 621, 623
15	2	do it	608	B	7, 12, 109, 129, 176, 239, 291, 300, 347, 349, 384, 432, 526, 580, 614
13	2	yeah .	508	B	75, 131, 233, 237, 256, 264, 305, 354, 407, 418, 435, 560, 582
12	2	it .	501	B	80, 100, 109, 129, 239, 291, 347, 349, 432, 526, 572, 580
11	2	go .	535	B	16, 49, 275, 395, 410, 419, 448, 468, 533, 546, 550
11	2	go to	99	B	491, 523, 524, 551, 552, 558, 562, 567, 570, 586, 589
11	2	here .	518	B	52, 64, 243, 245, 310, 378, 380, 491, 499, 555, 569
11	2	it 's	509	B	11, 86, 150, 155, 308, 309, 310, 491, 503, 517, 519
9	2	, okay	450	B	99, 150, 210, 333, 462, 491, 523, 546, 548
9	2	i do	491	B	125, 137, 155, 158, 217, 358, 360, 473, 615
8	2	bern .	458	B	138, 152, 258, 293, 313, 475, 570, 595
8	2	just do	612	B	3, 185, 291, 429, 432, 459, 526, 614
8	2	mount luzern	468	B	104, 107, 153, 254, 259, 260, 455, 571
8	2	okay ,	487	B	64, 129, 134, 201, 214, 519, 548, 550
7	2	do that	593	B	3, 161, 181, 202, 204, 404, 595
7	2	mount davos	374	B	179, 210, 433, 450, 507, 551, 552
7	2	one .	314	B	126, 127, 166, 202, 397, 427, 439
7	2	turn .	189	B	150, 182, 223, 247, 249, 324, 338
6	2	and then	324	B	235, 458, 460, 512, 556, 558
6	2	ca n't	151	B	49, 82, 142, 171, 195, 199
6	2	it ?	202	B	7, 12, 29, 171, 176, 208
6	2	let 's	312	B	284, 415, 429, 481, 507, 595
6	2	the one	426	B	166, 169, 259, 261, 581, 591
6	2	we 're	559	B	23, 336, 358, 486, 580, 581
6	2	we did	422	B	194, 300, 475, 486, 507, 615
6	2	what we	422	B	194, 216, 358, 445, 446, 615
5	2	, i	511	B	28, 134, 210, 473, 538
5	2	, so	467	B	129, 134, 146, 300, 595
5	2	mount ,	385	B	183, 284, 523, 548, 567
5	2	oh ,	570	B	42, 84, 150, 538, 611
5	2	oh .	119	B	45, 94, 105, 147, 163
5	2	okay i	221	B	5, 19, 43, 195, 225
5	2	so i	575	B	21, 134, 194, 401, 595
5	2	we are	426	B	21, 40, 369, 445, 446
4	2	, mount	386	B	122, 201, 455, 507
4	2	do anything	533	B	82, 137, 158, 614
4	2	do i	395	B	29, 31, 421, 423
4	2	do you	578	B	7, 12, 500, 584
4	2	here ?	252	B	27, 31, 51, 278
4	2	i know	94	B	445, 446, 484, 538
4	2	i think	552	B	21, 225, 293, 572
4	2	luzern .	465	B	107, 153, 330, 571
4	2	mount zermatt	246	B	210, 433, 451, 455
4	2	neuchatel .	123	B	164, 229, 284, 286
4	2	no .	398	B	39, 214, 296, 436
4	2	oh yeah	214	B	60, 64, 192, 273
4	2	that ,	450	B	146, 404, 473, 595
4	2	that .	232	B	161, 181, 204, 392
4	2	the black	508	B	77, 95, 97, 584
4	2	the i	94	B	493, 500, 501, 586
4	2	the little	499	B	0, 81, 491, 498
4	2	there .	166	B	391, 472, 548, 556
4	2	this .	580	B	42, 495, 496, 621
4	2	this one	139	B	126, 166, 200, 264
4	2	we can	189	B	192, 371, 378, 380
4	2	what if	312	B	164, 176, 322, 475
4	2	yeah ,	150	B	36, 107, 171, 185
4	2	zurich .	207	B	122, 124, 157, 328
3	2	've got	346	B	216, 334, 561
3	2	, oh	246	B	64, 214, 309
3	2	do mount	102	B	227, 297, 328
3	2	do something	560	B	5, 83, 564
3	2	doing .	63	B	384, 445, 446
3	2	done .	89	B	134, 215, 222
3	2	expensive .	126	B	441, 561, 566
3	2	for me	107	B	11, 83, 117
3	2	francs .	16	B	345, 358, 360
3	2	get it	297	B	64, 100, 360
3	2	good .	393	B	225, 414, 617
3	2	got to	485	B	77, 555, 561
3	2	how do	23	B	7, 12, 29
3	2	i go	147	B	421, 423, 567
3	2	i just	187	B	19, 185, 205
3	2	i see	104	B	31, 85, 134
3	2	if we	300	B	176, 300, 475
3	2	it ,	551	B	64, 384, 614
3	2	mount interlaken	113	B	455, 475, 567
3	2	mount neuchatel	344	B	164, 453, 507
3	2	n't erase	58	B	142, 155, 199
3	2	neuchatel to	146	B	450, 507, 595
3	2	now ,	171	B	40, 201, 210
3	2	oh my	435	B	49, 462, 483
3	2	okay ?	288	B	139, 210, 426
3	2	sorry .	584	B	40, 68, 623
3	2	that 's	485	B	99, 122, 583
3	2	that was	188	B	414, 591, 601
3	2	then i	371	B	185, 460, 555
3	2	to do	162	B	460, 484, 621
3	2	view .	3	B	53, 54, 55
3	2	wait .	223	B	320, 539, 542
3	2	wait i	277	B	82, 199, 358
3	2	we do	406	B	216, 300, 621
3	2	we need	192	B	67, 254, 258
3	2	what i	376	B	85, 217, 460
3	2	where do	3	B	421, 422, 423
3	2	yeah okay	280	B	109, 273, 388
3	2	you did	45	B	164, 176, 208
3	2	you do	25	B	7, 12, 31
3	2	zurich ?	19	B	102, 104, 120
2	2	're doing	27	B	358, 384
2	2	, because	3	B	183, 185
2	2	, this	209	B	126, 334
2	2	, wait	184	B	137, 320
2	2	, why	16	B	27, 42
2	2	7 francs	12	B	358, 369
2	2	a circle	166	B	426, 591
2	2	again .	411	B	71, 481
2	2	and mount	279	B	293, 571
2	2	and we	275	B	71, 345
2	2	are not	50	B	40, 89
2	2	at the	224	B	77, 300
2	2	basel .	35	B	524, 558
2	2	because it	126	B	183, 308
2	2	because we	47	B	254, 300
2	2	but it	11	B	145, 155
2	2	but we	56	B	566, 621
2	2	can i	3	B	198, 200
2	2	chill .	2	B	77, 78
2	2	did mount	312	B	164, 475
2	2	did you	29	B	3, 31
2	2	do this	115	B	507, 621
2	2	drag .	4	B	6, 9
2	2	erase .	64	B	142, 205
2	2	erase that	47	B	146, 192
2	2	francs ?	9	B	361, 369
2	2	gallen do	148	B	202, 349
2	2	gallen yeah	9	B	181, 189
2	2	go ,	84	B	531, 614
2	2	i 'll	418	B	43, 460
2	2	if i	246	B	322, 567
2	2	interlaken .	102	B	303, 404
2	2	it is	39	B	145, 183
2	2	it stops	2	B	82, 83
2	2	just start	214	B	71, 284
2	2	kind of	356	B	155, 510
2	2	kinda .	556	B	36, 591
2	2	like that	328	B	146, 473
2	2	looks good	393	B	225, 617
2	2	maybe .	264	B	299, 562
2	2	me ?	424	B	83, 506
2	2	my gosh	563	B	49, 611
2	2	n .	93	B	169, 261
2	2	no !	324	B	252, 575
2	2	no ,	239	B	217, 455
2	2	no we	266	B	336, 601
2	2	not erasing	60	B	86, 145
2	2	not the	405	B	89, 493
2	2	now i	74	B	64, 137
2	2	now so	246	B	77, 322
2	2	now we	117	B	100, 216
2	2	oh !	517	B	62, 578
2	2	oh i	263	B	183, 445
2	2	oh there	13	B	16, 28
2	2	okay ready	273	B	1, 273
2	2	okay so	298	B	194, 491
2	2	ready .	301	B	273, 573
2	2	ready ?	447	B	1, 447
2	2	right now	38	B	40, 77
2	2	see ,	352	B	134, 485
2	2	so do	418	B	129, 546
2	2	so we	305	B	67, 371
2	2	so when	13	B	83, 95
2	2	something .	546	B	19, 564
2	2	spend more	3	B	369, 371
2	2	submit ?	201	B	408, 608
2	2	that ?	144	B	3, 146
2	2	that one	77	B	126, 202
2	2	the less	24	B	0, 23
2	2	there ,	189	B	28, 216
2	2	to basel	38	B	558, 595
2	2	to erase	60	B	146, 205
2	2	to go	13	B	555, 567
2	2	to interlaken	5	B	299, 303
2	2	to spend	177	B	369, 545
2	2	too much	179	B	183, 361
2	2	two .	30	B	399, 428
2	2	wait do	321	B	264, 584
2	2	what ?	71	B	22, 92
2	2	why ?	4	B	266, 269
2	2	why is	21	B	27, 47
2	2	with the	100	B	261, 360
2	2	yeah !	10	B	344, 353
2	2	you 've	428	B	134, 561
2	2	you just	78	B	3, 80
2	2	your friend	566	B	54, 619
2	2	zurich ,	62	B	122, 183
70	1	i	619	B	5, 6, 17, 19, 21, 28, 29, 31, 42, 43, 49, 50, 64, 67, 68, 77, 82, 85, 95, 97, 125, 134, 137, 138, 142, 144, 145, 155, 158, 183, 185, 192, 194, 195, 198, 199, 200, 205, 210, 217, 225, 293, 313, 322, 358, 360, 392, 401, 421, 423, 426, 445, 446, 460, 462, 473, 484, 493, 500, 501, 538, 555, 567, 572, 586, 595, 615, 619, 621, 623
61	1	okay	617	B	1, 5, 17, 19, 32, 43, 64, 65, 90, 99, 109, 116, 129, 134, 135, 136, 139, 150, 182, 191, 194, 195, 201, 209, 210, 214, 225, 239, 273, 315, 317, 333, 338, 381, 384, 385, 388, 389, 395, 400, 404, 426, 437, 462, 463, 465, 471, 481, 483, 491, 507, 519, 523, 545, 546, 548, 550, 595, 613, 616, 617
58	1	do	619	B	3, 5, 7, 12, 29, 31, 82, 83, 109, 113, 125, 129, 137, 155, 158, 161, 176, 181, 185, 202, 204, 216, 217, 227, 239, 264, 291, 297, 300, 328, 347, 349, 358, 360, 384, 401, 404, 421, 422, 423, 429, 432, 459, 460, 473, 481, 484, 500, 507, 526, 546, 564, 580, 584, 595, 614, 615, 621
52	1	to	622	B	0, 21, 23, 67, 77, 99, 104, 107, 146, 153, 157, 158, 181, 183, 186, 201, 205, 210, 254, 259, 264, 299, 303, 313, 328, 369, 433, 450, 455, 460, 475, 484, 491, 507, 523, 524, 531, 545, 549, 551, 552, 555, 558, 561, 562, 566, 567, 570, 586, 589, 595, 621
46	1	mount	470	B	102, 104, 107, 119, 122, 138, 152, 153, 157, 164, 178, 179, 181, 183, 186, 201, 210, 227, 254, 258, 259, 260, 284, 293, 297, 303, 313, 328, 433, 449, 450, 451, 453, 455, 458, 475, 507, 523, 524, 531, 548, 551, 552, 567, 570, 571
44	1	we	622	B	0, 2, 16, 21, 23, 40, 67, 71, 99, 100, 113, 176, 192, 194, 216, 254, 258, 264, 300, 334, 336, 340, 345, 347, 358, 361, 369, 371, 378, 380, 445, 446, 475, 485, 486, 507, 545, 566, 572, 580, 581, 601, 615, 621
42	1	it	608	B	7, 11, 12, 29, 47, 64, 80, 82, 83, 86, 100, 109, 129, 145, 150, 155, 171, 176, 183, 208, 239, 291, 300, 308, 309, 310, 347, 349, 360, 380, 384, 432, 491, 503, 517, 519, 526, 561, 566, 572, 580, 614
33	1	oh	596	B	16, 22, 28, 42, 45, 49, 60, 62, 63, 64, 83, 84, 87, 94, 105, 146, 147, 150, 163, 179, 183, 192, 214, 217, 273, 309, 378, 445, 462, 483, 538, 578, 611
32	1	yeah	554	B	36, 60, 64, 75, 107, 109, 131, 137, 161, 171, 181, 185, 189, 192, 233, 237, 256, 264, 273, 303, 305, 344, 353, 354, 388, 407, 418, 435, 560, 582, 583, 589
30	1	go	599	B	16, 49, 275, 395, 410, 415, 419, 421, 423, 448, 449, 468, 473, 491, 523, 524, 531, 533, 546, 550, 551, 552, 555, 558, 562, 567, 570, 586, 589, 614
29	1	the	592	B	0, 23, 77, 81, 89, 95, 97, 113, 127, 145, 166, 167, 169, 259, 261, 300, 360, 491, 493, 498, 500, 501, 503, 544, 546, 581, 584, 586, 591
25	1	you	582	B	3, 7, 12, 31, 61, 80, 81, 95, 97, 114, 134, 146, 164, 171, 176, 208, 280, 384, 460, 500, 510, 549, 561, 567, 584
23	1	so	613	B	0, 2, 21, 67, 77, 83, 89, 95, 117, 129, 134, 146, 194, 300, 322, 371, 401, 415, 441, 491, 546, 595, 612
22	1	's	585	B	11, 54, 86, 99, 122, 150, 155, 284, 308, 309, 310, 415, 429, 481, 491, 503, 507, 517, 519, 583, 585, 595
22	1	what	594	B	22, 46, 50, 85, 92, 134, 164, 176, 194, 216, 217, 235, 322, 358, 384, 445, 446, 460, 475, 484, 600, 615
20	1	that	599	B	3, 87, 99, 122, 126, 146, 161, 181, 192, 202, 204, 392, 404, 414, 473, 507, 583, 591, 595, 601
20	1	wait	582	B	3, 12, 82, 86, 89, 137, 152, 199, 214, 264, 320, 358, 360, 369, 535, 539, 542, 567, 575, 584
18	1	and	587	B	9, 71, 81, 157, 235, 293, 345, 404, 439, 458, 460, 512, 556, 558, 562, 571, 586, 595
17	1	one	590	B	2, 126, 127, 166, 169, 200, 202, 259, 261, 264, 341, 369, 397, 427, 439, 581, 591
17	1	this	622	B	0, 27, 33, 42, 60, 126, 166, 193, 200, 264, 334, 441, 495, 496, 507, 612, 621
16	1	here	543	B	27, 31, 51, 52, 64, 166, 243, 245, 278, 310, 378, 380, 491, 499, 555, 569
16	1	n't	573	B	49, 82, 125, 137, 142, 155, 158, 171, 193, 195, 199, 358, 360, 473, 615, 621
15	1	no	563	B	39, 212, 214, 217, 252, 254, 296, 328, 336, 351, 436, 455, 495, 575, 601
15	1	now	547	B	40, 64, 77, 100, 137, 157, 199, 201, 210, 216, 217, 227, 322, 415, 586
13	1	not	483	B	11, 33, 40, 47, 61, 85, 86, 89, 117, 145, 309, 336, 493
13	1	zurich	501	B	102, 104, 120, 122, 124, 157, 183, 186, 201, 328, 450, 507, 602
12	1	did	613	B	3, 31, 164, 176, 194, 208, 300, 392, 475, 486, 507, 615
12	1	have	490	B	95, 97, 99, 145, 146, 264, 340, 345, 545, 549, 566, 584
11	1	erase	125	B	81, 137, 138, 142, 145, 146, 152, 155, 192, 199, 205
11	1	neuchatel	432	B	164, 228, 229, 284, 286, 450, 453, 507, 548, 562, 595
10	1	is	586	B	27, 47, 120, 145, 183, 193, 441, 544, 585, 612
10	1	know	497	B	125, 155, 445, 446, 473, 484, 510, 538, 615, 621
10	1	luzern	468	B	104, 107, 109, 153, 254, 259, 260, 330, 455, 571
9	1	then	374	B	185, 235, 458, 460, 512, 549, 555, 556, 558
9	1	your	566	B	54, 150, 223, 247, 249, 324, 338, 585, 619
8	1	are	447	B	0, 21, 40, 89, 114, 369, 445, 446
8	1	doing	549	B	47, 210, 358, 384, 426, 445, 446, 595
8	1	interlaken	275	B	293, 299, 300, 303, 404, 455, 475, 567
8	1	see	515	B	31, 85, 134, 189, 384, 485, 500, 545
8	1	there	541	B	16, 28, 216, 391, 472, 486, 548, 556
8	1	turn	189	B	150, 182, 223, 247, 249, 303, 324, 338
8	1	why	243	B	27, 31, 42, 47, 99, 155, 266, 269
7	1	but	477	B	145, 155, 360, 546, 566, 589, 621
7	1	can	320	B	61, 192, 198, 200, 371, 378, 380
7	1	let	312	B	284, 384, 415, 429, 481, 507, 595
7	1	was	585	B	17, 293, 414, 581, 591, 600, 601
6	1	because	133	B	176, 183, 185, 254, 300, 308
6	1	francs	61	B	309, 345, 358, 360, 361, 369
6	1	got	496	B	77, 216, 334, 555, 561, 572
6	1	on	513	B	42, 406, 477, 493, 503, 554
6	1	our	561	B	40, 293, 378, 481, 591, 600
6	1	ready	573	B	1, 273, 351, 356, 447, 573
6	1	something	560	B	5, 17, 19, 83, 460, 564
5	1	black	509	B	77, 95, 97, 584, 585
5	1	circle	166	B	426, 429, 510, 546, 591
5	1	expensive	291	B	310, 441, 561, 566, 600
5	1	for	609	B	11, 83, 86, 117, 619
5	1	get	297	B	64, 81, 100, 358, 360
5	1	how	615	B	7, 12, 29, 192, 621
5	1	less	601	B	0, 23, 374, 591, 600
5	1	like	393	B	81, 83, 146, 155, 473
5	1	me	496	B	11, 83, 117, 384, 506
5	1	my	563	B	49, 182, 462, 483, 611
5	1	thing	366	B	145, 491, 498, 507, 510
5	1	um	468	B	24, 174, 217, 382, 491
5	1	where	304	B	120, 198, 421, 422, 423
5	1	zermatt	246	B	210, 376, 433, 451, 455
4	1	at	293	B	17, 77, 300, 309
4	1	done	109	B	114, 134, 215, 222
4	1	maybe	304	B	299, 300, 562, 602
4	1	more	226	B	341, 369, 371, 566
4	1	or	565	B	0, 212, 510, 564
4	1	other	501	B	86, 493, 503, 586
4	1	right	122	B	5, 40, 77, 126
4	1	spend	177	B	369, 371, 374, 545
4	1	view	9	B	53, 54, 55, 61
4	1	when	404	B	83, 95, 97, 486
4	1	with	192	B	169, 261, 284, 360
4	1	yes	406	B	204, 212, 333, 609
3	1	'll	418	B	43, 345, 460
3	1	a	166	B	426, 429, 591
3	1	mountains	9	B	89, 95, 97
3	1	start	283	B	2, 71, 284
3	1	submit	258	B	351, 408, 608
3	1	things	114	B	0, 25, 113
3	1	two	203	B	399, 428, 601
2	1	all	104	B	113, 216
2	1	an	381	B	169, 549
2	1	big	317	B	113, 429
2	1	connect	108	B	157, 264
2	1	does	123	B	33, 155
2	1	from	15	B	567, 581
2	1	had	397	B	205, 601
2	1	hold	72	B	9, 80
2	1	last	140	B	300, 439
2	1	mine	141	B	27, 167
2	1	minimum	38	B	544, 581
2	1	only	167	B	340, 506
2	1	really	257	B	158, 414
2	1	set	82	B	275, 356
2	1	she	3	B	83, 85
2	1	should	112	B	2, 113
2	1	supposed	320	B	50, 369
2	1	uh	116	B	73, 188
2	1	z	2	B	260, 261

