Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	to mount montreux .	195	74	2	A	122, 124, 195
3	3	4	to mount zurich ,	227	286	1	A	59, 227, 344
3	3	4	to mount zurich .	77	167	1	B	58, 77, 224
2	2	4	and then mount basel	349	2	1	A	348, 349
2	2	4	from mount davos .	284	189	1	B	96, 284
2	2	4	go from mount ,	261	180	1	A	82, 261
2	2	4	go to mount zurich	59	2	1	B	58, 59
2	2	4	start from mount davos	344	249	1	B	96, 344
2	2	4	to mount luzern .	141	82	1	B	60, 141
22	18	3	go from mount	257	324	16	A	13, 75, 79, 80, 82, 83, 113, 115, 141, 176, 182, 191, 216, 225, 228, 239, 257, 261, 288, 300, 309, 336
13	2	3	mount luzern to	267	268	1	B	78, 115, 146, 182, 183, 216, 219, 221, 224, 266, 267, 281, 345
13	4	3	to mount interlaken	121	348	2	B	2, 51, 83, 121, 161, 164, 166, 295, 300, 314, 337, 338, 349
12	2	3	mount zurich to	261	266	6	A	79, 113, 158, 184, 194, 225, 261, 311, 331, 332, 336, 344
11	5	3	to mount basel	202	252	4	A	80, 117, 160, 184, 202, 203, 225, 257, 311, 316, 331
11	2	3	to mount zermatt	87	268	2	B	78, 85, 86, 87, 98, 99, 101, 104, 141, 276, 345
9	2	3	mount zermatt .	174	268	2	B	78, 85, 86, 98, 99, 174, 276, 302, 345
8	1	3	bern to mount	263	200	2	A	117, 160, 202, 203, 227, 263, 288, 316
8	2	3	then to mount	154	192	1	B	85, 86, 106, 121, 122, 154, 164, 276
8	5	3	to mount bern	115	236	1	B	112, 115, 146, 175, 221, 261, 315, 347
8	2	3	to mount davos	219	254	5	A	13, 45, 150, 151, 218, 219, 239, 266
8	2	3	to mount zurich	255	287	1	B	58, 59, 77, 224, 227, 255, 330, 344
7	1	3	mount bern to	202	172	3	A	117, 160, 191, 202, 203, 227, 288
7	3	3	start from mount	174	300	1	A	45, 96, 174, 175, 328, 337, 344
7	1	3	two , one	353	145	1	B	209, 210, 243, 244, 319, 320, 353
6	1	3	davos to mount	98	77	1	A	76, 98, 99, 101, 104, 152
5	3	3	go to mount	59	125	2	B	51, 58, 59, 80, 175
5	2	3	mount zurich .	77	167	2	B	58, 66, 77, 178, 224
5	2	3	three two one	90	105	1	B	69, 90, 125, 126, 173
5	3	3	to mount luzern	141	285	2	B	60, 106, 141, 154, 344
5	2	3	to mount neuchatel	192	301	2	B	49, 118, 192, 233, 349
4	4	3	, and then	349	291	3	A	59, 122, 234, 349
4	4	3	, let 's	44	159	1	A	33, 44, 174, 191
4	2	3	and then mount	349	158	3	A	192, 197, 348, 349
4	1	3	mount montreux .	122	149	1	B	47, 122, 124, 195
4	1	3	mount montreux to	97	337	1	B	2, 97, 337, 338
4	2	3	three , two	305	17	1	B	304, 305, 319, 320
4	1	3	to mount montreux	195	74	3	A	122, 124, 167, 195
4	1	3	two one .	125	58	2	B	69, 91, 125, 126
3	1	3	from mount montreux	298	336	1	B	2, 298, 337
3	3	3	oh that 's	340	336	2	B	5, 92, 340
3	3	3	okay we 're	71	286	1	A	68, 71, 353
3	1	3	then mount basel	348	232	1	B	118, 348, 349
2	2	3	, from mount	160	83	1	B	78, 160
2	2	3	3 francs .	269	89	1	A	181, 269
2	2	3	and then ,	349	190	1	A	160, 349
2	2	3	and then go	221	171	1	B	51, 221
2	2	3	i 'll delete	269	33	1	A	237, 269
2	2	3	i do that	234	198	1	B	37, 234
2	2	3	no no no	293	110	1	A	184, 293
2	2	3	okay so .	1	2	1	B	0, 1
2	2	3	then mount zurich	332	136	1	A	197, 332
2	2	3	we did that	325	2	1	B	324, 325
88	6	2	to mount	3	348	1	B	2, 3, 13, 45, 49, 51, 58, 59, 60, 76, 77, 78, 79, 80, 83, 85, 86, 87, 97, 98, 99, 101, 104, 106, 112, 115, 117, 118, 121, 122, 124, 141, 146, 150, 151, 152, 154, 158, 160, 161, 164, 166, 167, 172, 175, 178, 182, 183, 184, 192, 194, 195, 202, 203, 216, 218, 219, 221, 224, 225, 227, 229, 233, 239, 240, 255, 257, 261, 263, 266, 276, 288, 295, 300, 311, 314, 315, 316, 318, 330, 331, 332, 337, 338, 344, 345, 347, 349
40	7	2	from mount	59	343	1	B	2, 13, 45, 59, 75, 77, 78, 79, 80, 82, 83, 96, 113, 115, 141, 150, 158, 160, 163, 174, 175, 176, 182, 191, 216, 225, 228, 239, 240, 257, 261, 284, 288, 298, 300, 309, 328, 336, 337, 344
33	33	2	okay .	27	311	6	A	7, 9, 10, 19, 20, 26, 27, 28, 50, 55, 62, 67, 74, 81, 84, 100, 105, 110, 130, 132, 139, 147, 199, 213, 222, 247, 254, 262, 264, 296, 301, 313, 317
28	8	2	go from	257	329	20	A	13, 57, 75, 79, 80, 82, 83, 113, 115, 116, 141, 176, 182, 191, 216, 221, 223, 225, 228, 239, 257, 261, 288, 300, 309, 336, 337, 341
26	20	2	let 's	44	296	4	A	33, 36, 42, 43, 44, 45, 75, 96, 97, 141, 150, 151, 174, 175, 176, 179, 191, 200, 207, 228, 251, 288, 298, 309, 310, 328
23	2	2	mount zurich	59	287	1	B	58, 59, 66, 77, 79, 113, 156, 158, 178, 184, 194, 197, 224, 225, 227, 255, 261, 311, 330, 331, 332, 336, 344
22	4	2	mount luzern	156	286	3	B	60, 78, 106, 115, 141, 146, 154, 156, 172, 175, 182, 183, 216, 219, 221, 224, 230, 266, 267, 281, 344, 345
21	2	2	mount zermatt	141	335	2	A	13, 45, 78, 85, 86, 87, 98, 99, 101, 104, 141, 150, 151, 174, 239, 240, 276, 302, 314, 345, 347
19	7	2	and then	123	299	1	B	51, 59, 106, 121, 122, 123, 160, 176, 192, 197, 221, 234, 235, 239, 266, 299, 339, 348, 349
19	2	2	mount basel	186	270	2	A	80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 233, 255, 257, 311, 316, 331, 348, 349
19	5	2	mount bern	112	269	1	A	80, 112, 115, 117, 146, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 288, 315, 347, 348
18	2	2	mount davos	102	332	2	A	13, 45, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344
17	4	2	mount interlaken	97	348	2	B	2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 295, 300, 314, 315, 337, 338, 349
15	5	2	one .	24	313	1	A	23, 24, 40, 69, 91, 125, 126, 170, 209, 210, 243, 244, 319, 320, 335
13	1	2	zurich to	290	266	6	A	79, 113, 158, 184, 194, 225, 261, 290, 311, 331, 332, 336, 344
12	12	2	yeah .	119	293	1	B	54, 119, 131, 142, 149, 157, 177, 196, 232, 238, 240, 346
11	8	2	i 'm	165	326	1	B	2, 165, 175, 214, 217, 226, 240, 250, 258, 261, 327
11	3	2	interlaken .	83	348	2	B	2, 51, 83, 191, 233, 295, 300, 314, 337, 338, 349
11	1	2	mount montreux	48	337	2	B	2, 47, 48, 97, 122, 124, 167, 195, 298, 337, 338
10	8	2	i 'll	269	309	7	A	29, 57, 82, 115, 223, 226, 237, 269, 335, 337
10	4	2	then mount	227	232	1	B	118, 192, 197, 227, 302, 318, 332, 345, 348, 349
9	5	2	, and	349	291	8	A	59, 80, 82, 122, 233, 234, 239, 344, 349
9	9	2	it 's	148	320	1	B	14, 148, 181, 193, 233, 280, 286, 290, 333
8	6	2	3 francs	269	211	6	A	70, 148, 174, 181, 233, 251, 269, 280
8	5	2	that 's	225	336	2	B	5, 92, 225, 252, 284, 311, 312, 340
8	2	2	two one	69	238	1	A	68, 69, 90, 91, 125, 126, 173, 305
7	7	2	gallen .	328	266	6	A	63, 76, 113, 152, 198, 226, 328
6	6	2	, mount	261	199	2	A	151, 204, 261, 344, 348, 349
6	6	2	expensive .	225	152	1	B	189, 225, 252, 290, 312, 340
6	1	2	go to	268	218	2	B	51, 58, 59, 80, 175, 268
6	6	2	now .	140	262	1	B	73, 140, 258, 275, 303, 334
5	2	2	bern .	261	269	3	A	79, 146, 159, 261, 347
5	2	2	gon na	250	169	2	A	93, 240, 250, 258, 261
5	1	2	montreux .	351	305	1	B	47, 122, 124, 195, 351
5	5	2	three .	208	315	1	A	38, 208, 236, 242, 352
5	5	2	wait ,	293	107	4	A	187, 203, 204, 240, 293
5	2	2	we 're	321	286	1	A	68, 71, 321, 326, 353
4	4	2	, we	324	269	3	A	56, 191, 285, 324
4	4	2	go ,	78	158	1	A	34, 78, 178, 191
4	4	2	i know	95	235	1	B	44, 95, 173, 278
4	2	2	neuchatel .	163	302	1	B	49, 163, 316, 350
4	2	2	okay so	321	342	1	B	0, 1, 321, 341
4	1	2	okay we	319	286	1	A	68, 71, 319, 353
3	3	2	's just	92	51	2	A	42, 43, 92
3	3	2	's so	290	269	1	B	44, 290, 312
3	3	2	and mount	316	193	1	A	152, 316, 344
3	1	2	do that	120	198	1	B	37, 120, 234
3	1	2	francs .	269	214	2	A	56, 181, 269
3	2	2	i do	234	236	1	B	37, 234, 272
3	3	2	mount mount	78	136	1	A	48, 78, 183
3	1	2	no no	293	110	2	A	184, 237, 293
3	3	2	oh i	275	62	2	B	214, 269, 275
3	1	2	okay three	168	100	1	B	69, 125, 168
3	1	2	then ,	349	190	2	A	160, 234, 349
3	1	2	then go	182	171	1	B	51, 182, 221
3	3	2	uh okay	137	192	1	A	130, 137, 321
3	1	2	we did	324	152	1	A	174, 324, 325
3	1	2	you go	257	240	1	A	61, 257, 300
2	2	2	, how	272	117	1	B	156, 272
2	2	2	, no	293	215	1	A	79, 293
2	2	2	can i	231	224	1	A	8, 231
2	1	2	did that	325	2	1	B	324, 325
2	2	2	erase that	337	45	1	B	293, 337
2	2	2	first .	214	186	1	A	29, 214
2	2	2	i 've	324	218	1	A	107, 324
2	2	2	i go	78	66	1	A	13, 78
2	2	2	it .	37	5	1	A	33, 37
2	2	2	luzern ,	156	96	1	A	61, 156
2	2	2	okay i	308	59	1	B	250, 308
2	2	2	okay then	302	27	1	A	276, 302
2	2	2	okay you	155	83	1	B	73, 155
2	2	2	see if	231	82	1	A	150, 231
2	2	2	should i	140	63	1	B	78, 140
2	2	2	so we	321	304	1	A	18, 321
2	2	2	two .	169	131	1	B	39, 169
2	2	2	uh mount	295	66	1	A	230, 295
2	2	2	your turn	15	2	1	B	14, 15
127	13	1	mount	3	348	1	B	2, 3, 13, 45, 46, 47, 48, 49, 51, 58, 59, 60, 63, 65, 66, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 96, 97, 98, 99, 101, 102, 103, 104, 106, 112, 113, 115, 117, 118, 121, 122, 124, 141, 146, 150, 151, 152, 154, 156, 158, 160, 161, 163, 164, 166, 167, 172, 174, 175, 176, 178, 182, 183, 184, 185, 186, 190, 191, 192, 194, 195, 197, 198, 201, 202, 203, 204, 216, 217, 218, 219, 221, 224, 225, 227, 228, 229, 230, 231, 233, 239, 240, 255, 257, 261, 263, 266, 267, 276, 278, 281, 284, 288, 295, 298, 300, 302, 309, 311, 314, 315, 316, 318, 328, 329, 330, 331, 332, 336, 337, 338, 344, 345, 347, 348, 349
105	12	1	to	18	350	1	B	2, 3, 13, 18, 45, 48, 49, 51, 58, 59, 60, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 97, 98, 99, 101, 104, 106, 112, 113, 115, 117, 118, 121, 122, 124, 141, 146, 150, 151, 152, 154, 158, 160, 161, 163, 164, 166, 167, 172, 175, 178, 182, 183, 184, 190, 191, 192, 194, 195, 198, 202, 203, 216, 218, 219, 221, 224, 225, 226, 227, 229, 233, 239, 240, 255, 257, 261, 263, 266, 267, 268, 276, 281, 284, 288, 290, 295, 300, 311, 314, 315, 316, 318, 330, 331, 332, 336, 337, 338, 344, 345, 347, 348, 349, 351
74	23	1	okay	14	354	1	B	0, 1, 7, 9, 10, 14, 19, 20, 26, 27, 28, 33, 36, 50, 55, 62, 67, 68, 69, 70, 71, 72, 73, 74, 81, 84, 90, 93, 100, 105, 107, 110, 114, 125, 130, 132, 137, 139, 147, 151, 155, 166, 168, 174, 182, 191, 194, 199, 204, 213, 222, 233, 240, 241, 247, 250, 254, 261, 262, 264, 265, 276, 291, 296, 301, 302, 308, 313, 317, 319, 321, 326, 341, 353
50	24	1	and	51	337	1	A	15, 51, 52, 56, 59, 77, 80, 82, 88, 106, 108, 114, 116, 121, 122, 123, 146, 150, 152, 158, 160, 167, 175, 176, 182, 184, 192, 197, 201, 205, 221, 223, 225, 233, 234, 235, 239, 259, 265, 266, 287, 292, 299, 311, 316, 339, 344, 348, 349, 351
49	5	1	from	193	343	1	B	2, 13, 45, 57, 59, 75, 77, 78, 79, 80, 82, 83, 96, 113, 115, 116, 141, 150, 158, 160, 163, 174, 175, 176, 182, 191, 193, 216, 221, 223, 225, 228, 233, 239, 240, 245, 257, 261, 284, 288, 298, 300, 309, 326, 328, 336, 337, 341, 344
48	11	1	go	51	341	3	A	13, 34, 41, 51, 57, 58, 59, 61, 68, 75, 78, 79, 80, 82, 83, 113, 115, 116, 141, 162, 173, 174, 175, 176, 178, 182, 191, 211, 216, 221, 223, 225, 228, 239, 257, 261, 268, 288, 300, 303, 305, 309, 319, 336, 337, 340, 341, 353
44	1	1	's	102	336	2	B	5, 14, 33, 36, 42, 43, 44, 45, 75, 92, 96, 97, 102, 141, 148, 150, 151, 174, 175, 176, 179, 181, 191, 193, 200, 207, 225, 228, 233, 251, 252, 280, 284, 286, 288, 290, 298, 309, 310, 311, 312, 328, 333, 340
43	11	1	i	8	343	1	B	2, 8, 13, 29, 32, 37, 44, 56, 57, 78, 82, 95, 107, 115, 140, 165, 173, 175, 190, 214, 217, 223, 225, 226, 231, 234, 237, 240, 250, 258, 261, 268, 269, 272, 274, 275, 278, 308, 324, 327, 335, 337, 344
42	11	1	then	59	336	2	B	14, 51, 59, 78, 85, 86, 106, 118, 121, 122, 123, 150, 154, 160, 163, 164, 176, 180, 182, 192, 197, 220, 221, 227, 234, 235, 239, 263, 266, 270, 271, 276, 297, 299, 302, 318, 332, 339, 344, 345, 348, 349
35	25	1	we	44	336	2	A	18, 30, 44, 56, 68, 70, 71, 83, 135, 143, 148, 162, 171, 174, 178, 182, 187, 191, 239, 249, 256, 284, 285, 303, 319, 321, 322, 323, 324, 325, 326, 334, 336, 348, 353
32	32	1	um	4	340	1	B	0, 4, 12, 16, 17, 31, 57, 72, 79, 83, 95, 97, 129, 136, 145, 172, 182, 188, 198, 207, 221, 229, 233, 251, 253, 256, 270, 281, 287, 297, 333, 339
29	23	1	oh	16	336	2	B	5, 14, 16, 25, 27, 34, 42, 48, 56, 71, 92, 127, 131, 138, 162, 172, 177, 178, 181, 182, 189, 194, 214, 268, 269, 275, 306, 333, 340
28	9	1	one	140	331	1	A	23, 24, 40, 68, 69, 90, 91, 125, 126, 140, 150, 165, 170, 171, 173, 174, 190, 207, 209, 210, 243, 244, 285, 305, 319, 320, 335, 353
25	10	1	that	82	336	2	B	5, 37, 82, 92, 95, 120, 171, 189, 190, 206, 225, 234, 245, 252, 255, 280, 284, 285, 293, 311, 312, 324, 325, 337, 340
24	19	1	uh	78	320	1	A	6, 78, 80, 89, 94, 113, 130, 137, 169, 191, 194, 230, 231, 248, 250, 252, 256, 261, 275, 279, 281, 295, 321, 325
24	19	1	you	73	324	6	A	8, 11, 15, 43, 53, 61, 73, 83, 90, 93, 140, 155, 174, 215, 233, 241, 245, 255, 257, 260, 290, 300, 311, 331
23	1	1	bern	348	270	2	A	79, 80, 112, 115, 117, 146, 159, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 263, 288, 315, 316, 347, 348
23	11	1	yeah	79	293	1	B	54, 79, 86, 119, 122, 131, 142, 144, 149, 157, 177, 188, 193, 196, 203, 215, 232, 235, 238, 240, 264, 330, 346
22	3	1	basel	231	270	2	A	80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 231, 233, 255, 257, 289, 290, 311, 316, 331, 348, 349
22	22	1	this	136	273	3	A	82, 107, 127, 136, 165, 173, 182, 191, 200, 212, 215, 234, 237, 249, 260, 277, 306, 307, 310, 325, 342, 354
21	15	1	now	73	320	2	A	15, 68, 73, 80, 88, 97, 111, 114, 140, 146, 175, 205, 223, 233, 258, 265, 275, 292, 303, 319, 334
20	2	1	interlaken	271	350	2	B	2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 233, 271, 295, 300, 314, 315, 337, 338, 349, 351
20	9	1	it	14	326	1	A	8, 14, 33, 36, 37, 93, 148, 150, 153, 175, 181, 193, 222, 233, 275, 280, 286, 290, 324, 333
20	12	1	so	11	349	1	B	0, 1, 11, 18, 44, 136, 178, 226, 239, 245, 247, 285, 290, 308, 312, 321, 323, 336, 341, 348
19	1	1	davos	152	332	3	A	13, 45, 76, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344
19	16	1	do	43	295	1	B	37, 43, 120, 135, 182, 184, 200, 234, 237, 245, 249, 255, 260, 272, 290, 298, 310, 311, 331
19	19	1	is	136	248	2	A	107, 127, 136, 150, 171, 175, 186, 190, 206, 207, 222, 231, 247, 251, 277, 307, 325, 342, 354
19	1	1	two	68	332	2	B	22, 39, 68, 69, 90, 91, 125, 126, 169, 173, 209, 210, 243, 244, 304, 305, 319, 320, 353
18	15	1	wait	293	346	14	A	3, 25, 46, 134, 143, 148, 187, 194, 203, 204, 237, 240, 258, 282, 293, 334, 337, 348
16	16	1	n't	324	175	13	A	162, 171, 178, 182, 225, 237, 255, 268, 272, 274, 285, 290, 311, 324, 331, 336
16	1	1	three	38	332	1	B	21, 38, 69, 90, 125, 126, 168, 173, 208, 236, 242, 304, 305, 319, 320, 352
15	13	1	can	231	327	8	A	8, 15, 70, 143, 148, 182, 187, 190, 231, 249, 260, 303, 319, 327, 334
15	15	1	the	73	326	1	A	18, 73, 150, 174, 186, 190, 240, 245, 250, 272, 274, 284, 311, 326, 343
14	11	1	just	92	321	3	A	17, 42, 43, 92, 182, 184, 231, 256, 258, 263, 326, 327, 334, 337
14	10	1	no	293	249	12	A	79, 97, 171, 182, 184, 187, 203, 228, 237, 240, 272, 283, 293, 327
12	5	1	gallen	328	282	9	A	63, 76, 77, 113, 152, 178, 182, 198, 226, 328, 329, 344
10	1	1	francs	269	251	8	A	30, 56, 70, 148, 174, 181, 233, 251, 269, 280
10	3	1	start	44	303	1	A	42, 44, 45, 96, 174, 175, 308, 328, 337, 344
8	6	1	delete	269	127	7	A	143, 148, 150, 187, 237, 240, 258, 269
8	2	1	expensive	231	152	1	B	189, 225, 231, 252, 277, 290, 312, 340
7	2	1	're	93	286	1	A	68, 71, 93, 215, 321, 326, 353
7	5	1	if	231	329	4	A	8, 143, 150, 222, 231, 233, 336
7	7	1	on	293	309	4	A	36, 200, 249, 260, 293, 326, 344
6	5	1	how	70	229	1	B	44, 70, 156, 238, 257, 272
6	4	1	see	231	196	4	A	56, 150, 179, 207, 231, 251
5	1	1	know	44	236	1	A	43, 44, 95, 173, 278
5	5	1	only	286	130	3	A	182, 190, 284, 286, 311
4	2	1	've	324	269	3	A	56, 107, 143, 324
4	2	1	first	214	280	2	A	29, 140, 214, 308
4	2	1	should	140	97	3	B	44, 73, 78, 140
4	4	1	where	78	125	1	A	11, 78, 102, 135
3	3	1	already	68	138	1	B	37, 68, 174
3	3	1	but	324	141	1	A	191, 324, 331
3	2	1	did	324	152	1	A	174, 324, 325
3	2	1	erase	294	45	1	B	293, 294, 337
3	3	1	good	206	38	1	A	204, 206, 241
3	3	1	starting	215	113	1	B	214, 215, 326
3	1	1	turn	155	142	1	B	14, 15, 155
3	1	1	your	258	245	1	B	14, 15, 258
2	2	1	never	227	145	1	A	83, 227
2	2	1	previous	135	3	1	B	133, 135
2	2	1	was	189	16	1	A	174, 189

