Freq.	Size	Surface Form	Spanning	First Speaker	Turns
7	2	mount zermatt	317	A	271, 326, 362, 400, 505, 559, 587
7	2	mount zurich	322	A	263, 318, 343, 393, 500, 502, 584
7	2	no .	534	A	61, 212, 213, 421, 484, 546, 594
6	2	, go	281	A	216, 400, 413, 491, 493, 496
6	2	do n't	547	A	26, 66, 105, 130, 145, 572
5	2	and go	122	A	381, 417, 475, 480, 502
5	2	do you	172	A	23, 166, 169, 191, 194
5	2	this .	564	A	1, 135, 226, 471, 564
5	2	to do	512	A	43, 101, 340, 351, 554
4	2	, you	381	A	36, 101, 175, 416
4	2	do it	570	A	31, 56, 295, 600
4	2	do the	83	A	126, 136, 179, 208
4	2	go ,	492	A	68, 400, 491, 559
4	2	it .	378	A	223, 238, 250, 600
4	2	just do	175	A	126, 140, 208, 300
4	2	mount luzern	196	A	411, 502, 601, 606
4	2	oh yeah	302	A	185, 395, 442, 486
4	2	press check	136	A	446, 466, 489, 581
4	2	turn .	313	A	74, 112, 224, 386
4	2	yes .	192	A	357, 360, 478, 548
4	2	yet .	544	A	29, 31, 39, 572
4	2	you .	312	A	176, 225, 396, 487
3	2	, do	266	A	26, 135, 291
3	2	, one	62	A	23, 68, 84
3	2	, to	179	A	249, 260, 427
3	2	and after	95	A	206, 207, 300
3	2	and mount	152	A	346, 411, 497
3	2	and now	154	A	263, 393, 416
3	2	ca n't	63	A	29, 36, 91
3	2	check ,	245	A	249, 451, 493
3	2	did n't	512	A	39, 85, 550
3	2	francs .	98	A	435, 436, 532
3	2	go .	370	A	124, 282, 493
3	2	i do	62	A	5, 12, 66
3	2	i know	213	A	128, 339, 340
3	2	it !	385	A	145, 291, 529
3	2	let me	446	A	66, 509, 511
3	2	luzern .	174	A	329, 411, 502
3	2	my god	242	A	93, 295, 334
3	2	no mount	21	A	267, 274, 287
3	2	now go	361	A	113, 263, 473
3	2	oh we	544	A	57, 420, 600
3	2	one .	342	A	68, 367, 409
3	2	ones .	199	A	340, 534, 538
3	2	this time	118	A	377, 430, 494
3	2	time .	143	A	288, 377, 430
3	2	to the	185	A	36, 216, 220
3	2	you do	460	A	105, 150, 564
3	2	you go	23	A	394, 395, 416
2	2	, look	110	A	54, 163
2	2	, three	13	A	68, 80
2	2	, why	23	A	128, 150
2	2	4 francs	11	A	532, 542
2	2	9 francs	17	A	420, 436
2	2	all .	10	A	76, 85
2	2	and then	94	A	271, 364
2	2	buildings .	561	A	36, 596
2	2	click two	3	A	45, 47
2	2	connect everything	6	A	34, 39
2	2	do .	196	A	12, 207
2	2	do not	287	A	5, 291
2	2	everything .	66	A	34, 99
2	2	finished .	347	A	120, 466
2	2	francs !	123	A	420, 542
2	2	from uh	120	A	219, 338
2	2	i 'll	270	A	95, 364
2	2	i did	538	A	13, 550
2	2	i have	205	A	205, 409
2	2	is so	511	A	21, 531
2	2	it ,	3	A	29, 31
2	2	it is	510	A	21, 530
2	2	little .	74	A	352, 425
2	2	look .	91	A	163, 253
2	2	mount ,	230	A	267, 496
2	2	mount mount	38	A	230, 267
2	2	n't connect	4	A	36, 39
2	2	n't do	15	A	91, 105
2	2	no i	143	A	29, 171
2	2	now ,	282	A	135, 416
2	2	of them	311	A	101, 411
2	2	oh no	559	A	23, 581
2	2	okay ,	52	A	124, 175
2	2	please .	287	A	208, 494
2	2	so ,	482	A	54, 535
2	2	submit .	2	A	25, 26
2	2	to ,	174	A	216, 389
2	2	track .	58	A	141, 198
2	2	used money	3	A	293, 295
2	2	waiting for	26	A	97, 122
2	2	want to	149	A	23, 171
2	2	we did	116	A	39, 154
2	2	we have	345	A	76, 420
2	2	what ?	40	A	43, 82
2	2	yeah just	12	A	300, 311
2	2	you are	198	A	101, 298
2	2	you want	283	A	23, 305
69	1	mount	377	A	230, 232, 258, 260, 263, 267, 271, 274, 287, 289, 308, 309, 316, 318, 324, 326, 331, 343, 346, 355, 362, 364, 366, 377, 379, 381, 382, 387, 389, 390, 393, 395, 400, 411, 413, 417, 427, 472, 473, 476, 477, 480, 491, 492, 496, 497, 500, 502, 505, 506, 531, 532, 535, 546, 547, 556, 559, 567, 569, 584, 585, 586, 587, 589, 590, 592, 598, 601, 606
62	1	to	579	A	23, 34, 36, 41, 43, 76, 101, 171, 216, 220, 229, 232, 249, 258, 260, 263, 287, 289, 308, 309, 316, 340, 341, 343, 346, 351, 363, 364, 381, 387, 389, 394, 395, 400, 411, 413, 417, 427, 473, 476, 480, 491, 492, 494, 500, 502, 532, 534, 535, 546, 547, 554, 556, 559, 567, 585, 586, 587, 590, 596, 598, 601
41	1	go	559	A	43, 68, 113, 115, 124, 130, 216, 220, 229, 245, 258, 263, 276, 282, 308, 309, 338, 341, 354, 364, 381, 387, 394, 395, 400, 413, 416, 417, 427, 430, 473, 475, 480, 491, 493, 496, 500, 502, 546, 559, 601
37	1	no	581	A	23, 26, 29, 36, 41, 61, 145, 150, 163, 171, 182, 212, 213, 222, 234, 236, 260, 267, 274, 278, 287, 291, 298, 337, 386, 406, 413, 421, 484, 485, 538, 546, 562, 572, 581, 594, 603
36	1	do	596	A	5, 12, 23, 26, 31, 43, 56, 66, 91, 101, 105, 126, 130, 135, 136, 140, 145, 150, 166, 169, 179, 191, 194, 206, 207, 208, 252, 291, 295, 300, 340, 351, 554, 564, 572, 600
28	1	okay	586	A	0, 10, 17, 20, 45, 52, 57, 68, 80, 99, 112, 124, 126, 175, 179, 265, 293, 322, 372, 374, 404, 424, 426, 429, 444, 458, 554, 585
28	1	you	584	A	13, 23, 36, 101, 105, 150, 166, 169, 175, 176, 191, 194, 225, 246, 252, 255, 281, 298, 305, 340, 351, 394, 395, 396, 416, 487, 564, 596
24	1	we	567	A	34, 39, 41, 49, 56, 57, 76, 135, 152, 154, 293, 295, 300, 420, 433, 435, 436, 460, 466, 554, 575, 577, 583, 600
22	1	i	550	A	1, 2, 5, 12, 13, 29, 49, 66, 91, 95, 128, 171, 205, 225, 238, 339, 340, 364, 409, 411, 529, 550
22	1	it	580	A	21, 28, 29, 31, 54, 56, 74, 145, 175, 214, 223, 238, 250, 281, 291, 295, 386, 527, 529, 530, 531, 600
20	1	the	407	A	36, 41, 47, 56, 126, 130, 136, 179, 198, 206, 207, 208, 216, 219, 220, 255, 367, 411, 433, 442
19	1	oh	578	A	23, 56, 57, 80, 93, 185, 204, 334, 338, 395, 409, 420, 424, 438, 442, 486, 552, 581, 600
18	1	and	305	A	198, 206, 207, 263, 271, 300, 346, 364, 381, 393, 411, 416, 417, 460, 475, 480, 497, 502
18	1	from	385	A	217, 219, 338, 342, 377, 393, 427, 473, 477, 480, 492, 496, 500, 502, 526, 546, 559, 601
18	1	just	531	A	51, 101, 126, 130, 140, 169, 206, 207, 208, 298, 300, 311, 342, 348, 351, 489, 531, 581
15	1	uh	534	A	39, 56, 62, 66, 68, 219, 257, 338, 340, 341, 348, 375, 379, 395, 572
15	1	yeah	475	A	12, 84, 95, 126, 132, 185, 248, 300, 305, 311, 320, 395, 441, 442, 486
12	1	check	487	A	95, 249, 276, 300, 311, 401, 446, 451, 466, 489, 493, 581
12	1	erase	193	A	99, 145, 166, 169, 171, 191, 194, 223, 238, 252, 255, 291
12	1	let	487	A	25, 31, 66, 68, 99, 124, 133, 179, 206, 207, 509, 511
12	1	saint	329	A	258, 261, 287, 316, 364, 366, 395, 492, 535, 556, 585, 586
11	1	this	564	A	1, 135, 150, 219, 226, 377, 430, 442, 471, 494, 564
10	1	did	552	A	13, 39, 54, 85, 95, 150, 154, 281, 550, 564
9	1	connect	378	A	34, 36, 39, 41, 76, 101, 159, 281, 411
9	1	now	499	A	56, 113, 133, 135, 263, 393, 416, 473, 554
9	1	so	515	A	21, 45, 54, 59, 103, 444, 468, 531, 535
7	1	not	287	A	5, 25, 29, 31, 175, 214, 291
7	1	one	387	A	23, 57, 68, 84, 219, 367, 409
6	1	have	392	A	29, 76, 205, 255, 409, 420
6	1	me	565	A	21, 66, 494, 509, 511, 585
6	1	still	292	A	95, 252, 255, 293, 298, 386
6	1	why	544	A	21, 128, 150, 281, 337, 564
5	1	a	60	A	51, 86, 101, 105, 110
5	1	all	61	A	41, 76, 85, 95, 101
5	1	everything	397	A	34, 39, 89, 99, 430
5	1	how	295	A	166, 169, 191, 194, 460
5	1	is	512	A	21, 442, 530, 531, 532
5	1	outside	79	A	130, 179, 206, 207, 208
5	1	press	136	A	446, 466, 489, 572, 581
5	1	turn	330	A	57, 74, 112, 224, 386
5	1	two	367	A	45, 47, 68, 80, 411
5	1	what	74	A	13, 43, 66, 82, 86
5	1	yes	192	A	357, 360, 401, 478, 548
4	1	big	503	A	36, 531, 534, 538
4	1	here	338	A	80, 224, 241, 417
4	1	little	118	A	351, 352, 425, 468
4	1	look	478	A	54, 163, 253, 531
4	1	see	174	A	2, 13, 66, 175
3	1	cost	3	A	530, 531, 532
3	1	like	268	A	21, 226, 288
3	1	please	343	A	208, 494, 550
3	1	submit	4	A	23, 25, 26
3	1	then	352	A	13, 271, 364
3	1	used	41	A	255, 293, 295
2	1	anything	482	A	91, 572
2	1	can	48	A	2, 49
2	1	contour	279	A	126, 404
2	1	correct	257	A	175, 431
2	1	doing	57	A	1, 57
2	1	hey	119	A	446, 564
2	1	last	80	A	288, 367
2	1	show	205	A	21, 225
2	1	your	16	A	97, 112

