Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
6	2	3	ca n't .	162	325	3	A	21, 48, 128, 162, 343, 345
6	3	3	saint gallen .	213	236	4	B	39, 145, 210, 212, 213, 274
6	6	3	that cost ?	418	136	3	B	302, 309, 383, 418, 424, 437
6	6	3	then go to	188	447	3	B	22, 39, 140, 188, 281, 468
6	4	3	to interlaken .	32	401	1	B	15, 32, 127, 252, 355, 415
5	3	3	, and then	97	390	1	A	14, 97, 156, 258, 403
5	5	3	go to mount	182	334	1	B	2, 182, 188, 235, 335
5	1	3	to saint gallen	476	267	2	B	210, 212, 213, 449, 476
4	1	3	've got it	501	382	1	B	120, 130, 179, 501
4	4	3	, we 're	371	284	2	B	104, 105, 371, 387
4	4	3	and then to	261	231	3	B	31, 123, 167, 261
4	1	3	bern to basel	32	312	1	B	12, 32, 322, 323
4	4	3	can do .	282	222	3	B	61, 66, 68, 282
4	4	3	go to ,	392	430	1	B	39, 392, 458, 468
4	1	3	go to bern	434	295	2	B	140, 142, 144, 434
4	4	3	go to zurich	307	309	2	B	145, 258, 307, 453
4	4	3	gon na do	110	79	1	A	90, 110, 138, 168
4	1	3	got it ,	120	166	1	A	14, 120, 130, 179
4	4	3	i can do	136	174	1	A	109, 136, 253, 282
4	4	3	mount davos to	182	203	1	B	80, 182, 188, 282
4	1	3	now we 're	446	387	2	B	112, 362, 446, 498
4	1	3	to basel .	323	312	3	B	12, 167, 322, 323
4	4	3	we need to	319	226	3	B	94, 250, 295, 319
3	1	3	, i 'm	391	366	1	B	26, 168, 391
3	3	3	2 francs .	333	112	1	B	295, 333, 406
3	3	3	basel to zurich	211	314	1	B	210, 211, 523
3	3	3	bern to zurich	259	93	2	B	167, 169, 259
3	1	3	best was 24	359	70	1	A	290, 316, 359
3	1	3	do that ?	489	411	2	B	79, 328, 489
3	3	3	i 'm not	110	291	1	A	47, 110, 337
3	3	3	i go ?	291	121	1	A	257, 291, 377
3	3	3	i think we	264	362	1	B	157, 264, 518
3	3	3	it cost 3	455	145	2	B	311, 314, 455
3	1	3	neuchatel to interlaken	417	386	1	A	32, 415, 417
3	3	3	no it cost	313	4	1	B	311, 313, 314
3	3	3	okay wait .	141	177	1	B	95, 141, 271
3	1	3	wait wait wait	170	108	1	B	63, 168, 170
3	3	3	we 've got	317	160	1	A	165, 317, 324
2	2	3	, okay .	410	312	1	A	99, 410
2	2	3	, we have	473	369	1	B	105, 473
2	2	3	, we will	484	388	1	B	97, 484
2	2	3	, yeah .	403	341	1	B	63, 403
2	2	3	3 francs .	455	37	1	B	419, 455
2	2	3	and then we	319	223	1	B	97, 319
2	2	3	ca n't go	278	214	1	B	65, 278
2	2	3	circle , and	100	4	1	B	97, 100
2	2	3	do it .	514	196	1	A	319, 514
2	2	3	do the circle	199	32	1	A	168, 199
2	2	3	does that cost	476	59	1	A	418, 476
2	2	3	i 'm doing	225	56	1	A	170, 225
2	2	3	i do this	150	5	1	A	146, 150
2	2	3	interlaken to zermatt	486	2	1	B	485, 486
2	2	3	mount bern .	10	9	1	B	2, 10
2	2	3	n't do it	479	79	1	B	401, 479
2	2	3	need to take	319	208	1	B	112, 319
2	2	3	not connected to	401	63	1	A	339, 401
2	2	3	now go to	462	166	1	A	297, 462
2	2	3	okay go to	475	18	1	B	458, 475
2	2	3	okay now go	297	256	1	B	42, 297
2	2	3	okay submit .	512	402	1	A	111, 512
2	2	3	okay that 's	469	405	1	B	65, 469
2	2	3	right now ,	355	234	1	A	122, 355
2	2	3	so go to	453	302	1	B	152, 453
2	2	3	then we 're	214	92	1	B	123, 214
2	2	3	then we 've	165	14	1	B	152, 165
2	2	3	then we will	186	90	1	B	97, 186
2	2	3	to interlaken ,	357	235	1	B	123, 357
2	2	3	to montreux .	344	94	1	A	251, 344
2	2	3	to mount luzern	184	3	1	A	182, 184
2	2	3	you 've got	228	109	1	B	120, 228
42	40	2	okay .	1	539	1	A	0, 1, 25, 36, 52, 76, 96, 98, 99, 135, 161, 166, 192, 195, 196, 201, 220, 222, 223, 239, 245, 267, 304, 315, 364, 369, 370, 373, 385, 405, 410, 417, 420, 440, 456, 466, 487, 503, 509, 510, 530, 538
33	7	2	we 're	204	429	6	B	104, 105, 112, 123, 139, 157, 204, 214, 265, 320, 353, 355, 360, 362, 367, 371, 387, 398, 400, 427, 428, 446, 457, 461, 471, 473, 482, 498, 505, 511, 518, 526, 532
31	9	2	go to	48	496	3	B	2, 22, 39, 48, 140, 142, 144, 145, 152, 182, 188, 235, 258, 278, 281, 297, 307, 335, 380, 392, 395, 433, 434, 450, 453, 458, 462, 464, 468, 475, 497
25	6	2	i 'm	41	470	2	B	26, 37, 41, 43, 44, 46, 47, 54, 60, 75, 81, 110, 138, 168, 170, 172, 225, 284, 337, 359, 391, 444, 476, 483, 495
23	1	2	're at	379	319	1	A	214, 320, 353, 355, 360, 362, 367, 371, 379, 398, 400, 427, 428, 446, 457, 461, 471, 498, 505, 511, 518, 526, 532
23	13	2	and then	33	429	1	A	14, 31, 33, 39, 50, 97, 117, 123, 127, 148, 156, 167, 180, 210, 215, 216, 226, 258, 261, 275, 319, 403, 442
20	17	2	wait .	84	493	4	A	35, 40, 62, 67, 84, 88, 95, 141, 154, 175, 205, 271, 445, 458, 459, 493, 502, 516, 522, 527
18	3	2	ca n't	48	512	1	B	9, 21, 48, 55, 65, 79, 128, 129, 162, 278, 279, 293, 325, 343, 345, 401, 504, 520
18	3	2	saint gallen	177	468	5	B	39, 145, 148, 174, 176, 177, 179, 210, 212, 213, 228, 274, 275, 276, 449, 476, 477, 506
16	3	2	gon na	112	458	3	B	26, 37, 44, 81, 90, 110, 112, 138, 168, 265, 284, 359, 391, 444, 482, 483
16	14	2	it 's	233	433	3	B	19, 160, 227, 233, 234, 236, 244, 263, 339, 399, 401, 408, 411, 419, 431, 451
15	12	2	, i	32	495	1	B	26, 32, 37, 49, 130, 136, 168, 179, 219, 241, 251, 337, 391, 504, 520
15	3	2	luzern .	188	471	2	B	31, 184, 188, 258, 262, 275, 276, 278, 332, 334, 336, 341, 460, 499, 501
15	13	2	yeah .	23	398	1	B	6, 23, 63, 70, 78, 133, 148, 169, 191, 232, 260, 283, 366, 382, 403
14	7	2	've got	120	385	1	A	117, 120, 122, 130, 158, 165, 171, 179, 181, 203, 228, 317, 324, 501
14	5	2	to bern	32	406	1	B	31, 32, 100, 123, 125, 126, 140, 142, 143, 144, 253, 308, 434, 436
13	6	2	, we	247	420	5	B	65, 97, 104, 105, 131, 247, 317, 371, 372, 387, 399, 473, 484
13	8	2	submit .	157	427	1	B	107, 108, 111, 157, 187, 189, 269, 397, 404, 512, 515, 525, 533
13	1	2	to luzern	282	471	1	B	31, 188, 258, 275, 276, 278, 282, 332, 334, 336, 460, 499, 501
12	2	2	to zurich	211	444	5	B	80, 145, 167, 169, 210, 211, 258, 259, 301, 307, 453, 523
11	1	2	bern .	137	435	1	B	2, 10, 125, 126, 137, 140, 142, 143, 144, 308, 436
11	1	2	i do	339	511	2	B	8, 49, 106, 144, 146, 150, 337, 339, 347, 350, 518
11	6	2	right now	122	495	2	B	4, 9, 122, 158, 320, 324, 353, 355, 362, 446, 498
11	5	2	to mount	7	367	1	B	2, 7, 100, 182, 184, 188, 235, 296, 328, 335, 368
11	8	2	try to	108	455	2	B	71, 107, 108, 199, 326, 333, 354, 391, 402, 414, 525
10	3	2	bern to	12	349	1	A	7, 12, 32, 100, 167, 169, 259, 322, 323, 355
10	10	2	go .	74	462	3	B	29, 38, 56, 74, 92, 134, 229, 374, 488, 490
10	10	2	how much	424	236	4	B	250, 302, 309, 383, 424, 437, 449, 474, 476, 485
10	1	2	to interlaken	450	436	1	B	15, 32, 123, 127, 252, 355, 357, 415, 417, 450
9	4	2	francs .	362	161	1	B	295, 333, 362, 388, 406, 407, 419, 431, 455
9	9	2	okay ,	274	525	3	B	15, 24, 26, 274, 357, 391, 397, 409, 539
9	3	2	then go	340	447	3	B	22, 39, 140, 188, 281, 340, 344, 422, 468
8	5	2	do that	106	453	2	B	37, 79, 106, 283, 328, 424, 484, 489
8	2	2	interlaken .	18	401	2	B	15, 17, 18, 32, 127, 252, 355, 415
8	3	2	it cost	449	175	1	B	311, 313, 314, 425, 449, 455, 474, 485
8	8	2	luzern to	182	398	3	B	71, 123, 125, 182, 301, 340, 344, 468
8	3	2	need to	319	270	6	B	94, 112, 180, 250, 293, 295, 319, 363
8	8	2	now .	233	384	2	B	4, 9, 233, 243, 320, 324, 353, 387
8	6	2	that 's	365	409	6	B	61, 65, 66, 68, 139, 250, 365, 469
8	1	2	that cost	430	175	3	B	302, 309, 383, 418, 424, 430, 437, 476
8	8	2	to do	441	397	6	B	95, 136, 139, 180, 199, 399, 441, 491
8	4	2	zurich to	100	404	1	B	57, 100, 210, 212, 213, 258, 449, 460
7	1	2	, and	106	390	1	A	14, 97, 100, 106, 156, 258, 403
7	5	2	, okay	99	348	2	B	63, 95, 99, 335, 355, 357, 410
7	3	2	basel .	13	357	1	B	12, 13, 19, 167, 322, 323, 368
7	4	2	basel to	32	509	1	B	15, 32, 210, 211, 335, 436, 523
7	3	2	do it	95	425	1	A	90, 95, 181, 319, 401, 479, 514
7	5	2	do this	146	105	1	B	136, 146, 150, 180, 198, 215, 240
7	1	2	gallen .	213	236	5	B	39, 71, 145, 210, 212, 213, 274
7	4	2	i go	285	121	1	A	257, 285, 287, 291, 318, 335, 377
7	4	2	i think	264	458	5	B	61, 95, 136, 157, 219, 264, 518
7	7	2	no .	72	477	1	B	37, 72, 103, 266, 330, 465, 513
7	2	2	to basel	57	412	1	B	12, 32, 57, 167, 322, 323, 423
7	5	2	yeah ,	131	326	1	A	130, 131, 147, 156, 372, 403, 455
7	7	2	zurich .	263	243	2	A	211, 259, 263, 298, 301, 307, 453
6	2	2	do .	282	278	4	B	61, 66, 68, 139, 282, 338
6	2	2	do the	168	128	3	B	97, 113, 116, 168, 199, 224
6	1	2	got it	120	488	2	A	14, 32, 120, 130, 179, 501
6	2	2	it ,	95	388	1	A	14, 95, 120, 130, 179, 401
6	4	2	it .	91	472	1	B	49, 91, 319, 504, 514, 520
6	6	2	more .	109	179	1	B	86, 109, 114, 118, 181, 264
6	3	2	now go	297	465	3	B	42, 123, 230, 297, 462, 506
6	4	2	the circle	146	104	1	B	97, 146, 168, 170, 199, 200
6	2	2	to davos	468	336	2	B	174, 176, 179, 468, 506, 509
6	4	2	to montreux	340	214	2	A	251, 335, 340, 344, 395, 464
6	6	2	to neuchatel	32	381	1	B	22, 32, 42, 238, 251, 402
6	4	2	to zermatt	253	305	1	A	182, 253, 380, 395, 485, 486
6	2	2	we need	181	319	1	B	94, 181, 250, 295, 319, 412
6	6	2	what ?	77	532	2	A	3, 45, 77, 124, 270, 534
5	5	2	, then	28	265	1	B	15, 28, 123, 179, 279
5	5	2	and we	363	392	1	A	93, 363, 367, 450, 484
5	5	2	did that	486	185	4	B	302, 309, 383, 437, 486
5	1	2	i can	504	396	1	A	109, 136, 253, 282, 504
5	3	2	mount bern	5	258	1	B	2, 5, 7, 10, 259
5	1	2	mount davos	228	203	1	B	80, 182, 188, 228, 282
5	3	2	my turn	312	313	1	B	227, 312, 357, 411, 539
5	2	2	neuchatel to	415	392	2	A	32, 251, 415, 417, 423
5	1	2	now we	446	387	3	B	112, 362, 412, 446, 498
5	2	2	okay wait	141	222	2	B	63, 95, 141, 271, 284
5	1	2	to ,	39	441	1	A	28, 39, 392, 458, 468
5	1	2	we 've	165	194	2	B	131, 152, 165, 317, 324
5	3	2	we have	254	369	2	B	105, 116, 254, 441, 473
5	5	2	zermatt .	396	467	3	A	34, 182, 380, 396, 500
4	4	2	, go	392	423	2	B	12, 153, 392, 434
4	4	2	, so	136	400	1	A	10, 136, 316, 409
4	4	2	, wait	458	314	2	A	146, 434, 458, 459
4	1	2	2 francs	354	112	1	B	295, 333, 354, 406
4	2	2	3 francs	455	212	2	B	324, 419, 455, 535
4	4	2	be at	440	274	1	A	186, 440, 450, 459
4	2	2	interlaken to	486	456	3	B	31, 42, 485, 486
4	4	2	look at	284	415	1	B	105, 284, 413, 519
4	3	2	mount luzern	183	47	1	A	182, 183, 184, 228
4	2	2	n't do	479	471	3	B	9, 79, 401, 479
4	4	2	neuchatel .	416	375	3	B	42, 238, 402, 416
4	4	2	oh my	408	347	2	A	64, 246, 408, 410
4	2	2	okay go	475	464	3	B	12, 355, 458, 475
4	4	2	okay i	144	458	1	B	44, 144, 444, 501
4	1	2	so we	360	248	1	A	181, 360, 427, 428
4	1	2	to submit	190	419	1	B	107, 108, 190, 525
4	2	2	wait ,	99	179	1	B	63, 99, 168, 241
4	2	2	we will	450	388	1	B	97, 186, 450, 484
4	4	2	where ?	299	420	1	A	16, 299, 306, 435
3	3	2	, it	455	57	2	B	399, 401, 455
3	3	2	, seven	505	272	2	B	234, 317, 505
3	3	2	, the	452	325	1	A	146, 452, 470
3	1	2	, yeah	465	403	1	B	63, 403, 465
3	3	2	and i	100	12	1	B	95, 100, 106
3	3	2	could do	137	68	1	A	114, 137, 181
3	3	2	did you	122	401	1	B	89, 122, 489
3	3	2	here .	55	293	1	A	50, 55, 342
3	1	2	montreux .	344	94	2	A	251, 337, 344
3	3	2	no because	200	411	1	B	110, 200, 520
3	3	2	no i	225	205	2	A	21, 108, 225
3	1	2	now ,	316	234	1	A	122, 316, 355
3	1	2	okay now	257	256	1	B	42, 257, 297
3	3	2	submit ?	132	89	1	B	102, 132, 190
3	1	2	the same	224	112	2	B	113, 131, 224
3	3	2	then .	253	226	2	A	28, 117, 253
3	1	2	thing .	113	171	1	A	54, 113, 224
3	3	2	this ,	146	157	1	B	63, 146, 219
3	1	2	to take	319	208	2	B	112, 295, 319
3	3	2	try .	469	277	2	B	193, 217, 469
3	3	2	two more	181	113	1	B	152, 181, 264
3	3	2	um .	390	105	1	B	325, 390, 429
3	3	2	will be	480	295	2	A	186, 450, 480
3	1	2	you 've	228	111	2	B	118, 120, 228
3	3	2	you can	226	500	1	B	20, 226, 519
3	1	2	you do	489	162	2	B	328, 338, 489
3	3	2	zermatt to	395	270	1	B	230, 395, 499
2	2	2	, one	505	386	1	B	120, 505
2	2	2	a different	520	489	1	A	32, 520
2	2	2	again ?	194	113	1	A	82, 194
2	2	2	at the	413	283	1	B	131, 413
2	2	2	basel ,	434	110	1	B	325, 434
2	2	2	bern ?	454	450	1	A	5, 454
2	2	2	davos ,	468	290	1	A	179, 468
2	2	2	done .	123	81	1	A	43, 123
2	2	2	francs ,	484	75	1	B	410, 484
2	2	2	get 22	482	118	1	A	365, 482
2	2	2	i did	100	52	1	B	49, 100
2	2	2	i just	49	40	1	A	10, 49
2	2	2	just ,	202	193	1	A	10, 202
2	2	2	montreux ,	465	126	1	B	340, 465
2	2	2	mount zermatt	328	295	1	A	34, 328
2	2	2	mountains .	498	136	1	B	363, 498
2	2	2	oh you	190	48	1	B	143, 190
2	2	2	okay we	471	148	1	B	324, 471
2	2	2	one .	413	293	1	B	121, 413
2	2	2	so it	249	16	1	B	234, 249
2	2	2	take two	288	177	1	B	112, 288
2	2	2	the trees	351	2	1	B	350, 351
2	2	2	then ,	403	198	1	B	206, 403
2	2	2	then you	279	54	1	A	226, 279
2	2	2	there ,	434	406	1	B	29, 434
2	2	2	to get	254	161	1	B	94, 254
2	2	2	two .	288	21	1	B	268, 288
2	2	2	we 'll	440	47	1	A	394, 440
2	2	2	we do	319	204	1	B	116, 319
2	2	2	we go	307	239	1	B	69, 307
2	2	2	yeah i	504	430	1	B	75, 504
2	2	2	zurich ,	258	113	1	A	146, 258
134	13	1	to	16	524	1	B	2, 7, 12, 15, 16, 22, 27, 28, 29, 31, 32, 39, 42, 48, 54, 57, 60, 71, 80, 94, 95, 100, 107, 108, 112, 123, 125, 126, 127, 136, 139, 140, 142, 143, 144, 145, 152, 159, 167, 169, 174, 176, 177, 179, 180, 182, 184, 188, 190, 199, 210, 211, 212, 213, 230, 235, 238, 250, 251, 252, 253, 254, 258, 259, 261, 275, 276, 278, 281, 282, 293, 295, 296, 297, 301, 307, 308, 319, 322, 323, 326, 328, 332, 333, 334, 335, 336, 339, 340, 344, 348, 354, 355, 357, 363, 368, 380, 391, 392, 395, 399, 401, 402, 414, 415, 417, 423, 429, 433, 434, 436, 441, 449, 450, 453, 458, 460, 462, 464, 468, 473, 474, 475, 476, 485, 486, 491, 497, 499, 501, 506, 509, 523, 525
99	25	1	okay	22	540	1	A	0, 1, 12, 15, 22, 24, 25, 26, 30, 36, 42, 44, 52, 56, 63, 65, 76, 95, 96, 98, 99, 111, 126, 135, 141, 144, 161, 166, 192, 195, 196, 201, 211, 217, 220, 221, 222, 223, 239, 243, 245, 248, 257, 267, 271, 274, 283, 284, 285, 287, 290, 291, 297, 304, 315, 324, 331, 335, 340, 355, 357, 358, 364, 369, 370, 373, 378, 385, 390, 391, 397, 405, 409, 410, 414, 417, 420, 422, 429, 440, 444, 453, 456, 458, 466, 469, 471, 475, 487, 491, 501, 503, 509, 510, 512, 522, 530, 538, 539
96	35	1	go	48	505	9	B	2, 12, 22, 29, 31, 37, 38, 39, 42, 48, 53, 56, 57, 63, 65, 69, 71, 74, 87, 92, 101, 123, 125, 134, 140, 142, 144, 145, 152, 153, 167, 169, 174, 176, 182, 187, 188, 199, 210, 229, 230, 235, 238, 252, 257, 258, 278, 281, 285, 287, 291, 293, 297, 307, 318, 321, 325, 326, 332, 334, 335, 340, 344, 355, 359, 374, 377, 380, 391, 392, 394, 395, 402, 413, 414, 415, 422, 433, 434, 444, 449, 450, 453, 458, 460, 462, 464, 468, 474, 475, 485, 488, 490, 497, 504, 506
91	26	1	i	32	514	2	B	8, 9, 10, 21, 26, 32, 37, 41, 43, 44, 46, 47, 49, 54, 55, 59, 60, 61, 75, 79, 81, 90, 95, 100, 106, 108, 109, 110, 114, 117, 122, 130, 136, 138, 144, 146, 149, 150, 157, 158, 162, 168, 170, 171, 172, 179, 180, 181, 203, 215, 219, 225, 240, 241, 247, 251, 253, 257, 264, 277, 278, 282, 284, 285, 287, 291, 293, 318, 334, 335, 337, 339, 343, 345, 347, 350, 359, 377, 391, 407, 421, 444, 459, 476, 483, 495, 501, 504, 518, 520, 521
86	24	1	we	82	472	5	B	61, 65, 66, 68, 69, 82, 93, 94, 97, 102, 104, 105, 112, 114, 115, 116, 123, 131, 139, 152, 157, 163, 164, 165, 181, 186, 200, 204, 207, 208, 214, 242, 247, 250, 254, 264, 265, 288, 295, 307, 317, 319, 320, 324, 353, 355, 359, 360, 361, 362, 363, 365, 367, 371, 372, 387, 388, 394, 398, 399, 400, 401, 407, 412, 427, 428, 434, 440, 441, 446, 450, 457, 461, 471, 473, 479, 482, 484, 486, 498, 505, 511, 517, 518, 526, 532
57	6	1	do	82	511	8	B	8, 9, 37, 49, 61, 66, 68, 79, 82, 86, 90, 95, 97, 106, 109, 110, 113, 114, 116, 136, 137, 138, 139, 144, 146, 150, 168, 180, 181, 198, 199, 215, 224, 240, 253, 257, 264, 282, 283, 318, 319, 328, 337, 338, 339, 347, 350, 399, 401, 424, 441, 479, 484, 489, 491, 514, 518
49	8	1	then	137	520	1	A	14, 15, 22, 28, 31, 33, 39, 50, 97, 117, 123, 127, 137, 140, 148, 150, 152, 156, 165, 167, 169, 179, 180, 186, 188, 206, 210, 212, 214, 215, 216, 226, 240, 253, 258, 261, 275, 279, 281, 305, 306, 319, 340, 344, 403, 422, 442, 468, 533
48	7	1	it	83	510	1	A	14, 19, 32, 49, 83, 85, 90, 91, 95, 120, 130, 160, 179, 181, 227, 233, 234, 236, 244, 249, 263, 311, 313, 314, 319, 339, 349, 399, 401, 408, 411, 419, 425, 431, 447, 449, 451, 452, 455, 474, 479, 485, 501, 504, 514, 519, 520, 523
39	10	1	and	39	471	1	A	14, 31, 33, 39, 50, 59, 93, 95, 97, 100, 106, 117, 123, 127, 130, 145, 148, 151, 156, 167, 171, 180, 182, 210, 215, 216, 226, 253, 258, 261, 275, 319, 363, 367, 403, 442, 450, 462, 484
36	4	1	at	163	428	2	B	105, 131, 163, 164, 186, 214, 284, 320, 353, 355, 360, 362, 367, 371, 379, 394, 398, 400, 413, 427, 428, 440, 446, 450, 457, 459, 461, 471, 498, 505, 511, 517, 518, 519, 526, 532
36	21	1	you	48	517	4	B	4, 20, 29, 38, 48, 56, 57, 63, 85, 89, 114, 118, 120, 122, 143, 145, 187, 190, 226, 228, 229, 236, 247, 279, 293, 325, 328, 338, 379, 407, 414, 464, 489, 491, 519, 520
35	11	1	's	179	519	7	B	19, 61, 65, 66, 68, 139, 160, 179, 197, 198, 199, 217, 227, 233, 234, 236, 243, 244, 250, 263, 289, 339, 365, 374, 399, 401, 408, 411, 414, 419, 431, 451, 469, 525, 537
35	11	1	that	106	487	8	B	37, 61, 65, 66, 68, 79, 80, 97, 106, 139, 159, 172, 173, 250, 283, 302, 309, 328, 365, 383, 418, 424, 430, 437, 447, 450, 469, 470, 476, 477, 480, 484, 486, 489, 523
34	6	1	wait	63	493	5	A	35, 40, 45, 47, 62, 63, 67, 84, 88, 95, 99, 124, 141, 146, 154, 168, 170, 175, 204, 205, 218, 241, 259, 271, 284, 434, 445, 458, 459, 493, 502, 516, 522, 527
31	5	1	luzern	300	471	4	B	31, 71, 123, 125, 182, 183, 184, 188, 228, 258, 262, 275, 276, 278, 282, 300, 301, 332, 334, 335, 336, 340, 341, 342, 344, 460, 463, 464, 468, 499, 501
31	7	1	now	122	503	5	B	4, 9, 29, 42, 112, 122, 123, 145, 149, 158, 199, 230, 233, 243, 257, 297, 316, 318, 320, 324, 353, 355, 362, 387, 397, 412, 446, 462, 471, 498, 506
30	11	1	no	24	508	1	A	21, 24, 37, 48, 63, 72, 86, 99, 103, 108, 110, 115, 155, 200, 225, 250, 266, 279, 311, 313, 314, 325, 330, 336, 389, 399, 465, 513, 520, 528
30	6	1	yeah	66	499	1	B	6, 23, 63, 66, 70, 75, 78, 105, 130, 131, 133, 147, 148, 156, 169, 191, 232, 260, 283, 301, 338, 351, 366, 372, 382, 403, 451, 455, 465, 504
29	2	1	n't	108	513	2	B	8, 9, 21, 48, 49, 55, 65, 79, 106, 108, 128, 129, 144, 162, 278, 279, 293, 325, 337, 343, 345, 347, 349, 350, 401, 479, 504, 518, 520
28	2	1	bern	253	453	1	B	2, 5, 7, 10, 12, 31, 32, 100, 123, 125, 126, 137, 140, 142, 143, 144, 167, 169, 253, 259, 308, 322, 323, 355, 356, 434, 436, 454
24	13	1	so	113	516	3	A	7, 10, 67, 113, 136, 152, 181, 211, 221, 234, 249, 274, 316, 317, 335, 360, 368, 387, 409, 427, 428, 445, 453, 522
23	2	1	zurich	39	517	1	A	7, 39, 57, 80, 100, 145, 146, 167, 169, 210, 211, 212, 213, 258, 259, 263, 298, 301, 307, 449, 453, 460, 523
22	6	1	mount	100	522	1	B	2, 5, 7, 10, 34, 80, 100, 182, 183, 184, 188, 228, 235, 259, 282, 296, 328, 329, 335, 368, 380, 523
22	7	1	submit	83	490	2	B	44, 49, 83, 85, 91, 102, 107, 108, 111, 132, 157, 187, 189, 190, 243, 269, 397, 404, 512, 515, 525, 533
21	3	1	gallen	177	470	6	B	39, 71, 145, 148, 174, 176, 177, 179, 210, 212, 213, 228, 274, 275, 276, 296, 449, 476, 477, 506, 508
20	3	1	've	118	399	2	A	106, 117, 118, 120, 122, 130, 131, 143, 152, 158, 165, 171, 179, 181, 203, 228, 317, 324, 501, 504
20	2	1	basel	137	512	1	B	12, 13, 15, 19, 32, 57, 137, 167, 210, 211, 322, 323, 325, 326, 335, 368, 423, 434, 436, 523
20	17	1	um	273	441	2	A	83, 237, 273, 280, 292, 325, 327, 352, 376, 380, 390, 392, 395, 429, 432, 447, 465, 467, 492, 523
19	8	1	can	109	500	7	B	20, 57, 61, 63, 66, 68, 69, 109, 136, 226, 253, 282, 325, 328, 388, 414, 464, 504, 519
19	6	1	francs	333	241	3	B	295, 320, 324, 333, 353, 354, 355, 362, 365, 388, 406, 407, 410, 419, 431, 450, 455, 484, 535
19	9	1	how	95	436	1	A	82, 95, 122, 136, 139, 250, 302, 309, 383, 386, 418, 424, 437, 449, 471, 474, 476, 485, 517
19	1	1	saint	507	469	5	B	39, 145, 148, 174, 176, 177, 179, 210, 212, 213, 228, 274, 275, 276, 449, 476, 477, 506, 507
19	7	1	the	80	417	1	A	54, 80, 97, 113, 116, 131, 146, 164, 168, 170, 199, 200, 216, 224, 350, 351, 413, 452, 470
18	2	1	interlaken	100	472	2	B	15, 17, 18, 31, 32, 42, 100, 123, 127, 252, 355, 357, 380, 415, 417, 450, 485, 486
18	13	1	just	73	516	1	A	10, 44, 49, 73, 91, 97, 107, 113, 138, 147, 176, 202, 248, 334, 391, 490, 514, 525
17	2	1	got	149	488	3	A	14, 32, 117, 120, 122, 130, 149, 158, 165, 171, 179, 181, 203, 228, 317, 324, 501
17	4	1	try	63	467	1	A	59, 63, 71, 107, 108, 181, 193, 199, 217, 326, 333, 354, 391, 402, 414, 469, 525
16	9	1	montreux	251	228	1	B	238, 251, 252, 332, 334, 335, 336, 337, 340, 344, 392, 393, 395, 402, 464, 465
