Freq.	Size	Surface Form	Spanning	First Speaker	Turns
60	1	mount	305	B	26, 29, 35, 37, 38, 40, 45, 47, 50, 55, 58, 64, 66, 68, 70, 72, 75, 76, 77, 80, 89, 94, 96, 100, 104, 110, 115, 126, 129, 135, 147, 149, 163, 168, 171, 172, 179, 187, 198, 200, 205, 207, 217, 228, 233, 238, 245, 247, 258, 272, 273, 277, 289, 304, 305, 310, 312, 317, 322, 330
46	1	to	288	B	35, 38, 47, 55, 57, 58, 64, 66, 70, 77, 80, 85, 94, 96, 115, 119, 126, 129, 133, 135, 163, 168, 172, 187, 198, 200, 205, 213, 214, 217, 228, 233, 256, 258, 262, 272, 277, 289, 291, 294, 304, 305, 310, 312, 317, 322
38	1	um	325	B	1, 7, 12, 18, 20, 26, 32, 34, 37, 40, 47, 50, 52, 63, 92, 105, 113, 114, 121, 122, 128, 141, 153, 175, 189, 198, 200, 208, 219, 225, 228, 237, 240, 260, 277, 284, 316, 325
29	1	and	319	B	4, 26, 29, 66, 72, 73, 80, 96, 97, 108, 142, 143, 170, 171, 185, 203, 211, 220, 232, 252, 258, 262, 266, 270, 277, 281, 312, 317, 322
18	1	so	316	B	13, 34, 53, 55, 83, 85, 93, 135, 145, 159, 161, 177, 197, 225, 237, 262, 315, 328
16	1	okay	226	B	52, 53, 55, 72, 82, 85, 91, 151, 177, 182, 195, 203, 225, 239, 254, 277
16	1	then	294	B	29, 55, 66, 96, 108, 170, 185, 211, 232, 252, 256, 262, 266, 277, 312, 322
14	1	what	269	B	23, 25, 43, 76, 77, 85, 101, 117, 126, 131, 147, 156, 217, 291
14	1	yeah	317	B	4, 6, 11, 15, 19, 50, 82, 133, 223, 231, 242, 269, 307, 320
13	1	i	307	B	9, 13, 21, 23, 113, 189, 208, 211, 252, 287, 297, 309, 315
12	1	you	279	B	8, 32, 38, 47, 54, 55, 64, 66, 70, 96, 123, 286
9	1	do	241	B	8, 9, 20, 21, 23, 85, 208, 209, 248
9	1	go	224	B	55, 64, 66, 70, 94, 96, 227, 252, 278
9	1	it	221	B	105, 123, 142, 209, 248, 262, 269, 305, 325
9	1	montreux	208	B	26, 76, 77, 115, 168, 172, 198, 228, 233
9	1	wait	280	B	32, 55, 159, 183, 207, 248, 294, 310, 311
8	1	the	258	B	20, 41, 55, 105, 217, 248, 275, 277
8	1	this	263	B	21, 183, 210, 250, 262, 278, 281, 283
8	1	uh	245	B	84, 161, 210, 294, 305, 310, 322, 328
7	1	neuchatel	206	B	29, 38, 47, 55, 163, 168, 234
7	1	oh	290	B	11, 23, 107, 161, 207, 248, 300
6	1	how	276	B	8, 9, 24, 208, 250, 283
6	1	like	258	B	24, 183, 210, 262, 278, 281
6	1	that	248	B	50, 83, 184, 248, 287, 297
6	1	we	275	B	20, 94, 113, 248, 291, 294
5	1	connected	259	B	47, 248, 291, 294, 305
5	1	davos	110	B	94, 96, 110, 200, 203
5	1	have	269	B	47, 54, 291, 294, 315
5	1	n't	117	B	189, 291, 294, 297, 305
5	1	one	244	B	32, 50, 55, 144, 275
5	1	try	189	B	123, 187, 214, 261, 311
4	1	are	255	B	32, 248, 283, 286
4	1	erase	276	B	50, 55, 315, 325
3	1	anything	213	B	8, 9, 220
3	1	can	185	B	64, 123, 248
3	1	connect	124	B	38, 115, 161
3	1	here	230	B	23, 107, 252
3	1	is	162	B	144, 287, 305
3	1	much	34	B	250, 269, 283
3	1	no	95	B	50, 113, 144
3	1	now	265	B	8, 189, 272
3	1	right	182	B	8, 82, 189
3	1	sure	115	B	155, 223, 269
2	1	cost	20	B	250, 269
2	1	costs	79	B	184, 262
2	1	only	144	B	105, 248
2	1	press	2	B	20, 21
2	1	too	86	B	184, 269

