start	end	interlocutor	utterance	utterance_no
438.377	439.671	B	then to mount zermatt .	85
439.842	441.363	A	yeah , then to mount zermatt .	86
442.665	444.091	A	connect to mount zermatt	87
444.513	445.121	A	and now	88
445.502	446.167	A	uh connect	89
446.643	449.572	A	okay are you ready three two one press .	90
446.643	449.172	B	two one .	91
457.294	458.777	B	oh that's just	92
460.736	463.361	A	okay , you're gonna make it even cheaper .	93
463.399	463.989	B	uh	94
464.187	465.975	A	because i know that um	95
465.481	467.782	B	let's start from mount davos .	96
466.413	473.652	A	no let's now connect mount montreux to um let's now connect mount interlaken to mount	97
473.995	476.315	B	mount davos to mount zermatt .	98
476.932	478.853	B	mount davos to mount zermatt .	99
476.932	477.407	A	okay .	100
478.568	480.622	A	mount davos to mount zermatt ?	101
481.116	482.391	A	where's mount davos ?	102
483.052	483.585	A	mount	103
484.574	486.704	A	mount davos to mount zermatt right ?	104
487.427	487.883	A	okay .	105
488.359	489.519	B	and then to mount luzern	106
489.766	491.801	A	okay , because i've pretty sure this is	107
492.638	493.494	A	3 and 3 .	108
494.084	494.997	A	6 .	109
497.200	497.771	A	okay .	110
498.227	498.779	A	now	111
500.605	501.613	B	to mount bern ?	112
507.427	511.022	A	uh go from mount zurich to s t mount s t gallen .	113
512.828	513.856	A	okay and now	114
514.217	516.271	A	i'll go from mount luzern to mount bern	115
516.518	517.108	A	and go from	116
517.393	518.877	A	mount bern to mount basel .	117
520.326	522.970	B	then mount basel to mount neuchatel ?	118
522.507	522.963	A	yeah .	119
523.268	523.800	A	do that .	120
523.895	525.303	B	and then to mount interlaken ?	121
525.303	526.881	A	yeah , and then to mount montreux .	122
527.528	527.870	A	and then	123
528.441	530.020	A	to mount montreux .	124
530.305	532.321	A	okay three two one .	125
530.818	532.245	B	three two one .	126
534.656	536.007	A	oh this is hard .	127
538.137	538.822	B	6 .	128
538.422	539.564	A	6 um .	129
541.484	542.813	A	uh okay .	130
551.410	552.285	B	oh yeah .	131
552.418	553.084	A	okay .	132
553.616	554.548	B	previous solution .	133
555.493	556.406	A	wait .	134
556.843	559.240	A	where do we look at our previous solutions again ?	135
558.954	560.716	B	um so there is this	136
564.825	566.376	B	uh okay	137
565.449	566.002	A	oh .	138
567.446	568.177	A	okay .	139
568.605	571.707	A	bob , which one should i connect first , you charge now .	140
572.224	575.879	A	let's go from mount zermatt , to mount zermatt to mount luzern .	141
576.271	576.717	B	yeah .	142
577.608	579.676	A	wait can we delete our tracks if we've	143
579.373	580.104	B	yeah	144
581.820	582.230	A	um	145
582.784	584.619	A	and now mount luzern to mount bern .	146
584.744	585.564	B	okay .	147
586.438	588.970	A	it's 3 francs wait can we delete our tracks ?	148
588.773	589.326	B	yeah .	149
590.467	595.513	A	then delete the one from mount zermatt and change it to mount davos let's see if it is any cheaper .	150
599.708	602.525	A	okay let's check , mount zermatt to mount davos	151
602.900	606.555	A	davos and mount davos to mount s t gallen .	152
607.549	608.921	A	it cost a little bit lesser .	153
608.939	610.152	B	then to mount luzern ?	154
610.597	611.631	A	okay you turn .	155
611.364	614.805	B	how about mount luzern , how about mount zurich ?	156
615.331	615.777	A	yeah .	157
616.311	617.845	A	and from mount zurich to mount	158
618.283	618.782	A	bern .	159
621.939	625.808	A	and then , from mount bern to mount basel and from mount basel to mount	160
626.941	628.296	A	to mount interlaken	161
628.439	629.295	A	oh we can't go .	162
629.598	631.880	A	then from mount basel to neuchatel .	163
633.846	636.056	B	then to mount interlaken ?	164
635.450	637.269	A	i'm pretty sure this one will cost a lot .	165
637.518	638.873	A	okay to mount interlaken	166
639.604	641.138	A	and after to mount montreux	167
642.131	642.773	B	okay three ?	168
642.702	643.647	A	uh two .	169
643.914	644.699	B	one .	170
644.039	646.125	A	no we have one more mountain that isn't connected	171
646.125	648.496	A	oh to mount um mount luzern	172
648.906	652.080	A	gosh this one will cost a lot i know , three two one go .	173
661.648	668.594	A	the one we did was 3 francs what did , what you , what , okay , let's go try a new because we already start from mount zermatt .	174
669.004	673.657	A	let's now start from mount luzern and go to mount bern because at least it is really sure i'm	175
674.238	676.092	A	and then let's go from mount bern	176
674.274	675.682	B	oh yeah .	177
676.377	679.729	A	to mount s t gallen , oh we can't go , so mount zurich .	178
680.212	680.961	A	let's see .	179
680.925	682.280	B	then	180
681.442	682.387	A	oh it's 3 francs .	181
682.672	689.198	A	um then go from mount luzern to mount s t gallen oh no we can't go from we can only go from okay just do this and	182
689.483	692.407	B	mount mount luzern to mount	183
691.694	694.778	A	no no no just do mount zurich to mount basel and	184
695.616	696.222	A	mount	185
696.490	698.255	A	the problem is with mount basel .	186
698.611	701.803	A	no at wait , can we delete our tracks , delete .	187
702.174	703.547	A	yeah , because um	188
704.440	705.793	B	oh my god that was expensive .	189
704.634	708.450	A	i i realize that mount basel is the only one that can connect to	190
708.682	715.510	A	uh except mount interlaken but , we have to go , okay let's try a new track this time , let's go from mount bern to interlaken .	191
716.260	719.220	A	and then mount interlaken to mount neuchatel	192
724.158	725.085	A	yeah it's from	193
727.047	730.666	A	okay , oh wait mount zurich to mount uh	194
730.042	732.021	B	mount neuchatel to mount montreux .	195
732.587	733.068	A	yeah .	196
733.781	735.101	A	and then mount zurich	197
735.707	738.060	A	to um mount s t gallen .	198
740.481	740.926	A	okay .	199
741.622	742.780	A	come on let's do this .	200
744.332	745.580	A	mount davos and	201
745.704	748.076	B	mount bern to mount basel ?	202
746.917	749.381	A	no wait , yeah mount bern to mount basel	203
752.109	753.999	A	wait wait wait wait , mount okay good .	204
754.980	755.693	A	and now	205
755.622	756.299	B	is that good ?	206
757.101	758.724	A	let's see which one is um	207
758.314	758.866	B	three .	208
759.348	760.810	B	two , one .	209
759.437	760.578	A	two , one .	210
760.935	761.345	A	go .	211
769.798	771.189	A	this hard kinda .	212
771.599	772.187	A	okay .	213
772.936	774.933	B	oh i'm starting first .	214
773.721	775.290	A	yeah you're starting this time .	215
776.395	778.766	A	go from mount luzern to mount s	216
778.000	779.497	B	i'm thinking mount	217
779.123	780.206	A	to mount davos .	218
780.527	782.738	B	mount luzern to mount davos .	219
782.934	783.682	B	then	220
783.032	786.036	A	and then go from um mount luzern to mount bern	221
787.816	789.563	A	or if it is possible , okay .	222
790.241	791.399	A	and now i'll go from	223
792.707	794.989	A	mount luzern to mount zurich .	224
796.076	800.017	A	and i can't go from mount zurich to mount basel because that's really expensive .	225
801.124	804.209	A	so i'm , i'll connect to s t gallen .	226
805.492	808.648	B	then mount bern to mount zurich , never mind .	227
808.916	810.360	A	no let's go from mount	228
810.823	811.929	A	to mount um	229
812.535	813.979	A	uh mount luzern	230
813.294	817.584	B	is can i just see if mount bern is mount saint basel uh expensive ?	231
816.236	816.717	A	yeah .	232
817.408	825.471	A	um it's 3 it's 3 francs it's okay , and now mount basel to mount neuchatel , because except if you connect from interlaken .	233
826.246	828.636	A	then , i do this , and then i do that .	234
833.556	834.252	A	yeah and then	235
834.448	835.749	B	three .	236
834.662	837.710	A	no no don't connect , wait i'll delete this track .	237
838.245	838.905	A	how'd , yeah .	238
839.618	843.304	A	so , and and then we go from mount zermatt to mount davos .	239
845.194	849.812	A	no wait wait wait , i'm gonna , okay , delete the track from mount zermatt to mount yeah .	240
850.049	851.547	A	okay are you good are you ready ?	241
851.814	852.260	A	three .	242
852.332	853.633	B	two , one .	243
852.635	853.597	A	two , one .	244
860.637	863.418	A	you are away from the minimum so what do you mean by that ?	245
867.002	867.679	A	what ?	246
868.125	869.569	A	thi is so hard , okay .	247
870.127	870.894	B	uh	248
870.229	872.855	A	come on we can do this our closest	249
871.839	873.551	B	okay i'm gonna take the lead uh	250
873.782	876.225	A	our record is um 3 francs let's see .	251
879.176	880.477	B	uh that's expensive .	252
880.991	881.704	A	um	253
882.899	883.541	A	okay .	254
884.399	889.659	A	whatever you do don't connect mount basel to mount zurich because that costs a lot .	255
890.818	892.244	A	we just need uh um	256
891.763	894.325	B	how about you go from mount neuchatel to mount basel ?	257
894.200	896.625	A	wait i'm just gonna delete your tracks for now .	258
897.338	898.212	A	and and	259
900.061	902.201	A	come on come on bob you can do this .	260
901.416	906.070	B	okay uh i'm gonna go from mount , mount zurich to mount bern .	261
906.734	907.322	A	okay .	262
906.787	909.497	B	then ount bern to mount just	263
908.356	909.194	A	yeah , okay .	264
912.033	913.228	A	okay and now	265
913.656	915.920	A	mount luzern to mount davos and then	266
916.829	918.006	A	mount luzern to	267
918.256	919.807	A	oh gosh i can't go to	268
918.737	920.966	B	oh i'll delete 3 francs .	269
920.110	920.770	A	then um	270
922.552	923.800	A	then interlaken	271
924.050	927.776	A	no i don't want , i don't want the eraser , how do i get rid of the eraser ?	272
928.864	929.666	A	miss	273
929.916	931.538	A	i can't get rid of the eraser .	274
936.031	937.440	A	uh oh i get it now .	275
937.958	939.990	A	okay then to mount zermatt .	276
942.818	944.315	B	is this expensive ?	277
943.246	944.440	A	i know mount	278
944.440	945.100	A	uh	279
945.100	947.311	A	it's 3 francs rub that out because	280
947.970	950.252	A	uh try mount luzern to um	281
950.573	950.966	A	wait	282
951.300	952.138	A	no actually	283
952.405	956.452	A	we have to connect because that's the only way or we connect from mount davos .	284
956.934	958.984	A	so , we haven't tried that one yet .	285
957.896	959.091	B	it's only 2 .	286
960.000	960.892	A	and um	287
962.497	964.744	A	let's go from mount bern to mount	288
965.136	965.742	A	basel .	289
965.885	970.859	A	whatever you do don't do zurich to basel it's so expensive .	290
971.863	972.541	A	okay	291
973.682	974.448	A	and now	292
974.217	976.998	B	wait , no no no hang on erase that erase , erase .	293
976.249	977.230	A	erase what ?	294
977.462	979.351	B	uh mount neuchatel to mount interlaken .	295
979.543	980.042	A	okay .	296
983.198	983.947	A	then um	297
984.143	986.407	A	from let's do from mount montreux	298
987.085	988.279	A	and then after	299
988.636	990.918	A	you go from mount neuchatel to mount interlaken .	300
994.195	994.552	A	okay .	301
995.176	996.584	B	okay then mount zermatt .	302
996.620	997.975	A	we we can go now .	303
998.243	999.152	B	three , two	304
998.528	999.847	A	three , two one go .	305
1005.726	1007.295	A	7 oh this time	306
1008.543	1009.916	A	this is actually quite hard .	307
1011.213	1012.800	A	okay i start first so	308
1013.156	1015.100	A	let's try something different let's go from mount	309
1015.563	1017.114	A	let's do a circle this time .	310
1018.820	1023.144	A	and don't connect mount zurich to mount basel , that's the only thing you can't do .	311
1023.479	1025.012	A	because that's so expensive .	312
1025.993	1026.599	A	okay .	313
1027.205	1029.487	A	mount zermatt to mount interlaken .	314
1029.969	1033.331	A	mount interlaken to mount bern because mount bern needs to be connected .	315
1033.367	1037.342	B	bern to mount basel and mount basel to neuchatel .	316
1038.029	1038.546	A	okay .	317
1038.029	1039.901	B	then mount neuchatel to mount	318
1039.455	1041.523	A	okay we can go now three , two , one .	319
1039.901	1041.464	B	three , two , one .	320
1048.456	1050.096	B	uh okay so we're close .	321
1048.722	1049.684	A	why are we always	322
1051.342	1052.840	A	why are we so	323
1059.673	1064.166	B	but we did that , we i've did that but it didn't work .	324
1061.955	1064.024	A	we did that uh this is really hard .	325
1064.466	1069.529	A	okay perhaps we just because we're always starting from the mountain on the left side .	326
1071.414	1074.214	A	no just i'm just trying every single way i can .	327
1073.464	1075.992	B	let's start from mount saint gallen .	328
1076.475	1078.062	A	mount s t gallen ?	329
1077.768	1080.176	B	yeah to mount zurich ?	330
1079.064	1082.448	A	but whatever you do don't do mount zurich to mount basel .	331
1082.681	1084.874	B	then mount zurich to mount	332
1085.926	1088.065	A	oh gosh it's actually quite um .	333
1089.896	1094.259	A	wait can we just rub out our tracks all of our tracks just rub out all of them for now .	334
1094.687	1095.971	A	i'll try a new one .	335
1099.389	1102.563	A	try new , so , if we can't go from mount zurich to	336
1103.222	1108.322	A	wait i'll just erase that track , go from start from mount montreux to mount interlaken .	337
1108.564	1111.113	B	mount montreux to mount interlaken .	338
1113.110	1113.966	A	and then um	339
1114.126	1116.569	A	go oh that's actually quite expensive .	340
1117.274	1118.219	A	okay so go from	341
1118.790	1120.359	A	this is actually quite hard	342
1121.179	1122.284	A	move the eraser away .	343
1124.883	1133.072	A	come on come on , then i start from mount davos , to mount s t gallen , mount s t gallen to mount zurich , and mount zurich to mount luzern	344
1134.913	1136.482	B	then mount luzern to mount zermatt .	345
1136.874	1137.355	A	yeah .	346
1139.406	1140.618	B	mount zermatt to mount bern .	347
1140.886	1146.234	A	wait mount wait we need to connect to bern so , mount bern and then mount basel .	348
1147.496	1152.595	B	and then mount basel to mount neuchatel , and then , mount neuchatel to mount interlaken .	349
1150.758	1151.792	A	neuchatel .	350
1152.577	1154.966	A	interlaken and interlaken to montreux .	351
1155.478	1156.334	B	three .	352
1155.567	1157.816	A	okay we're two , one , go .	353
1169.172	1170.813	A	this is really really hard .	354
