start	end	interlocutor	utterance	utterance_no
400.101	401.823	A	yeah , i 'll erase it .	48
403.327	405.170	A	that , that 's better okay .	49
405.589	408.755	A	so , go from mount bern	50
409.279	412.320	A	to straight to mount zurich i think maybe that 's better .	51
413.065	414.637	A	that would cost a lot .	52
414.877	416.195	A	yeah .	53
416.959	419.430	A	then mount saint gallen maybe ?	54
422.988	425.449	A	yeah , it 's better .	55
427.385	430.246	A	i 'm gon na go from mount bern to mount basel .	56
432.498	436.141	A	oh you 're gon na go from saint gallen right down to mount davos .	57
436.580	438.258	A	yeah that 's better .	58
439.179	440.843	A	so we cut the 5 out .	59
442.053	443.600	B	i 'll go from	60
450.625	455.281	A	uh no i think you should go from mount davos to mount luzern , but if you want to go from mount	61
456.401	458.188	A	yeah , maybe like that 's better .	62
459.715	463.161	A	and then mount luzern to mount zermatt .	63
466.163	467.708	A	yeah , perfect .	64
468.485	470.257	A	oh good , should i go to mount	65
471.270	476.671	A	interlaken interlaken or mount montreux ?	66
477.373	477.866	A	i think	67
477.458	480.426	B	um montreux i think .	68
480.663	481.381	A	okay .	69
482.659	483.950	A	and then i 'll go to mount	70
483.950	484.836	A	interlaken .	71
484.048	485.005	B	interlaken .	72
485.174	485.990	A	yeah .	73
487.272	488.182	A	oh actually	74
488.425	489.464	A	oh next time	75
489.464	492.899	A	can you erase mount interlaken so we go straight mount	76
493.254	495.968	A	neuchatel because that costs more , mount	77
496.334	497.403	A	interlaken .	78
499.564	500.999	B	so , erase what ?	79
501.147	507.481	A	um mount montreux to mount interlaken because that costs 4 .	80
508.034	509.525	B	but how do you erase this ?	81
510.959	511.873	A	maybe you already	82
512.098	513.716	A	erase	83
513.982	514.967	B	how do you erase this ?	84
522.818	523.238	B	yeah .	85
527.971	532.209	A	yeah then i think you go should mount montreux , to mount neuchatel ?	86
532.955	534.024	B	okay .	87
535.744	536.264	A	yeah .	88
537.061	542.612	A	then i 'm gon na go , to mount basel , and then i go mount basel to mount interlaken .	89
544.092	545.400	A	oh you ca n't do that .	90
547.369	549.831	A	then you go from this to that yeah that 's better .	91
551.275	553.235	A	oh no that cost 4 .	92
554.470	556.947	B	so should we go from mount	93
557.650	560.066	B	neuchatel to mount interlaken ?	94
561.571	564.787	A	yeah then cut out mount basel to mount interlaken .	95
565.154	565.822	A	maybe .	96
568.288	568.731	A	yeah .	97
569.170	570.689	A	and then just do mount	98
571.407	573.094	A	to interlaken to mount zermatt ?	99
573.322	574.370	A	maybe that 's better ?	100
585.458	587.343	A	yeah like that , i think that 's better .	101
587.540	588.133	B	yeah .	102
587.677	589.303	A	do you wanna , do , it ?	103
590.826	593.530	A	yeah let 's go , i 'm ticking it .	104
594.653	596.781	A	okay tick it maybe .	105
596.583	597.176	B	okay .	106
597.417	598.481	A	yeah .	107
601.409	602.143	A	uh	108
604.907	605.333	A	okay .	109
606.153	606.913	A	uh	110
607.358	609.531	A	i 'm gon na start	111
610.227	614.169	A	at mount zermatt because that 's the , no what is the cheapest ?	112
614.200	615.096	B	okay .	113
616.052	617.830	A	which one is the cheapest bob ?	114
618.483	619.441	B	i do n't know .	115
619.243	620.964	A	okay uh okay go from	116
621.466	622.210	A	mount	117
623.092	624.474	A	saint gallen	118
625.329	626.924	A	to mount davos	119
626.879	628.155	B	that 's 2 .	120
628.317	630.413	A	that 's 2 okay then	121
633.142	637.518	A	i 'm gon na go from mount davos to mount zermatt .	122
638.155	639.431	B	that 's 3 .	123
638.853	640.176	A	that 's 3 yeah .	124
641.310	643.574	B	then i 'm going to go from	125
644.166	646.895	B	mount zermatt to mount , luzern ?	126
646.606	647.260	A	yeah .	127
651.537	655.488	A	luzern to mount zurich maybe that costs less .	128
657.892	660.855	A	yeah that cost 2 , perfect .	129
661.685	665.190	A	then maybe to mount zermatt how much does that cost ?	130
664.916	665.509	B	3 .	131
666.105	666.622	A	3 ?	132
668.475	668.992	A	wait .	133
670.041	670.664	A	or	134
670.983	674.755	A	maybe try mount zurich to mount basel how much is that ?	135
674.015	674.698	B	yeah .	136
675.716	678.597	A	basel basel .	137
679.843	681.500	A	that 's 5 so do n't do that .	138
683.428	686.315	A	so we should do mount zurich to mount bern yeah .	139
686.825	687.965	A	i 'll do that now .	140
687.904	688.755	B	okay .	141
689.788	690.670	A	then	142
692.537	694.634	B	then mount bern to mount basel ?	143
694.917	695.480	A	yeah .	144
695.920	696.893	A	how much is that ?	145
696.918	698.240	B	that 's 3 .	146
697.769	698.999	A	yeah that 's better .	147
700.821	701.900	B	uh	148
701.140	704.028	A	we have n't got any 5s or even 4s yet so	149
706.087	711.101	B	should i go from mount basel to , mount , neuchatel ?	150
712.001	712.883	A	uh	151
713.202	714.267	A	see how much that is yeah .	152
714.615	715.375	A	do that .	153
716.426	721.347	A	that 's 4 , maybe try mount basel from to mount interlaken .	154
721.582	722.797	B	we ca n't do that .	155
722.721	723.983	A	you ca n't , okay .	156
725.642	729.806	A	i 'm gon na try mount bern to mount mount interlaken .	157
730.883	731.932	A	how much is that ?	158
731.780	732.722	B	that 's 4 .	159
732.904	734.925	A	yeah i 'm gon na go do n't do that uh .	160
736.625	739.771	B	uh mount zermatt to mount montreux .	161
742.266	744.226	A	yeah that 's 2 that 's perfect .	162
744.713	749.016	A	okay , then , do mounts montreux to mount interlaken .	163
751.907	753.046	B	how much is that ?	164
751.967	753.077	A	that 's 4 .	165
754.292	757.240	A	i 'm gon na do so wait , i 'm gon na erase , that .	166
759.928	762.603	A	have to erase it , oh you ca n't because you 've done it .	167
765.539	766.739	A	uh	168
767.712	768.289	A	wait .	169
768.611	771.878	B	maybe try mount montreux to mount , neuchatel ?	170
772.156	776.387	A	wait so i 'll erase , i 'm gon na go from mount montreux to mount neuchatel how much is that ?	171
776.617	777.954	B	2 that 's perfect .	172
777.103	782.842	A	yeah that 's perfect then go from mount neuchatel to mount , interlaken .	173
784.926	785.746	A	and then	174
786.339	787.296	A	i think go	175
787.903	792.295	A	from mount interlaken to mount basel , it 's better .	176
793.832	795.139	B	you ca n't do that .	177
795.109	796.446	A	you ca n't ?	178
796.157	796.765	B	yeah .	179
797.282	799.029	A	then i think we should submit .	180
799.986	800.518	A	yeah ?	181
800.685	801.217	B	yeah .	182
805.792	806.840	B	what .	183
805.792	807.631	A	oh what oh .	184
808.314	809.986	A	oh i 've got 1 franc okay .	185
820.739	825.541	A	uh um maybe go from mount zermatt to mount zurich .	186
825.541	828.507	A	oh no maybe go from mount zermatt to mount luzern .	187
828.656	829.507	B	okay .	188
830.024	830.920	B	how much is that ?	189
830.966	832.424	A	3 franc .	190
833.071	835.564	A	maybe that 's too expensive .	191
835.785	837.563	B	yeah maybe i 'll erase it .	192
837.381	840.743	A	yeah , then try mount zermatt to mount	193
840.393	841.457	B	it 's your turn .	194
841.594	844.754	A	okay i 'll just see for mount zermatt to mount davos .	195
845.153	846.034	B	okay .	196
846.672	848.313	A	how much is that bob ?	197
847.873	849.256	B	that 's 3 .	198
850.637	851.792	A	you can go for 3 .	199
852.020	853.779	A	oh though last time it was 2 .	200
855.700	858.010	A	yeah , do you wannna do 3 or , 2 ?	201
858.662	862.127	B	i do n't know , try , mount davos to mount zermatt .	202
865.013	865.651	A	mount	203
867.604	869.716	A	oh yeah oh , wait .	204
870.050	873.029	A	bob so you wanna do mount zermatt to mount davos ?	205
873.863	874.562	B	yeah .	206
874.896	877.555	B	no mount luzern to mount davos .	207
878.122	883.384	A	mount , okay , so i 'm gon na erase mount zermatt , wait i 'm gon na have a look at our previous solutions .	208
886.183	887.474	A	last time we did	209
887.976	889.206	A	mount zermatt	210
889.890	891.712	A	we need to find as a way to do	211
891.971	895.678	A	mount zermatt to mount davos or mount davos .	212
895.864	899.100	A	why do n't you do , this , why do n't you do mount gallen	213
900.149	901.729	A	to mount davos .	214
903.318	909.233	A	mount saint gallen , yeah , and then to mount davos , to mount luzern , see how much that is .	215
911.865	912.792	A	that 's 3 .	216
913.719	916.150	A	how much is mount luzern to mount zermatt ?	217
916.555	917.725	B	okay .	218
917.774	919.932	A	how much is that , which i just put ?	219
919.638	920.853	B	that 's 3 .	220
922.206	923.893	A	yeah then i 'll not gon na do that .	221
924.646	927.275	A	uh how do we get to mount zermatt uh .	222
931.644	933.695	A	oh you know what that 's 3 3 6 .	223
934.419	935.027	A	7 8 .	224
935.361	936.744	A	8 that 's 8 .	225
939.087	943.139	A	i 'll go to mount luzern to mount zurich how much is that , that 's 2 .	226
942.257	943.609	B	that 's 2 .	227
943.944	945.022	A	is that okay ?	228
944.840	945.615	B	yeah .	229
945.615	946.540	A	it 's better .	230
947.452	948.227	A	because we did	231
947.695	950.947	B	i 'll i 'll do from mount zurich to mount bern .	232
951.777	952.369	A	okay .	233
952.855	953.737	B	how much is that ?	234
953.752	954.876	A	3 , i do n't	235
956.242	957.610	A	yeah , do that one .	236
958.774	959.792	B	um	237
961.038	963.859	A	then do mount bern to mount zermatt .	238
964.786	965.975	A	maybe that 's better .	239
966.340	967.905	B	you ca n't do that .	240
967.595	968.066	A	oh .	241
969.793	970.857	A	then do	242
971.225	973.444	B	mount bern to mount interlaken ?	243
973.980	974.527	A	yeah .	244
974.937	976.426	A	i think that 's 4 though .	245
977.068	978.041	A	so do n't do that .	246
978.087	979.029	B	is that 4 ?	247
978.406	980.184	A	oh yeah it 's , it is 4 .	248
980.434	981.380	B	okay .	249
981.753	983.014	B	should erase that .	250
981.813	982.832	A	okay .	251
984.076	987.404	A	how much is , wait look at our uh previous reviews .	252
988.122	991.287	A	see how much mount bern to mount basel was would you ?	253
991.135	994.159	B	mount bern to mount basel is 3 .	254
994.603	995.530	A	3 okay .	255
996.488	997.764	A	do you wanna do that ?	256
998.260	999.704	B	um okay .	257
999.764	1000.463	A	yeah .	258
1003.105	1003.890	A	then	259
1004.573	1007.515	A	i think we should go from mount bern to mount basel then	260
1007.932	1008.707	A	go from	261
1009.926	1012.601	A	basel to interlaken see how much that is ?	262
1013.024	1013.556	A	maybe .	263
1013.206	1014.467	B	you ca n't do that .	264
1014.407	1014.954	A	oh .	265
1015.835	1017.598	A	okay , then go to mount	266
1019.132	1019.801	A	uh	267
1020.418	1024.095	A	can you go to mount zermatt to mount mount montreux ?	268
1027.233	1027.780	A	yeah .	269
1027.279	1028.175	B	how much is that ?	270
1028.130	1028.722	A	2 .	271
1028.996	1030.196	B	okay that 's good .	272
1030.515	1031.229	A	then	273
1032.171	1033.052	A	mount	274
1033.725	1036.916	A	interlaken see that 's 4 though do n't do that .	275
1037.457	1040.739	B	so should i do mount montreux to mount neuchatel ?	276
1040.890	1041.726	A	yeah .	277
1042.778	1043.508	B	um	278
1043.584	1049.858	A	then we 're gon na be stuck in the same position of how do we get to mount interlaken i 'm gon na try this .	279
1051.052	1052.572	A	uh how much is that ?	280
1053.210	1053.833	B	what ?	281
1054.065	1056.010	A	this mount bern to	282
1055.250	1056.131	B	that 's 4 .	283
1056.435	1057.453	A	that 's , okay .	284
1057.848	1060.427	A	we need to found another way to get to mount though .	285
1061.022	1062.238	B	interlaken .	286
1061.645	1062.390	A	yeah .	287
1063.165	1065.307	A	try to zermatt to interlaken .	288
1065.752	1066.238	B	yeah .	289
1066.831	1067.545	A	does that work ?	290
1068.289	1069.200	B	let 's see .	291
1069.307	1071.009	A	that 's 2 perfect yeah do that .	292
1071.347	1072.213	A	i think that 's it .	293
1072.931	1073.569	B	yeah .	294
1073.007	1074.238	A	do you wanna do that , yeah .	295
1074.587	1075.073	A	done .	296
