start	end	interlocutor	utterance	utterance_no
499.508	500.047	A	yeah .	144
500.356	501.932	B	okay you are next move .	145
502.380	504.176	B	we should go to mount bern then mount basel .	146
504.098	505.898	A	okay , so should i go	147
505.983	507.615	B	i think so , i 'm not sure though .	148
508.093	509.190	A	oh try it .	149
510.709	512.454	B	it 's another 3 .	150
512.369	513.044	A	yeah .	151
514.459	516.003	A	so it goes	152
514.651	516.988	B	so should i go to mount basel ?	153
517.499	518.535	A	yeah i think .	154
517.555	520.561	B	then mount neuchatel then mount interlaken then	155
520.223	523.937	A	yeah i think we should i , i think we should .	156
520.702	524.134	B	mount montreux , or should we go	157
525.062	525.794	A	oh .	158
525.428	529.648	B	or should we go um mount montreux then mount interlaken ?	159
530.233	532.090	B	we finish at interlaken .	160
533.380	534.794	A	we should finish at interlaken .	161
536.222	539.855	B	that was 4 franc 4 francs just to get from mount	162
537.886	539.939	A	no we should n't we should n't we should n't .	163
540.333	541.374	A	it 's too much	164
542.049	543.202	A	well wait i mean	165
544.328	546.213	B	wait how much is this ?	166
548.103	548.741	A	4 .	167
549.649	551.248	B	it was 4 same way .	168
556.455	557.416	B	how much is this ?	169
562.383	562.974	A	3 .	170
565.008	566.463	B	then or we can just	171
567.011	569.768	B	go to mount neuchatel mount basel then mount bern .	172
569.908	573.594	B	because it 's weird , because this is kind of like a circle , a circle has no end .	173
573.831	574.548	A	yeah .	174
573.847	575.535	B	has a beginning but no end .	175
576.103	576.491	A	yeah .	176
577.476	578.996	A	okay so , from	177
578.567	582.231	B	so we can start anywhere and end up at the same place .	178
584.640	586.676	B	i 'm not sure	179
585.692	587.605	A	so mount basel then bern .	180
587.984	588.519	A	okay .	181
588.744	590.488	B	i 'm not sure though .	182
590.938	592.120	A	basel .	183
602.635	603.338	A	um	184
603.619	604.942	A	and then mount bern .	185
603.619	604.660	B	mount	186
604.660	606.348	B	yeah , i think so .	187
606.011	608.008	A	wait how much was the	188
607.692	608.262	B	4 .	189
610.175	611.075	A	okay .	190
610.311	615.520	B	oh wait , if we if we do n't do that if you erase mount basel	191
617.242	622.244	B	and then make mount basel go to mount interlaken then mount neuchatel to mount bern .	192
622.739	624.889	B	so kind of like rearrange it .	193
623.960	627.002	A	so should i erase the one we just did ?	194
626.470	630.634	B	yeah i think so but i 'm gon na have to erase one too .	195
630.291	630.859	A	okay .	196
630.811	631.548	B	okay .	197
631.926	632.380	B	go .	198
633.307	634.545	A	erased .	199
637.361	638.141	B	so .	200
639.042	645.541	B	mount basel , no , mount basel goes to no that wo n't work actually we have to redo that one .	201
650.532	651.883	B	this one uh .	202
653.199	655.456	B	and then you go to mount bern then mount basel .	203
655.444	657.076	A	mount bern .	204
656.260	657.188	B	yep bern .	205
657.526	659.074	A	from mount neuchatel ?	206
658.377	666.051	B	no actually you have to go mount bern you have to do mount zurich oh this is so confusing uh	207
667.007	671.199	B	if we went this way and then go up and meet there .	208
671.916	679.118	B	i think what we should do is go mount neuchatel to mount bern , and erase mount zurich and make mount zurich go to mount basel .	209
678.837	681.256	A	okay , so should i do it ?	210
681.992	683.141	B	so where is mount	211
685.466	689.500	A	i 'm just gon na draw the thing from neuchatel to bern .	212
689.021	690.061	B	okay .	213
690.653	691.497	A	first .	214
691.976	693.242	A	how much is it ?	215
693.157	694.142	B	5 .	216
695.710	698.411	A	okay and then should i erase mount zurich ?	217
700.087	701.416	B	i thought uh	218
702.012	709.326	B	i think actually i am confused i think i should do it we should just do a normal circle , and meet at bern .	219
709.214	710.255	A	yeah okay .	220
710.659	713.732	B	it 's really getting confused .	221
710.975	713.141	A	so which one should i erase ?	222
713.732	714.464	B	the 5 .	223
714.830	717.502	B	uh mount neuchatel to mount bern .	224
716.630	718.599	A	so the long one .	225
717.981	719.078	B	yeah long one .	226
719.078	719.725	A	that one ?	227
720.400	721.132	B	yes .	228
720.991	721.891	A	okay .	229
722.713	725.189	B	i think we should go there how much that is that ?	230
734.498	735.877	B	okay .	231
735.877	738.683	B	um how much with that ?	232
737.987	741.545	A	um the one from neuchatel to basel , 4 .	233
743.288	744.246	B	how much was that ?	234
744.724	745.372	B	3 .	235
744.809	745.765	A	3	236
745.709	746.778	B	i think we should submit .	237
747.313	747.875	A	now ?	238
748.354	750.042	B	yeah because it comes like a circle .	239
748.382	749.310	A	so press .	240
749.929	750.661	A	okay .	241
755.919	756.960	B	what ?	242
757.607	759.801	A	8 franc .	243
770.098	770.975	B	oh okay .	244
771.566	772.962	A	so we have to start again .	245
783.499	786.342	A	away from the minimum , so you have to have	246
789.211	791.039	B	okay .	247
791.771	793.523	A	8 francs .	248
793.962	796.888	B	how did you , 4 so we have to take away the 4 .	249
794.047	795.031	A	so	250
800.124	810.137	B	if we started from mount , so wait , we should if we start from mount interlaken then mount zermatt and then we do that , just we take out mount montreux , the things .	251
810.747	813.025	B	and then we put mount neuchatel .	252
814.256	815.328	B	to mount	253
816.367	819.239	B	basel so we have 4 minus , okay .	254
821.058	825.355	B	so we erase the the things to go away from mount montreux .	255
825.900	826.336	A	wait	256
826.589	827.405	B	so	257
826.842	828.024	A	wait which one ?	258
829.681	831.003	B	okay .	259
835.278	841.496	B	uh try to uh erase the mount interlaken and mount zermatt the ones to go to montreux .	260
841.665	842.570	A	this one ?	261
844.089	844.595	B	what ?	262
845.496	846.565	B	which one ?	263
846.930	848.956	B	the one that um	264
847.859	851.601	A	the montreux to mount mount zermatt .	265
850.954	851.798	B	yeah .	266
854.127	855.476	A	it 's not working .	267
856.707	858.021	B	my gosh .	268
859.372	861.228	B	this one i want this one .	269
861.940	863.170	B	wait what ?	270
874.647	876.456	A	it wo n't let me erase .	271
882.434	883.101	B	oh .	272
890.721	895.661	A	no i do n't it wo n't because mount bern is joining them to joining them together .	273
899.496	900.065	A	yeah .	274
906.019	906.750	B	then	275
907.172	911.448	B	you can take then mount zermatt can go to mount interlaken .	276
911.414	912.033	A	okay .	277
911.842	915.696	B	and then erase the 4 , to go to mount neuchatel .	278
915.218	917.553	A	should i do it to zermatt ?	279
916.587	919.607	B	no wait no uh um .	280
922.241	924.745	B	so that one goes to there .	281
925.561	926.855	B	oh that good .	282
927.969	930.388	B	my idea 's not gon na work .	283
930.051	930.839	A	wait .	284
931.345	934.243	A	so we erase the long one	285
931.565	934.580	B	if that goes together oh actually it will .	286
938.900	940.644	B	it will uh .	287
941.122	944.752	B	you you have to erase the mount neuchatel to mount interlaken .	288
945.131	946.523	A	mount neuchatel .	289
948.046	950.771	A	no because they have to be joined .	290
952.149	952.980	B	they do ?	291
952.992	953.555	A	yeah .	292
953.836	959.716	A	otherwise you because if then if it breaks two bits apart then uh you ca n't erase .	293
960.960	965.678	B	then you should try mount montreux to mount neuchatel and then erase the interlaken part .	294
965.481	968.941	A	mount montreux to mount neuchatel .	295
968.396	969.061	B	yeah .	296
969.569	972.341	A	montreux to mount neuchatel .	297
972.799	974.395	B	it is 2 francs , okay .	298
973.446	974.515	A	okay i did that .	299
975.414	976.151	B	now .	300
976.352	979.298	A	then you erase the one you wanted to .	301
976.428	977.722	B	little	302
978.257	979.129	B	there .	303
979.980	982.148	B	and then from interlaken to mount zermatt .	304
985.700	986.798	A	okay .	305
986.179	988.276	B	it still 4 francs .	306
990.371	991.271	A	hmm	307
996.174	998.565	B	can we submit as many times we want ?	308
999.100	999.803	A	yeah .	309
1001.949	1002.877	B	i 'm gon na submit .	310
1002.799	1003.809	A	waiting for your	311
1012.881	1014.569	A	7 francs .	312
1015.767	1016.470	B	what ?	313
1017.399	1018.187	B	what ?	314
1020.353	1024.533	A	the minimum is 7 francs .	315
1025.845	1028.208	B	uh we have to get 7 francs less .	316
1028.433	1034.398	B	we know mount zermatt to mount interlaken is 4 francs and we know mount neuchatel to mount basel is 4 francs .	317
1034.928	1035.969	B	we do n't want	318
1034.928	1037.544	A	one , one of them you said was 5 .	319
1040.328	1041.988	B	which , what ?	320
1040.835	1042.745	A	i ca n't remember which one that was though .	321
1042.914	1045.418	A	i think it was mount basel to mount zurich .	322
1046.609	1049.075	B	no that was not never connected let me see .	323
1050.247	1052.592	B	uh the one that was 5 was neuchatel to bern .	324
1055.033	1055.630	A	yeah .	325
1059.132	1059.864	A	it 's hard .	326
1059.217	1059.812	B	um	327
1061.677	1062.537	B	it 's very hard .	328
1062.537	1065.350	B	how about mount montreux to neuchatel ?	329
1065.209	1067.995	A	mount montreux to	330
1066.082	1067.713	B	no , no , no .	331
1068.614	1069.570	A	um	332
1069.075	1074.240	B	mount neuchatel to mount interlaken , no , how would you get this to connected .	333
1074.932	1079.518	B	how many places so if you press mount montreux how many places can it go ?	334
1079.574	1081.909	A	mount montreux um	335
1082.609	1090.948	A	it can go to interlaken mount zurich , mount zermatt sorry , and mount neuchatel , so it can go three places .	336
1088.641	1090.382	B	um	337
1091.226	1095.981	B	okay , how many times , how many places can now interlaken go ?	338
1097.299	1098.436	A	it can go	339
1099.615	1112.781	A	to mount bern mount luzern mount zermatt mount montreux and mount neuchatel so it can go one two three four five .	340
1116.041	1118.685	A	do you want , that 's a	341
1116.913	1129.601	B	if no uh if , mount neuchatel goes , if mount montreux can go anyway else but not connect to um interlaken .	342
1130.947	1131.904	A	hmm ?	343
1132.101	1134.914	B	can mount interlaken go any way ?	344
1135.161	1137.115	A	any way , what ?	345
1135.875	1146.055	B	can can mount , how would you connect mount montreux with the rest without interlaken if you can not touch mount interlaken .	346
1146.642	1149.380	A	i 'm not sure because	347
1146.819	1149.408	B	oh , i have an idea !	348
1151.053	1155.316	B	if you go mount neuchatel to mount zermatt and just skip interlaken .	349
1155.793	1158.128	B	now mount neuchatel touch interlaken .	350
1155.877	1157.368	A	so	351
1158.916	1160.230	A	wait	352
1159.028	1160.463	B	it goes like kind of like	353
1170.135	1172.048	A	um wait what ?	354
1171.261	1174.102	B	so , mount neuchatel goes to mount montreux .	355
1174.440	1176.381	B	but neuchatel goes to interlaken .	356
1176.770	1179.501	B	how much is mount neuchatel to go to interlaken .	357
1179.501	1182.867	A	neuchatel to interlaken , should i do it ?	358
1182.680	1183.271	B	yeah .	359
1183.327	1184.368	A	okay .	360
1186.046	1186.974	B	3 .	361
1190.829	1193.108	A	neuchatel to montreux .	362
1194.655	1195.270	A	now	363
1194.766	1195.354	B	2 .	364
1195.664	1196.142	A	yeah .	365
1197.388	1200.734	B	okay , so if i go to uh mount montreux .	366
1202.657	1204.092	B	if i did this .	367
1204.233	1212.054	B	go to mount interlaken to mount bern , then to mount basel , and to mount zurich and to mount saint gallen and you go like ching .	368
1211.351	1212.375	A	try it .	369
1213.776	1215.577	A	we can try it you know .	370
1214.508	1217.434	B	so mount interlaken to mount bern .	371
1217.124	1217.884	A	4 .	372
1218.661	1220.434	B	to mount basel .	373
1221.671	1222.544	B	3 .	374
1226.180	1228.881	A	okay and then you want me to go to mount zurich ?	375
1228.853	1229.556	B	yeah .	376
1229.705	1230.520	A	okay .	377
1232.198	1232.761	A	there .	378
1233.323	1235.377	B	that 's 5 , oh my gosh .	379
1235.066	1237.290	A	then which one do you want me to go ?	380
1236.503	1238.641	B	that 's 5 though .	381
1238.219	1240.779	A	yes so should we erase that one ?	382
1243.110	1247.245	A	okay , so and then maybe we could go from mount	383
1247.882	1249.064	A	no that wo n't work .	384
1250.598	1253.271	B	we have to get mount basel to mount zurich .	385
1253.862	1256.365	B	if we did that idea and submitted it .	386
1256.675	1260.248	B	and then we can combine all the ideas to make a new one .	387
1260.220	1261.092	A	okay .	388
1262.217	1263.005	A	try .	389
1263.033	1266.044	B	so how much is this , this is 2 right ?	390
1266.269	1267.141	A	yeah .	391
1269.331	1270.822	B	um how much is that ?	392
1271.807	1272.566	B	3 .	393
1272.707	1274.564	B	now mount davos .	394
1274.817	1277.884	A	mount davos , to where ?	395
1279.991	1281.820	B	to luzern .	396
1282.467	1283.479	A	luzern .	397
1283.986	1288.093	A	no , wait , so from mount luzern to mount davos ?	398
1290.746	1291.646	A	okay .	399
1291.055	1294.994	B	yeah saint mount saint gallen to mount davos .	400
1298.546	1301.134	B	this 2 then this how much is that ?	401
1301.613	1302.316	A	3 .	402
1304.499	1305.286	B	we submit .	403
1306.749	1307.481	A	should we ?	404
1307.706	1309.872	B	yeah could we do the full circle ?	405
1315.071	1319.066	A	i think , we did the exact same one as we did before .	406
1317.941	1319.854	B	no really ?	407
1320.632	1321.476	A	wait .	408
1321.869	1324.852	A	wait , maybe we should n't start , wait	409
1322.010	1325.217	B	um actually , no we	410
1326.070	1327.419	B	first one second	411
1328.497	1329.304	B	thirdy	412
1329.698	1330.486	A	bob .	413
1331.246	1334.087	A	maybe we should try starting somewhere different .	414
1334.375	1335.148	B	yeah .	415
1335.248	1336.936	A	like not at mount montreux .	416
1337.189	1338.576	B	maybe	417
1337.392	1340.171	A	maybe like somewhere in the middle so .	418
1340.882	1342.711	B	we could go mount luzern .	419
1342.936	1345.074	B	that 's in the middle you can go five places .	420
1343.198	1344.380	A	luzern yeah .	421
1345.046	1346.011	A	try it try it .	422
1346.377	1347.418	A	wait , i 'll try .	423
1346.785	1347.488	B	you are the uh	424
1347.713	1352.313	B	how about mount luzern to mount zermatt to mount bern to mount no	425
1347.854	1348.979	A	wait wait	426
1351.633	1354.714	A	to mount luzern to mount zermatt ?	427
1355.619	1356.359	B	i have an idea	428
1356.605	1366.240	B	if we went mount luzern to mount bern to mount basel to mount neuchatel to mount interlaken to mount montreux to mount zermatt to mount davos to mount saint gallen to mount zurich , back to mount	429
1366.071	1366.521	A	wait	430
1366.817	1369.996	A	try should i try mount luzern to mount bern	431
1369.788	1370.295	B	yeah .	432
1370.576	1371.083	A	okay .	433
1372.840	1373.473	B	it 's 3	434
1373.655	1374.049	A	okay .	435
1373.655	1375.372	B	and mount basel	436
1375.976	1376.313	B	to mount	437
1376.989	1377.495	B	bern .	438
1377.771	1379.769	A	mount bern mount basel .	439
1380.766	1383.847	B	how much , would this be .	440
1380.935	1381.779	A	3 .	441
1384.502	1385.022	B	4 .	442
1385.051	1385.923	A	yeah , that 's 4 .	443
1386.288	1387.189	B	how much is that ?	444
1387.648	1388.042	A	3 .	445
1388.970	1391.052	B	now how about interlaken to mount montreux ?	446
1391.609	1392.875	A	that 's 4 remember .	447
1394.271	1395.382	B	no it is n't .	448
1395.537	1396.085	B	try .	449
1396.226	1397.633	A	remember it 's 4 .	450
1397.070	1398.772	B	wait no wait do n't .	451
1399.657	1400.909	A	where to then ?	452
1400.065	1400.909	B	it is 4 .	453
1402.464	1402.871	A	where to ?	454
1405.579	1406.304	A	interlaken ?	455
1406.459	1407.809	A	how about interlaken ?	456
1408.147	1409.342	A	interlaken to	457
1409.448	1414.595	B	no how about mount bern to mount montreux , no , that would n't work , how would you get	458
1409.624	1410.538	A	mount	459
1414.195	1415.835	A	what about mount interlaken	460
1415.889	1416.620	B	to mount bern	461
1416.677	1417.155	A	to	462
1417.535	1418.998	A	no not to mount bern	463
1419.293	1420.489	A	mount zermatt	464
1422.083	1425.101	B	oh yeah but how would you get mount mount montreux then ?	465
1425.279	1427.966	A	oh or we could just go to there and then go	466
1428.195	1429.123	A	to	467
1428.451	1432.213	B	oh how about mount montreux to mount zermatt to mount davos to mount saint gallen to mount zurich	468
1432.498	1434.763	B	and you might do mount zurich to mount	469
1432.611	1434.749	A	mount , mount , wait what ?	470
1435.347	1441.307	B	you go , you go full circle but you do not connect mount interlaken and mount um montreux .	471
1435.395	1436.975	A	wait , so , from	472
1441.938	1443.795	A	okay how are meant do that ?	473
1444.703	1445.266	A	wait .	474
1445.941	1449.828	A	if you go to mount , zermatt and then to mount	475
1452.251	1456.184	A	if you go to mount wait no , if you go to mount zermatt	476
1456.718	1458.954	A	mount and then to mount montreux .	477
1459.689	1460.533	B	yeah .	478
1460.885	1463.347	A	mount , yeah like , so should i do ?	479
1462.081	1463.248	B	but how would you do	480
1463.412	1464.664	B	yeah , i think .	481
1464.805	1466.394	A	i 'll do , i 'll do this one .	482
1469.125	1469.984	A	how much is that ?	483
1470.181	1470.645	B	2 .	484
1471.503	1473.697	B	how would you connect mount montreux then ?	485
1475.080	1476.388	A	um oh wait !	486
1475.783	1476.641	B	uh	487
1476.833	1477.916	A	no that wo n't work .	488
1478.548	1481.952	B	to mount neuchatel , to mount montreux to mount zermatt	489
1478.562	1479.476	A	actually	490
1482.833	1483.438	A	wait .	491
1484.280	1484.815	A	so	492
1485.518	1486.447	A	wait which one ?	493
1486.714	1489.568	B	mount neuchatel to mount montreux i 'm not sure how that will work though .	494
1489.512	1492.480	A	wait should i erase the one from mount interlaken ?	495
1491.467	1492.241	B	no .	496
1493.688	1496.291	B	try just try , just try mount neuchatel .	497
1496.688	1498.039	B	to mount montreux .	498
1498.737	1499.117	A	okay .	499
1500.115	1501.142	A	that was 2 .	500
1501.980	1505.399	B	and then i went mount montreux to zermatt .	501
1506.283	1506.762	A	2 .	502
1507.015	1508.211	B	to mount davos .	503
1509.874	1510.446	A	3 .	504
1511.327	1513.578	B	and then you go mount saint gallen to mount zurich .	505
1513.803	1516.025	A	mount saint gallen	506
1513.803	1515.997	B	and then we connect it to mount luzern	507
1516.690	1518.252	A	to mount zurich .	508
1519.662	1521.959	B	to mount saint luzern , submit .	509
1523.473	1523.979	A	submit .	510
1527.711	1528.780	A	again , wait !	511
1529.202	1529.835	A	wait .	512
1529.961	1530.412	B	yeah ?	513
1531.465	1533.772	A	we forgot to erase the 2 that we did n't need .	514
1534.068	1535.417	A	we forgot to erase , the	515
1535.810	1538.300	A	um mount neuchatel to mount interlaken	516
1538.501	1540.062	A	and interlaken to zermatt	517
1540.062	1541.385	A	we did n't need them anymore .	518
1540.189	1540.639	B	okay .	519
1542.458	1544.487	B	but how would you connect mount interlaken ?	520
1545.415	1546.554	B	from mount to mount bern ?	521
1548.087	1548.917	A	that 's 4 .	522
1549.764	1551.790	B	that 's 4 .	523
1553.313	1554.565	A	okay my	524
1553.795	1555.496	B	okay wait wait um	525
1559.206	1559.838	B	that ?	526
1561.458	1562.818	A	that 's the one that we	527
1562.948	1563.887	B	just did .	528
1563.353	1563.835	A	or	529
1565.031	1566.272	A	no that wo n't work wait .	530
1566.531	1567.131	A	wait .	531
1567.455	1567.939	A	um	532
1568.799	1569.285	A	wait .	533
1569.480	1570.533	A	or you could	534
1569.528	1569.901	B	yeah ?	535
1570.910	1571.849	A	keep the one	536
1571.881	1573.777	B	what 's wait , why , if we ?	537
1575.179	1575.795	A	and then	538
1576.232	1578.630	A	from mount interlaken to mount bern and then	539
1579.066	1581.317	A	we have , no that 's not a full circle so	540
1580.459	1581.479	B	wait um .	541
1582.180	1587.509	B	if we did mount neuchatel , we just erase mount neuchatel to mount interlaken	542
1587.956	1593.301	B	and the mount zermatt to interlaken mount interlaken and we might we may put mount interlaken	543
1594.634	1597.598	B	to mount luzern because we did n't do that .	544
1598.418	1599.432	A	uh wait .	545
1600.258	1601.165	A	um	546
1601.937	1602.406	A	wait what ?	547
1604.269	1606.829	A	i keep forgetting what you say .	548
1606.505	1608.999	B	erase the mount neuchatel please .	549
1608.668	1612.880	A	neuchatel , which one because there are three connecting to neuchatel .	550
1612.329	1614.802	B	uh the one that goes to mount interlaken .	551
1616.318	1616.821	A	that one ?	552
1619.261	1621.431	B	and we erase this one .	553
1623.327	1624.266	B	oh gosh .	554
1624.740	1627.299	B	and you go mount interlaken to mount luzern , try that .	555
1629.425	1631.710	A	mount interlaken to mount luzern .	556
1631.412	1631.817	B	yeah .	557
1634.063	1636.266	A	eww it needs to be connected .	558
1637.231	1637.863	B	it is .	559
1638.154	1638.592	A	wait .	560
1638.964	1640.730	A	and then , there we go , sorry .	561
1641.382	1644.217	B	4 let me try , submit .	562
1651.816	1652.562	A	ahh	563
1651.816	1653.242	B	ahh	564
1667.606	1668.221	A	so	565
1669.857	1673.209	B	so ours was just price 28 .	566
1674.230	1675.384	B	29 .	567
1680.345	1681.301	A	um	568
1682.099	1682.731	B	oh so wait .	569
1683.087	1685.112	B	ours so if	570
1688.932	1689.596	A	4 .	571
1689.337	1690.552	B	what happens if we do n't ?	572
1691.151	1692.561	B	what happens if	573
1693.257	1694.569	B	had anybody solved this	574
1705.382	1708.022	A	i know matt and sarah did say it was hard .	575
1711.912	1718.376	B	if , wait , if we did n't do the basel to um to neuchatel	576
1719.454	1719.892	A	uh	577
1719.989	1723.379	B	so wait if i reloaded the better one and then	578
1724.837	1725.339	B	did	579
1727.679	1731.599	B	neuchatel to interlaken okay wait i 'm gon na upload upload one .	580
1731.956	1736.913	B	and we erase mount basel but i would do one from mount neuchatel to mount interlaken okay ?	581
1737.104	1739.307	A	erase mount basel ?	582
1738.918	1739.307	B	yeah !	583
1739.803	1741.083	A	which one though there is two .	584
1741.439	1742.184	B	the one that	585
1742.492	1743.464	B	um goes	586
1743.075	1743.902	A	neuchatel ?	587
1743.464	1743.902	B	yes .	588
1746.092	1746.610	A	okay .	589
1746.335	1750.028	B	and then add one to mount interlaken .	590
1750.952	1752.102	A	from neuchatel ?	591
1751.729	1752.150	B	yes .	592
1753.732	1754.234	A	and then	593
