start	end	interlocutor	utterance	utterance_no
843.818	844.549	A	oh my god .	334
844.058	845.435	B	yes .	335
846.154	846.837	B	okay .	336
847.256	848.166	A	why no !	337
849.197	851.281	A	oh go uh from uh	338
851.973	852.799	A	i know i know .	339
853.123	855.152	A	i know you need to do uh small ones .	340
855.296	856.404	A	go to uh	341
856.877	858.027	A	from just	342
858.434	861.153	A	mount basel basel to mount zurich .	343
864.242	865.296	B	wait i i need to look .	344
865.847	867.404	B	mount basel to mount zurich yeah .	345
868.614	871.513	A	and mount basel to mount neuchatel .	346
872.859	873.877	B	where is neuchatel ?	347
874.560	875.580	A	uh just uh	348
875.267	876.525	B	yeah yeah i found it i found it .	349
877.016	879.184	B	okay uh let me do it i know what to do .	350
881.220	882.850	A	you just need to do little roads .	351
883.101	884.165	A	little little .	352
883.948	885.195	B	oh little so i go from	353
884.249	884.644	A	go	354
885.243	886.597	A	mount interlaken .	355
885.303	886.920	B	mount interlaken to mount bern .	356
887.076	887.555	A	yes .	357
888.310	888.897	B	alright .	358
889.747	892.155	B	and you go mount , and then i go mount bern to mount luzern ?	359
892.394	892.838	A	yes .	360
893.818	894.273	B	yeah .	361
895.614	896.609	A	mount zermatt	362
896.896	897.267	A	to	363
898.070	901.005	A	mount davos and then i 'll go to mount saint gallen .	364
902.011	902.850	B	wait what do you mean ?	365
903.223	904.877	A	mount saint gallen , saint gallen .	366
905.919	906.577	A	the last one .	367
906.601	907.057	B	oh yeah .	368
908.422	908.877	B	okay .	369
909.680	910.135	B	press check .	370
914.658	915.365	B	what !	371
928.635	929.498	A	okay .	372
929.606	929.953	B	okay .	373
930.265	930.684	A	okay .	374
930.983	931.367	A	uh	375
931.498	931.894	B	do	376
931.762	933.750	A	start from mount interlaken this time .	377
935.545	936.863	B	okay , and i go where ?	378
937.706	940.018	A	mount uh , mount montreux .	379
941.958	943.803	B	mount montreux , mount montreux .	380
944.019	945.372	A	and go to mount bern .	381
949.067	949.702	A	mount bern .	382
949.654	950.253	B	okay yeah .	383
963.470	964.177	A	who cares .	384
966.415	967.433	B	okay now i do what ?	385
967.325	969.841	A	no , my turn it 's still my turn .	386
971.338	973.841	A	go to mount basel to mount neuchatel .	387
974.647	976.300	B	mount basel wait what what what ?	388
976.791	978.408	A	to , mount basel .	389
978.635	979.618	A	mount basel .	390
979.330	980.145	B	to neuchatel ?	391
981.879	982.514	B	where is mount	392
981.903	983.952	A	and now from , mount zurich .	393
984.467	986.096	A	you go to	394
987.804	990.200	A	uh oh yeah you go to mount saint gallen .	395
992.668	993.326	A	thank you .	396
994.642	996.355	B	no but this is too much .	397
996.618	997.445	B	you have to go to	398
1000.909	1001.975	B	go to mount luzern .	399
1004.747	1006.328	A	go , go to mount zermatt .	400
1007.454	1008.185	A	yes check .	401
1008.640	1009.563	B	alright let 's hope the	402
1017.162	1019.426	B	yeah you 've said that a hundred times .	403
1019.036	1022.294	A	okay contour .	404
1022.390	1022.821	B	alright .	405
1023.408	1024.031	A	no !	406
1026.115	1027.481	B	mount montreux .	407
1028.020	1031.542	B	i oh , i just found out a solution , go to mount montreux from mount interlaken .	408
1033.650	1035.063	A	oh i have , i 've got one .	409
1038.906	1039.517	B	this is	410
1038.978	1043.506	A	and i connect the two of them , mount bern to mount basel , and mount bern to mount luzern .	411
1044.757	1046.877	B	and i go from , mount luzern to	412
1046.877	1049.237	A	no , go to mount bern to mount basel .	413
1051.671	1053.348	B	that was really stupid	414
1053.600	1054.067	B	oh no !	415
1056.019	1057.579	A	and now , you go	416
1059.603	1061.580	A	here and go to mount davos .	417
1062.680	1064.489	B	okay let 's hope this works .	418
1065.555	1066.082	B	check .	419
1067.950	1069.148	A	oh we have 9 francs !	420
1070.011	1070.262	A	no .	421
1076.499	1078.104	B	yes !	422
1080.619	1081.745	B	okay that 's a lot .	423
1082.471	1084.112	A	oh okay .	424
1084.376	1085.035	A	little .	425
1090.845	1091.491	A	okay .	426
1091.671	1095.408	A	go from mount montreux , to mount interlaken .	427
1096.079	1100.907	B	yeah but , we already tried the um , the small things so we should	428
1098.331	1098.822	A	okay .	429
1099.877	1102.354	A	go around everything this time .	430
1103.049	1104.630	A	correct nothing .	431
1105.504	1107.732	B	just do the contour and then	432
1112.857	1114.618	A	we are at the	433
1114.247	1115.109	B	this is pretty hard .	434
1115.241	1116.247	A	we are at 7 francs .	435
1116.630	1118.571	A	7 we are at 9 francs .	436
1118.810	1119.829	B	no that that 's	437
1119.385	1119.748	A	oh	438
1120.739	1123.818	A	8 8 11 11 13 .	439
1126.911	1127.725	A	13 .	440
1140.945	1141.400	A	yeah .	441
1146.604	1147.862	A	oh yeah this is the answer ?	442
1153.981	1156.053	B	oh i did n't know how to go .	443
1161.048	1162.965	A	so okay .	444
1166.575	1169.043	B	what 's the minimum like what price is the minimum ?	445
1168.001	1169.822	A	hey , hey , press check .	446
1178.633	1180.454	B	yeah so last last answer .	447
1181.101	1183.149	B	last answer we had 31 .	448
1183.389	1185.054	B	and we were 5 away .	449
1185.533	1186.503	B	so the	450
1189.450	1190.444	A	check , check .	451
1189.690	1190.385	B	oh yeah .	452
1190.624	1191.079	B	so	453
1191.594	1193.379	B	we were at 27 then	454
1194.601	1195.332	B	so it 's	455
1196.329	1197.862	B	22 or something like that .	456
1198.101	1200.066	B	okay so the minimum is 22 .	457
1200.801	1201.388	A	okay .	458
1200.957	1202.514	B	the minimum is 22 .	459
1201.987	1202.994	A	and we are at how much ?	460
1203.293	1204.479	B	so we have to and	461
1204.946	1206.455	B	the minimum is 22	462
1206.911	1207.534	B	and	463
1209.453	1211.297	B	so you are right we have to do small ones .	464
1212.136	1212.351	B	but	465
1212.148	1213.210	A	press check we finished .	466
1214.958	1217.354	B	i do n't know if we have that was bad that 's bad .	467
1222.297	1223.902	A	so little	468
1222.309	1224.620	B	we have to do small ones like you 've said before .	469
1224.932	1225.267	B	because	470
1226.381	1226.836	A	this .	471
1227.172	1228.274	A	mount bern .	472
1229.208	1232.694	A	now go from mount bern to mount interlaken .	473
1236.245	1237.658	B	it 's interlaken you know .	474
1237.095	1238.329	A	and and go	475
1239.012	1240.102	A	to mount montreux .	476
1240.433	1241.559	A	from mount interlaken .	477
1242.996	1243.763	A	yes .	478
1244.517	1246.901	B	yes okay yeah this is good so far i think .	479
1247.395	1250.737	A	and go from mount basel to mount neuchatel .	480
1251.120	1251.719	A	neuchatel .	481
1252.054	1252.773	B	mount neuchatel ?	482
1255.622	1256.664	B	and then where do i go ?	483
1256.915	1257.958	A	no , no .	484
1258.422	1260.135	A	no !	485
1260.387	1260.806	A	oh yeah .	486
1268.636	1269.582	A	told you .	487
1269.786	1271.307	B	okay go go go go go .	488
1271.659	1272.857	A	just press check .	489
1274.330	1276.199	B	wait why we did n't even connect it to	490
1274.402	1276.259	A	go , go to mount davos !	491
1278.008	1279.795	A	from mount saint gallen to mount davos .	492
1280.286	1281.676	A	check , go .	493
1287.500	1289.644	A	this time listen to me please .	494
1289.704	1290.866	B	okay where do i go ?	495
1289.793	1293.710	A	go from mount , go mount interlaken mount montreux .	496
1296.669	1298.693	A	and mount interlaken mount neuchatel .	497
1300.389	1300.829	B	oh .	498
1305.388	1307.517	B	go mount interlaken to mount bern .	499
1309.450	1311.127	A	go from mount bern to mount zurich .	500
1311.559	1312.098	B	okay .	501
1312.373	1315.044	A	and go from mount zurich to mount luzern .	502
1317.836	1318.926	B	oh seriously okay .	503
1319.405	1320.776	B	yeah and then go to mount zermatt .	504
1319.405	1320.670	A	mount zermatt .	505
1320.670	1321.896	A	mount davos .	506
1320.776	1321.992	B	then go to mount davos .	507
1322.399	1323.801	B	and then go to mount saint gallen .	508
1325.059	1325.957	A	let me count .	509
1325.298	1325.897	B	check .	510
1326.185	1326.940	A	let me count .	511
1327.503	1328.006	B	just check .	512
1327.862	1328.579	A	5 .	513
1328.549	1329.100	B	just check .	514
1328.645	1329.345	A	5 .	515
1329.417	1329.795	A	10 .	516
1330.220	1330.783	A	10 .	517
1330.869	1331.833	A	16 .	518
1332.486	1333.552	A	16 .	519
1333.576	1334.085	B	just check .	520
1334.062	1334.805	A	20 .	521
1335.753	1336.628	A	23 .	522
1336.622	1337.730	B	okay you just	523
1336.676	1337.736	A	27 .	524
1338.065	1338.874	A	5 .	525
1339.035	1339.526	A	from	526
1345.535	1347.128	A	it 's impossible .	527
1357.739	1360.877	B	the lowest we got was 5 and we just did 5 so .	528
1361.021	1361.907	A	i found it !	529
1362.350	1365.729	A	it 's more longer it is more it 's cost less money .	530
1365.872	1368.867	A	look , mount davos is so big it just cost 2 franc .	531
1369.250	1372.339	A	mount montreux to mount interlaken is cost 4 francs .	532
1371.740	1374.339	B	fine , okay okay okay where do i go then where do i go .	533
1372.878	1374.411	A	to really big ones .	534
1374.794	1377.190	A	so , mount saint gallen to mount davos .	535
1379.021	1379.500	B	okay .	536
1385.549	1387.873	B	but anyways there 's gon na have to be short ones .	537
1388.136	1389.478	A	no big ones .	538
1388.903	1391.443	B	no , you go from mount davos to mount zurich !	539
1394.524	1395.745	B	okay let okay i 'll do something .	540
1397.363	1399.028	B	go from mount davos to mount zurich .	541
1402.427	1403.601	A	4 francs !	542
1404.478	1405.065	B	just wait .	543
1407.018	1407.605	A	4 .	544
1413.304	1415.185	B	oh wait those are the calculations .	545
1416.086	1418.553	A	go from mount bern to mount interlaken no .	546
1418.889	1420.542	A	mount bern to mount interlaken .	547
1423.041	1423.699	A	yes .	548
1423.101	1423.855	B	okay press check .	549
1424.790	1426.484	A	please please i did n't .	550
1428.203	1428.886	B	oh !	551
1428.287	1429.138	A	oh !	552
1432.020	1433.469	B	oh we were so close .	553
1434.080	1435.446	A	okay now we need to do	554
1435.697	1437.926	B	okay we need to go fast because we have got like two minutes left .	555
1438.354	1439.972	A	mount saint gallen to mount davos .	556
1440.295	1441.385	B	wait what what mount saint gallen	557
1441.613	1441.936	B	okay .	558
1442.384	1444.564	A	go , from mount davos to mount zermatt .	559
1446.529	1447.224	B	yeah that was	560
1447.463	1448.242	B	though wait no	561
1448.038	1449.332	A	no	562
1448.493	1449.380	B	should , just	563
1451.665	1453.882	A	hey why did you do this .	564
1454.109	1454.672	B	it 's fine .	565
1455.151	1456.205	B	okay where do i go now ?	566
1456.098	1458.230	A	mount montreux to mount neuchatel .	567
1458.721	1460.314	B	mount montreux to where ?	568
1460.547	1461.625	A	mount neuchatel .	569
1461.984	1462.655	A	neuchatel .	570
1464.811	1465.278	B	okay .	571
1467.267	1469.385	A	no uh no do n't press anything yet .	572
1469.744	1470.511	A	7 .	573
1471.265	1471.996	A	11 .	574
1472.109	1473.941	A	11 we are at 13 .	575
1477.823	1479.823	B	go to , just go to mount bern .	576
1479.344	1480.767	A	we are at 18 .	577
1480.983	1482.923	B	just go to mount bern and then to mount .	578
1483.386	1485.614	B	oh we have to do just 3 , just do it .	579
1487.363	1487.830	B	alright .	580
1488.129	1489.722	A	oh no just press check .	581
1491.438	1493.223	B	no because mount luzern is well connected .	582
1492.672	1494.504	A	we already we already losed .	583
1503.266	1505.350	A	mount zurich .	584
1510.460	1513.287	A	okay mount saint gallen to mount davos listen to me .	585
1513.683	1515.491	A	mount saint gallen to mount davos .	586
1518.005	1520.137	A	mount davos to mount zermatt .	587
1522.173	1522.832	B	okay .	588
1529.574	1530.281	A	mount	589
1530.892	1532.808	A	mount neuchatel to mount basel .	590
1533.084	1534.401	B	mount neuchatel to where ?	591
1534.512	1535.278	A	mount basel .	592
1536.057	1538.968	B	you are you are just doing to contour again like we did .	593
1538.896	1539.531	A	no .	594
1541.411	1541.879	B	fine .	595
1542.154	1544.730	A	because you passed next to buildings .	596
1544.083	1544.909	B	fine .	597
1545.472	1546.826	A	mount basel to mount bern .	598
1549.054	1549.713	B	okay .	599
1558.165	1559.124	A	oh we may do it .	600
1559.291	1561.423	A	go from mount luzern to mount interlaken .	601
1561.879	1562.897	B	okay press check .	602
1562.777	1564.490	A	no !	603
1564.030	1564.917	B	just press check .	604
1569.972	1571.277	B	okay 3 francs again .	605
1570.654	1572.379	A	mount luzern	606
1572.655	1573.338	B	whatever .	607
