start	end	interlocutor	utterance	utterance_no
412.027	412.849	A	i do .	130
412.310	412.862	B	2 .	131
413.267	415.060	A	look at our previous solution .	132
415.983	417.776	A	top right i mean bottom right .	133
421.532	422.219	A	bottom right .	134
423.247	424.259	B	i did it .	135
424.690	425.795	B	i did	136
425.081	426.645	A	that's i think that's bottom left .	137
427.566	428.240	A	you clicked .	138
429.374	431.437	B	okay , here we go .	139
432.494	433.195	B	um	140
433.573	435.810	B	try um neuchatel .	141
436.217	436.760	A	okay .	142
436.351	438.600	B	the one i just did to basel .	143
438.805	439.642	A	how much is that ?	144
439.667	440.939	B	um it's 4 francs .	145
442.394	443.583	B	now this makes sense .	146
443.673	444.254	A	there we go .	147
443.967	444.714	B	perfect .	148
445.687	446.454	A	now what else ?	149
446.562	447.010	B	um	150
451.180	451.966	A	how much is that ?	151
452.240	453.001	B	5 francs .	152
454.265	456.623	A	okay we have to get to um .	153
457.092	460.786	A	we , wait wait wait wait wait , don't to anything else , we have 5 2 7 .	154
461.947	463.295	A	7 11 .	155
464.583	465.458	A	14 .	156
466.123	468.347	A	4 , we have 19 .	157
468.533	470.054	B	19 okay .	158
469.332	470.054	A	okay wait wait wait wait .	159
470.354	474.435	A	let me get um you're in zurich okay zurich	160
474.403	475.949	B	mount luzern ?	161
475.048	477.406	A	okay go from zurich go to davos .	162
477.863	479.045	B	what is davos ?	163
478.502	480.215	A	davos i don't know .	164
479.985	480.822	B	davos .	165
481.161	482.842	A	yeah all the way down , there , yeah .	166
482.474	483.222	B	how much is it ?	167
483.516	484.487	B	4 francs .	168
483.861	484.602	A	that was 4 .	169
485.177	488.098	B	um so we have , 4	170
487.112	488.397	A	what we have 23 .	171
489.797	491.497	B	then how can we make 24 ?	172
492.220	494.782	A	oh we need only one .	173
494.958	495.815	B	no no .	174
496.159	497.757	B	what now we just messed up .	175
498.710	499.579	B	um	176
499.943	502.877	A	what is the nearest number to 1, 2 right ?	177
499.994	500.512	B	then	178
502.648	504.514	B	2 yeah let me see .	179
503.434	506.418	A	and where , and where is that from davos , is there a	180
505.767	506.981	B	we will need a 2 .	181
506.981	513.826	B	um mount , mountain mount mountreux to mount zermatt .	182
515.105	515.412	A	what ?	183
515.540	519.036	B	mount montreux to mount zermatt .	184
519.940	520.553	A	oh .	185
523.042	525.650	B	perfect , no that's 2 , now we have 25 .	186
526.072	527.178	A	damn .	187
527.913	528.680	B	we mess .	188
528.041	528.597	A	okay .	189
528.705	530.475	A	um give me the lowest number .	190
529.868	531.517	B	64 price !	191
531.801	533.488	A	no that was our previous price .	192
534.095	534.568	B	oh .	193
538.600	540.230	B	um	194
539.213	540.287	A	from zermatt	195
540.712	541.172	A	or	196
543.283	545.693	B	um mount basel to mount bern .	197
546.243	548.173	A	mount basel to mount bern .	198
549.578	550.543	A	there you go .	199
551.425	552.613	A	that's right .	200
551.738	552.671	B	oh it's my turn .	201
553.157	554.077	A	yeah it's your turn .	202
553.866	555.278	B	so mount	203
554.478	555.264	A	um	204
555.498	558.221	A	do gallen to davos .	205
558.411	559.044	B	gallen .	206
559.344	561.996	A	yeah saint gallen .	207
562.153	564.262	B	saint gallen yes to	208
565.061	566.422	A	to davos .	209
566.404	567.426	B	we can't do that .	210
567.548	568.238	A	yeah we can .	211
568.004	570.810	B	we can do davos to saint gallen .	212
570.778	571.851	A	yeah that's what i mean .	213
571.717	574.472	B	oh okay , then what should we do next ?	214
572.893	574.529	A	and then	215
575.220	576.645	B	i have a feeling that	216
575.911	579.719	A	go go zermatt to interlaken .	217
583.788	584.452	A	okay .	218
585.529	586.973	B	yeah what do you see .	219
586.283	588.303	A	okay give a cheapest one , the cheapest one .	220
588.494	589.811	B	2 plus 1 , 2 plus 1 .	221
590.552	591.703	B	you want to know 2 ?	222
591.199	594.662	A	no just just just the most cheapest , the cheapest .	223
594.906	597.686	B	the less , zurich to luzern .	224
597.986	599.418	A	zurich	225
599.934	601.129	B	to luzern .	226
602.534	603.326	A	how much is that ?	227
603.352	604.822	B	um that's 2 francs .	228
604.809	605.167	A	2 ?	229
605.416	605.761	A	okay .	230
606.257	607.707	A	and then give me another one .	231
610.850	613.042	B	luzern to zermatt .	232
613.463	615.144	A	luzern to zermatt .	233
618.274	619.642	B	are you gonna say anything ?	234
620.313	621.853	A	okay um .	235
620.364	622.230	B	what's next , what can we connect .	236
622.889	624.442	A	wait um .	237
624.896	627.397	A	interlaken to neuchatel .	238
627.679	628.880	B	interlaken to	239
628.970	629.724	A	neuchatel .	240
630.764	631.844	B	it's luzern .	241
635.418	636.261	A	that's 3 .	242
636.281	637.341	B	wait , what ?	243
637.457	639.451	A	neuchatel mount neuchatel there .	244
638.096	640.199	B	neuchatel , okay , where next ?	245
641.037	642.800	A	and then uh	246
646.131	646.604	B	yeah .	247
646.860	649.499	A	zurich to um zurich	248
649.979	652.970	A	to saint gallen saint gallen .	249
651.493	653.743	B	no wait me try luzern or zurich .	250
654.140	656.837	A	zurich is mount zurich all the way to the top .	251
658.075	661.060	B	yeah i can barely see , is this mount zurich to	252
661.158	662.494	A	to saint gallen .	253
662.679	663.926	B	okay there you see .	254
664.484	665.206	A	uh	255
664.580	666.830	B	okay um we	256
666.402	669.489	A	how much is how much is zermatt to davos ?	257
670.109	670.985	B	zermatt	258
670.946	673.524	A	wait oh you got to check , let's click it .	259
675.172	677.722	B	um zermatt to davos it's 3 .	260
676.718	677.345	A	no .	261
678.029	678.783	A	3 okay .	262
680.039	681.790	A	so we click the check or no ?	263
681.873	683.227	B	mount luzern .	264
683.635	684.331	A	okay .	265
684.087	686.886	B	i think we were supposed to check a long time ago .	266
687.140	688.124	A	shall we check it though ?	267
688.118	689.025	B	yeah .	268
699.859	702.217	B	we would have to start again .	269
702.364	704.121	A	the difference between	270
705.232	708.031	A	our previous score is 24 .	271
707.925	709.925	B	46 how much do we need ?	272
715.517	717.403	B	oh we have to get to 24 .	273
715.588	716.188	A	oh okay .	274
716.348	719.307	A	so so how much was the last price ?	275
720.852	722.143	B	it is 46 .	276
722.353	723.513	A	46 ?	277
722.938	724.184	B	how much we have passed it ?	278
724.273	726.945	A	oh so we need oh okay .	279
726.066	728.277	B	okay let me try something , go .	280
727.631	728.705	A	what have i done , oh wait .	281
728.946	730.167	B	i've got an idea .	282
729.004	729.905	A	we are already 2	283
730.435	731.144	A	okay wait wait wait	284
730.480	731.106	B	go to	285
731.281	731.908	B	trust me .	286
731.876	733.416	A	okay we have okay .	287
732.713	734.272	B	basel to zurich .	288
735.879	736.697	A	how much is that ?	289
736.850	737.349	B	5 .	290
737.804	738.813	A	oh there .	291
740.047	740.705	A	done .	292
740.588	741.949	B	and now to um	293
742.243	742.780	B	bern	294
743.151	744.282	B	basel to bern .	295
744.734	745.373	A	how much ?	296
745.467	746.228	B	um 3 .	297
746.899	747.711	A	wait okay there .	298
748.388	749.967	B	we are 5 6 7 .	299
750.679	751.427	B	where next ?	300
751.714	752.839	A	yeah yeah .	301
753.361	756.141	A	um neuchatel , to montreux .	302
756.781	758.155	B	neuchatel to ?	303
758.283	759.338	A	montreux .	304
759.916	761.366	A	montreux , i don't know .	305
760.740	761.520	B	we can't do that .	306
761.756	762.280	A	yeah we can .	307
762.737	763.510	B	no we can't .	308
763.459	766.239	A	yeah , mount neuchatel to montreux .	309
766.144	768.036	B	mount neuchatel	310
767.448	768.361	A	to the left of you .	311
771.532	773.474	A	uh yeah neuchatel to montreux .	312
774.511	775.476	B	i'm doing it !	313
777.042	780.366	B	um how abou mount basel to neuchatel ?	314
780.500	780.985	A	huh ?	315
782.710	783.425	A	oh no !	316
783.476	785.176	B	no and then we have to do it look .	317
786.507	787.184	A	alright .	318
787.621	788.791	B	how much do we have now ?	319
789.142	790.031	A	you you check .	320
789.564	790.721	B	4 , 5 .	321
791.137	794.920	B	6 7 8 9 10 11 12 , 14 .	322
795.315	798.561	A	we have 14 and we get , we need to get to 22 .	323
796.759	799.989	B	18 16 17 18 19 20 21 .	324
799.101	800.916	A	14 to 22 .	325
801.310	803.081	A	how much is montreux ?	326
802.344	803.008	B	we need	327
803.539	804.836	B	5 and a 4 .	328
805.936	807.949	A	oh 5 and a 4 , okay .	329
807.387	808.710	B	i 4 right now .	330
809.607	810.854	B	so , what can we do ?	331
811.983	813.402	A	where is a 4 and where is a 5 ?	332
816.895	818.390	B	okay found one zurich	333
818.780	819.470	A	zurich	334
818.984	819.802	B	to davos .	335
820.205	821.413	B	zurich to davos .	336
822.309	823.242	A	how much was that ?	337
823.203	823.542	B	4 .	338
824.328	826.060	B	so that's 4 gone now we need 5 .	339
827.614	828.815	A	oh i know how to get to 5 .	340
829.127	830.424	A	we just need a 2 .	341
829.600	830.827	B	i've got an idea .	342
830.424	831.594	A	what , we need	343
830.827	831.715	B	to zurich	344
832.412	833.345	A	zurich	345
833.025	834.003	B	to luzern .	346
834.545	834.948	A	why ?	347
834.948	836.577	A	how much , how much is that ?	348
835.146	835.957	B	to luzern .	349
836.761	837.745	B	um 3 , 2 .	350
838.810	840.025	A	and then we need a 3 .	351
840.466	841.571	A	okay uh	352
841.694	842.026	B	go .	353
843.726	844.730	B	done , press check .	354
844.845	845.618	A	oh no .	355
846.014	846.615	B	press check .	356
847.318	849.370	A	no , my check is still gray .	357
849.721	850.137	B	what ?	358
850.874	851.871	B	but we did it .	359
853.065	856.043	A	your check is i think we need to connect them all .	360
856.126	857.481	B	we had to do them all ?	361
858.673	859.332	A	yeah .	362
859.300	860.853	B	we are terrible at this .	363
861.325	862.207	A	uh	364
862.987	864.112	B	robot help us .	365
865.112	866.170	A	you both will	366
870.159	871.194	A	oh that's why .	367
871.194	876.614	A	we need to spend the uh we need to spend as less swiss francs as possible .	368
877.812	878.515	B	what !	369
880.119	882.363	A	we just noticed that now .	370
884.460	885.981	B	we are so dumb .	371
884.587	886.345	A	oh damn it okay .	372
886.345	890.934	A	just connect them all and then we go to the next one and we know what to do .	373
891.316	892.377	B	okay .	374
895.292	896.813	A	okay uh how	375
897.382	898.034	A	um	376
898.307	898.997	A	oh what	377
899.965	900.942	A	what did you just do ?	378
903.060	904.166	B	i just did something .	379
905.078	905.608	A	wow .	380
905.947	906.388	B	what ?	381
906.717	908.621	A	wow it's changing tracks .	382
910.062	910.771	B	right so ?	383
910.976	911.947	A	yeah by itself .	384
914.900	915.596	A	oh .	385
914.963	915.999	B	no oh no no .	386
922.712	923.779	B	i think	387
922.744	924.054	A	oh .	388
924.399	925.460	B	so we submit it ?	389
926.113	927.947	A	yeah let's start over .	390
928.231	929.886	B	robot say something to us .	391
936.401	936.801	B	yeah .	392
938.251	939.101	B	should we	393
941.461	941.774	A	oh .	394
943.493	944.631	A	where is 2 ?	395
945.078	945.985	A	give me a 2 .	396
947.264	948.062	A	2 francs one .	397
950.273	951.449	B	2 francs um .	398
953.207	955.648	B	interlaken to zermatt .	399
956.051	957.796	A	interlaken to zermatt .	400
958.429	960.435	A	zermatt oh interlaken .	401
960.986	961.785	A	that's 2 ?	402
962.072	963.900	B	interlaken to zermatt .	403
964.066	964.820	A	that's 2 ?	404
964.705	965.140	B	yes .	405
965.501	965.788	A	oh .	406
966.622	967.989	B	and you want another 2 ?	407
968.111	968.469	A	yeah .	408
968.207	969.044	B	or 3 ?	409
968.954	972.970	A	yeah uh as much 2s and then as much 3s .	410
972.051	974.626	B	zermatt to montreux .	411
976.476	977.115	B	montreux .	412
977.198	978.105	A	oh montreux .	413
978.808	979.147	A	uh	414
980.302	980.961	B	okay my turn .	415
980.411	981.683	A	okay give me oh okay .	416
981.728	982.392	B	give me a 2 .	417
982.862	985.085	A	um neuchatel to montreux .	418
985.264	987.191	B	neuchatel to montreux .	419
989.643	991.062	B	i don't really care actually .	420
990.618	994.177	A	um yeah me to i don't like this , zurich to luzern .	421
994.765	995.666	B	wait zurich ?	422
995.922	997.009	A	to luzern .	423
999.549	1000.271	B	where is zurich ?	424
1001.767	1003.070	A	zurich is at the top .	425
1005.317	1006.742	B	i can't do luzern .	426
1006.863	1007.643	A	yeah you can .	427
1008.598	1010.407	A	zurich to luzern .	428
1010.292	1011.365	B	where is luzern ?	429
1011.507	1013.232	A	luzern is under zurich .	430
1014.185	1015.354	B	i can't do it .	431
1015.342	1016.230	A	yes you can .	432
1016.166	1017.278	B	no i can't .	433
1017.345	1018.706	A	yes you can it's	434
1018.102	1021.080	B	how about mount zermatt to mount	435
1020.465	1023.157	A	no yes you can zurich to luzern .	436
1025.569	1026.151	A	2 .	437
1027.065	1027.467	A	oh .	438
1027.288	1027.729	B	3 .	439
1030.431	1031.057	B	what ?	440
1031.371	1031.920	A	let me	441
1032.284	1032.943	A	there you go .	442
1033.930	1034.511	A	what no	443
1037.273	1038.960	B	you are erasing my mistake .	444
1039.375	1040.085	B	how dare you .	445
1039.401	1039.989	A	i know .	446
1040.690	1041.725	A	wait , what ?	447
1044.283	1046.430	A	can i get pencil again ?	448
1050.561	1051.891	A	oh oh .	449
1052.633	1054.077	A	oh .	450
1055.426	1056.021	A	okay .	451
1056.155	1057.976	B	we messed up again didn't we ?	452
1057.719	1059.713	A	okay number 2, now another 2 .	453
1059.664	1060.687	B	another 2 .	454
1061.038	1062.061	B	um let's see .	455
1062.425	1063.882	B	luzern to zurich .	456
1066.359	1068.809	A	i i told you to do that and then you did it .	457
1067.913	1069.263	B	just do it .	458
1069.320	1072.081	A	no now we can't because it is an eraser now .	459
1074.628	1077.197	B	why , zurich to luzern .	460
1078.762	1079.273	A	i	461
1088.807	1089.625	B	okay .	462
1089.031	1089.740	A	oh okay .	463
1090.060	1091.128	B	then um	464
1091.588	1092.783	B	let's see what we have .	465
1092.374	1094.486	A	there is no more 2s then 3s now .	466
1095.651	1099.026	B	yeah no we don't have any 2s zermatt to davos .	467
1097.185	1097.754	A	okay .	468
1099.174	1101.934	A	uh zermatt to davos there we go .	469
1102.190	1103.960	B	and then we've got another 2 .	470
1103.533	1104.389	A	okay .	471
1105.029	1106.530	A	okay you've done another 2 nice .	472
1106.741	1108.115	A	zurich to gallen .	473
1108.604	1110.214	B	zurich to berlin ?	474
1109.946	1112.112	A	saint gallen saint gallen .	475
1116.777	1117.615	A	um	476
1116.995	1119.423	B	i have a feeling we have not been doing this right .	477
1119.577	1121.469	A	um give me another 3 .	478
1122.017	1123.123	B	another 3 .	479
1123.672	1124.886	B	zurich to bern .	480
1125.359	1127.513	A	zurich to bern .	481
1127.684	1128.291	B	and then	482
1127.817	1128.521	A	oh no oops .	483
1131.316	1132.019	A	there you go .	484
1135.973	1137.276	B	now we've got double 3s .	485
1137.564	1138.197	A	okay .	486
1145.833	1146.894	B	what can we do next ?	487
1146.479	1148.166	A	give me another 3 or 4 ?	488
1148.415	1151.157	A	3 , is there another 3 , if there is not then 4 .	489
1152.230	1153.195	B	how much	490
1152.306	1153.342	A	oh we've got a check .	491
1153.700	1154.358	B	we've got a check ?	492
1154.524	1155.259	A	should we submit it ?	493
