start	end	interlocutor	utterance	utterance_no
181.596	185.019	B	so and then , what's the quickest way to get to mount davos ?	62
185.660	186.306	A	i don't know .	63
185.885	187.200	B	i think from mount luzern .	64
187.537	188.464	A	yeah i think .	65
188.717	189.643	B	so i think you should do that .	66
195.757	196.697	B	okay , submit .	67
199.885	200.658	A	we can submit .	68
201.276	203.199	B	i submitted , waiting for your friend .	69
202.301	203.958	A	okay and uh	70
204.795	205.371	B	submit .	71
205.862	208.497	A	yeah and then, we can erase and , do again ?	72
210.664	211.689	A	okay , so	73
212.125	215.424	A	we just erase all , i'll erase all okay .	74
217.537	218.871	A	oh you submitted already ?	75
218.843	220.163	B	uh i have to go to mount	76
221.233	221.837	A	oh okay	77
221.837	225.455	B	okay mount davos submit i submitted , now waiting for your friend .	78
226.327	227.267	A	okay .	79
234.594	235.310	A	okay .	80
245.506	246.742	B	okay . so	81
247.242	248.422	A	oh yeah .	82
247.762	250.359	B	go in the abstract , oh you in the abstract tell me what to do .	83
253.686	254.247	B	okay .	84
254.641	255.160	A	from	85
255.703	258.035	B	i think we should go uh what	86
258.818	261.247	B	okay, i think we should go mount bern to	87
261.192	261.753	A	basel ?	88
261.852	265.025	B	uh to zurich , basel , interlaken and luzern .	89
265.554	266.101	B	first	90
266.470	268.323	B	to get like that	91
268.492	269.025	A	okay .	92
269.981	270.585	B	so	93
271.399	272.396	A	uh	94
273.543	274.048	B	then	95
274.413	275.354	B	um	96
276.506	277.489	A	um basel ?	97
277.868	278.584	A	to interlaken ?	98
281.674	284.368	B	and then you should go mount bern to basel first you can not go .	99
284.638	285.396	A	bern to basel ?	100
285.382	285.804	B	yeah .	101
285.424	285.818	A	yeah .	102
286.515	288.410	A	and then uh basel to neuchatel .	103
288.635	290.938	B	yeah yeah i see how much , that's 4 .	104
290.077	291.691	A	is it is it the , is it the same ?	105
291.410	292.098	B	that's 4 .	106
293.245	294.186	A	it's like the same .	107
294.186	296.432	B	did we do the same thing ?	108
295.169	296.517	A	yeah we did the same thing .	109
297.276	299.607	B	can we erase the track , i can yeah i did .	110
298.806	299.621	A	yeah you can .	111
301.706	302.857	B	i can't go there .	112
303.296	304.433	A	it's from bern	113
303.591	305.065	B	i have to go to neuchatel .	114
305.711	307.368	B	i have to go to neuchatel though .	115
309.725	312.814	B	oh yes i can erase that erase mount basel to neuchatel .	116
312.368	314.837	A	i know , uh bern to interlaken .	117
314.037	315.216	B	and then bern to interlaken .	118
315.944	320.446	B	and then interlaken , to montreux , but then we have neuchatel missing .	119
316.000	317.067	A	and this is the same .	120
321.026	321.952	A	uh mount	121
321.433	322.724	B	so we have to go like that .	122
322.233	324.334	A	mount interlaken , to neuchatel .	123
326.082	327.178	B	this is the exact same .	124
326.153	326.714	A	yeah	125
327.231	329.225	A	no it's not , it's not same it's not same .	126
328.439	330.082	B	oh we have less look with 3 .	127
329.660	330.770	A	you have 3 left .	128
330.770	331.696	B	so um	129
331.135	332.441	A	okay .	130
333.585	336.547	A	luzern to zermatt , it's the , it's the best way , you know .	131
336.703	337.644	B	and then um	132
339.127	343.424	B	i think we can cut it down , to like 1 more , so i think we should do uh	133
345.661	347.650	A	uh zurich to saint gallen	134
351.793	352.242	B	go .	135
352.776	353.745	A	zurich to saint gallen ?	136
353.703	357.742	B	yeah i think wait let me just look , yeah try that .	137
358.411	359.225	B	okay um	138
360.040	363.040	B	now i could go saint gallen to mount davos .	139
363.908	364.891	B	i'm gonna do that .	140
364.933	366.997	A	oh yeah yeah it's 1 francs .	141
367.222	368.163	A	submit submit .	142
368.163	369.315	B	submit submit .	143
369.691	370.323	B	good .	144
376.778	377.270	A	okay .	145
378.787	380.374	B	okay maybe i have an idea .	146
380.961	382.113	B	we should get like um	147
384.416	386.649	B	okay i have an idea , this might not work .	148
387.274	387.709	A	yeah .	149
388.242	389.660	B	go all the way around the edge .	150
390.344	391.074	B	just try it .	151
391.102	391.439	A	okay .	152
391.650	392.632	B	all the way around the edge .	153
394.559	396.455	B	to mount basel to mount , zurich to mount basel .	154
395.641	396.160	A	oh	155
398.231	399.705	B	uh no don't that's 5 .	156
399.673	400.796	A	oh yeah that's 5 .	157
400.417	401.133	B	i'm gonna erase that .	158
401.301	402.102	A	erase erase .	159
401.835	402.200	B	there .	160
402.509	403.267	B	and then go	161
402.930	404.362	A	and the to basel ?	162
403.464	404.545	B	bern to basel .	163
405.501	406.287	A	and then	164
405.725	407.045	B	and then to neuchatel	165
408.587	409.149	A	is it 5 ?	166
409.846	411.363	B	no wait let me rub that out again .	167
411.627	413.888	A	and you mount bern to mount interlaken	168
416.576	417.419	A	to montreux	169
419.115	420.196	B	montreux go to montreux .	170
420.882	422.104	B	they're 2 you see that's 2 .	171
421.725	422.277	A	and	172
422.450	424.008	B	and then maybe we do it like this ?	173
422.478	425.272	A	and and luzern to zermatt luzern to zermatt no no .	174
425.621	426.112	A	oh yeah .	175
426.112	426.730	A	you can do that .	176
426.812	427.570	B	and then like that .	177
427.205	428.188	A	no no , no .	178
428.318	428.935	B	how much is that ?	179
428.632	430.466	A	no no um erase this .	180
431.304	432.020	A	erase this .	181
432.663	433.393	B	why ?	182
432.663	433.646	A	yeah it's the same .	183
433.646	434.432	A	it the same .	184
433.730	434.966	B	that's 2 that's 2 though .	185
434.964	435.609	A	it's the same .	186
436.548	437.418	B	oh yes .	187
438.652	439.789	B	okay submit .	188
439.326	440.056	A	submit .	189
443.670	444.877	B	so close .	190
445.214	445.678	B	okay	191
446.015	453.932	B	let's though let's remember that i have past solution so i think we should try , interlaken to luzern , see how much that is , interlaken to luzern .	192
454.293	455.907	A	interlaken , to luzern ?	193
455.599	456.006	B	yeah .	194
457.669	459.537	B	4 , erase that , too much .	195
461.526	463.295	B	okay i think we should do , interlaken	196
463.744	464.882	B	to that um	197
466.000	468.191	B	this is the best option because that's 2 .	198
468.635	469.113	A	yeah .	199
469.365	470.390	B	then like that	200
470.795	472.466	A	no it's 4 , come on .	201
471.638	472.747	B	oh then rub that out .	202
474.529	475.764	B	then go to neuchatel .	203
476.424	477.098	A	neuchatel .	204
479.728	480.613	B	that's 2 as well	205
480.697	481.006	A	yeah .	206
481.006	482.157	B	then what if we got that ?	207
481.006	483.140	A	because it doesn't have anything like	208
482.508	483.365	B	how much is that ?	209
484.096	484.447	A	what ?	210
484.208	485.753	B	i did the neuchatel to interlaken .	211
484.517	485.879	A	it's 3 3 3 .	212
486.116	487.141	B	that's , good .	213
487.293	487.840	A	it's okay .	214
488.276	489.638	A	just go go neuchatel to	215
490.646	491.124	A	4 .	216
491.236	493.913	B	then rub that out and then go , interlaken to mount bern .	217
495.930	496.943	B	that's also 4 .	218
497.444	498.792	B	rub it out rub it out rub it out .	219
498.778	499.536	A	it's your turn .	220
499.568	500.930	B	oh , i know , okay .	221
502.096	502.995	A	basel ?	222
502.560	504.315	B	not just , on the rubber .	223
503.388	505.410	A	basel to to mount bern first .	224
508.650	510.068	B	well how much is , i can't go like that .	225
510.236	512.244	A	okay so luzern to mount bern .	226
511.851	512.413	B	go like that .	227
513.318	514.885	B	that's 3 , then go to mount bern .	228
515.214	516.267	A	i'll go to zurich .	229
516.952	518.062	B	how much is zurich ?	230
518.253	518.955	A	i think 2 .	231
518.422	518.955	B	2 .	232
519.601	520.725	A	adding zurich to bern .	233
521.205	521.739	B	uh yeah .	234
526.997	527.376	A	okay .	235
527.992	528.469	B	then	236
528.762	529.562	A	oh it's 3 .	237
529.562	530.362	B	like that .	238
531.675	532.461	B	like that	239
532.616	534.230	B	how much is that , 3 and 3 .	240
533.837	534.230	A	3 .	241
536.686	537.655	A	is that how much that ?	242
537.290	537.992	B	okay check .	243
537.939	538.702	A	how much that ?	244
538.680	539.382	B	that's 2 .	245
539.672	540.079	A	okay .	246
543.037	544.104	A	oh	247
543.352	545.340	B	oh , 1 franc .	248
546.281	549.196	B	1 franc , which option haven't we tried ?	249
550.175	551.073	A	i don't know .	250
551.936	554.286	A	mount um montreux to zermatt .	251
555.158	556.070	B	we've done that before .	252
556.169	556.829	A	how much that ?	253
556.815	557.320	B	2 .	254
557.793	558.186	A	okay .	255
558.214	559.464	B	can you go uh	256
558.677	559.913	A	to interlaken	257
560.250	561.312	A	for sure this one .	258
560.484	561.635	B	that's too much that's 4 .	259
561.312	562.267	A	oh that's 4 .	260
562.281	562.857	B	that's 4 .	261
562.787	564.022	A	okay so delete that .	262
564.278	564.966	A	to neuchatel .	263
565.736	566.761	A	montreux to neuchatel .	264
569.023	570.216	B	then how much that's 4 as well .	265
570.610	571.003	A	really ?	266
570.961	572.070	B	yeah i remember that's 4 .	267
572.652	573.228	B	let's go	268
572.807	574.576	A	no that's 2 that's 2 i can remember .	269
575.169	576.629	A	i have the thingies .	270
575.787	576.657	B	2 oh yeah 2 .	271
577.360	579.281	A	and then to basel or not ?	272
579.735	580.451	B	try basel .	273
580.703	581.644	B	i'll rub it out if .	274
581.785	582.459	B	4 too much .	275
584.593	585.098	B	okay .	276
585.571	586.399	B	i have an idea .	277
586.540	588.253	B	i go to luzern how much is that ?	278
586.792	587.607	A	luzern ?	279
588.196	589.390	A	3 , 3 is okay .	280
589.447	590.276	B	and how much is that ?	281
591.062	592.562	B	uh mount luzern to davos .	282
592.840	595.522	A	luzern to davos uh i i'll i'll i'll check .	283
597.469	599.284	A	is uh luzern 3 .	284
599.410	601.056	B	3 and zermatt to davos ?	285
601.056	604.907	A	zermatt to davos , we have oh 3 too , it's okay .	286
605.964	606.455	B	and then	287
607.293	609.104	B	let's go like that and go to saint gallen .	288
610.666	611.214	A	which one ?	289
611.214	611.902	B	saint gallen .	290
612.402	613.750	A	davos to saint gallen ?	291
613.512	613.863	B	yeah	292
614.691	615.168	A	it's 3 .	293
615.411	616.337	B	2 , it's 2 .	294
616.127	617.489	A	2 , it's 2 .okay .	295
617.079	617.542	B	and then	296
618.118	619.663	B	we've to connect	297
619.663	620.874	A	oh luzern to bern .	298
621.521	623.430	B	no we're at okay yeah uh	299
623.486	624.862	A	luzern to zurich .	300
625.913	626.812	B	no , no no no	301
626.447	627.457	A	it's 2 it's 2 .	302
628.169	628.674	B	oops	303
629.346	629.936	A	it's 2 .	304
629.444	630.062	B	it's 2 ?	305
630.228	631.197	A	yeah you	306
631.450	631.896	B	sorry .	307
632.689	635.721	B	and then go to uh zurich , go to bern go to bern zurich to bern .	308
636.737	637.257	B	and	309
637.959	639.784	B	then bern to interlaken .	310
641.083	643.076	A	bern to , no uh no .	311
643.554	645.014	B	then go luzern to interlaken .	312
643.596	645.632	A	i think montreux montreux to interlaken .	313
645.559	647.048	B	no i think it's luzern to interlaken .	314
646.528	647.441	A	oh yeah it's okay .	315
647.658	648.459	B	how much is that ?	316
648.459	649.062	A	it's 4 .	317
649.455	650.214	B	how much is that ?	318
650.466	651.349	A	that's 4 too .	319
651.335	653.160	B	okay rub it out and go bern to interlaken .	320
655.177	655.697	B	bern .	321
655.795	656.539	B	that's 4 .	322
656.829	657.812	B	then we rub it out .	323
658.357	659.085	B	zermatt ?	324
659.562	660.756	A	yeah it's 2 it's 2 .	325
660.138	661.205	B	2 2 2 2 2 .	326
661.273	661.666	A	okay .	327
661.329	662.143	B	and then we just have to	328
662.172	663.351	A	bern to basel .	329
664.475	665.444	A	no no no	330
664.939	667.733	B	no no no , it just basel go to basel yeah go to basel .	331
667.983	668.601	A	submit .	332
668.629	669.247	B	submit .	333
