Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
9	3	3	to mount davos	450	435	5	A	118, 130, 196, 203, 387, 450, 507, 551, 552
8	1	3	mount zurich to	417	390	1	A	118, 186, 201, 329, 394, 417, 450, 507
8	4	3	to mount gallen	181	355	2	A	177, 180, 181, 201, 348, 450, 507, 531
7	7	3	, okay .	99	523	1	A	98, 99, 333, 462, 502, 523, 620
7	5	3	i think we	430	598	1	B	21, 430, 532, 534, 572, 590, 618
7	3	3	to mount basel	450	289	4	A	236, 295, 402, 417, 450, 507, 524
6	2	3	davos to mount	183	259	2	A	175, 177, 183, 210, 348, 433
6	1	3	mount zermatt to	455	357	4	A	101, 106, 219, 387, 455, 457
6	4	3	so i 'm	304	402	1	B	194, 304, 401, 528, 529, 595
5	2	3	, go .	546	301	1	A	274, 275, 546, 550, 574
5	5	3	and then mount	458	163	3	A	403, 417, 438, 458, 565
5	1	3	gon na do	580	576	1	B	5, 118, 383, 401, 580
5	2	3	i 'm going	528	217	2	B	313, 460, 461, 528, 529
5	1	3	mount luzern .	571	465	2	B	107, 153, 327, 329, 571
5	3	3	we have to	373	468	2	B	99, 264, 373, 545, 566
4	4	3	, it 's	519	319	2	A	207, 469, 519, 525
4	4	3	9 francs .	442	125	1	B	345, 442, 444, 469
4	4	3	do it ?	537	531	3	B	7, 12, 176, 537
4	1	3	i 'm doing	426	386	1	B	210, 304, 426, 595
4	4	3	okay let 's	481	237	1	A	359, 481, 507, 595
4	1	3	to mount interlaken	563	404	2	A	160, 241, 455, 563
4	4	3	to mount zermatt	368	224	1	B	210, 368, 375, 433
4	2	3	which one should	151	366	1	B	2, 151, 282, 367
3	3	3	, i 'm	38	183	1	B	28, 38, 210
3	3	3	how do you	79	73	2	B	7, 12, 79
3	3	3	it 's expensive	525	221	1	B	310, 525, 530
3	3	3	let 's just	478	195	2	B	284, 429, 478
3	3	3	mount neuchatel .	232	240	1	B	164, 232, 403
3	3	3	oh , okay	150	523	1	A	98, 150, 620
3	3	3	spend less .	374	218	1	A	373, 374, 590
3	3	3	this one .	478	353	2	B	126, 166, 478
3	3	3	to mount ,	523	393	1	A	175, 523, 567
3	3	3	wait no .	214	260	1	A	111, 214, 370
3	3	3	you do it	394	388	2	B	7, 12, 394
3	3	3	you have to	146	536	1	A	14, 146, 549
2	2	3	, because it	262	80	1	B	183, 262
2	2	3	, oh yeah	563	500	1	B	64, 563
2	2	3	, so like	146	54	1	A	93, 146
2	2	3	7 francs .	358	2	1	A	357, 358
2	2	3	abstract view .	58	6	1	B	53, 58
2	2	3	and then go	558	18	1	A	541, 558
2	2	3	because it 's	308	177	1	A	132, 308
2	2	3	do this .	621	239	1	A	383, 621
2	2	3	from mount interlaken	567	254	1	A	314, 567
2	2	3	get it .	311	212	1	B	100, 311
2	2	3	how to do	621	85	1	A	537, 621
2	2	3	i see ,	390	257	1	B	134, 390
2	2	3	it is not	184	40	1	B	145, 184
2	2	3	let 's go	415	149	1	A	267, 415
2	2	3	no because we	352	99	1	B	254, 352
2	2	3	now , i	348	139	1	B	210, 348
2	2	3	now go to	586	24	1	A	563, 586
2	2	3	oh , i	538	501	1	A	38, 538
2	2	3	oh yeah we	251	60	1	B	192, 251
2	2	3	okay , go	550	237	1	A	314, 550
2	2	3	should we start	283	282	1	B	2, 283
2	2	3	so expensive .	452	12	1	B	441, 452
2	2	3	the black board	588	5	1	B	584, 588
2	2	3	the one that	593	3	1	B	591, 593
2	2	3	then you have	549	535	1	A	15, 549
2	2	3	to bern .	595	3	1	A	593, 595
2	2	3	to do this	621	161	1	A	461, 621
2	2	3	to erase .	205	130	1	A	76, 205
2	2	3	we are not	41	2	1	B	40, 41
2	2	3	we do ?	282	67	1	B	216, 282
2	2	3	what if we	541	67	1	B	475, 541
2	2	3	when i have	95	3	1	A	93, 95
2	2	3	yeah that 's	583	255	1	A	329, 583
55	5	2	to mount	118	467	2	B	104, 107, 118, 130, 153, 157, 160, 175, 177, 180, 181, 183, 186, 196, 201, 203, 210, 219, 232, 236, 240, 241, 254, 259, 290, 295, 313, 314, 326, 327, 328, 329, 348, 368, 375, 387, 394, 402, 417, 433, 434, 450, 455, 457, 475, 507, 523, 524, 531, 551, 552, 563, 567, 568, 570
44	37	2	okay .	30	604	1	B	17, 30, 32, 65, 90, 91, 98, 99, 112, 116, 135, 136, 154, 156, 191, 209, 211, 277, 281, 287, 306, 315, 317, 333, 381, 385, 388, 389, 400, 437, 462, 463, 465, 471, 483, 502, 519, 523, 545, 553, 596, 613, 616, 620
33	12	2	i 'm	42	619	2	B	5, 28, 38, 42, 64, 67, 68, 77, 101, 118, 137, 138, 183, 194, 210, 304, 313, 383, 401, 426, 460, 461, 462, 473, 513, 515, 528, 529, 588, 595, 619, 621, 623
28	28	2	yeah .	75	539	1	A	69, 75, 110, 115, 128, 131, 141, 187, 206, 213, 233, 237, 256, 264, 301, 305, 312, 331, 354, 377, 393, 402, 407, 418, 435, 560, 582, 607
26	19	2	and then	235	592	2	A	15, 59, 235, 236, 238, 240, 241, 244, 262, 394, 398, 403, 417, 434, 438, 458, 460, 512, 541, 556, 558, 565, 594, 599, 605, 606
22	11	2	it 's	121	549	2	B	11, 86, 121, 132, 133, 150, 155, 207, 307, 308, 309, 310, 311, 332, 469, 491, 503, 517, 519, 525, 530, 559
21	19	2	it .	80	580	3	A	8, 15, 70, 80, 100, 101, 106, 109, 121, 129, 197, 239, 291, 311, 347, 349, 432, 526, 572, 580, 587
21	1	2	mount bern	438	433	3	B	138, 152, 157, 160, 240, 241, 254, 258, 293, 313, 314, 326, 327, 394, 402, 438, 455, 475, 565, 567, 570
18	13	2	do it	240	608	6	B	7, 12, 109, 129, 176, 239, 240, 291, 300, 347, 349, 384, 394, 432, 526, 537, 580, 614
18	8	2	go to	491	593	5	A	14, 290, 314, 348, 454, 491, 523, 524, 551, 552, 558, 562, 563, 567, 570, 586, 589, 606
18	18	2	here .	57	554	1	B	52, 57, 64, 173, 243, 245, 262, 310, 378, 380, 474, 491, 499, 529, 555, 569, 604, 605
17	4	2	i do	151	544	2	A	72, 121, 125, 137, 151, 155, 158, 217, 221, 295, 358, 360, 367, 424, 473, 522, 615
16	4	2	mount luzern	121	468	2	B	104, 107, 121, 153, 254, 257, 259, 260, 326, 327, 329, 394, 434, 455, 457, 571
15	2	2	mount davos	179	436	3	A	118, 130, 175, 179, 196, 203, 210, 348, 387, 433, 450, 507, 551, 552, 553
14	6	2	mount zurich	118	406	2	B	102, 104, 118, 122, 157, 183, 186, 201, 328, 329, 394, 417, 450, 507
13	8	2	go .	274	559	2	B	16, 49, 274, 275, 395, 410, 419, 448, 468, 533, 546, 550, 574
13	13	2	we 're	405	559	3	B	23, 336, 358, 405, 412, 413, 476, 486, 520, 532, 536, 580, 581
13	13	2	what ?	22	496	1	A	13, 22, 66, 92, 168, 255, 285, 364, 379, 386, 492, 497, 508
12	4	2	, okay	210	523	1	A	98, 99, 150, 210, 333, 462, 491, 502, 523, 546, 548, 620
12	5	2	i think	101	598	1	B	21, 101, 225, 293, 430, 461, 513, 532, 534, 572, 590, 618
12	2	2	mount zermatt	271	357	2	A	101, 106, 210, 219, 271, 368, 375, 387, 433, 451, 455, 457
12	12	2	what about	235	404	4	A	160, 175, 177, 203, 235, 326, 368, 375, 394, 417, 518, 563
11	3	2	ca n't	171	480	3	B	49, 82, 142, 162, 170, 171, 195, 199, 230, 527, 528
11	1	2	gon na	184	576	1	B	5, 101, 118, 137, 138, 184, 383, 401, 473, 513, 580
11	1	2	turn .	182	206	1	A	133, 150, 182, 207, 223, 247, 249, 307, 324, 332, 338
11	7	2	we are	251	598	2	B	21, 40, 41, 251, 337, 352, 369, 445, 446, 522, 618
10	8	2	from mount	567	328	9	A	240, 241, 265, 271, 295, 314, 348, 350, 456, 567
10	1	2	mount gallen	417	355	2	A	177, 180, 181, 201, 203, 348, 417, 450, 507, 531
10	6	2	oh yeah	141	504	2	B	60, 64, 141, 187, 192, 251, 273, 301, 329, 563
10	8	2	okay ,	314	487	5	B	64, 129, 134, 201, 214, 314, 393, 519, 548, 550
10	4	2	so i	231	575	3	B	21, 134, 194, 231, 304, 401, 454, 528, 529, 595
10	8	2	the one	166	493	3	A	101, 106, 121, 166, 169, 259, 261, 581, 591, 593
9	2	2	, i	134	511	1	B	28, 38, 121, 134, 210, 348, 430, 473, 538
9	1	2	bern to	248	299	1	B	157, 160, 241, 248, 254, 326, 327, 402, 455
9	9	2	done .	134	578	1	A	41, 134, 215, 222, 251, 405, 532, 536, 618
9	1	2	have to	173	553	1	A	14, 99, 146, 173, 264, 373, 545, 549, 566
9	5	2	it ?	518	535	6	B	7, 12, 29, 171, 176, 208, 518, 537, 541
9	3	2	mount neuchatel	453	346	1	B	164, 232, 295, 403, 417, 453, 456, 507, 509
9	4	2	oh ,	42	583	1	A	38, 42, 84, 93, 98, 150, 538, 611, 620
9	9	2	that was	414	212	1	A	390, 414, 420, 425, 431, 452, 466, 591, 601
9	7	2	this .	383	580	1	B	42, 383, 398, 461, 464, 495, 496, 598, 621
9	5	2	you have	95	571	3	A	14, 15, 93, 95, 97, 146, 323, 549, 584
8	2	2	mount interlaken	455	408	4	A	160, 241, 314, 438, 455, 475, 563, 567
8	5	2	one .	478	353	7	B	126, 127, 166, 202, 397, 427, 439, 478
8	3	2	we have	242	468	1	B	99, 242, 264, 321, 373, 534, 545, 566
7	5	2	, so	129	582	2	A	14, 93, 129, 134, 146, 300, 595
7	7	2	and now	246	450	1	B	157, 246, 350, 386, 474, 563, 606
7	5	2	expensive .	441	147	1	A	420, 441, 452, 466, 525, 561, 566
7	1	2	francs .	360	125	1	B	345, 357, 358, 360, 442, 444, 469
7	7	2	interlaken .	303	404	2	A	160, 241, 303, 314, 404, 438, 563
7	2	2	luzern .	108	465	1	B	107, 108, 153, 327, 329, 330, 571
7	4	2	mount ,	183	393	1	A	175, 183, 284, 285, 523, 548, 567
7	4	2	no .	44	398	1	B	39, 44, 111, 214, 296, 370, 436
7	5	2	now ,	207	435	2	B	40, 201, 207, 210, 240, 348, 474
7	5	2	okay i	383	457	5	B	5, 19, 43, 195, 225, 383, 461
6	4	2	, mount	122	407	1	A	101, 122, 201, 417, 455, 507
6	4	2	, oh	311	500	3	B	64, 214, 309, 311, 396, 563
6	3	2	neuchatel .	232	240	2	B	164, 229, 232, 284, 286, 403
6	6	2	no ,	217	552	2	A	41, 172, 217, 373, 455, 592
6	4	2	no because	254	269	1	A	184, 254, 262, 265, 352, 452
6	6	2	oh .	148	119	4	B	45, 94, 105, 147, 148, 163
6	4	2	that 's	329	485	2	B	99, 122, 329, 525, 559, 583
6	3	2	this one	302	353	4	B	126, 166, 200, 264, 302, 478
6	2	2	which one	140	366	1	B	2, 140, 151, 165, 282, 367
5	1	2	, it	592	386	2	A	207, 469, 519, 525, 592
5	5	2	, now	329	266	4	B	64, 201, 216, 217, 329
5	1	2	basel to	593	354	1	A	240, 328, 450, 507, 593
5	5	2	do mount	227	211	1	A	118, 227, 231, 297, 328
5	2	2	do you	500	578	2	B	7, 12, 79, 500, 584
5	1	2	gallen .	201	352	2	A	180, 190, 201, 348, 531
5	5	2	here ?	302	276	4	B	27, 31, 51, 278, 302
5	2	2	how do	79	476	3	B	7, 12, 29, 79, 482
5	2	2	i go	421	278	2	A	290, 348, 421, 423, 567
5	1	2	neuchatel to	595	301	2	A	295, 417, 450, 507, 595
5	5	2	so we	74	324	1	B	67, 74, 363, 371, 390
5	5	2	that .	221	232	3	B	161, 181, 204, 221, 392
5	3	2	the black	588	512	4	B	77, 95, 97, 584, 588
5	5	2	the i	502	94	3	B	493, 500, 501, 502, 586
5	5	2	there .	391	387	1	A	170, 391, 472, 548, 556
5	1	2	to do	484	162	1	B	460, 461, 484, 537, 621
5	5	2	wait .	320	523	2	A	20, 263, 320, 539, 542
5	3	2	what if	541	378	4	B	164, 176, 322, 475, 541
5	5	2	yeah ,	563	528	4	B	36, 107, 171, 185, 563
5	5	2	zurich .	606	485	4	B	122, 124, 157, 328, 606
4	2	2	, because	183	91	1	A	172, 183, 185, 262
4	2	2	because we	254	305	1	A	48, 254, 300, 352
4	4	2	can i	267	340	2	B	198, 200, 267, 537
4	2	2	do ?	216	217	1	A	151, 216, 282, 367
4	1	2	do this	507	239	2	A	383, 461, 507, 621
4	2	2	erase .	142	130	1	A	76, 142, 143, 205
4	1	2	get it	360	297	2	B	64, 100, 311, 360
4	4	2	good .	225	600	1	A	18, 225, 414, 617
4	2	2	i have	97	53	1	A	93, 95, 97, 145
4	3	2	i see	390	360	3	B	31, 85, 134, 390
4	2	2	if we	541	366	3	B	176, 300, 475, 541
4	4	2	it ,	64	601	1	A	14, 64, 384, 614
4	2	2	it is	145	62	1	A	123, 145, 183, 184
4	1	2	less .	577	218	1	A	373, 374, 577, 590
4	4	2	no we	336	352	2	A	250, 321, 336, 601
4	2	2	now i	76	248	1	B	64, 76, 137, 311
4	4	2	oh i	311	263	1	B	183, 311, 396, 445
4	4	2	other side	504	94	2	B	493, 503, 504, 586
4	4	2	submit .	355	126	1	B	351, 355, 409, 476
4	4	2	that ?	482	514	2	B	3, 146, 482, 516
4	2	2	then you	549	535	3	A	15, 236, 394, 549
4	4	2	to the	491	486	2	A	101, 106, 491, 586
4	2	2	view .	58	6	3	B	53, 54, 55, 58
4	4	2	we 've	318	225	1	B	216, 318, 334, 440
4	2	2	we do	300	406	1	B	216, 282, 300, 621
4	4	2	why ?	266	233	1	A	37, 266, 267, 269
4	4	2	yeah i	70	547	1	B	64, 70, 137, 610
4	1	2	you do	394	388	3	B	7, 12, 31, 394
4	4	2	you just	143	528	2	B	3, 80, 143, 530
3	3	2	, this	253	209	1	B	126, 253, 334
3	3	2	, wait	137	308	1	A	13, 137, 320
3	3	2	, we	485	445	2	A	41, 373, 485
3	3	2	, why	37	16	1	B	27, 37, 42
3	1	2	7 francs	369	13	1	A	357, 358, 369
3	1	2	abstract view	59	7	1	B	53, 58, 59
3	3	2	again .	359	411	1	B	71, 359, 481
3	3	2	and we	405	335	2	B	71, 345, 405
3	1	2	are not	89	50	1	B	40, 41, 89
3	3	2	basel and	595	360	2	A	236, 417, 595
3	3	2	did .	610	422	1	B	194, 610, 615
3	3	2	francs ?	361	94	1	A	276, 361, 369
3	3	2	i 'll	70	418	1	B	43, 70, 460
3	3	2	interlaken and	405	302	1	B	293, 405, 594
3	3	2	it does	155	97	2	A	59, 88, 155
3	3	2	now what	386	171	2	B	216, 217, 386
3	3	2	oh !	372	517	1	B	62, 372, 578
3	3	2	oh no	217	89	1	A	162, 217, 250
3	3	2	okay so	348	298	1	B	194, 348, 491
3	3	2	right now	76	38	1	B	40, 76, 77
3	1	2	see ,	485	352	1	B	134, 390, 485
3	3	2	something .	365	546	1	B	19, 365, 564
3	3	2	this ,	396	185	1	B	334, 396, 518
3	3	2	to basel	593	38	1	B	558, 593, 595
3	1	2	to erase	146	130	1	A	76, 146, 205
3	3	2	to go	555	554	1	A	14, 555, 567
3	3	2	to interlaken	304	6	2	B	299, 303, 304
3	1	2	to spend	373	177	1	B	369, 373, 545
3	3	2	wait so	304	275	1	B	89, 304, 363
3	1	2	we start	541	540	1	B	2, 283, 541
3	3	2	where is	257	434	1	B	120, 257, 553
3	3	2	with the	283	100	1	B	261, 283, 360
3	1	2	yeah we	440	249	1	B	192, 251, 440
3	3	2	you 've	323	428	1	B	134, 323, 561
3	3	2	you can	218	176	1	B	61, 218, 236
3	1	2	your friend	576	566	1	B	54, 576, 619
3	3	2	zermatt ?	376	9	2	A	368, 375, 376
2	2	2	, do	614	375	1	A	240, 614
2	2	2	, interlaken	594	191	1	B	404, 594
2	2	2	, yeah	393	130	1	B	264, 393
2	2	2	4 francs	316	8	1	B	309, 316
2	2	2	are we	480	481	1	B	0, 480
2	2	2	away from	581	3	1	A	579, 581
2	2	2	because then	185	2	1	A	184, 185
2	2	2	but i	360	191	1	A	170, 360
2	2	2	did ,	521	15	1	B	507, 521
2	2	2	did it	208	195	1	A	14, 208
2	2	2	do um	218	2	1	B	217, 218
2	2	2	do we	482	219	1	B	264, 482
2	2	2	erase it	155	86	1	A	70, 155
2	2	2	have 9	345	298	1	A	48, 345
2	2	2	hold it	80	67	1	A	14, 80
2	2	2	interactive view	58	4	1	B	55, 58
2	2	2	know why	262	108	1	B	155, 262
2	2	2	like when	93	11	1	B	83, 93
2	2	2	now .	490	292	1	B	199, 490
2	2	2	oh mount	339	161	1	B	179, 339
2	2	2	oh that	420	334	1	B	87, 420
2	2	2	oh wait	214	195	1	A	20, 214
2	2	2	oh we	378	44	1	A	335, 378
2	2	2	oh what	160	139	1	B	22, 160
2	2	2	one ?	200	61	1	A	140, 200
2	2	2	one here	302	137	1	B	166, 302
2	2	2	right ,	329	204	1	B	126, 329
2	2	2	so now	415	68	1	A	348, 415
2	2	2	start with	284	2	1	A	283, 284
2	2	2	that we	593	87	1	B	507, 593
2	2	2	the minimum	579	36	1	B	544, 579
2	2	2	um .	547	331	1	B	217, 547
2	2	2	want to	158	83	1	A	76, 158
2	2	2	we should	590	478	1	B	113, 590
2	2	2	what to	568	85	1	B	484, 568
2	2	2	yes ,	333	300	1	A	34, 333
2	2	2	you 're	579	196	1	B	384, 579
2	2	2	you know	510	249	1	A	262, 510
112	14	1	i	38	619	8	B	5, 6, 17, 19, 21, 28, 29, 31, 38, 42, 43, 49, 50, 64, 67, 68, 70, 72, 76, 77, 82, 85, 93, 95, 97, 101, 118, 121, 125, 134, 137, 138, 142, 144, 145, 151, 155, 158, 162, 170, 183, 185, 192, 194, 195, 198, 199, 200, 205, 210, 217, 221, 225, 230, 231, 267, 290, 293, 295, 304, 311, 313, 322, 348, 358, 360, 367, 383, 390, 392, 396, 401, 421, 423, 424, 426, 430, 445, 446, 454, 460, 461, 462, 473, 484, 493, 500, 501, 502, 513, 515, 522, 528, 529, 532, 534, 537, 538, 555, 567, 572, 586, 587, 588, 590, 595, 610, 615, 618, 619, 621, 623
101	12	1	to	14	622	1	B	0, 14, 21, 23, 67, 76, 77, 99, 101, 104, 106, 107, 118, 121, 130, 146, 153, 157, 158, 160, 173, 175, 177, 180, 181, 183, 186, 196, 201, 203, 205, 210, 219, 221, 232, 236, 240, 241, 248, 254, 259, 264, 290, 295, 299, 303, 304, 313, 314, 326, 327, 328, 329, 348, 350, 368, 369, 373, 375, 387, 394, 402, 417, 433, 434, 450, 454, 455, 457, 460, 461, 464, 475, 484, 491, 507, 523, 524, 531, 537, 545, 549, 551, 552, 555, 558, 561, 562, 563, 566, 567, 568, 570, 577, 586, 589, 593, 594, 595, 606, 621
94	9	1	mount	119	471	1	A	101, 102, 104, 106, 107, 118, 119, 121, 122, 130, 138, 152, 153, 157, 160, 164, 175, 177, 178, 179, 180, 181, 183, 186, 196, 201, 203, 210, 219, 227, 231, 232, 236, 240, 241, 254, 257, 258, 259, 260, 265, 271, 284, 285, 290, 293, 295, 297, 303, 304, 313, 314, 326, 327, 328, 329, 339, 348, 350, 368, 375, 387, 394, 402, 403, 417, 433, 434, 438, 449, 450, 451, 453, 455, 456, 457, 458, 475, 507, 508, 509, 523, 524, 531, 548, 551, 552, 553, 563, 565, 567, 568, 570, 571
89	19	1	okay	30	620	4	B	1, 5, 17, 19, 30, 32, 43, 64, 65, 90, 91, 98, 99, 109, 112, 116, 129, 134, 135, 136, 139, 150, 151, 154, 156, 182, 191, 194, 195, 201, 206, 209, 210, 211, 214, 225, 239, 273, 277, 281, 287, 306, 314, 315, 317, 333, 338, 348, 355, 359, 367, 375, 381, 383, 384, 385, 388, 389, 393, 395, 400, 404, 417, 426, 437, 461, 462, 463, 465, 471, 481, 483, 491, 502, 507, 519, 523, 545, 546, 547, 548, 550, 553, 595, 596, 613, 616, 617, 620
82	18	1	it	47	608	1	B	7, 8, 11, 12, 14, 15, 29, 47, 57, 59, 64, 70, 80, 82, 83, 86, 88, 100, 101, 106, 109, 121, 123, 129, 132, 133, 143, 145, 150, 155, 171, 173, 176, 183, 184, 197, 207, 208, 239, 240, 262, 265, 271, 291, 300, 307, 308, 309, 310, 311, 332, 347, 349, 360, 380, 384, 390, 394, 432, 469, 488, 490, 491, 503, 517, 518, 519, 525, 526, 530, 537, 541, 559, 561, 566, 572, 577, 580, 587, 592, 597, 614
79	13	1	we	41	622	6	B	0, 2, 16, 21, 23, 40, 41, 48, 67, 71, 74, 99, 100, 113, 176, 192, 194, 216, 242, 250, 251, 254, 258, 264, 282, 283, 300, 318, 321, 334, 335, 336, 337, 340, 345, 347, 352, 358, 361, 363, 369, 371, 373, 378, 380, 390, 405, 412, 413, 430, 440, 445, 446, 467, 475, 476, 480, 482, 485, 486, 507, 520, 521, 522, 532, 534, 536, 541, 545, 566, 572, 580, 581, 590, 593, 601, 615, 618, 621
78	23	1	do	72	619	6	B	3, 5, 7, 12, 29, 31, 72, 79, 82, 83, 109, 113, 118, 121, 125, 129, 137, 151, 155, 158, 161, 176, 181, 185, 202, 204, 216, 217, 218, 221, 227, 231, 236, 239, 240, 264, 282, 291, 295, 297, 300, 328, 347, 349, 358, 360, 367, 383, 384, 394, 401, 404, 421, 422, 423, 424, 429, 432, 459, 460, 461, 473, 481, 482, 484, 500, 507, 522, 526, 537, 546, 564, 580, 584, 595, 614, 615, 621
58	15	1	yeah	36	585	1	A	26, 36, 60, 64, 69, 70, 75, 107, 109, 110, 115, 128, 131, 137, 141, 143, 161, 171, 180, 181, 185, 187, 189, 192, 206, 213, 233, 237, 240, 246, 251, 256, 264, 273, 301, 303, 305, 312, 329, 331, 344, 353, 354, 377, 388, 393, 402, 407, 418, 435, 440, 560, 563, 582, 583, 589, 607, 610
56	10	1	oh	20	605	1	B	16, 20, 22, 28, 38, 42, 45, 49, 60, 62, 63, 64, 83, 84, 87, 93, 94, 98, 105, 141, 146, 147, 148, 150, 151, 160, 162, 163, 179, 183, 187, 192, 214, 217, 250, 251, 273, 301, 309, 311, 329, 335, 339, 372, 378, 396, 420, 445, 462, 483, 538, 553, 563, 578, 611, 620
52	15	1	and	14	598	1	B	9, 14, 15, 59, 71, 81, 143, 157, 234, 235, 236, 238, 240, 241, 244, 246, 262, 293, 345, 350, 386, 390, 394, 398, 403, 404, 405, 417, 425, 431, 434, 438, 439, 458, 460, 464, 474, 512, 532, 541, 556, 558, 562, 563, 565, 571, 586, 594, 595, 599, 605, 606
51	18	1	what	46	603	1	A	13, 22, 46, 50, 59, 66, 85, 92, 134, 160, 164, 168, 175, 176, 177, 194, 203, 216, 217, 234, 235, 255, 285, 311, 322, 326, 358, 364, 368, 375, 379, 384, 386, 394, 417, 445, 446, 457, 460, 475, 484, 492, 497, 508, 518, 541, 553, 563, 568, 600, 615
45	18	1	you	8	604	2	B	3, 7, 8, 12, 14, 15, 31, 61, 79, 80, 81, 93, 95, 97, 114, 134, 143, 146, 164, 171, 176, 196, 208, 218, 236, 262, 267, 280, 323, 362, 384, 394, 460, 500, 510, 527, 528, 530, 537, 549, 561, 567, 579, 584, 606
43	6	1	go	288	601	1	A	14, 16, 49, 230, 267, 274, 275, 288, 290, 314, 348, 395, 410, 415, 419, 421, 423, 448, 449, 454, 468, 473, 491, 523, 524, 531, 533, 541, 546, 550, 551, 552, 555, 558, 562, 563, 567, 570, 574, 586, 589, 606, 614
42	21	1	the	58	594	2	B	0, 23, 58, 77, 81, 89, 95, 97, 101, 106, 113, 121, 127, 145, 166, 167, 169, 196, 259, 261, 283, 300, 360, 443, 491, 493, 494, 498, 500, 501, 502, 503, 541, 544, 546, 579, 581, 584, 586, 588, 591, 593
40	15	1	so	14	613	2	B	0, 2, 14, 21, 67, 74, 77, 83, 89, 93, 95, 117, 129, 134, 146, 173, 194, 231, 253, 270, 279, 300, 304, 322, 348, 363, 371, 390, 401, 412, 415, 441, 452, 454, 491, 528, 529, 546, 595, 612
39	4	1	's	121	585	4	B	11, 54, 86, 99, 121, 122, 132, 133, 150, 155, 207, 267, 284, 307, 308, 309, 310, 311, 329, 332, 359, 415, 429, 469, 478, 481, 490, 491, 503, 507, 517, 519, 525, 528, 530, 559, 583, 585, 595
36	14	1	no	103	565	1	B	39, 41, 44, 103, 106, 111, 162, 170, 172, 184, 212, 214, 217, 230, 250, 252, 254, 262, 265, 267, 296, 321, 328, 336, 351, 352, 370, 373, 436, 452, 455, 495, 575, 592, 601, 603
