Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
7	2	2	've got	491	453	5	B	40, 282, 342, 470, 485, 491, 492
7	1	2	davos .	165	306	1	A	162, 165, 205, 209, 335, 336, 467
7	5	2	give me	417	299	4	A	190, 231, 396, 416, 417, 478, 488
7	3	2	neuchatel to	303	300	2	A	120, 121, 303, 309, 312, 418, 419
7	4	2	no .	70	381	2	A	6, 59, 70, 174, 261, 355, 386
7	5	2	now we	128	385	1	B	101, 128, 175, 186, 339, 459, 485
7	5	2	one .	173	379	3	B	19, 22, 118, 173, 220, 231, 397
7	5	2	to do	373	439	5	B	19, 72, 74, 317, 361, 373, 457
7	7	2	yeah .	247	243	1	A	166, 247, 268, 301, 362, 392, 408
7	2	2	zermatt .	233	222	3	B	182, 184, 232, 233, 399, 400, 403
7	3	2	zermatt to	260	253	2	A	217, 257, 260, 411, 435, 467, 469
6	4	2	, what	447	423	5	B	25, 90, 236, 243, 331, 447
6	3	2	gon na	49	226	2	B	9, 19, 49, 67, 111, 234
6	1	2	mount bern	197	147	4	A	52, 120, 123, 126, 197, 198
6	3	2	oh no	316	425	1	A	59, 70, 316, 355, 386, 483
6	5	2	oh wait	70	244	2	A	38, 68, 70, 75, 114, 281
6	6	2	so we	109	386	1	B	4, 109, 170, 263, 279, 389
6	1	2	think we	92	309	1	A	52, 55, 60, 92, 266, 360
6	1	2	to get	273	234	3	A	107, 109, 153, 273, 323, 340
6	6	2	um .	104	362	1	B	37, 104, 153, 235, 237, 398
6	1	2	we 've	491	453	4	B	40, 66, 470, 485, 491, 492
6	6	2	we are	283	312	2	B	60, 92, 283, 299, 363, 371
5	5	2	, oh	67	244	1	A	38, 67, 68, 102, 281
5	2	2	another 2	453	66	1	B	407, 453, 454, 470, 472
5	2	2	basel to	288	118	1	B	197, 198, 288, 295, 314
5	5	2	check .	320	395	1	B	97, 320, 354, 356, 491
5	3	2	francs .	145	112	1	A	117, 145, 152, 168, 228
5	5	2	go to	285	322	3	A	52, 54, 162, 285, 373
5	2	2	interlaken to	239	166	1	A	238, 239, 399, 400, 403
5	3	2	it ?	493	407	4	B	87, 167, 278, 389, 493
5	2	2	turn .	201	380	2	A	36, 41, 201, 202, 415
5	3	2	wait ,	243	380	3	A	68, 119, 154, 243, 447
5	5	2	where is	424	250	3	A	180, 332, 395, 424, 429
4	2	2	2 francs	397	282	1	A	117, 228, 397, 398
4	2	2	another 3	488	12	1	A	478, 479, 488, 489
4	4	2	can i	448	424	3	B	25, 85, 90, 448
4	4	2	do ?	378	354	3	B	25, 103, 331, 378
4	4	2	let 's	455	207	2	A	259, 390, 455, 465
4	1	2	my turn	83	380	1	A	36, 83, 201, 415
4	4	2	now .	370	137	1	B	330, 370, 459, 466
4	4	2	oh i	102	286	1	B	55, 102, 107, 340
4	4	2	oh we	273	454	2	A	38, 173, 273, 491
4	4	2	right .	477	345	3	A	133, 134, 200, 477
4	4	2	should we	214	398	1	A	96, 214, 393, 493
4	1	2	the check	97	196	2	A	68, 96, 97, 263
4	2	2	there .	244	287	1	B	12, 244, 291, 298
4	4	2	there you	254	286	1	A	199, 254, 442, 484
4	1	2	we go	373	331	1	B	139, 147, 373, 469
4	1	2	what we	171	450	2	B	16, 72, 171, 465
4	4	2	you are	61	418	2	A	27, 30, 61, 444
4	4	2	zurich .	430	207	2	B	250, 288, 430, 456
3	1	2	've been	66	53	1	B	14, 23, 66
3	3	2	, how	348	347	2	B	2, 7, 348
3	3	2	, is	252	310	1	A	180, 252, 489
3	3	2	, wait	119	88	1	B	67, 119, 154
3	1	2	a 4	332	5	1	B	328, 329, 332
3	3	2	do that	457	248	2	B	210, 306, 457
3	3	2	i know	340	375	1	B	72, 340, 446
3	1	2	luzern to	456	225	1	B	232, 233, 456
3	3	2	mount neuchatel	310	67	2	A	244, 309, 310
3	3	2	mount zurich	251	203	1	B	50, 251, 252
3	1	2	need a	351	171	1	B	181, 341, 351
3	3	2	neuchatel .	238	100	1	B	141, 238, 240
3	3	2	no no	174	357	1	A	30, 174, 386
3	3	2	okay um	256	153	2	A	104, 235, 256
3	3	2	right ?	177	162	2	B	16, 66, 177
3	3	2	so .	93	78	1	B	29, 93, 106
3	3	2	that was	169	151	1	B	42, 169, 192
3	3	2	them all	361	14	1	A	360, 361, 373
3	3	2	this one	118	38	2	A	81, 82, 118
3	1	2	to connect	360	360	1	A	1, 55, 360
3	3	2	to um	293	141	2	A	153, 248, 293
3	3	2	um neuchatel	302	278	1	B	141, 302, 418
3	1	2	wait oh	259	222	1	A	38, 70, 259
3	3	2	we ,	38	153	1	B	2, 38, 154
3	3	2	we can	212	97	1	A	211, 212, 307
3	3	2	we just	341	196	1	B	175, 341, 370
3	3	2	yeah i	31	236	1	A	17, 31, 252
3	1	2	you 've	472	459	1	B	14, 23, 472
2	2	2	, let	259	171	1	B	89, 259
2	2	2	, okay	329	85	1	B	245, 329
2	2	2	3s .	485	76	1	A	410, 485
2	2	2	an eraser	459	439	1	B	21, 459
2	2	2	check ?	492	397	1	A	96, 492
2	2	2	davos ?	257	95	1	B	163, 257
2	2	2	done ,	354	74	1	A	281, 354
2	2	2	it is	459	184	1	B	276, 459
2	2	2	just do	458	81	1	A	378, 458
2	2	2	know what	373	302	1	B	72, 373
2	2	2	neuchatel ,	302	58	1	B	245, 302
2	2	2	no i	433	382	1	A	52, 433
2	2	2	no that	192	7	1	B	186, 192
2	2	2	oh ,	102	36	1	B	67, 102
2	2	2	oh you	259	168	1	B	92, 259
2	2	2	okay there	298	45	1	B	254, 298
2	2	2	see ,	252	151	1	A	102, 252
2	2	2	seven .	128	55	1	B	74, 128
2	2	2	them .	55	12	1	A	44, 55
2	2	2	to check	266	8	1	A	259, 266
2	2	2	to neuchatel	314	77	1	A	238, 314
2	2	2	try to	54	36	1	B	19, 54
2	2	2	what ,	343	254	1	B	90, 343
2	2	2	what is	177	15	1	B	163, 177
2	2	2	yeah ,	309	281	1	B	29, 309
2	2	2	yeah let	390	212	1	B	179, 390
2	2	2	yes ,	97	4	1	A	94, 97
2	2	2	you .	445	135	1	A	311, 445
92	16	1	to	20	481	1	A	1, 19, 20, 33, 52, 54, 55, 72, 74, 107, 109, 120, 121, 123, 124, 125, 143, 153, 154, 162, 177, 182, 184, 197, 198, 205, 208, 209, 212, 217, 222, 224, 226, 232, 233, 238, 239, 248, 249, 251, 252, 253, 257, 259, 260, 266, 269, 273, 285, 288, 293, 295, 302, 303, 309, 311, 312, 314, 317, 323, 325, 335, 336, 340, 344, 346, 349, 360, 361, 368, 373, 391, 399, 400, 403, 411, 418, 419, 421, 423, 428, 435, 436, 456, 457, 460, 467, 469, 473, 474, 480, 481
87	18	1	we	84	493	1	A	1, 2, 4, 16, 38, 40, 44, 52, 55, 60, 66, 72, 74, 84, 87, 92, 96, 101, 103, 107, 109, 127, 128, 139, 147, 153, 154, 157, 170, 171, 172, 173, 175, 181, 186, 188, 210, 211, 212, 214, 236, 256, 263, 266, 267, 269, 272, 273, 278, 279, 283, 287, 299, 306, 307, 308, 317, 319, 323, 327, 331, 339, 341, 343, 351, 359, 360, 361, 363, 368, 370, 371, 373, 389, 393, 452, 459, 465, 467, 469, 470, 477, 485, 487, 491, 492, 493
67	21	1	i	9	477	1	A	1, 9, 17, 19, 20, 21, 22, 23, 25, 27, 31, 35, 45, 49, 52, 55, 57, 60, 65, 67, 68, 72, 79, 85, 88, 89, 90, 91, 93, 94, 95, 102, 107, 111, 118, 124, 130, 133, 135, 136, 137, 143, 164, 213, 216, 252, 266, 281, 282, 305, 313, 330, 340, 342, 360, 379, 387, 420, 421, 426, 431, 433, 446, 448, 457, 461, 477
65	17	1	oh	13	489	1	A	3, 12, 13, 14, 23, 36, 38, 41, 43, 46, 47, 55, 56, 59, 67, 68, 70, 75, 76, 77, 83, 86, 92, 97, 101, 102, 104, 105, 107, 108, 109, 114, 125, 173, 185, 193, 201, 214, 259, 273, 274, 279, 281, 291, 316, 329, 340, 355, 367, 372, 377, 385, 386, 388, 394, 401, 406, 413, 416, 438, 449, 450, 463, 483, 491
58	20	1	okay	24	487	1	A	0, 24, 36, 37, 48, 51, 53, 57, 58, 62, 63, 76, 80, 98, 104, 110, 112, 113, 139, 142, 153, 158, 159, 160, 162, 189, 214, 218, 220, 230, 235, 245, 254, 256, 262, 265, 274, 279, 280, 284, 287, 298, 329, 333, 352, 372, 374, 375, 415, 416, 451, 453, 462, 463, 468, 471, 472, 486
43	11	1	do	52	486	5	B	2, 19, 20, 21, 25, 52, 67, 72, 74, 75, 87, 88, 90, 91, 93, 94, 103, 127, 130, 154, 164, 205, 210, 212, 214, 219, 272, 305, 306, 317, 319, 331, 361, 373, 378, 420, 421, 426, 431, 457, 458, 467, 487
39	27	1	um	18	477	1	B	2, 18, 37, 42, 50, 104, 128, 140, 141, 145, 150, 153, 160, 170, 176, 182, 190, 194, 197, 204, 228, 235, 237, 248, 256, 260, 293, 297, 302, 314, 350, 376, 398, 418, 421, 455, 464, 476, 478
37	14	1	what	84	474	2	B	14, 16, 23, 25, 71, 72, 73, 84, 90, 99, 100, 103, 149, 163, 171, 175, 177, 183, 213, 214, 219, 236, 243, 281, 331, 343, 358, 369, 373, 377, 378, 381, 440, 443, 447, 465, 487
34	19	1	you	23	480	2	B	5, 14, 23, 24, 27, 30, 32, 43, 61, 78, 92, 138, 160, 199, 219, 222, 234, 254, 259, 311, 320, 366, 378, 407, 427, 432, 434, 436, 442, 444, 445, 457, 472, 484
32	9	1	that	144	444	1	B	14, 23, 42, 115, 116, 117, 120, 125, 137, 144, 151, 169, 180, 186, 192, 200, 210, 213, 216, 227, 228, 242, 289, 306, 337, 339, 348, 367, 370, 402, 404, 457
30	1	1	's	236	452	1	B	14, 23, 41, 115, 116, 117, 120, 125, 137, 145, 186, 200, 201, 202, 213, 228, 236, 241, 242, 259, 260, 339, 367, 382, 390, 402, 404, 434, 455, 465
30	12	1	is	163	422	6	A	68, 81, 82, 105, 144, 151, 163, 167, 177, 180, 227, 251, 252, 257, 271, 276, 289, 326, 332, 348, 357, 360, 395, 424, 425, 429, 430, 459, 466, 489
28	6	1	it	85	460	2	A	34, 41, 85, 87, 107, 135, 145, 167, 201, 202, 241, 259, 260, 267, 276, 278, 313, 317, 359, 372, 382, 389, 431, 434, 457, 458, 459, 493
28	12	1	zurich	160	432	1	B	50, 160, 162, 224, 225, 248, 250, 251, 252, 288, 333, 334, 336, 344, 345, 421, 422, 424, 425, 428, 430, 436, 456, 460, 473, 474, 480, 481
27	5	1	have	5	477	1	A	1, 4, 5, 55, 72, 74, 107, 127, 128, 153, 154, 157, 170, 171, 186, 216, 269, 273, 278, 281, 287, 317, 319, 323, 465, 467, 477
27	15	1	yeah	44	451	1	A	17, 29, 31, 44, 166, 179, 202, 207, 211, 213, 219, 247, 252, 268, 301, 307, 309, 312, 362, 384, 390, 392, 408, 410, 421, 427, 467
26	2	1	n't	44	464	5	B	4, 16, 20, 21, 43, 44, 67, 75, 88, 91, 93, 94, 154, 164, 210, 305, 306, 308, 420, 421, 426, 431, 433, 452, 459, 467
25	7	1	how	144	489	4	B	2, 7, 78, 127, 144, 151, 167, 172, 227, 257, 272, 275, 278, 289, 296, 314, 319, 326, 337, 340, 348, 375, 435, 445, 490
25	12	1	no	223	478	4	A	6, 30, 52, 59, 70, 174, 186, 192, 223, 250, 261, 263, 308, 316, 317, 355, 357, 386, 433, 436, 443, 459, 466, 467, 483
25	21	1	the	16	425	1	A	1, 16, 26, 31, 34, 43, 68, 96, 97, 107, 143, 166, 177, 190, 220, 223, 224, 251, 263, 270, 275, 311, 368, 373, 425
22	10	1	and	32	476	1	B	7, 32, 33, 52, 82, 180, 215, 231, 246, 293, 317, 323, 328, 329, 332, 351, 373, 407, 410, 457, 470, 482
22	7	1	me	26	465	1	B	24, 26, 39, 58, 61, 69, 89, 113, 160, 179, 190, 231, 250, 280, 286, 396, 416, 417, 421, 441, 478, 488
22	13	1	so	4	389	1	A	1, 4, 7, 25, 29, 37, 89, 93, 96, 106, 108, 109, 170, 203, 263, 275, 279, 331, 339, 371, 383, 389
20	13	1	can	32	464	2	B	24, 25, 32, 84, 85, 90, 103, 172, 211, 212, 236, 252, 307, 331, 427, 432, 434, 436, 448, 487
20	6	1	mount	161	386	1	B	50, 52, 54, 120, 123, 126, 161, 182, 184, 197, 198, 203, 244, 251, 252, 264, 309, 310, 314, 435
19	4	1	luzern	233	300	4	B	161, 224, 226, 232, 233, 241, 250, 264, 346, 349, 421, 423, 426, 428, 429, 430, 436, 456, 460
19	19	1	uh	15	460	2	A	10, 11, 15, 30, 47, 81, 91, 93, 116, 246, 255, 312, 352, 364, 368, 375, 410, 414, 469
19	9	1	wait	81	410	1	A	38, 67, 68, 70, 75, 81, 114, 119, 154, 159, 237, 243, 250, 259, 281, 284, 298, 422, 447
18	9	1	a	45	460	2	A	33, 34, 45, 180, 181, 216, 220, 266, 328, 329, 332, 341, 351, 396, 417, 477, 491, 492
18	7	1	then	76	438	1	A	52, 76, 172, 178, 214, 215, 231, 246, 317, 351, 373, 410, 457, 464, 466, 470, 482, 489
17	1	1	much	410	364	1	B	127, 144, 151, 167, 227, 257, 272, 275, 278, 289, 296, 319, 326, 337, 348, 410, 490
17	3	1	neuchatel	122	300	2	A	120, 121, 122, 123, 141, 238, 240, 244, 245, 302, 303, 309, 310, 312, 314, 418, 419
17	3	1	zermatt	195	288	2	B	182, 184, 195, 217, 232, 233, 257, 258, 260, 399, 400, 401, 403, 411, 435, 467, 469
16	5	1	now	128	385	2	B	101, 127, 128, 146, 149, 175, 186, 293, 319, 330, 339, 370, 453, 459, 466, 485
16	13	1	this	23	464	1	B	14, 23, 32, 39, 52, 66, 81, 82, 105, 113, 118, 146, 252, 363, 421, 477
15	4	1	check	68	426	1	B	67, 68, 96, 97, 259, 263, 266, 267, 320, 354, 356, 357, 360, 491, 492
14	3	1	davos	164	308	1	A	162, 163, 164, 165, 180, 205, 209, 212, 257, 260, 335, 336, 467, 469
14	2	1	go	162	433	2	A	52, 54, 139, 147, 162, 199, 217, 280, 285, 353, 373, 442, 469, 484
14	6	1	there	147	478	1	B	12, 147, 166, 180, 199, 244, 254, 291, 298, 442, 466, 469, 484, 489
14	2	1	think	67	371	3	A	17, 27, 52, 55, 60, 67, 68, 92, 93, 95, 137, 266, 360, 387
12	1	1	gallen	205	426	1	B	50, 52, 54, 205, 206, 207, 208, 212, 249, 253, 473, 475
12	3	1	montreux	302	236	1	B	184, 302, 304, 305, 309, 312, 326, 411, 412, 413, 418, 419
12	4	1	one	143	379	2	B	19, 22, 81, 82, 118, 143, 173, 220, 231, 333, 373, 397
11	1	1	are	234	418	2	A	27, 30, 60, 61, 92, 234, 283, 299, 363, 371, 444
11	6	1	just	223	450	4	B	9, 111, 143, 175, 223, 341, 370, 373, 378, 379, 458
11	7	1	know	88	375	1	B	72, 88, 91, 93, 94, 164, 222, 305, 340, 373, 446
11	4	1	see	219	440	1	A	26, 39, 69, 89, 102, 179, 219, 252, 254, 455, 465
10	1	1	bern	294	430	4	A	52, 120, 123, 126, 197, 198, 294, 295, 480, 481
10	7	1	did	378	401	6	B	57, 87, 135, 136, 143, 359, 378, 379, 452, 457
9	2	1	francs	145	291	2	A	108, 117, 145, 152, 168, 228, 368, 397, 398
9	2	1	got	259	471	2	B	22, 40, 259, 282, 342, 470, 485, 491, 492
9	3	1	right	133	462	2	B	16, 66, 133, 134, 177, 200, 330, 383, 477
8	3	1	all	14	373	1	A	1, 14, 55, 166, 251, 360, 361, 373
8	4	1	get	273	342	4	A	107, 109, 153, 160, 273, 323, 340, 448
8	1	1	give	417	299	5	A	190, 220, 231, 396, 416, 417, 478, 488
8	6	1	try	54	262	2	B	19, 50, 54, 118, 120, 141, 250, 280
8	6	1	yes	95	343	1	A	94, 95, 97, 208, 405, 432, 434, 436
7	2	1	basel	198	267	3	B	48, 143, 197, 198, 288, 295, 314
7	4	1	connect	84	373	1	A	1, 55, 84, 85, 236, 360, 373
7	5	1	done	281	469	3	B	4, 5, 92, 281, 292, 354, 472
7	2	1	interlaken	239	187	2	A	217, 238, 239, 399, 400, 401, 403
7	7	1	next	373	404	5	B	84, 214, 236, 245, 300, 373, 487
7	3	1	where	245	250	1	A	180, 245, 300, 332, 395, 424, 429
6	2	1	my	357	409	1	A	36, 83, 201, 357, 415, 444
6	6	1	or	250	395	2	A	94, 196, 250, 263, 409, 488
5	2	1	click	97	231	2	A	33, 96, 97, 259, 263
5	5	1	from	120	146	1	B	50, 120, 162, 180, 195
5	3	1	in	31	138	2	A	23, 30, 31, 32, 160
5	5	1	price	191	171	2	A	105, 107, 191, 192, 275
5	1	1	should	214	442	2	A	52, 96, 214, 393, 493
5	2	1	was	275	296	1	B	42, 169, 192, 275, 337
4	4	1	again	448	352	2	B	101, 269, 448, 452
4	2	1	an	459	439	3	B	21, 282, 342, 459
4	4	1	anything	154	231	2	B	4, 5, 154, 234
4	1	1	been	477	464	1	B	14, 23, 66, 477
4	4	1	not	477	409	2	A	81, 82, 477, 489
4	4	1	why	460	438	3	A	23, 347, 367, 460
3	3	1	2s	467	58	2	A	410, 466, 467
3	1	1	3s	485	76	2	A	410, 466, 485
3	3	1	at	363	294	1	A	132, 363, 425
3	3	1	press	354	323	1	A	34, 354, 356
3	3	1	start	390	290	2	B	101, 269, 390
3	3	1	will	181	333	1	A	34, 181, 366
2	2	1	but	359	253	1	A	107, 359
2	2	1	if	489	377	1	B	113, 489
2	2	1	less	368	145	1	B	224, 368
2	2	1	like	421	348	1	B	74, 421
2	2	1	look	317	186	1	A	132, 317
2	2	1	of	311	257	1	B	55, 311

