Freq.	Size	Surface Form	Spanning	First Speaker	Turns
5	3	yeah that 's	116	A	58, 91, 147, 162, 173
5	3	you ca n't	179	A	0, 90, 156, 167, 178
4	3	i think that	266	A	28, 101, 245, 293
4	3	it 's better	205	A	26, 55, 176, 230
4	3	maybe that 's	189	A	51, 100, 191, 239
4	3	mount davos .	158	A	57, 195, 212, 214
4	3	see how much	111	A	152, 215, 253, 262
4	3	that 's 2	172	A	121, 162, 226, 292
4	3	that 's 3	202	A	22, 124, 216, 223
4	3	that 's 4	122	A	154, 165, 245, 275
4	3	to mount luzern	166	A	61, 187, 215, 226
3	3	, and then	173	A	43, 89, 215
3	3	, i 'm	68	A	104, 166, 171
3	3	, okay .	281	A	4, 156, 284
3	3	, to mount	130	A	86, 89, 215
3	3	because that costs	55	A	26, 77, 80
3	3	do you wanna	193	A	103, 256, 295
3	3	get to mount	64	A	222, 279, 285
3	3	i think we	228	A	33, 180, 260
3	3	you wanna do	91	A	205, 256, 295
2	3	're gon na	223	A	57, 279
2	3	, i think	76	A	26, 101
2	3	, perfect .	66	A	64, 129
2	3	, wait .	174	A	31, 204
2	3	and then i	20	A	70, 89
2	3	gon na do	56	A	166, 221
2	3	i 'll erase	124	A	48, 171
2	3	i think .	12	A	15, 26
2	3	i think you	26	A	61, 86
2	3	interlaken to mount	78	A	99, 176
2	3	is the cheapest	3	A	112, 114
2	3	look at our	45	A	208, 252
2	3	maybe try mount	20	A	135, 154
2	3	mount montreux ?	203	A	66, 268
2	3	mount saint gallen	162	A	54, 215
2	3	oh no that	48	A	45, 92
2	3	okay , then	104	A	163, 266
2	3	okay your turn	15	A	21, 35
2	3	that 's perfect	12	A	162, 173
2	3	that costs less	103	A	26, 128
2	3	that costs more	33	A	45, 77
2	3	then i 'll	152	A	70, 221
2	3	then i think	95	A	86, 180
2	3	to mount mount	112	A	157, 268
2	3	to mount neuchatel	86	A	86, 171
2	3	we need to	75	A	211, 285
2	3	yeah , do	36	A	201, 236
2	3	yeah it 's	233	A	16, 248
2	3	yeah okay .	3	A	23, 25
2	3	yeah then i	136	A	86, 221
2	3	you go from	56	A	36, 91
2	3	your turn .	3	A	9, 11
45	2	to mount	260	A	26, 41, 43, 51, 56, 57, 61, 63, 65, 70, 80, 86, 89, 95, 99, 119, 122, 128, 130, 135, 139, 154, 157, 163, 171, 173, 176, 186, 187, 193, 195, 205, 212, 214, 215, 217, 222, 226, 238, 253, 260, 266, 268, 279, 285
28	2	that 's	272	A	22, 49, 51, 58, 62, 91, 100, 101, 112, 121, 124, 138, 147, 154, 162, 165, 173, 191, 216, 223, 225, 226, 239, 245, 275, 284, 292, 293
20	2	yeah .	291	A	5, 17, 30, 44, 53, 73, 88, 97, 107, 124, 127, 139, 144, 152, 244, 258, 269, 277, 287, 295
17	2	mount zermatt	206	A	63, 99, 112, 122, 130, 186, 187, 193, 195, 205, 208, 210, 212, 217, 222, 238, 268
17	2	okay .	283	A	2, 4, 6, 18, 19, 23, 24, 25, 49, 69, 109, 156, 185, 233, 251, 255, 284
15	2	go from	236	A	26, 36, 50, 56, 57, 61, 91, 116, 122, 171, 173, 186, 187, 260, 261
15	2	how much	151	A	130, 135, 145, 152, 158, 171, 197, 215, 217, 219, 226, 252, 253, 262, 280
15	2	i think	279	A	15, 26, 28, 31, 33, 51, 61, 67, 86, 101, 175, 180, 245, 260, 293
12	2	do that	206	A	90, 138, 140, 153, 160, 221, 236, 246, 256, 275, 292, 295
11	2	from mount	235	A	26, 50, 56, 61, 122, 171, 173, 176, 186, 187, 260
10	2	mount basel	235	A	26, 41, 56, 89, 95, 135, 154, 176, 253, 260
10	2	mount interlaken	254	A	26, 76, 80, 89, 95, 154, 157, 163, 176, 279
9	2	interlaken .	218	A	71, 78, 89, 95, 154, 157, 163, 173, 288
9	2	is that	146	A	135, 145, 158, 171, 197, 219, 226, 228, 280
9	2	yeah ,	194	A	43, 48, 55, 62, 64, 193, 201, 215, 236
8	2	it 's	240	A	9, 10, 16, 26, 55, 176, 230, 248
8	2	mount bern	233	A	50, 56, 139, 157, 238, 253, 260, 282
8	2	that .	203	A	90, 138, 153, 166, 221, 246, 275, 292
8	2	zermatt to	103	A	186, 187, 193, 195, 205, 212, 268, 288
7	2	, i	210	A	26, 48, 101, 104, 166, 171, 235
7	2	and then	173	A	43, 63, 70, 89, 98, 174, 215
7	2	do n't	240	A	36, 138, 160, 213, 235, 246, 275
7	2	i 'll	179	A	48, 70, 140, 171, 195, 221, 226
6	2	that ?	146	A	135, 145, 158, 171, 256, 280
6	2	yeah that	116	A	58, 91, 129, 147, 162, 173
5	2	do mount	141	A	98, 139, 205, 213, 238
5	2	maybe that	189	A	51, 100, 128, 191, 239
5	2	mount montreux	203	A	66, 80, 86, 171, 268
5	2	that ,	247	A	49, 101, 219, 226, 295
5	2	then i	152	A	70, 86, 89, 180, 221
4	2	, do	134	A	103, 163, 201, 236
4	2	, it	194	A	55, 103, 176, 248
4	2	, okay	281	A	4, 156, 208, 284
4	2	, then	239	A	28, 163, 193, 266
4	2	, wait	222	A	31, 204, 208, 252
4	2	basel to	237	A	26, 89, 95, 262
4	2	because that	87	A	26, 77, 80, 112
4	2	do you	193	A	103, 201, 256, 295
4	2	it .	246	A	48, 104, 167, 293
4	2	oh you	167	A	57, 90, 167, 223
4	2	okay ,	240	A	27, 163, 208, 266
4	2	saint gallen	162	A	54, 57, 118, 215
4	2	that cost	103	A	28, 92, 129, 130
4	2	try mount	59	A	135, 154, 157, 193
4	2	wait .	174	A	31, 133, 169, 204
4	2	you go	233	A	36, 86, 91, 268
3	2	, that	178	A	49, 166, 226
3	2	last time	182	A	28, 200, 209
3	2	maybe .	168	A	96, 105, 263
3	2	maybe go	147	A	41, 186, 187
3	2	mount neuchatel	88	A	86, 171, 173
3	2	oh .	82	A	184, 241, 265
3	2	oh no	143	A	45, 92, 187
3	2	perfect .	99	A	64, 129, 162
3	2	so we	81	A	59, 76, 139
3	2	then go	224	A	43, 173, 266
3	2	to interlaken	190	A	99, 262, 288
3	2	uh .	196	A	27, 160, 222
3	2	we should	122	A	139, 180, 260
3	2	yeah then	136	A	86, 95, 221
2	2	's ,	37	A	248, 284
2	2	's the	82	A	31, 112
2	2	, maybe	93	A	62, 154
2	2	, so	177	A	32, 208
2	2	, yeah	81	A	215, 295
2	2	basel .	82	A	56, 137
2	2	bob ?	84	A	114, 197
2	2	can you	193	A	76, 268
2	2	cost less	15	A	28, 42
2	2	do ,	111	A	103, 213
2	2	does that	161	A	130, 290
2	2	erase ,	6	A	166, 171
2	2	erase it	120	A	48, 167
2	2	erase mount	133	A	76, 208
2	2	go ,	16	A	89, 104
2	2	i go	25	A	65, 89
2	2	interlaken see	14	A	262, 275
2	2	less .	87	A	42, 128
2	2	like that	40	A	62, 101
2	2	mount ,	36	A	173, 208
2	2	oh ,	201	A	4, 204
2	2	oh yeah	45	A	204, 248
2	2	or mount	147	A	66, 212
2	2	so i	38	A	171, 208
2	2	then do	5	A	238, 242
2	2	then mount	10	A	54, 63
2	2	though .	41	A	245, 285
2	2	time .	6	A	28, 33
2	2	to do	179	A	33, 211
2	2	uh how	59	A	222, 280
2	2	uh okay	111	A	6, 116
2	2	way to	75	A	211, 285
2	2	we did	23	A	209, 231
2	2	yeah i	146	A	15, 160
61	1	that	274	A	22, 26, 28, 42, 45, 49, 51, 52, 58, 62, 77, 80, 90, 91, 92, 100, 101, 112, 121, 124, 128, 129, 130, 135, 138, 140, 145, 147, 152, 153, 154, 158, 160, 162, 165, 166, 171, 173, 191, 197, 215, 216, 219, 221, 223, 225, 226, 228, 236, 239, 245, 246, 256, 262, 275, 280, 284, 290, 292, 293, 295
59	1	mount	260	A	26, 41, 43, 50, 51, 54, 56, 57, 61, 63, 65, 66, 70, 76, 77, 80, 86, 89, 95, 98, 99, 112, 117, 119, 122, 128, 130, 135, 139, 154, 157, 163, 171, 173, 176, 186, 187, 193, 195, 203, 205, 208, 210, 212, 213, 214, 215, 217, 222, 226, 238, 253, 260, 266, 268, 274, 279, 282, 285
52	1	to	263	A	26, 33, 41, 43, 51, 56, 57, 61, 63, 65, 70, 80, 86, 89, 91, 95, 99, 119, 122, 128, 130, 135, 139, 154, 157, 163, 167, 171, 173, 176, 186, 187, 193, 195, 205, 211, 212, 214, 215, 217, 222, 226, 238, 253, 260, 262, 266, 268, 279, 282, 285, 288
49	1	yeah	291	A	5, 15, 16, 17, 23, 25, 30, 43, 44, 48, 53, 55, 58, 62, 64, 73, 86, 88, 91, 95, 97, 101, 104, 107, 124, 127, 129, 139, 144, 147, 152, 160, 162, 173, 181, 193, 201, 204, 215, 221, 236, 244, 248, 258, 269, 277, 287, 292, 295
38	1	's	285	A	9, 10, 16, 22, 26, 31, 49, 51, 55, 58, 62, 91, 100, 101, 104, 112, 121, 124, 138, 147, 154, 162, 165, 173, 176, 191, 216, 223, 225, 226, 230, 239, 245, 248, 275, 284, 292, 293
36	1	i	279	A	15, 26, 28, 31, 33, 48, 51, 56, 61, 65, 67, 70, 86, 89, 101, 104, 111, 122, 140, 157, 160, 166, 171, 175, 180, 185, 195, 208, 219, 221, 226, 235, 245, 260, 279, 293
31	1	okay	283	A	2, 4, 6, 7, 9, 18, 19, 21, 23, 24, 25, 27, 35, 40, 49, 69, 105, 109, 116, 121, 156, 163, 185, 195, 208, 228, 233, 251, 255, 266, 284
29	1	go	243	A	26, 36, 41, 43, 50, 56, 57, 61, 65, 70, 76, 86, 89, 91, 104, 116, 122, 160, 171, 173, 175, 186, 187, 199, 226, 260, 261, 266, 268
28	1	do	263	A	33, 36, 90, 98, 103, 138, 139, 140, 153, 160, 163, 166, 201, 205, 211, 213, 221, 222, 235, 236, 238, 242, 246, 256, 275, 279, 292, 295
27	1	then	252	A	28, 43, 54, 63, 70, 86, 89, 91, 95, 98, 121, 130, 142, 163, 173, 174, 180, 193, 215, 221, 238, 242, 259, 260, 266, 273, 279
22	1	you	296	A	0, 36, 57, 61, 76, 82, 86, 90, 91, 103, 156, 167, 178, 199, 201, 205, 213, 223, 253, 256, 268, 295
20	1	is	274	A	7, 31, 32, 112, 114, 135, 145, 152, 158, 171, 197, 215, 217, 219, 226, 228, 248, 252, 262, 280
19	1	oh	262	A	4, 31, 45, 57, 65, 74, 75, 90, 92, 167, 184, 185, 187, 200, 204, 223, 241, 248, 265
18	1	from	236	A	26, 36, 40, 50, 56, 57, 61, 91, 116, 122, 154, 171, 173, 176, 186, 187, 260, 261
18	1	interlaken	263	A	26, 66, 71, 76, 78, 80, 89, 95, 99, 154, 157, 163, 173, 176, 262, 275, 279, 288
17	1	maybe	223	A	41, 51, 54, 62, 82, 96, 100, 105, 128, 130, 135, 154, 186, 187, 191, 239, 263
16	1	it	285	A	9, 10, 16, 26, 33, 48, 55, 103, 104, 105, 167, 176, 200, 230, 248, 293
15	1	uh	275	A	6, 27, 46, 61, 108, 110, 116, 151, 160, 168, 186, 222, 252, 267, 280
14	1	so	240	A	7, 31, 32, 50, 59, 76, 138, 139, 149, 166, 171, 205, 208, 246
14	1	we	254	A	32, 33, 59, 76, 139, 149, 180, 209, 211, 222, 231, 260, 279, 285
13	1	n't	276	A	0, 36, 90, 138, 149, 156, 160, 167, 178, 213, 235, 246, 275
12	1	basel	237	A	26, 41, 56, 89, 95, 135, 137, 154, 176, 253, 260, 262
8	1	wait	222	A	31, 133, 166, 169, 171, 204, 208, 252
7	1	erase	161	A	48, 76, 83, 166, 167, 171, 208
7	1	the	280	A	0, 31, 32, 59, 112, 114, 279
6	1	because	206	A	26, 77, 80, 112, 167, 231
6	1	cost	103	A	28, 42, 52, 92, 129, 130
6	1	see	124	A	152, 195, 215, 253, 262, 275
6	1	should	200	A	61, 65, 86, 139, 180, 260
6	1	this	276	A	7, 36, 91, 213, 279, 282
6	1	time	182	A	28, 33, 36, 75, 200, 209
6	1	try	154	A	135, 154, 157, 193, 279, 288
5	1	bob	197	A	9, 21, 114, 197, 205
5	1	gallen	162	A	54, 57, 118, 213, 215
5	1	no	143	A	45, 61, 92, 112, 187
5	1	or	147	A	66, 134, 149, 201, 212
5	1	perfect	229	A	64, 129, 162, 173, 292
5	1	turn	27	A	9, 10, 11, 21, 35
5	1	what	211	A	13, 31, 112, 184, 223
4	1	a	176	A	36, 52, 208, 211
4	1	get	286	A	0, 222, 279, 285
4	1	neuchatel	97	A	77, 86, 171, 173
4	1	though	86	A	200, 245, 275, 285
3	1	at	141	A	112, 208, 252
3	1	can	193	A	76, 199, 268
3	1	have	60	A	149, 167, 208
3	1	just	122	A	98, 195, 219
3	1	more	45	A	33, 45, 77
3	1	one	204	A	33, 114, 236
3	1	which	188	A	32, 114, 219
2	1	've	19	A	167, 185
2	1	cut	37	A	59, 95
2	1	done	130	A	167, 296
2	1	for	5	A	195, 199
2	1	franc	6	A	185, 190
2	1	good	50	A	16, 65
2	1	got	37	A	149, 185
2	1	my	4	A	7, 10
2	1	out	37	A	59, 95
2	1	previous	45	A	208, 252
2	1	right	58	A	0, 57
2	1	start	72	A	40, 111
2	1	straight	26	A	51, 76
2	1	um	107	A	80, 186
2	1	was	54	A	200, 253
2	1	would	202	A	52, 253

