Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, so i	125	B	9, 133
2	3	and then ,	10	B	53, 62
2	3	bern to basel	65	B	99, 163
2	3	do that .	75	B	66, 140
2	3	go bern to	263	B	58, 320
2	3	go to mount	153	B	76, 228
2	3	how much that	74	B	192, 265
2	3	i submitted ,	10	B	69, 78
2	3	interlaken to mount	160	B	58, 217
2	3	it 's 2	12	B	294, 305
2	3	let 's go	21	B	268, 288
2	3	let me just	123	B	15, 137
2	3	no no no	31	B	301, 331
2	3	okay , so	32	B	9, 40
2	3	saint gallen .	3	B	288, 290
2	3	see how much	89	B	104, 192
2	3	then like that	24	B	177, 200
2	3	this is the	75	B	124, 198
2	3	to basel .	169	B	163, 331
2	3	to mount davos	78	B	62, 139
2	3	too much .	81	B	195, 275
2	3	uh mount luzern	249	B	34, 282
2	3	wait let me	31	B	137, 167
16	2	and then	276	B	53, 58, 62, 99, 118, 119, 132, 161, 165, 173, 177, 217, 287, 296, 308, 328
16	2	that 's	219	B	104, 106, 156, 171, 185, 198, 205, 213, 218, 228, 245, 259, 261, 265, 267, 322
14	2	i think	269	B	46, 50, 53, 54, 57, 64, 66, 86, 87, 133, 137, 192, 196, 314
13	2	how much	294	B	25, 104, 179, 192, 209, 225, 230, 240, 265, 278, 281, 316, 318
10	2	go to	256	B	76, 114, 115, 170, 203, 228, 278, 288, 308, 331
9	2	like that	198	B	91, 122, 177, 200, 225, 227, 238, 239, 288
9	2	that .	173	B	66, 122, 137, 140, 158, 177, 225, 227, 238
8	2	i have	269	B	9, 76, 114, 115, 146, 148, 192, 277
8	2	to mount	182	B	47, 58, 62, 76, 139, 154, 217, 228
8	2	we should	151	B	46, 53, 86, 87, 133, 147, 192, 196
7	2	have to	328	B	1, 9, 76, 114, 115, 122, 328
7	2	okay .	271	B	6, 37, 52, 81, 84, 221, 276
7	2	that ?	140	B	179, 207, 209, 278, 281, 316, 318
6	2	then go	152	B	161, 203, 217, 228, 308, 312
6	2	to neuchatel	155	B	49, 114, 115, 116, 165, 203
5	2	, i	173	B	53, 87, 110, 221, 225
5	2	mount basel	123	B	32, 47, 49, 116, 154
5	2	neuchatel .	157	B	47, 49, 114, 116, 203
5	2	submit .	267	B	67, 71, 143, 188, 333
4	2	, interlaken	129	B	89, 192, 196, 217
4	2	basel .	178	B	154, 163, 273, 331
4	2	bern .	105	B	217, 228, 308, 321
4	2	okay ,	79	B	9, 40, 67, 87
4	2	we have	127	B	1, 119, 122, 127
4	2	yeah .	196	B	39, 101, 194, 234
4	2	yeah i	164	B	104, 110, 137, 267
3	2	all the	153	B	1, 150, 153
3	2	erase that	80	B	116, 158, 195
3	2	go .	82	B	54, 99, 135
3	2	i 'm	139	B	20, 140, 158
3	2	i did	175	B	37, 110, 211
3	2	it 's	21	B	294, 305, 314
3	2	let 's	97	B	192, 268, 288
3	2	luzern .	129	B	64, 89, 192
3	2	luzern to	33	B	282, 312, 314
3	2	mount davos	78	B	62, 78, 139
3	2	mount luzern	249	B	34, 64, 282
3	2	out .	122	B	202, 219, 323
3	2	saint gallen	152	B	139, 288, 290
3	2	should do	131	B	66, 133, 196
3	2	then we	210	B	119, 323, 328
3	2	to basel	233	B	99, 163, 331
3	2	too much	81	B	195, 259, 275
2	2	, it	38	B	294, 331
2	2	, to	15	B	119, 133
2	2	1 franc	2	B	248, 249
2	2	3 and	46	B	240, 285
2	2	and go	33	B	288, 320
2	2	as well	61	B	205, 265
2	2	check .	229	B	15, 243
2	2	davos .	144	B	139, 282
2	2	davos ?	224	B	62, 285
2	2	did that	13	B	25, 37
2	2	get like	57	B	91, 147
2	2	go uh	171	B	86, 256
2	2	good .	70	B	144, 213
2	2	i can	7	B	110, 116
2	2	interlaken and	32	B	58, 89
2	2	is ,	34	B	192, 225
2	2	it .	102	B	50, 151
2	2	montreux .	113	B	58, 170
2	2	mount ,	132	B	23, 154
2	2	mount neuchatel	7	B	47, 53
2	2	no ,	31	B	301, 331
2	2	now i	120	B	20, 139
2	2	oh ,	28	B	221, 248
2	2	oh yes	72	B	116, 187
2	2	okay i	49	B	148, 196
2	2	okay mount	56	B	23, 78
2	2	out and	104	B	217, 320
2	2	remember that	76	B	192, 267
2	2	same .	68	B	57, 124
2	2	that ,	46	B	195, 240
2	2	the same	52	B	57, 108
2	2	there .	49	B	112, 160
2	2	this screen	14	B	7, 20
2	2	though .	71	B	115, 185
2	2	to connect	297	B	1, 297
2	2	to davos	4	B	282, 285
2	2	to get	30	B	62, 91
2	2	to luzern	87	B	192, 278
2	2	to montreux	52	B	119, 170
2	2	to uh	275	B	34, 308
2	2	we 've	46	B	252, 297
2	2	we do	66	B	108, 173
2	2	yeah go	274	B	58, 331
2	2	you should	34	B	66, 99
2	2	zurich ,	220	B	89, 308
2	2	zurich to	155	B	154, 308
49	1	that	298	B	25, 31, 37, 50, 66, 91, 104, 106, 116, 122, 137, 140, 156, 158, 167, 171, 177, 179, 185, 192, 195, 197, 198, 200, 202, 205, 207, 209, 213, 217, 218, 225, 227, 228, 238, 239, 240, 245, 252, 259, 261, 265, 267, 278, 281, 288, 316, 318, 322
44	1	to	331	B	1, 9, 29, 34, 47, 49, 58, 62, 76, 83, 87, 89, 91, 99, 114, 115, 116, 118, 119, 122, 133, 139, 154, 163, 165, 170, 192, 197, 203, 211, 217, 228, 278, 282, 285, 288, 297, 308, 310, 312, 314, 320, 328, 331
40	1	i	308	B	7, 9, 13, 20, 37, 46, 50, 53, 54, 57, 64, 66, 69, 76, 78, 86, 87, 104, 110, 112, 114, 115, 116, 133, 137, 139, 140, 146, 148, 158, 192, 196, 211, 221, 225, 267, 274, 277, 278, 314
31	1	go	286	B	46, 53, 54, 58, 76, 83, 86, 87, 99, 112, 114, 115, 122, 135, 139, 150, 161, 170, 203, 217, 225, 227, 228, 256, 268, 278, 288, 308, 312, 320, 331
27	1	then	276	B	53, 58, 62, 95, 99, 118, 119, 132, 161, 165, 173, 177, 200, 202, 203, 207, 217, 228, 236, 265, 287, 296, 308, 310, 312, 323, 328
23	1	's	261	B	62, 104, 106, 156, 171, 185, 192, 198, 205, 213, 218, 228, 245, 259, 261, 265, 267, 268, 288, 294, 305, 314, 322
23	1	and	276	B	53, 58, 62, 89, 99, 118, 119, 132, 161, 165, 173, 177, 217, 240, 281, 285, 287, 288, 296, 308, 309, 320, 328
23	1	okay	319	B	2, 6, 9, 23, 37, 40, 52, 67, 78, 81, 84, 87, 138, 146, 148, 188, 191, 196, 221, 243, 276, 299, 320
22	1	we	328	B	1, 46, 53, 86, 87, 108, 110, 119, 122, 127, 133, 147, 173, 192, 196, 207, 249, 252, 297, 299, 323, 328
19	1	mount	260	B	23, 32, 34, 47, 49, 53, 58, 62, 64, 76, 78, 87, 99, 116, 139, 154, 217, 228, 282
14	1	have	328	B	1, 9, 76, 114, 115, 119, 122, 127, 146, 148, 192, 249, 277, 328
14	1	how	312	B	7, 25, 104, 179, 192, 209, 225, 230, 240, 265, 278, 281, 316, 318
14	1	is	269	B	50, 55, 124, 179, 192, 198, 209, 225, 230, 240, 278, 281, 316, 318
14	1	yeah	296	B	36, 39, 58, 101, 104, 110, 137, 194, 234, 267, 271, 292, 299, 331
13	1	bern	299	B	23, 34, 58, 87, 99, 118, 163, 217, 228, 308, 310, 320, 321
12	1	interlaken	263	B	58, 89, 118, 119, 192, 196, 211, 217, 310, 312, 314, 320
12	1	it	282	B	50, 133, 151, 173, 219, 274, 294, 305, 314, 320, 323, 331
12	1	like	198	B	91, 122, 133, 147, 173, 177, 200, 225, 227, 238, 239, 288
12	1	so	192	B	1, 9, 40, 62, 66, 81, 93, 122, 129, 133, 190, 192
12	1	the	223	B	1, 57, 62, 83, 108, 110, 124, 150, 153, 198, 211, 223
12	1	uh	289	B	20, 34, 76, 86, 89, 133, 156, 234, 256, 282, 299, 308
11	1	oh	264	B	8, 22, 60, 83, 116, 127, 187, 202, 221, 248, 271
10	1	basel	300	B	32, 47, 49, 89, 99, 116, 154, 163, 273, 331
10	1	neuchatel	165	B	47, 49, 53, 114, 115, 116, 119, 165, 203, 211
9	1	do	190	B	7, 66, 83, 108, 133, 140, 156, 173, 196
8	1	um	187	B	11, 46, 96, 129, 132, 138, 147, 197
7	1	just	317	B	15, 54, 137, 151, 223, 328, 331
7	1	no	278	B	54, 156, 167, 299, 301, 314, 331
6	1	submit	267	B	67, 71, 78, 143, 188, 333
6	1	this	192	B	7, 20, 124, 148, 173, 198
5	1	can	158	B	99, 110, 116, 133, 256
5	1	did	187	B	25, 37, 108, 110, 211
5	1	n't	237	B	13, 112, 156, 225, 249
5	1	what	179	B	29, 62, 83, 86, 207
5	1	you	191	B	66, 83, 99, 171, 256
4	1	erase	86	B	110, 116, 158, 195
4	1	get	141	B	7, 62, 91, 147
4	1	me	153	B	15, 83, 137, 167
4	1	see	180	B	13, 104, 171, 192
4	1	try	137	B	137, 151, 192, 273
4	1	zurich	220	B	89, 154, 230, 308
3	1	montreux	113	B	58, 119, 170
3	1	not	125	B	99, 148, 223
3	1	now	120	B	20, 78, 139
3	1	though	78	B	115, 185, 192
3	1	way	92	B	62, 150, 153
3	1	well	61	B	205, 225, 265
2	1	're	129	B	171, 299
2	1	because	149	B	50, 198
2	1	but	66	B	54, 119
2	1	first	10	B	90, 99
2	1	if	68	B	207, 274
2	1	look	11	B	127, 137
2	1	maybe	28	B	146, 173
2	1	more	79	B	55, 133
2	1	on	204	B	20, 223
2	1	option	52	B	198, 249
2	1	tell	75	B	9, 83
2	1	they	115	B	57, 171
2	1	which	195	B	55, 249
2	1	with	127	B	1, 127
2	1	zermatt	40	B	285, 324

