Freq.	Size	Surface Form	Spanning	First Speaker	Turns
7	2	3 francs	211	A	70, 148, 174, 181, 233, 251, 280
7	2	it 's	186	A	148, 181, 193, 233, 280, 290, 333
7	2	mount montreux	290	A	48, 97, 122, 124, 167, 298, 337
7	2	okay ,	208	A	33, 93, 107, 174, 194, 233, 240
7	2	one .	313	A	23, 40, 125, 210, 244, 319, 335
7	2	yeah .	228	A	119, 157, 196, 232, 238, 240, 346
6	2	basel .	269	A	80, 117, 186, 289, 331, 348
6	2	do n't	95	A	237, 255, 272, 290, 311, 331
6	2	i 'm	163	A	165, 175, 226, 240, 258, 327
6	2	interlaken .	255	A	83, 191, 233, 300, 314, 337
6	2	this is	248	A	107, 127, 307, 325, 342, 354
5	2	can we	265	A	70, 143, 148, 187, 334
5	2	come on	309	A	36, 200, 249, 260, 344
5	2	do this	79	A	182, 200, 234, 249, 260
5	2	now .	195	A	140, 258, 275, 303, 334
5	2	that 's	116	A	225, 284, 311, 312, 340
5	2	yeah ,	186	A	79, 86, 122, 188, 264
4	2	, i	47	A	226, 234, 240, 272
4	2	, mount	198	A	151, 204, 344, 348
4	2	because that	88	A	225, 255, 284, 312
4	2	connect to	262	A	87, 190, 226, 348
4	2	expensive .	116	A	225, 290, 312, 340
4	2	go to	210	A	59, 80, 175, 268
4	2	hard .	228	A	127, 307, 325, 354
4	2	interlaken to	255	A	97, 192, 315, 351
4	2	oh gosh	300	A	34, 42, 268, 333
4	2	our tracks	192	A	143, 148, 187, 334
4	2	so ,	110	A	239, 285, 336, 348
4	2	this time	120	A	191, 215, 306, 310
4	2	wait ,	54	A	187, 203, 204, 240
4	2	wait mount	346	A	3, 46, 194, 348
4	2	we can	138	A	182, 249, 303, 319
4	2	we have	115	A	171, 191, 284, 285
3	2	, because	127	A	107, 188, 233
3	2	, oh	161	A	34, 178, 194
3	2	, to	297	A	48, 141, 344
3	2	, we	230	A	56, 191, 285
3	2	, you	80	A	61, 93, 140
3	2	are you	231	A	11, 90, 241
3	2	because we	244	A	83, 174, 326
3	2	bern .	81	A	79, 146, 159
3	2	connect mount	215	A	97, 255, 311
3	2	cost a	21	A	153, 165, 173
3	2	davos and	115	A	152, 201, 266
3	2	go ,	158	A	34, 178, 191
3	2	gon na	166	A	93, 240, 258
3	2	i know	184	A	95, 173, 278
3	2	is really	180	A	175, 325, 354
3	2	it is	73	A	150, 175, 222
3	2	just do	142	A	43, 182, 184
3	2	montreux .	230	A	122, 124, 351
3	2	mount neuchatel	109	A	192, 233, 300
3	2	n't do	42	A	290, 311, 331
3	2	okay we	286	A	68, 319, 353
3	2	the eraser	72	A	272, 274, 343
3	2	the only	122	A	190, 284, 311
3	2	then um	70	A	270, 297, 339
3	2	to um	185	A	97, 198, 281
3	2	um mount	50	A	172, 198, 221
3	2	wait i	101	A	237, 258, 337
3	2	we 're	286	A	68, 326, 353
3	2	we just	79	A	256, 326, 334
3	2	what ?	249	A	46, 246, 294
2	2	, delete	54	A	187, 240
2	2	, go	17	A	337, 353
2	2	, so	159	A	178, 336
2	2	, then	259	A	86, 344
2	2	, what	172	A	3, 174
2	2	, yeah	36	A	203, 238
2	2	3 and	53	A	56, 108
2	2	5 francs	27	A	30, 56
2	2	all of	317	A	18, 334
2	2	and and	21	A	239, 259
2	2	and go	60	A	116, 175
2	2	and mount	193	A	152, 344
2	2	because i	13	A	95, 107
2	2	can .	313	A	15, 327
2	2	cheaper .	58	A	93, 150
2	2	connect from	52	A	233, 284
2	2	delete the	91	A	150, 240
2	2	francs .	126	A	56, 181
2	2	from the	82	A	245, 326
2	2	get it	268	A	8, 275
2	2	i do	39	A	234, 272
2	2	i get	4	A	272, 275
2	2	i start	37	A	308, 344
2	2	if we	194	A	143, 336
2	2	is um	45	A	207, 251
2	2	mount what	44	A	3, 46
2	2	neuchatel .	188	A	163, 350
2	2	no just	144	A	184, 327
2	2	no no	54	A	184, 237
2	2	no wait	38	A	203, 240
2	2	no we	12	A	171, 182
2	2	oh this	180	A	127, 306
2	2	oh wait	170	A	25, 194
2	2	okay so	341	A	1, 341
2	2	the one	25	A	150, 174
2	2	then ,	75	A	160, 234
2	2	then i	111	A	234, 344
2	2	three .	205	A	38, 242
2	2	to connect	65	A	284, 348
2	2	um .	205	A	129, 333
2	2	wait .	110	A	25, 134
2	2	we 've	88	A	56, 143
2	2	we already	107	A	68, 174
2	2	we did	152	A	174, 325
2	2	what ,	172	A	3, 174
2	2	which one	68	A	140, 207
2	2	you 're	123	A	93, 215
2	2	you can	246	A	15, 260
2	2	you go	240	A	61, 300
86	1	mount	346	A	3, 13, 45, 46, 48, 59, 63, 75, 76, 77, 79, 80, 82, 83, 86, 87, 97, 101, 102, 103, 104, 113, 115, 117, 122, 124, 141, 146, 150, 151, 152, 158, 160, 161, 163, 166, 167, 172, 174, 175, 176, 178, 182, 184, 185, 186, 190, 191, 192, 194, 197, 198, 201, 203, 204, 216, 218, 221, 224, 225, 228, 229, 230, 233, 239, 240, 255, 266, 267, 276, 278, 281, 284, 288, 298, 300, 309, 311, 314, 315, 329, 331, 336, 337, 344, 348
73	1	to	349	A	3, 13, 18, 45, 48, 59, 76, 77, 79, 80, 82, 83, 86, 87, 97, 101, 104, 113, 115, 117, 122, 124, 141, 146, 150, 151, 152, 158, 160, 161, 163, 166, 167, 172, 175, 178, 182, 184, 190, 191, 192, 194, 198, 203, 216, 218, 221, 224, 225, 226, 229, 233, 239, 240, 255, 266, 267, 268, 276, 281, 284, 288, 290, 300, 311, 314, 315, 331, 336, 337, 344, 348, 351
61	1	okay	353	A	1, 7, 9, 10, 19, 20, 26, 28, 33, 36, 50, 55, 62, 67, 68, 70, 72, 74, 81, 84, 90, 93, 100, 105, 107, 110, 114, 125, 130, 132, 139, 151, 155, 166, 174, 182, 191, 194, 199, 204, 213, 222, 233, 240, 241, 247, 254, 262, 264, 265, 276, 291, 296, 301, 308, 313, 317, 319, 326, 341, 353
45	1	and	337	A	15, 52, 56, 59, 77, 80, 82, 88, 108, 114, 116, 122, 123, 146, 150, 152, 158, 160, 167, 175, 176, 182, 184, 192, 197, 201, 205, 221, 223, 225, 233, 234, 235, 239, 259, 265, 266, 287, 292, 299, 311, 339, 344, 348, 351
43	1	from	332	A	13, 45, 57, 59, 75, 77, 79, 80, 82, 83, 113, 115, 116, 141, 150, 158, 160, 163, 174, 175, 176, 182, 191, 193, 216, 221, 223, 225, 228, 233, 239, 240, 245, 284, 288, 298, 300, 309, 326, 336, 337, 341, 344
43	1	go	341	A	13, 34, 41, 57, 59, 61, 68, 75, 79, 80, 82, 83, 113, 115, 116, 141, 162, 173, 174, 175, 176, 178, 182, 191, 211, 216, 221, 223, 225, 228, 239, 268, 288, 300, 303, 305, 309, 319, 336, 337, 340, 341, 353
36	1	's	308	A	33, 36, 42, 43, 45, 75, 97, 102, 141, 148, 150, 151, 174, 175, 176, 179, 181, 191, 193, 200, 207, 225, 228, 233, 251, 280, 284, 288, 290, 298, 309, 310, 311, 312, 333, 340
32	1	i	337	A	8, 13, 29, 32, 56, 57, 82, 95, 107, 115, 140, 165, 173, 175, 190, 223, 225, 226, 234, 237, 240, 258, 268, 272, 274, 275, 278, 308, 327, 335, 337, 344
31	1	we	336	A	18, 30, 56, 68, 70, 83, 135, 143, 148, 162, 171, 174, 178, 182, 187, 191, 239, 249, 256, 284, 285, 303, 319, 322, 323, 325, 326, 334, 336, 348, 353
30	1	um	336	A	4, 12, 16, 17, 31, 57, 72, 79, 83, 95, 97, 129, 145, 172, 182, 188, 198, 207, 221, 229, 233, 251, 253, 256, 270, 281, 287, 297, 333, 339
24	1	then	290	A	59, 86, 122, 123, 150, 160, 163, 176, 182, 192, 197, 221, 234, 235, 239, 266, 270, 271, 276, 297, 299, 339, 344, 348
22	1	you	324	A	8, 11, 15, 43, 53, 61, 83, 90, 93, 140, 155, 174, 215, 233, 241, 245, 255, 260, 290, 300, 311, 331
20	1	now	320	A	15, 68, 80, 88, 97, 111, 114, 140, 146, 175, 205, 223, 233, 258, 265, 275, 292, 303, 319, 334
20	1	one	331	A	23, 40, 68, 90, 125, 140, 150, 165, 171, 173, 174, 190, 207, 210, 244, 285, 305, 319, 335, 353
20	1	this	273	A	82, 107, 127, 165, 173, 182, 191, 200, 212, 215, 234, 237, 249, 260, 306, 307, 310, 325, 342, 354
19	1	oh	325	A	16, 25, 34, 42, 48, 56, 127, 138, 162, 172, 178, 181, 182, 194, 268, 275, 306, 333, 340
18	1	do	289	A	43, 120, 135, 182, 184, 200, 234, 237, 245, 249, 255, 260, 272, 290, 298, 310, 311, 331
17	1	that	259	A	82, 95, 120, 171, 190, 225, 234, 245, 255, 280, 284, 285, 311, 312, 325, 337, 340
17	1	wait	346	A	3, 25, 46, 134, 143, 148, 187, 194, 203, 204, 237, 240, 258, 282, 334, 337, 348
16	1	basel	269	A	80, 117, 160, 163, 184, 186, 190, 203, 225, 233, 255, 289, 290, 311, 331, 348
16	1	because	274	A	53, 80, 83, 95, 107, 174, 175, 188, 225, 233, 255, 280, 284, 312, 315, 326
16	1	it	326	A	8, 33, 36, 93, 148, 150, 153, 175, 181, 193, 222, 233, 275, 280, 290, 333
16	1	so	348	A	1, 11, 18, 178, 226, 239, 245, 247, 285, 290, 308, 312, 323, 336, 341, 348
16	1	yeah	268	A	79, 86, 119, 122, 157, 188, 193, 196, 203, 215, 232, 235, 238, 240, 264, 346
15	1	bern	270	A	79, 80, 115, 117, 146, 159, 160, 175, 176, 191, 203, 221, 288, 315, 348
15	1	is	248	A	107, 127, 150, 171, 175, 186, 190, 207, 222, 247, 251, 307, 325, 342, 354
15	1	luzern	284	A	61, 115, 141, 146, 172, 175, 182, 216, 221, 224, 230, 266, 267, 281, 344
15	1	n't	175	A	162, 171, 178, 182, 225, 237, 255, 268, 272, 274, 285, 290, 311, 331, 336
14	1	can	327	A	8, 15, 70, 143, 148, 182, 187, 190, 249, 260, 303, 319, 327, 334
14	1	uh	320	A	6, 80, 89, 113, 130, 169, 191, 194, 230, 256, 275, 279, 281, 325
13	1	connect	331	A	18, 87, 89, 97, 140, 190, 226, 233, 237, 255, 284, 311, 348
13	1	interlaken	269	A	83, 97, 161, 166, 191, 192, 233, 271, 300, 314, 315, 337, 351
13	1	no	249	A	79, 97, 171, 182, 184, 187, 203, 228, 237, 240, 272, 283, 327
13	1	the	326	A	18, 150, 174, 186, 190, 240, 245, 272, 274, 284, 311, 326, 343
11	1	just	321	A	17, 42, 43, 182, 184, 256, 258, 326, 327, 334, 337
10	1	two	286	A	68, 90, 125, 169, 173, 210, 244, 305, 319, 353
8	1	a	183	A	153, 165, 173, 174, 191, 255, 310, 335
8	1	our	292	A	43, 135, 143, 148, 187, 249, 251, 334
7	1	are	313	A	11, 30, 90, 241, 245, 322, 323
7	1	delete	116	A	143, 148, 150, 187, 237, 240, 258
7	1	hard	228	A	127, 212, 247, 307, 325, 342, 354
7	1	start	303	A	42, 45, 174, 175, 308, 337, 344
6	1	if	329	A	8, 143, 150, 222, 233, 336
6	1	on	309	A	36, 200, 249, 260, 326, 344
6	1	try	163	A	174, 191, 281, 309, 335, 336
6	1	what	292	A	3, 46, 174, 245, 246, 294
5	1	actually	60	A	283, 307, 333, 340, 342
5	1	gosh	300	A	34, 42, 173, 268, 333
5	1	have	278	A	8, 171, 191, 284, 285
5	1	of	327	A	8, 18, 272, 274, 334
5	1	see	196	A	56, 150, 179, 207, 251
5	1	tracks	192	A	143, 148, 187, 258, 334
4	1	know	236	A	43, 95, 173, 278
4	1	mountain	263	A	64, 82, 171, 326
4	1	need	331	A	18, 83, 256, 348
4	1	new	163	A	174, 191, 335, 336
4	1	only	130	A	182, 190, 284, 311
4	1	really	180	A	175, 225, 325, 354
4	1	sure	123	A	53, 107, 165, 175
4	1	track	147	A	191, 237, 240, 337
3	1	've	88	A	56, 107, 143
3	1	at	53	A	135, 175, 187
3	1	away	314	A	30, 245, 343
3	1	first	280	A	29, 140, 308
3	1	for	301	A	34, 258, 334
3	1	how	203	A	70, 238, 272
3	1	ready	174	A	68, 90, 241
3	1	where	125	A	11, 102, 135
3	1	which	144	A	64, 140, 207
3	1	will	142	A	32, 165, 173
2	1	after	133	A	167, 299
2	1	always	5	A	322, 326
2	1	bob	121	A	140, 260
2	1	but	141	A	191, 331
2	1	check	127	A	25, 151
2	1	connected	145	A	171, 315
2	1	did	152	A	174, 325
2	1	erase	44	A	294, 337
2	1	except	43	A	191, 233
2	1	good	38	A	204, 241
2	1	least	158	A	18, 175
2	1	less	15	A	18, 32
2	1	make	62	A	32, 93
2	1	money	15	A	18, 32
2	1	or	63	A	222, 284
2	1	out	55	A	280, 334
2	1	press	55	A	36, 90
2	1	rub	55	A	280, 334
2	1	starting	112	A	215, 326
2	1	together	19	A	18, 36
2	1	turn	141	A	15, 155
2	1	way	44	A	284, 327
2	1	your	244	A	15, 258

