team_no,attempt_no,turn_no,start,end,subject,verb,object
10,2,7,468.130,468.130,B,loads,"[(0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (4, 5), (4, 9), (5, 3), (5, 6), (6, 7), (7, 3), (8, 9)]"
10,2,7,468.309,474.256,I,says,sorry you just your whole solution . the previous solution you applied it .
10,2,7,468.846,468.846,B,presses,apply (enabled)
10,2,7,469.441,469.441,B,presses,apply (enabled)
10,2,7,469.709,469.709,A,presses,help (enabled)
10,2,7,471.568,471.568,A,presses,help (enabled)
10,2,7,472.179,472.179,A,presses,help (enabled)
10,2,7,473.463,473.463,A,presses,help (enabled)
10,2,7,473.606,473.606,B,presses,apply (enabled)
10,2,7,473.616,473.616,B,loads,"[(0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (4, 5), (4, 9), (5, 3), (5, 6), (6, 7), (7, 3), (8, 9)]"
10,2,7,473.783,474.741,B,says,oh yeah .
10,2,7,474.344,474.344,B,presses,apply (enabled)
10,2,7,474.457,475.790,A,says,so you have
10,2,7,475.161,477.318,B,says,"wait , i applied it ."
10,2,7,475.721,475.721,B,presses,apply (enabled)
10,2,7,475.731,475.731,B,loads,"[(0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (4, 5), (4, 9), (5, 3), (5, 6), (6, 7), (7, 3), (8, 9)]"
10,2,7,476.413,476.413,B,presses,apply (enabled)
10,2,7,476.808,478.296,A,says,maybe
10,2,7,477.846,484.522,I,says,it's okay ...
10,2,7,484.754,484.754,B,presses,submit (enabled)
10,2,7,484.822,486.979,B,says,"okay i'm just gonna press submit and restart , wait ."
10,2,7,487.475,489.153,B,says,"wait ann , press submit ."
10,2,7,489.445,489.445,A,presses,submit (enabled)
10,2,7,489.535,489.535,T,submits,cost=37 (opt_cost=22)
10,2,7,489.786,491.738,I,says,yeah it's a good solution .
10,2,7,490.833,490.833,R,shows,talking emotion
10,2,7,490.833,490.833,R,shows,up_left gesture
10,2,7,490.934,490.934,R,says,you are away from the minimum by 15 francs. let's try again.
10,2,7,491.948,497.408,R,says,you are away from the minimum by 10 francs let's try again .
10,2,7,497.858,500.539,B,says,"i just did an accident ann , i'm not doing that again ."
10,2,7,499.326,500.763,A,says,no i'll try .
10,2,7,501.846,503.239,B,says,um that's
10,2,7,501.876,504.288,A,says,"let's start from here ,"
10,2,7,505.201,505.816,A,says,to
10,3,7,508.288,508.288,A,adds,Montreux-Neuchatel (6-7)
10,3,7,511.475,512.119,B,says,nice .
10,3,7,516.601,516.601,A,adds,Interlaken-Montreux (5-6)
10,3,7,519.383,520.087,B,says,okay .
10,3,7,521.121,521.854,B,says,um
10,3,7,523.853,524.437,B,says,should i do
10,3,7,525.051,526.369,B,says,"bern , bern ?"
10,3,7,526.504,526.969,A,says,what ?
10,3,7,526.969,528.077,B,says,you wanna do the mount bern ?
10,3,7,528.757,530.660,B,says,or mount interlaken to bern .
10,3,7,529.402,530.031,A,says,go
10,3,7,531.049,531.978,A,says,go to
10,3,7,532.262,533.101,B,says,to which one ?
10,3,7,532.802,533.655,A,says,zermatt .
10,3,7,534.624,535.418,B,says,luzern ?
10,3,7,536.047,537.185,A,says,zermatt .
10,3,8,540.589,540.589,B,adds,Zermatt-Interlaken (4-5)
10,3,8,541.794,542.783,B,says,okay now should we do
10,3,8,543.427,544.940,B,says,mount zermatt to
10,3,8,545.374,545.943,A,says,mount
10,3,8,546.228,547.067,B,says,luzern .
10,3,8,548.363,548.888,B,says,luzern .
10,3,8,548.843,549.367,A,says,yeah .
10,3,8,550.019,550.019,B,adds,Luzern-Zermatt (1-4)
10,3,8,550.945,552.068,B,says,"okay , your turn ."
10,3,8,553.177,556.412,B,says,you wanna do mount luzern to mount bern or something ?
10,3,8,556.862,557.700,B,says,i'm gonna try that .
10,3,9,558.852,558.852,A,adds,Luzern-Bern (1-3)
10,3,9,563.041,564.464,B,says,"okay nice , now ,"
10,3,9,565.109,566.831,B,says,mount bern to
10,3,9,565.822,565.822,A,adds,Basel-Bern (0-3)
10,3,9,567.595,569.587,B,says,i don't know .
10,3,9,569.842,573.392,A,says,i'm gonna try and go to mount basel to mount zurich .
10,3,9,569.976,570.261,B,says,yeah
10,3,9,570.516,573.481,B,says,okay i do mount basel
10,3,9,574.371,576.393,B,says,basel to mount neuchatel .
10,3,9,575.509,576.482,A,says,zurich .
10,3,9,577.104,578.048,A,says,or mount zurich .
10,3,9,577.164,578.138,B,says,or zurich .
10,3,9,578.542,579.081,A,says,yeah .
10,3,10,578.615,578.615,R,shows,thinking gesture
10,3,10,578.619,578.619,R,says,"hmm, i see."
10,3,10,579.246,579.710,B,says,zurich ?
10,3,10,579.830,580.265,A,says,yeah .
10,3,10,580.220,580.969,B,says,okay .
10,3,10,580.894,582.272,R,says,i see .
10,3,10,582.140,582.140,B,adds,Basel-Zurich (0-2)
10,3,10,582.937,584.600,B,says,"i i did zurich ,"
10,3,10,584.600,585.229,B,says,then let's do
10,3,10,584.600,585.394,A,says,then go to
10,3,10,585.394,586.083,A,says,mount
10,3,10,585.529,587.056,B,says,t s t gallen
10,3,10,587.230,587.709,A,says,yeah .
10,3,10,587.275,588.009,B,says,from zurich ?
10,3,10,588.653,589.207,A,says,yeah .
10,3,10,589.267,589.956,B,says,okay .
10,3,10,589.590,589.590,B,adds,Zurich-Gallen (2-8)
10,3,10,591.274,592.262,B,says,your turn .
10,3,11,593.993,593.993,A,adds,Gallen-Davos (8-9)
10,3,11,598.250,598.789,B,says,to
10,3,11,598.789,600.466,A,says,now i think we can submit .
10,3,11,600.332,602.090,B,says,"okay yeah press submit , let's see ."
10,3,11,600.615,600.615,A,presses,submit (enabled)
10,3,11,600.754,600.754,T,submits,cost=27 (opt_cost=22)
10,3,11,600.888,600.888,B,presses,submit (enabled)
10,3,11,602.005,602.005,R,shows,talking emotion
10,3,11,602.007,602.007,R,shows,up_left gesture
10,3,11,602.095,602.095,R,says,you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
10,3,11,602.878,611.161,R,says,you are not that far from the minimum the difference is only 5 francs i am sure you can do it .
10,3,11,607.755,609.319,B,says,oh we're so close .
10,3,11,611.993,613.071,B,says,let's try again .
10,3,11,612.921,614.809,A,says,maybe it's from
10,3,11,614.809,615.333,B,says,mount
10,3,11,615.548,617.240,B,says,zermatt to mount luzern ?
10,3,11,618.130,618.609,A,says,or
10,4,11,619.218,619.218,A,adds,Interlaken-Montreux (5-6)
10,4,11,619.717,620.421,A,says,here ?
10,4,11,620.751,622.204,B,says,"let's try that , okay ."
10,4,11,622.668,623.881,B,says,"or that , yeah ."
10,4,11,624.996,625.970,A,says,then maybe
10,4,11,627.562,627.562,A,adds,Interlaken-Neuchatel (5-7)
10,4,11,627.636,629.073,B,says,oh no you choose
10,4,11,629.223,630.137,A,says,to here .
10,4,11,630.667,633.453,B,says,okay i'm going to mount
10,4,11,634.957,635.601,B,says,bern .
10,4,12,636.288,636.288,B,adds,Neuchatel-Bern (7-3)
10,4,12,637.788,638.716,B,says,and then
10,4,12,639.019,641.056,A,says,to mount basel
10,4,12,640.175,641.703,B,says,yeah mount basel you're right .
10,4,12,640.622,640.622,B,adds,Basel-Bern (0-3)
10,4,12,641.852,642.392,B,says,okay .
10,4,13,646.093,646.093,A,adds,Basel-Zurich (0-2)
10,4,13,648.683,649.551,B,says,yeah .
10,4,13,650.974,654.078,B,says,"to mount davos , so far ."
10,4,13,654.387,654.387,A,adds,Zurich-Gallen (2-8)
10,4,13,657.535,657.969,B,says,okay .
10,4,13,658.629,660.935,A,says,i think you need to get them exactly on the tracks .
10,4,13,661.834,662.358,B,says,no .
10,4,14,661.922,661.922,B,adds,Gallen-Davos (8-9)
10,4,14,663.118,664.346,B,says,i don't think that's how .
10,4,14,666.338,667.402,A,says,and maybe to mount
10,4,14,666.437,666.437,B,adds,Zurich-Davos (2-9)
10,4,15,671.986,671.986,A,adds,Luzern-Zurich (1-2)
10,4,15,674.995,676.103,B,says,nice .
10,4,15,677.032,677.781,A,says,bern .
10,4,15,677.266,677.266,A,adds,Luzern-Zermatt (1-4)
10,4,15,678.410,682.296,B,says,"i think you do one more and then i , okay we can submit let's see , you wanna submit ?"
10,4,16,679.887,679.887,A,presses,submit (enabled)
10,4,16,683.392,683.392,T,submits,cost=34 (opt_cost=22)
10,4,16,683.458,684.506,B,says,should we submit now ?
10,4,16,683.907,685.045,A,says,yeah submit .
10,4,16,684.406,684.406,B,presses,submit (enabled)
10,4,16,684.702,684.702,R,shows,talking emotion
10,4,16,684.704,684.704,R,shows,up_left gesture
10,4,16,684.731,686.154,B,says,"okay , i press submit ."
10,4,16,684.782,684.782,R,says,you are not that far from the minimum; the difference is only 12 francs. i am sure you can do it.
10,4,16,685.360,693.755,R,says,you are not that far from the minimum the difference is only 12 francs i am sure you can do it .
10,4,16,688.049,689.606,B,says,"oh , it is so hard ."
10,4,16,691.748,693.156,B,says,it's hard .
10,4,16,694.055,695.014,B,says,let's try again .
10,4,16,696.502,700.157,A,says,"maybe we start from , mount zermatt ?"
10,4,16,700.103,704.387,B,says,"no lets do mount davos to , where do you wanna go ?"
10,4,16,703.973,707.059,A,says,"to , mount , s t gallen ."
10,4,16,707.163,707.733,B,says,okay .
10,5,16,708.076,708.076,B,adds,Gallen-Davos (8-9)
10,5,16,709.252,711.064,B,says,and then mount s t gallen to mount
10,5,16,711.738,712.337,B,says,zurich .
10,5,16,713.391,714.889,B,says,or luzern which one ?
10,5,16,714.320,715.069,A,says,no luzern .
10,5,16,715.279,717.361,B,says,"though yeah , i think i'll need zurich ."
10,5,16,716.299,716.299,B,adds,Zurich-Gallen (2-8)
10,5,16,719.947,722.119,A,says,to maybe to mount bern ?
10,5,16,722.463,723.631,B,says,mount bern yeah try it .
10,5,17,722.754,722.754,A,adds,Zurich-Bern (2-3)
10,5,17,725.257,727.803,B,says,"okay , now maybe to mount basel ."
10,5,17,730.560,730.560,A,adds,Basel-Bern (0-3)
10,5,17,733.777,734.556,B,says,okay .
10,5,17,735.155,736.069,B,says,"let's do ,"
10,5,17,737.467,740.837,B,says,"mount basel to mount neuchatel , and neuchatel to"
10,5,18,738.673,738.673,B,adds,Basel-Neuchatel (0-7)
10,5,18,741.863,745.382,B,says,mount montreux i don't know how to pronounce it yeah .
10,5,18,744.243,744.243,B,adds,Montreux-Neuchatel (6-7)
10,5,19,749.240,749.240,A,adds,Interlaken-Montreux (5-6)
10,5,19,749.479,750.318,B,says,okay .
10,5,19,752.077,752.736,B,says,nice .
10,5,19,753.125,753.620,A,says,to
10,5,19,760.515,760.515,A,adds,Zermatt-Interlaken (4-5)
10,5,19,763.421,765.338,A,says,maybe to mount bern .
10,5,19,763.556,765.473,B,says,"to , okay , um"
10,5,19,765.668,766.402,A,says,to mount
10,5,19,766.477,768.649,B,says,mount luzern to where ?
10,5,19,768.094,768.649,A,says,yeah .
10,5,19,769.248,773.733,A,says,"to mount , to mount luzern ."
10,5,19,772.714,776.151,B,says,i can't press it for some reason it's not letting me press .
10,5,19,776.702,779.263,A,says,to mount zermatt to luzern .
10,5,19,778.244,779.248,B,says,"well wait , wait wait wait ."
10,5,19,780.870,783.940,B,says,"wait i can't , it's not working for me ."
10,5,19,783.243,786.119,A,says,mount zermatt to uh mount luzern .
10,5,19,785.265,789.324,B,says,"wait what mount zermatt , oh yeah it's because i didn't do a railroad yet ."
10,5,19,789.987,791.683,B,says,"um mount zermatt to mount luzern ,"
10,5,19,790.221,790.760,A,says,mount
10,5,19,791.809,792.258,A,says,yeah .
10,5,19,792.558,794.220,B,says,or to mount davos .
10,5,19,794.220,797.740,A,says,maybe to no um mount luzern because there's already one over there .
10,5,20,797.772,797.772,B,adds,Luzern-Zermatt (1-4)
10,5,20,797.856,798.575,B,says,okay .
10,5,20,797.931,799.458,A,says,and you don't wanna lose any more money .
10,5,20,798.782,798.782,A,presses,submit (enabled)
10,5,20,800.821,801.945,A,says,so that's
10,5,20,801.823,801.823,T,submits,cost=26 (opt_cost=22)
10,5,20,802.125,802.769,B,says,submit ?
10,5,20,802.804,802.804,B,presses,submit (enabled)
10,5,20,803.038,803.398,A,says,yeah .
10,5,20,803.137,803.137,R,shows,talking emotion
10,5,20,803.139,803.139,R,shows,up_left gesture
10,5,20,803.223,803.223,R,says,you are not that far from the minimum; the difference is only 4 francs. i am sure you can do it.
10,5,20,804.026,812.114,R,says,you are not that far from the minimum the difference is only 4 francs i am sure you can do it
10,5,20,805.778,806.572,B,says,no !
10,5,20,809.688,813.462,B,says,"so close , we've got five more minutes we can do it come on ."
10,5,20,811.899,811.899,R,shows,up_right gesture
10,5,20,811.900,811.900,R,shows,talking emotion
10,5,20,811.972,811.972,R,says,"hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more."
10,5,20,812.844,822.933,R,says,hey guys maybe it would be easier to solve the problem if you look at your previous solutions more .
10,5,20,824.214,828.258,B,says,"okay , let's go , mount luzern to mount zurich ."
10,5,20,828.273,829.037,A,says,or maybe
10,6,20,829.200,829.200,B,adds,Luzern-Zurich (1-2)
10,6,20,829.715,830.075,B,says,okay ?
10,6,20,830.704,831.992,B,says,"no , i didn't"
10,6,20,833.280,834.403,B,says,mount luzern to mount
10,6,20,834.613,835.167,A,says,bern
10,6,20,835.392,836.755,A,says,to mount bern .
10,6,20,835.692,836.755,B,says,bern bern okay
10,6,20,836.211,836.211,B,adds,Luzern-Bern (1-3)
10,6,20,837.645,838.304,B,says,your turn
10,6,20,838.784,845.802,B,says,"now go for , things that , like maybe mount zermatt or mount interlaken or mount basel somewhere or mount bern"
10,6,20,844.790,845.434,A,says,or
10,6,21,845.052,845.052,A,adds,Basel-Bern (0-3)
10,6,21,846.891,851.385,B,says,"try it , yeah , and then mount basel to , i don't know , neuchatel ."
10,6,21,851.764,851.764,A,adds,Basel-Neuchatel (0-7)
10,6,21,854.604,855.548,B,says,okay .
10,6,21,856.312,862.468,B,says,"um let's do this , mount neuchatel here and then"
10,6,22,860.032,860.032,B,adds,Montreux-Neuchatel (6-7)
10,6,22,862.581,862.581,B,adds,Interlaken-Montreux (5-6)
10,6,22,863.012,864.794,B,says,"there , okay ."
10,6,22,866.853,867.976,B,says,your turn .
10,6,23,868.402,868.402,A,adds,Zermatt-Interlaken (4-5)
10,6,23,869.903,870.862,B,says,mount zermatt
10,6,23,871.296,874.801,B,says,"nice , to no no mount davos mount davos mount davos"
10,6,23,873.752,875.460,A,says,"yeah , and then to mount"
10,6,23,875.622,875.622,A,adds,Zermatt-Davos (4-9)
10,6,23,875.670,877.437,B,says,s t gallen and i think we did it .
10,6,23,877.985,878.434,A,says,yeah
10,6,23,878.269,879.273,B,says,okay let me try .
10,6,24,881.254,881.254,B,adds,Gallen-Davos (8-9)
10,6,24,881.815,881.815,A,presses,submit (enabled)
10,6,24,882.588,885.538,B,says,okay submit submit three two one submit .
10,6,24,883.366,883.366,T,submits,cost=25 (opt_cost=22)
10,6,24,884.334,884.334,B,presses,submit (enabled)
10,6,24,884.619,884.619,R,shows,talking emotion
10,6,24,884.622,884.622,R,shows,up_left gesture
10,6,24,884.696,884.696,R,says,you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.
10,6,24,885.820,894.223,R,says,you are not that far from the minimum the difference is only 3 francs i am sure you can do it .
10,6,24,887.482,888.860,B,says,seriously ?
10,6,24,892.650,896.474,B,says,"oh we did too much on mount luzern , we've got two on mount luzern ."
10,6,24,896.961,897.455,A,says,maybe
10,6,24,897.066,897.350,B,says,here
10,6,24,897.755,902.173,A,says,"do from , mount luzern to , mount zermatt ."
10,6,24,899.807,903.611,B,says,okay yeah so mount luzern to zurich and then
10,7,24,901.666,901.666,B,adds,Luzern-Zurich (1-2)
10,7,24,903.891,903.891,B,adds,Zurich-Bern (2-3)
10,7,24,904.097,905.040,B,says,to bern .
10,7,24,907.820,909.078,A,says,then to
10,7,24,910.426,911.070,A,says,mount
10,7,24,911.717,913.364,B,says,mount basel mount basel .
10,7,24,913.364,913.933,A,says,yeah .
10,7,25,913.770,913.770,A,adds,Basel-Bern (0-3)
10,7,25,915.585,916.559,A,says,then to
10,7,25,917.008,917.518,B,says,mount
10,7,25,917.707,917.707,A,adds,Basel-Neuchatel (0-7)
10,7,25,918.074,918.913,A,says,neuchatel .
10,7,25,919.182,920.672,B,says,yeah good neuchatel .
10,7,25,921.091,922.904,B,says,okay now here
10,7,26,921.934,921.934,B,adds,Montreux-Neuchatel (6-7)
10,7,26,922.364,923.637,A,says,maybe to interlaken
10,7,26,923.352,923.352,B,adds,Interlaken-Montreux (5-6)
10,7,26,923.911,924.421,B,says,here
10,7,26,924.091,925.080,A,says,yeah
10,7,26,925.005,925.529,B,says,now
10,7,26,926.098,929.941,B,says,now go to uh mount interlaken to mount zermatt .
10,7,27,929.199,929.199,A,adds,Zermatt-Interlaken (4-5)
10,7,27,929.237,929.881,A,says,zermatt .
10,7,27,930.780,931.289,B,says,zermatt .
10,7,27,932.023,932.682,B,says,nice .
10,7,27,932.278,934.180,A,says,then to mount davos
10,7,27,933.524,935.786,B,says,now mount zermatt to mount davos .
10,7,27,935.444,935.444,A,adds,Zermatt-Davos (4-9)
10,7,27,935.806,938.251,A,says,then to mount then mount
10,7,27,938.251,940.917,A,says,s t gallen and i think we're done .
10,7,27,939.195,940.288,B,says,s t gallen yeah .
10,7,28,940.565,940.565,B,adds,Gallen-Davos (8-9)
10,7,28,940.986,940.986,A,presses,submit (enabled)
10,7,28,941.045,941.045,T,submits,cost=25 (opt_cost=22)
10,7,28,941.404,941.404,B,presses,submit (enabled)
10,7,28,941.908,942.522,B,says,let's try it .
10,7,28,942.302,942.302,R,shows,talking emotion
10,7,28,942.302,942.302,R,shows,up_left gesture
10,7,28,942.391,942.391,R,says,you are away from the minimum by 3 francs. let's try again.
10,7,28,943.295,949.166,R,says,you are away from the minimum by 3 francs let's try again .
10,7,28,946.440,948.732,B,says,"oh my god , got again ."
10,7,28,946.545,947.564,A,says,again ?
10,7,28,950.552,951.466,B,says,okay um
10,7,28,951.286,953.548,A,says,wait go from mount zermatt
10,7,28,952.394,959.141,B,says,"s t gallen to mount davos okay and then , mount s t gallen to mount zurich let's try that ."
10,8,28,952.875,952.875,B,adds,Gallen-Davos (8-9)
10,8,28,957.051,957.051,B,adds,Zurich-Gallen (2-8)
10,8,28,959.627,960.720,A,says,then to
10,8,28,961.304,963.461,A,says,maybe to mount basel ?
10,8,28,962.314,973.330,B,says,"oh i get it now because , i think it is because of the mountains because mount zurich had had um three mountains that was like cost 3 and basel is a big mountain so it costs 5 ."
10,8,29,962.691,962.691,A,adds,Basel-Zurich (0-2)
10,8,29,974.365,974.365,A,adds,Basel-Bern (0-3)
10,8,29,977.051,980.548,B,says,"maybe it's because of that , here let's go to a low mountain like here"
10,8,30,979.212,979.212,B,adds,Luzern-Bern (1-3)
10,8,30,981.495,984.925,B,says,then no now we're not going to mount zermatt that's for sure .
10,8,30,981.569,982.588,A,says,then to mount zermatt ?
