team_no	utterance_no	start	end	interlocutor	utterance
17	75	488.425	489.464	A	oh next time
17	76	489.464	492.899	A	can you erase mount interlaken so we go straight mount
17	77	493.254	495.968	A	neuchatel because that costs more , mount
17	78	496.334	497.403	A	interlaken .
17	79	499.564	500.999	B	so , erase what ?
17	80	501.147	507.481	A	um mount montreux to mount interlaken because that costs 4 .
17	81	508.034	509.525	B	but how do you erase this ?
17	82	510.959	511.873	A	maybe you already
17	83	512.098	513.716	A	erase
17	84	513.982	514.967	B	how do you erase this ?
17	85	522.818	523.238	B	yeah .
17	86	527.971	532.209	A	yeah then i think you go should mount montreux , to mount neuchatel ?
17	87	532.955	534.024	B	okay .
17	88	535.744	536.264	A	yeah .
17	89	537.061	542.612	A	then i 'm gon na go , to mount basel , and then i go mount basel to mount interlaken .
17	90	544.092	545.400	A	oh you ca n't do that .
17	91	547.369	549.831	A	then you go from this to that yeah that 's better .
17	92	551.275	553.235	A	oh no that cost 4 .
17	93	554.470	556.947	B	so should we go from mount
17	94	557.650	560.066	B	neuchatel to mount interlaken ?
17	95	561.571	564.787	A	yeah then cut out mount basel to mount interlaken .
17	96	565.154	565.822	A	maybe .
17	97	568.288	568.731	A	yeah .
17	98	569.170	570.689	A	and then just do mount
17	99	571.407	573.094	A	to interlaken to mount zermatt ?
17	100	573.322	574.370	A	maybe that 's better ?
17	101	585.458	587.343	A	yeah like that , i think that 's better .
17	102	587.540	588.133	B	yeah .
17	103	587.677	589.303	A	do you wanna , do , it ?
17	104	590.826	593.530	A	yeah let 's go , i 'm ticking it .
17	105	594.653	596.781	A	okay tick it maybe .
17	106	596.583	597.176	B	okay .
17	107	597.417	598.481	A	yeah .
17	108	601.409	602.143	A	uh
17	109	604.907	605.333	A	okay .
17	110	606.153	606.913	A	uh
17	111	607.358	609.531	A	i 'm gon na start
17	112	610.227	614.169	A	at mount zermatt because that 's the , no what is the cheapest ?
17	113	614.200	615.096	B	okay .
17	114	616.052	617.830	A	which one is the cheapest bob ?
17	115	618.483	619.441	B	i do n't know .
17	116	619.243	620.964	A	okay uh okay go from
17	117	621.466	622.210	A	mount
17	118	623.092	624.474	A	saint gallen
17	119	625.329	626.924	A	to mount davos
17	120	626.879	628.155	B	that 's 2 .
17	121	628.317	630.413	A	that 's 2 okay then
17	122	633.142	637.518	A	i 'm gon na go from mount davos to mount zermatt .
17	123	638.155	639.431	B	that 's 3 .
17	124	638.853	640.176	A	that 's 3 yeah .
17	125	641.310	643.574	B	then i 'm going to go from
17	126	644.166	646.895	B	mount zermatt to mount , luzern ?
17	127	646.606	647.260	A	yeah .
17	128	651.537	655.488	A	luzern to mount zurich maybe that costs less .
17	129	657.892	660.855	A	yeah that cost 2 , perfect .
17	130	661.685	665.190	A	then maybe to mount zermatt how much does that cost ?
17	131	664.916	665.509	B	3 .
17	132	666.105	666.622	A	3 ?
17	133	668.475	668.992	A	wait .
17	134	670.041	670.664	A	or
17	135	670.983	674.755	A	maybe try mount zurich to mount basel how much is that ?
17	136	674.015	674.698	B	yeah .
17	137	675.716	678.597	A	basel basel .
17	138	679.843	681.500	A	that 's 5 so do n't do that .
17	139	683.428	686.315	A	so we should do mount zurich to mount bern yeah .
17	140	686.825	687.965	A	i 'll do that now .
17	141	687.904	688.755	B	okay .
17	142	689.788	690.670	A	then
17	143	692.537	694.634	B	then mount bern to mount basel ?
17	144	694.917	695.480	A	yeah .
17	145	695.920	696.893	A	how much is that ?
17	146	696.918	698.240	B	that 's 3 .
17	147	697.769	698.999	A	yeah that 's better .
17	148	700.821	701.900	B	uh
17	149	701.140	704.028	A	we have n't got any 5s or even 4s yet so
17	150	706.087	711.101	B	should i go from mount basel to , mount , neuchatel ?
17	151	712.001	712.883	A	uh
17	152	713.202	714.267	A	see how much that is yeah .
17	153	714.615	715.375	A	do that .
17	154	716.426	721.347	A	that 's 4 , maybe try mount basel from to mount interlaken .
17	155	721.582	722.797	B	we ca n't do that .
17	156	722.721	723.983	A	you ca n't , okay .
17	157	725.642	729.806	A	i 'm gon na try mount bern to mount mount interlaken .
17	158	730.883	731.932	A	how much is that ?
17	159	731.780	732.722	B	that 's 4 .
17	160	732.904	734.925	A	yeah i 'm gon na go do n't do that uh .
17	161	736.625	739.771	B	uh mount zermatt to mount montreux .
17	162	742.266	744.226	A	yeah that 's 2 that 's perfect .
17	163	744.713	749.016	A	okay , then , do mounts montreux to mount interlaken .
17	164	751.907	753.046	B	how much is that ?
17	165	751.967	753.077	A	that 's 4 .
17	166	754.292	757.240	A	i 'm gon na do so wait , i 'm gon na erase , that .
17	167	759.928	762.603	A	have to erase it , oh you ca n't because you 've done it .
17	168	765.539	766.739	A	uh
17	169	767.712	768.289	A	wait .
17	170	768.611	771.878	B	maybe try mount montreux to mount , neuchatel ?
17	171	772.156	776.387	A	wait so i 'll erase , i 'm gon na go from mount montreux to mount neuchatel how much is that ?
17	172	776.617	777.954	B	2 that 's perfect .
17	173	777.103	782.842	A	yeah that 's perfect then go from mount neuchatel to mount , interlaken .
17	174	784.926	785.746	A	and then
17	175	786.339	787.296	A	i think go
17	176	787.903	792.295	A	from mount interlaken to mount basel , it 's better .
17	177	793.832	795.139	B	you ca n't do that .
17	178	795.109	796.446	A	you ca n't ?
17	179	796.157	796.765	B	yeah .
17	180	797.282	799.029	A	then i think we should submit .
17	181	799.986	800.518	A	yeah ?
17	182	800.685	801.217	B	yeah .
17	183	805.792	806.840	B	what .
17	184	805.792	807.631	A	oh what oh .
17	185	808.314	809.986	A	oh i 've got 1 franc okay .
17	186	820.739	825.541	A	uh um maybe go from mount zermatt to mount zurich .
17	187	825.541	828.507	A	oh no maybe go from mount zermatt to mount luzern .
17	188	828.656	829.507	B	okay .
17	189	830.024	830.920	B	how much is that ?
17	190	830.966	832.424	A	3 franc .
17	191	833.071	835.564	A	maybe that 's too expensive .
17	192	835.785	837.563	B	yeah maybe i 'll erase it .
17	193	837.381	840.743	A	yeah , then try mount zermatt to mount
17	194	840.393	841.457	B	it 's your turn .
17	195	841.594	844.754	A	okay i 'll just see for mount zermatt to mount davos .
17	196	845.153	846.034	B	okay .
17	197	846.672	848.313	A	how much is that bob ?
17	198	847.873	849.256	B	that 's 3 .
17	199	850.637	851.792	A	you can go for 3 .
17	200	852.020	853.779	A	oh though last time it was 2 .
17	201	855.700	858.010	A	yeah , do you wannna do 3 or , 2 ?
17	202	858.662	862.127	B	i do n't know , try , mount davos to mount zermatt .
17	203	865.013	865.651	A	mount
17	204	867.604	869.716	A	oh yeah oh , wait .
17	205	870.050	873.029	A	bob so you wanna do mount zermatt to mount davos ?
17	206	873.863	874.562	B	yeah .
17	207	874.896	877.555	B	no mount luzern to mount davos .
17	208	878.122	883.384	A	mount , okay , so i 'm gon na erase mount zermatt , wait i 'm gon na have a look at our previous solutions .
17	209	886.183	887.474	A	last time we did
17	210	887.976	889.206	A	mount zermatt
17	211	889.890	891.712	A	we need to find as a way to do
17	212	891.971	895.678	A	mount zermatt to mount davos or mount davos .
17	213	895.864	899.100	A	why do n't you do , this , why do n't you do mount gallen
17	214	900.149	901.729	A	to mount davos .
17	215	903.318	909.233	A	mount saint gallen , yeah , and then to mount davos , to mount luzern , see how much that is .
17	216	911.865	912.792	A	that 's 3 .
17	217	913.719	916.150	A	how much is mount luzern to mount zermatt ?
17	218	916.555	917.725	B	okay .
17	219	917.774	919.932	A	how much is that , which i just put ?
17	220	919.638	920.853	B	that 's 3 .
17	221	922.206	923.893	A	yeah then i 'll not gon na do that .
17	222	924.646	927.275	A	uh how do we get to mount zermatt uh .
17	223	931.644	933.695	A	oh you know what that 's 3 3 6 .
17	224	934.419	935.027	A	7 8 .
17	225	935.361	936.744	A	8 that 's 8 .
17	226	939.087	943.139	A	i 'll go to mount luzern to mount zurich how much is that , that 's 2 .
17	227	942.257	943.609	B	that 's 2 .
17	228	943.944	945.022	A	is that okay ?
17	229	944.840	945.615	B	yeah .
17	230	945.615	946.540	A	it 's better .
17	231	947.452	948.227	A	because we did
17	232	947.695	950.947	B	i 'll i 'll do from mount zurich to mount bern .
17	233	951.777	952.369	A	okay .
17	234	952.855	953.737	B	how much is that ?
17	235	953.752	954.876	A	3 , i do n't
17	236	956.242	957.610	A	yeah , do that one .
17	237	958.774	959.792	B	um
17	238	961.038	963.859	A	then do mount bern to mount zermatt .
17	239	964.786	965.975	A	maybe that 's better .
17	240	966.340	967.905	B	you ca n't do that .
17	241	967.595	968.066	A	oh .
17	242	969.793	970.857	A	then do
17	243	971.225	973.444	B	mount bern to mount interlaken ?
17	244	973.980	974.527	A	yeah .
17	245	974.937	976.426	A	i think that 's 4 though .
17	246	977.068	978.041	A	so do n't do that .
17	247	978.087	979.029	B	is that 4 ?
17	248	978.406	980.184	A	oh yeah it 's , it is 4 .
17	249	980.434	981.380	B	okay .
17	250	981.753	983.014	B	should erase that .
17	251	981.813	982.832	A	okay .
17	252	984.076	987.404	A	how much is , wait look at our uh previous reviews .
17	253	988.122	991.287	A	see how much mount bern to mount basel was would you ?
17	254	991.135	994.159	B	mount bern to mount basel is 3 .
17	255	994.603	995.530	A	3 okay .
17	256	996.488	997.764	A	do you wanna do that ?
17	257	998.260	999.704	B	um okay .
17	258	999.764	1000.463	A	yeah .
17	259	1003.105	1003.890	A	then
17	260	1004.573	1007.515	A	i think we should go from mount bern to mount basel then
17	261	1007.932	1008.707	A	go from
17	262	1009.926	1012.601	A	basel to interlaken see how much that is ?
17	263	1013.024	1013.556	A	maybe .
17	264	1013.206	1014.467	B	you ca n't do that .
17	265	1014.407	1014.954	A	oh .
17	266	1015.835	1017.598	A	okay , then go to mount
17	267	1019.132	1019.801	A	uh
17	268	1020.418	1024.095	A	can you go to mount zermatt to mount mount montreux ?
17	269	1027.233	1027.780	A	yeah .
17	270	1027.279	1028.175	B	how much is that ?
17	271	1028.130	1028.722	A	2 .
17	272	1028.996	1030.196	B	okay that 's good .
17	273	1030.515	1031.229	A	then
17	274	1032.171	1033.052	A	mount
17	275	1033.725	1036.916	A	interlaken see that 's 4 though do n't do that .
17	276	1037.457	1040.739	B	so should i do mount montreux to mount neuchatel ?
17	277	1040.890	1041.726	A	yeah .
17	278	1042.778	1043.508	B	um
17	279	1043.584	1049.858	A	then we 're gon na be stuck in the same position of how do we get to mount interlaken i 'm gon na try this .
17	280	1051.052	1052.572	A	uh how much is that ?
17	281	1053.210	1053.833	B	what ?
17	282	1054.065	1056.010	A	this mount bern to
17	283	1055.250	1056.131	B	that 's 4 .
17	284	1056.435	1057.453	A	that 's , okay .
17	285	1057.848	1060.427	A	we need to found another way to get to mount though .
17	286	1061.022	1062.238	B	interlaken .
17	287	1061.645	1062.390	A	yeah .
17	288	1063.165	1065.307	A	try to zermatt to interlaken .
17	289	1065.752	1066.238	B	yeah .
17	290	1066.831	1067.545	A	does that work ?
17	291	1068.289	1069.200	B	let 's see .
17	292	1069.307	1071.009	A	that 's 2 perfect yeah do that .
17	293	1071.347	1072.213	A	i think that 's it .
17	294	1072.931	1073.569	B	yeah .
17	295	1073.007	1074.238	A	do you wanna do that , yeah .
17	296	1074.587	1075.073	A	done .
