team_no	utterance_no	start	end	interlocutor	utterance
28	105	290.077	291.691	A	is it is it the , is it the same ?
28	106	291.410	292.098	B	that 's 4 .
28	107	293.245	294.186	A	it 's like the same .
28	108	294.186	296.432	B	did we do the same thing ?
28	109	295.169	296.517	A	yeah we did the same thing .
28	110	297.276	299.607	B	can we erase the track , i can yeah i did .
28	111	298.806	299.621	A	yeah you can .
28	112	301.706	302.857	B	i ca n't go there .
28	113	303.296	304.433	A	it 's from bern
28	114	303.591	305.065	B	i have to go to neuchatel .
28	115	305.711	307.368	B	i have to go to neuchatel though .
28	116	309.725	312.814	B	oh yes i can erase that erase mount basel to neuchatel .
28	117	312.368	314.837	A	i know , uh bern to interlaken .
28	118	314.037	315.216	B	and then bern to interlaken .
28	119	315.944	320.446	B	and then interlaken , to montreux , but then we have neuchatel missing .
28	120	316.000	317.067	A	and this is the same .
28	121	321.026	321.952	A	uh mount
28	122	321.433	322.724	B	so we have to go like that .
28	123	322.233	324.334	A	mount interlaken , to neuchatel .
28	124	326.082	327.178	B	this is the exact same .
28	125	326.153	326.714	A	yeah
28	126	327.231	329.225	A	no it 's not , it 's not same it 's not same .
28	127	328.439	330.082	B	oh we have less look with 3 .
28	128	329.660	330.770	A	you have 3 left .
28	129	330.770	331.696	B	so um
28	130	331.135	332.441	A	okay .
28	131	333.585	336.547	A	luzern to zermatt , it 's the , it 's the best way , you know .
28	132	336.703	337.644	B	and then um
28	133	339.127	343.424	B	i think we can cut it down , to like 1 more , so i think we should do uh
28	134	345.661	347.650	A	uh zurich to saint gallen
28	135	351.793	352.242	B	go .
28	136	352.776	353.745	A	zurich to saint gallen ?
28	137	353.703	357.742	B	yeah i think wait let me just look , yeah try that .
28	138	358.411	359.225	B	okay um
28	139	360.040	363.040	B	now i could go saint gallen to mount davos .
28	140	363.908	364.891	B	i 'm gon na do that .
28	141	364.933	366.997	A	oh yeah yeah it 's 1 francs .
28	142	367.222	368.163	A	submit submit .
28	143	368.163	369.315	B	submit submit .
28	144	369.691	370.323	B	good .
28	145	376.778	377.270	A	okay .
28	146	378.787	380.374	B	okay maybe i have an idea .
28	147	380.961	382.113	B	we should get like um
28	148	384.416	386.649	B	okay i have an idea , this might not work .
28	149	387.274	387.709	A	yeah .
28	150	388.242	389.660	B	go all the way around the edge .
28	151	390.344	391.074	B	just try it .
28	152	391.102	391.439	A	okay .
28	153	391.650	392.632	B	all the way around the edge .
28	154	394.559	396.455	B	to mount basel to mount , zurich to mount basel .
28	155	395.641	396.160	A	oh
28	156	398.231	399.705	B	uh no do n't that 's 5 .
28	157	399.673	400.796	A	oh yeah that 's 5 .
28	158	400.417	401.133	B	i 'm gon na erase that .
28	159	401.301	402.102	A	erase erase .
28	160	401.835	402.200	B	there .
28	161	402.509	403.267	B	and then go
28	162	402.930	404.362	A	and the to basel ?
28	163	403.464	404.545	B	bern to basel .
28	164	405.501	406.287	A	and then
28	165	405.725	407.045	B	and then to neuchatel
28	166	408.587	409.149	A	is it 5 ?
28	167	409.846	411.363	B	no wait let me rub that out again .
28	168	411.627	413.888	A	and you mount bern to mount interlaken
28	169	416.576	417.419	A	to montreux
28	170	419.115	420.196	B	montreux go to montreux .
28	171	420.882	422.104	B	they 're 2 you see that 's 2 .
28	172	421.725	422.277	A	and
28	173	422.450	424.008	B	and then maybe we do it like this ?
28	174	422.478	425.272	A	and and luzern to zermatt luzern to zermatt no no .
28	175	425.621	426.112	A	oh yeah .
28	176	426.112	426.730	A	you can do that .
28	177	426.812	427.570	B	and then like that .
28	178	427.205	428.188	A	no no , no .
28	179	428.318	428.935	B	how much is that ?
28	180	428.632	430.466	A	no no um erase this .
28	181	431.304	432.020	A	erase this .
28	182	432.663	433.393	B	why ?
28	183	432.663	433.646	A	yeah it 's the same .
28	184	433.646	434.432	A	it the same .
28	185	433.730	434.966	B	that 's 2 that 's 2 though .
28	186	434.964	435.609	A	it 's the same .
28	187	436.548	437.418	B	oh yes .
28	188	438.652	439.789	B	okay submit .
28	189	439.326	440.056	A	submit .
28	190	443.670	444.877	B	so close .
28	191	445.214	445.678	B	okay
28	192	446.015	453.932	B	let 's though let 's remember that i have past solution so i think we should try , interlaken to luzern , see how much that is , interlaken to luzern .
28	193	454.293	455.907	A	interlaken , to luzern ?
28	194	455.599	456.006	B	yeah .
28	195	457.669	459.537	B	4 , erase that , too much .
28	196	461.526	463.295	B	okay i think we should do , interlaken
28	197	463.744	464.882	B	to that um
28	198	466.000	468.191	B	this is the best option because that 's 2 .
28	199	468.635	469.113	A	yeah .
28	200	469.365	470.390	B	then like that
28	201	470.795	472.466	A	no it 's 4 , come on .
28	202	471.638	472.747	B	oh then rub that out .
28	203	474.529	475.764	B	then go to neuchatel .
28	204	476.424	477.098	A	neuchatel .
28	205	479.728	480.613	B	that 's 2 as well
28	206	480.697	481.006	A	yeah .
28	207	481.006	482.157	B	then what if we got that ?
28	208	481.006	483.140	A	because it does n't have anything like
28	209	482.508	483.365	B	how much is that ?
28	210	484.096	484.447	A	what ?
28	211	484.208	485.753	B	i did the neuchatel to interlaken .
28	212	484.517	485.879	A	it 's 3 3 3 .
28	213	486.116	487.141	B	that 's , good .
28	214	487.293	487.840	A	it 's okay .
28	215	488.276	489.638	A	just go go neuchatel to
28	216	490.646	491.124	A	4 .
28	217	491.236	493.913	B	then rub that out and then go , interlaken to mount bern .
28	218	495.930	496.943	B	that 's also 4 .
28	219	497.444	498.792	B	rub it out rub it out rub it out .
28	220	498.778	499.536	A	it 's your turn .
28	221	499.568	500.930	B	oh , i know , okay .
28	222	502.096	502.995	A	basel ?
28	223	502.560	504.315	B	not just , on the rubber .
28	224	503.388	505.410	A	basel to to mount bern first .
28	225	508.650	510.068	B	well how much is , i ca n't go like that .
28	226	510.236	512.244	A	okay so luzern to mount bern .
28	227	511.851	512.413	B	go like that .
28	228	513.318	514.885	B	that 's 3 , then go to mount bern .
28	229	515.214	516.267	A	i 'll go to zurich .
28	230	516.952	518.062	B	how much is zurich ?
28	231	518.253	518.955	A	i think 2 .
28	232	518.422	518.955	B	2 .
28	233	519.601	520.725	A	adding zurich to bern .
28	234	521.205	521.739	B	uh yeah .
28	235	526.997	527.376	A	okay .
28	236	527.992	528.469	B	then
28	237	528.762	529.562	A	oh it 's 3 .
28	238	529.562	530.362	B	like that .
28	239	531.675	532.461	B	like that
28	240	532.616	534.230	B	how much is that , 3 and 3 .
28	241	533.837	534.230	A	3 .
28	242	536.686	537.655	A	is that how much that ?
28	243	537.290	537.992	B	okay check .
28	244	537.939	538.702	A	how much that ?
28	245	538.680	539.382	B	that 's 2 .
28	246	539.672	540.079	A	okay .
28	247	543.037	544.104	A	oh
28	248	543.352	545.340	B	oh , 1 franc .
28	249	546.281	549.196	B	1 franc , which option have n't we tried ?
28	250	550.175	551.073	A	i do n't know .
28	251	551.936	554.286	A	mount um montreux to zermatt .
28	252	555.158	556.070	B	we 've done that before .
28	253	556.169	556.829	A	how much that ?
28	254	556.815	557.320	B	2 .
28	255	557.793	558.186	A	okay .
28	256	558.214	559.464	B	can you go uh
28	257	558.677	559.913	A	to interlaken
28	258	560.250	561.312	A	for sure this one .
28	259	560.484	561.635	B	that 's too much that 's 4 .
28	260	561.312	562.267	A	oh that 's 4 .
28	261	562.281	562.857	B	that 's 4 .
28	262	562.787	564.022	A	okay so delete that .
28	263	564.278	564.966	A	to neuchatel .
28	264	565.736	566.761	A	montreux to neuchatel .
28	265	569.023	570.216	B	then how much that 's 4 as well .
28	266	570.610	571.003	A	really ?
28	267	570.961	572.070	B	yeah i remember that 's 4 .
28	268	572.652	573.228	B	let 's go
28	269	572.807	574.576	A	no that 's 2 that 's 2 i can remember .
28	270	575.169	576.629	A	i have the thingies .
28	271	575.787	576.657	B	2 oh yeah 2 .
28	272	577.360	579.281	A	and then to basel or not ?
28	273	579.735	580.451	B	try basel .
28	274	580.703	581.644	B	i 'll rub it out if .
28	275	581.785	582.459	B	4 too much .
28	276	584.593	585.098	B	okay .
28	277	585.571	586.399	B	i have an idea .
28	278	586.540	588.253	B	i go to luzern how much is that ?
28	279	586.792	587.607	A	luzern ?
28	280	588.196	589.390	A	3 , 3 is okay .
28	281	589.447	590.276	B	and how much is that ?
28	282	591.062	592.562	B	uh mount luzern to davos .
28	283	592.840	595.522	A	luzern to davos uh i i 'll i 'll i 'll check .
28	284	597.469	599.284	A	is uh luzern 3 .
28	285	599.410	601.056	B	3 and zermatt to davos ?
28	286	601.056	604.907	A	zermatt to davos , we have oh 3 too , it 's okay .
28	287	605.964	606.455	B	and then
28	288	607.293	609.104	B	let 's go like that and go to saint gallen .
28	289	610.666	611.214	A	which one ?
28	290	611.214	611.902	B	saint gallen .
28	291	612.402	613.750	A	davos to saint gallen ?
28	292	613.512	613.863	B	yeah
28	293	614.691	615.168	A	it 's 3 .
28	294	615.411	616.337	B	2 , it 's 2 .
28	295	616.127	617.489	A	2 , it 's 2 .okay .
28	296	617.079	617.542	B	and then
28	297	618.118	619.663	B	we 've to connect
28	298	619.663	620.874	A	oh luzern to bern .
28	299	621.521	623.430	B	no we 're at okay yeah uh
28	300	623.486	624.862	A	luzern to zurich .
28	301	625.913	626.812	B	no , no no no
28	302	626.447	627.457	A	it 's 2 it 's 2 .
28	303	628.169	628.674	B	oops
28	304	629.346	629.936	A	it 's 2 .
28	305	629.444	630.062	B	it 's 2 ?
28	306	630.228	631.197	A	yeah you
28	307	631.450	631.896	B	sorry .
28	308	632.689	635.721	B	and then go to uh zurich , go to bern go to bern zurich to bern .
28	309	636.737	637.257	B	and
28	310	637.959	639.784	B	then bern to interlaken .
28	311	641.083	643.076	A	bern to , no uh no .
28	312	643.554	645.014	B	then go luzern to interlaken .
28	313	643.596	645.632	A	i think montreux montreux to interlaken .
28	314	645.559	647.048	B	no i think it 's luzern to interlaken .
28	315	646.528	647.441	A	oh yeah it 's okay .
28	316	647.658	648.459	B	how much is that ?
28	317	648.459	649.062	A	it 's 4 .
28	318	649.455	650.214	B	how much is that ?
28	319	650.466	651.349	A	that 's 4 too .
28	320	651.335	653.160	B	okay rub it out and go bern to interlaken .
28	321	655.177	655.697	B	bern .
28	322	655.795	656.539	B	that 's 4 .
28	323	656.829	657.812	B	then we rub it out .
28	324	658.357	659.085	B	zermatt ?
28	325	659.562	660.756	A	yeah it 's 2 it 's 2 .
28	326	660.138	661.205	B	2 2 2 2 2 .
28	327	661.273	661.666	A	okay .
28	328	661.329	662.143	B	and then we just have to
28	329	662.172	663.351	A	bern to basel .
28	330	664.475	665.444	A	no no no
28	331	664.939	667.733	B	no no no , it just basel go to basel yeah go to basel .
28	332	667.983	668.601	A	submit .
28	333	668.629	669.247	B	submit .
