team_no	utterance_no	start	end	interlocutor	utterance
8	184	582.403	584.786	A	no because then it is not gon na be together .
8	185	585.106	586.514	B	yeah , because then i just do
8	186	586.665	588.224	B	mount zurich to mount .
8	187	586.671	588.295	A	oh yeah .
8	188	588.786	589.284	B	uh
8	189	589.378	591.382	B	s t gallen yeah see .
8	190	589.390	590.315	A	gallen .
8	191	592.034	592.625	B	okay .
8	192	592.958	595.839	B	how can we oh yeah we can erase that i remember .
8	193	596.135	597.096	B	is n't this great .
8	194	597.152	599.013	B	okay so i 'm erasing what we did .
8	195	599.594	600.519	B	okay i ca n't .
8	196	600.353	602.842	A	you erase the saint gallen to mount davos .
8	197	604.518	605.704	A	just redo it .
8	198	604.613	605.716	B	where can i
8	199	607.280	609.248	B	wait i ca n't erase anywhere now .
8	200	622.395	623.817	B	can i break this one ?
8	201	625.418	628.921	B	okay , now , mount zurich to mount gallen .
8	202	629.561	630.676	B	gallen do that one .
8	203	631.305	634.244	A	what about mount gallen to mount davos ?
8	204	633.343	634.351	B	yes do that .
8	205	634.611	636.093	B	i just had to erase .
8	206	636.234	637.100	A	okay yeah .
8	207	637.195	638.190	A	now , it 's your turn .
8	208	637.693	638.155	B	you did it ?
8	209	638.345	638.878	B	okay .
8	210	639.340	643.347	B	now , i 'm doing mount davos to mount zermatt , okay ?
8	211	643.500	644.686	A	okay .
8	212	645.350	645.990	B	yes or no ?
8	213	646.014	646.405	A	yeah .
8	214	646.689	647.804	B	okay , oh wait no .
8	215	648.527	649.084	B	done .
8	216	649.537	651.860	B	now we 've got all those square there , now what we do ?
8	217	654.113	656.285	B	oh no , now what i do um .
8	218	655.985	657.858	A	you can do um do
8	219	658.320	661.829	A	mount zermatt to mount montreux .
8	220	660.845	661.248	B	yep .
8	221	661.829	662.908	A	i do n't know how to say that .
8	222	661.853	662.505	B	done .
8	223	662.884	663.619	B	your turn .
8	224	664.601	665.517	A	montreux .
8	225	665.469	667.224	B	okay i look i think looks good .
8	226	667.402	668.089	A	um
8	227	667.473	668.978	B	now do mount
8	228	669.453	670.757	B	neuchatel
8	229	671.029	671.812	B	neuchatel .
8	230	671.958	674.199	A	i ca n't go there because there is no track .
8	231	674.673	676.143	A	so i can do mount
8	232	676.553	679.996	A	montreux to mount neuchatel .
8	233	679.391	679.925	B	yeah .
8	234	682.191	683.365	A	and what else ?
8	235	683.365	684.835	B	and then what about
8	236	684.171	686.993	A	to mount basel and then you can do to mount
8	237	686.898	687.336	B	yeah .
8	238	687.218	688.285	A	bern and then
8	239	687.621	688.422	B	okay do it .
8	240	688.356	694.009	A	to mount yeah and then now , do it from mount basel to mount bern .
8	241	694.564	697.800	A	and then from mount bern to mount interlaken .
8	242	698.025	700.136	A	we have all of them connected .
8	243	700.112	700.776	B	here .
8	244	701.100	702.001	A	and then
8	245	701.373	701.989	B	here .
8	246	702.392	703.424	A	yeah and now
8	247	702.819	703.578	B	your turn .
8	248	704.265	705.403	A	bern to
8	249	705.356	705.937	B	your turn .
8	250	706.186	708.059	A	oh no we already have ten .
8	251	718.393	719.632	A	oh yeah we are done .
8	252	719.715	720.284	B	no !
8	253	719.751	722.157	A	because look , this connects so this
8	254	721.209	723.888	B	no because we need mount bern to mount luzern
8	255	725.675	726.434	A	what ?
8	256	725.830	726.375	B	yeah .
8	257	726.932	728.390	A	where is mount luzern ?
8	258	726.956	728.200	B	we need mount bern .
8	259	728.438	730.085	B	to mount luzern the the one in
8	260	730.405	732.468	B	mount luzern mount z .
8	261	732.953	736.758	B	the one with the l u z e r n .
8	262	735.851	739.689	A	no because you know why , because it comes from her and then it goes here .
8	263	740.353	741.052	A	wait .
8	264	740.365	742.463	B	wait do we have to connect this one , yeah .
8	265	743.962	747.519	A	no because look it comes from down right here from mount
8	266	745.717	746.310	B	why ?
8	267	750.341	752.265	A	let 's go no look can i show you why ?
8	268	751.515	752.060	B	1 .
8	269	752.570	753.020	B	why ?
8	270	752.581	753.091	A	so
8	271	753.601	755.628	A	from mount zermatt it goes up
8	272	755.996	758.137	A	up , side , down .
8	273	757.046	758.279	B	oh yeah okay ready .
8	274	758.421	759.500	A	set , go .
8	275	758.563	759.547	B	set , go .
8	276	766.436	767.846	A	6 francs ?
8	277	777.383	778.047	A	okay .
8	278	778.995	779.362	B	here ?
8	279	779.730	781.461	A	so who starts ?
8	280	782.065	782.480	B	you .
8	281	783.405	783.915	A	okay .
8	282	784.306	785.574	A	which one should we do ?
8	283	786.061	787.756	A	should we start with the side now ?
8	284	788.681	791.265	B	let 's just start with mount , neuchatel .
8	285	791.550	792.344	A	mount , what ?
8	286	792.332	792.996	B	neuchatel .
8	287	793.110	793.738	A	okay .
8	288	794.461	795.256	A	go where ?
8	289	794.553	795.291	B	middle .
8	290	795.837	797.876	A	should i go to mount montreux ?
8	291	798.444	799.854	B	sure , just do it .
8	292	800.068	802.071	A	for downwards .
8	293	800.613	805.156	B	i think our problem was mounts interlaken and mount bern .
8	294	805.132	805.998	A	exactly .
8	295	806.187	809.625	A	now should i do from mount neuchatel to mount basel ?
8	296	810.372	810.976	B	no .
8	297	811.190	811.877	B	do mount
8	298	811.626	813.285	A	look
8	299	812.266	814.340	B	through to interlaken maybe .
8	300	814.992	818.169	B	because we did interlaken at the last , so maybe if we do it before .
8	301	815.644	816.403	A	oh yeah .
8	302	819.384	820.732	A	this one here ?
8	303	821.032	823.758	B	yeah mount turn to interlaken .
8	304	824.057	828.162	A	wait so i 'm doing mount montreux to interlaken ?
8	305	827.742	828.431	B	yeah .
8	306	828.251	828.851	A	okay .
8	307	829.120	830.348	A	it 's your turn .
8	308	829.495	829.872	B	because it 's
8	309	830.139	832.565	B	it 's not it 's at 4 francs , oh jesus .
8	310	832.938	834.862	B	it 's expensive here .
8	311	835.417	839.224	A	oh i never knew that this was what it 's , oh now i get it .
8	312	839.523	840.272	A	yeah .
8	313	839.817	841.201	B	i 'm going to mount bern .
8	314	841.810	844.496	A	okay , go to mount bern from mount interlaken .
8	315	841.841	842.219	B	okay .
8	316	845.095	845.904	A	4 francs !
8	317	846.443	846.953	B	okay .
8	318	847.042	848.181	A	we 've already got
8	319	848.480	849.080	B	3 .
8	320	849.529	850.428	B	tracky , wait .
8	321	850.817	852.045	A	no we have
8	322	852.137	854.294	B	ok now so what if i went
8	323	853.395	856.420	A	you have 12 francs right you 've already spended 12 .
8	324	855.471	856.100	B	your turn .
8	325	857.469	860.135	A	um
8	326	860.525	862.801	A	what about mount bern to mount luzern ?
8	327	870.760	874.324	A	mount bern to mount luzern .
8	328	872.048	874.265	B	no do mount basel to mount zurich .
8	329	875.354	879.860	A	oh yeah that 's right , now mount zurich to mount luzern .
8	330	879.067	879.918	B	luzern .
8	331	879.860	880.536	A	yeah .
8	332	881.692	882.413	A	now it 's your turn .
8	333	881.842	882.663	B	yes , okay .
8	334	883.023	884.714	B	we 've got this , this time .
8	335	883.951	886.318	A	oh we spending a lot money .
8	336	886.917	887.636	B	no we 're not .
8	337	887.606	888.833	A	yes we are .
8	338	888.698	889.836	B	okay your turn .
8	339	889.716	890.795	A	oh mount
8	340	890.076	890.974	B	we only have
8	341	891.244	891.993	B	one more
8	342	892.742	893.581	B	basically .
8	343	892.772	893.670	A	two more .
8	344	893.973	894.408	B	yeah !
8	345	894.722	896.205	B	and we 'll have 9 francs .
8	346	896.819	897.283	B	10 .
8	347	898.152	898.736	B	we 'd do it .
8	348	899.374	904.826	A	okay so now , i go to mount from mount davos to mount gallen .
8	349	904.235	904.886	B	gallen do it .
8	350	905.988	908.609	A	and now to , from mount
8	351	906.932	908.594	B	ready submit no submit .
8	352	909.313	910.392	A	no because we are
8	353	909.763	910.225	B	yeah !
8	354	912.255	912.776	B	yeah .
8	355	913.196	914.514	A	okay submit .
8	356	913.660	914.544	B	ready , set .
8	357	920.528	921.696	A	7 francs .
8	358	923.643	926.834	B	wait i do n't get what we 're doing wrong , 7 francs .
8	359	932.442	935.318	A	okay let 's try again .
8	360	933.700	935.962	B	wait but i do n't get it with the francs .
8	361	936.291	937.699	B	we spent too much francs ?
8	362	937.789	939.781	A	how many francs can you spend ?
8	363	947.753	948.547	A	wait so we
8	364	949.011	949.865	A	what ?
8	365	950.000	951.692	A	six minus something .
8	366	952.609	953.852	B	six .
8	367	965.009	967.033	A	okay um , which one should i do ?
8	368	967.665	970.430	A	what about mount montreux to mount zermatt ?
8	369	970.730	974.729	B	wait one second we are supposed to spend more than 7 francs ?
8	370	974.431	976.349	A	less than seven no wait no .
8	371	983.284	984.797	B	so we can spend more ?
8	372	983.284	984.841	A	oh !
8	373	986.153	987.975	A	no , we have to spend less .
8	374	990.746	991.315	B	spend less .
8	375	991.912	995.688	A	okay what about mount montreux to mount zermatt ?
8	376	997.948	998.697	B	zermatt ?
8	377	998.877	999.476	A	yeah .
8	378	998.982	1001.243	B	oh we can send our thingies here .
8	379	1002.307	1002.726	A	what ?
8	380	1002.412	1003.610	B	we can send it here .
8	381	1005.880	1006.898	B	okay .
8	382	1007.059	1007.605	B	um
8	383	1007.081	1008.775	A	okay i 'm gon na do this .
8	384	1008.593	1010.862	B	okay do it , let me see what you 're doing .
8	385	1011.377	1011.991	B	okay .
8	386	1012.234	1013.118	A	and now what ?
8	387	1013.567	1015.694	A	mount zermatt to mount davos ?
8	388	1015.305	1016.698	B	yeah okay .
8	389	1018.698	1019.626	B	okay .
8	390	1019.117	1023.446	A	i see , that was not very expensive it was 2 and 3 so we
8	391	1022.877	1023.491	B	there .
8	392	1023.775	1024.509	B	i did that .
8	393	1024.165	1025.573	A	uh okay , yeah yeah .
8	394	1025.796	1031.458	A	what about mount zurich to mount luzern and then you do it to mount bern ?
8	395	1030.814	1031.607	B	okay go .
8	396	1032.490	1033.523	A	this , oh i can
8	397	1032.759	1033.403	B	one .
8	398	1033.643	1034.736	A	and then this .
8	399	1034.197	1034.751	B	two .
8	400	1036.264	1036.698	B	okay .
8	401	1036.938	1038.331	B	so i 'm gon na do
8	402	1038.977	1040.955	A	mount bern to mount basel yeah .
8	403	1041.059	1043.052	A	and then mount neuchatel .
8	404	1043.261	1045.134	B	okay and do that , interlaken .
8	405	1045.478	1047.156	A	interlaken and we 're done .
8	406	1046.122	1047.066	B	come on .
8	407	1047.290	1047.543	B	yeah .
8	408	1048.114	1048.609	B	submit ?
8	409	1048.788	1049.357	A	submit .
8	410	1049.357	1049.657	B	go .
8	411	1052.831	1054.209	A	3 francs !
8	412	1055.557	1056.950	A	we 're so good !
8	413	1057.294	1058.343	A	we 're getting better .
8	414	1058.690	1060.337	B	that was better that was really good .
8	415	1060.487	1062.000	B	so now let 's go
8	416	1060.517	1061.880	A	um
8	417	1062.973	1070.095	A	from , what about mount neuchatel to mount basel and then mount zurich to , mount gallen okay
8	418	1068.668	1069.133	B	yeah .
8	419	1069.834	1070.125	B	go .
8	420	1073.800	1076.412	A	oh that was expensive , that was expensive .
8	421	1074.001	1074.976	B	where do i go ?
8	422	1074.976	1075.798	B	where do
8	423	1076.615	1077.364	B	where do i go ?
8	424	1077.678	1078.322	A	i do n't know .
8	425	1078.742	1080.090	A	that was 4 and 5 .
8	426	1079.565	1081.557	B	i 'm doing a circle okay ?
8	427	1081.842	1082.396	B	one .
8	428	1082.666	1083.025	B	two .
8	429	1083.729	1085.272	B	let 's just do a big circle .
8	430	1085.360	1087.727	A	that would , i think we already spended more .
8	431	1088.266	1089.749	A	that was 5 and 4 .
8	432	1092.453	1093.142	B	just do it .
8	433	1093.471	1095.583	B	mount davos to mount zermatt .
8	434	1096.257	1098.279	A	and then to mount luzern ?
8	435	1097.905	1098.384	B	yeah .
8	436	1098.864	1099.238	B	no .
8	437	1099.628	1100.032	B	okay .
8	438	1101.563	1104.244	A	and then mount bern mount interlaken .
8	439	1104.184	1104.963	B	and last one .
8	440	1105.053	1106.715	A	yeah we 've spended more .
8	441	1105.098	1106.611	B	this is so expensive .
8	442	1113.603	1115.355	A	9 francs .
8	443	1115.992	1116.968	A	the difference .
8	444	1116.968	1118.471	A	is only 9 francs .
8	445	1117.033	1118.411	B	oh i know what we are doing .
8	446	1118.666	1119.474	B	i know what we are doing .
8	447	1120.476	1120.851	B	ready ?
8	448	1121.285	1121.720	B	go .
8	449	1122.484	1123.352	B	go mount
8	450	1123.607	1127.157	B	neuchatel to mount basel to mount zurich to mount gallen to mount davos
8	451	1127.365	1128.204	B	mount zermatt
8	452	1128.024	1130.316	A	no because remember that was so expensive .
8	453	1128.503	1129.372	B	mount neuchatel
8	454	1130.615	1131.499	A	so i should go to
8	455	1131.619	1136.340	B	no , mount zermatt to mount luzern mount bern to mount interlaken
8	456	1131.619	1132.877	A	from mount neuchatel
8	457	1136.257	1138.722	A	wait what mount zermatt to mount luzern
8	458	1136.490	1137.179	B	and then mount
8	459	1137.883	1138.593	B	just do
8	460	1138.916	1141.253	B	something and then i 'll tell you what i 'm going to do .
8	461	1141.341	1144.172	A	okay i think i 'm going to do this to this .
8	462	1144.367	1146.059	B	oh my god i 'm scared , okay .
8	463	1147.015	1147.403	B	okay .
8	464	1147.034	1148.342	A	and this to this .
8	465	1149.404	1149.865	B	okay .
8	466	1150.341	1151.719	A	that was n't expensive .
8	467	1152.003	1154.325	A	we already used five .
8	468	1155.868	1156.467	B	go .
8	469	1155.928	1159.024	A	6 7 8 9 , it 's 9 francs .
8	470	1159.625	1160.229	A	um
8	471	1164.741	1165.595	B	okay .
8	472	1165.924	1167.016	B	bold move there .
8	473	1169.789	1172.035	B	i 'm gon na go like that , i do n't know .
8	474	1172.140	1173.893	A	and now , here .
8	475	1174.908	1178.533	B	what if we did mount interlaken , to mount bern .
8	476	1174.908	1176.497	A	we 're done , submit .
8	477	1182.232	1182.577	B	come on .
8	478	1182.232	1184.225	A	let 's just submit this one .
8	479	1190.719	1191.393	A	3 !
8	480	1193.557	1195.219	A	are we close !
8	481	1194.156	1196.193	B	okay let 's do our idea again .
8	482	1203.772	1205.734	A	how do we look at that ?
8	483	1204.551	1205.899	B	oh my god okay .
8	484	1206.171	1207.025	B	i know what to do .
8	485	1207.684	1208.792	B	see , we
8	486	1209.372	1212.712	B	we 're almost there when we did price 25 .
8	487	1212.772	1213.446	A	um
8	488	1213.686	1214.509	A	it changed .
8	489	1214.962	1215.905	A	this changed .
8	490	1216.714	1218.152	A	there 's trees in it now .
8	491	1221.446	1226.419	B	it 's fine , okay so go to the little um thing here .
8	492	1226.808	1227.302	A	what ?
8	493	1226.823	1228.800	B	not the i on the other side .
8	494	1229.048	1229.962	A	the two ?
8	495	1230.981	1231.834	B	no this .
8	496	1232.059	1232.688	B	this .
8	497	1232.239	1232.913	A	what ?
8	498	1232.868	1234.650	B	the little cyclope thing .
8	499	1235.292	1236.041	B	down here .
8	500	1236.266	1237.464	B	do you see the i ?
8	501	1237.868	1238.288	B	the i ?
8	502	1238.345	1239.435	A	the i , okay .
8	503	1239.127	1240.288	B	it 's on the other side .
8	504	1240.849	1242.586	A	other side ?
8	505	1246.523	1247.557	A	um
8	506	1246.613	1247.377	B	only me ?
8	507	1249.085	1256.463	B	okay let 's do this thing that we did , mount neuchatel to mount basel to mount zurich to mount gallen to mount davos .
8	508	1254.066	1255.279	A	mount what , what ?
8	509	1255.689	1256.833	A	mount neuchatel ?
8	510	1256.523	1259.009	B	you know or circle kind of thing ?
8	511	1258.290	1259.084	A	yes .
8	512	1259.503	1260.761	B	and then
8	513	1259.698	1261.480	A	i think i 'm gon na start differently .
8	514	1262.303	1262.857	A	look .
8	515	1263.336	1264.340	A	i 'm starting .
8	516	1267.500	1268.474	A	how much was that ?
8	517	1268.781	1269.380	B	it 's 3 .
8	518	1270.983	1272.511	A	what about this , how much was it ?
8	519	1274.907	1275.986	B	it 's okay , it 's okay .
8	520	1276.090	1277.950	A	we 're already spending 6 .
8	521	1282.324	1283.732	A	we already did , 8 ?
8	522	1283.986	1285.709	A	i do n't know how many we are spending .
8	523	1286.877	1287.956	B	go to mount , okay .
8	524	1288.573	1289.636	B	go to mount basel .
8	525	1290.041	1291.958	A	that 's , it 's expensive .
8	526	1292.078	1293.081	B	just do it .
8	527	1292.227	1293.336	A	you ca n't
8	528	1293.456	1296.272	A	you ca n't i ca n't because there 's a mountain there so i 'm going .
8	529	1299.120	1300.273	A	so i 'm going here .
8	530	1303.508	1306.519	A	it 's expensive you just used 5 .
8	531	1307.266	1309.049	B	go , to mount gallen .
8	532	1310.052	1311.355	A	and i think we 're done .
8	533	1312.300	1312.618	B	go .
8	534	1312.644	1314.321	A	i think we have more .
8	535	1313.977	1314.471	B	wait !
8	536	1315.263	1315.997	A	we 're done .
8	537	1324.413	1326.539	A	can i show you how to do it ?
8	538	1325.131	1326.524	B	oh , i know !
8	539	1327.648	1327.947	B	wait .
8	540	1330.732	1335.420	B	27 29 30 31 32 33 34 .
8	541	1335.761	1339.118	A	what if we start in the middle and then go around it ?
8	542	1340.010	1340.281	B	wait .
8	543	1343.477	1344.420	B	34 .
8	544	1344.688	1346.321	B	the minimum is 34 .
8	545	1348.268	1350.140	B	see we have to spend okay .
8	546	1350.185	1353.479	B	so do the circle , okay but do the circle , go .
8	547	1353.389	1354.498	A	okay um .
8	548	1354.827	1357.583	B	mount , neuchatel , okay , over there .
8	549	1358.305	1360.312	B	then you have to make an
8	550	1360.477	1361.433	B	okay , go .
8	551	1361.990	1363.533	B	to mount davos go to mount davos .
8	552	1364.370	1365.313	B	go to mount davos
8	553	1365.388	1368.039	A	what mount davos where is that oh okay .
8	554	1368.249	1368.833	B	come on .
8	555	1370.748	1372.051	B	then i got to go here .
8	556	1372.231	1373.100	B	and then there .
8	557	1373.175	1373.834	A	sure .
8	558	1374.133	1374.957	B	and then go to basel .
8	559	1375.691	1378.192	A	that 's really expensive it 's 5 .
8	560	1377.564	1378.240	B	yeah .
8	561	1379.181	1380.993	B	you 've got to make it expensive .
8	562	1382.624	1384.676	B	and go to neuchatel maybe .
8	563	1385.111	1389.439	A	yeah then but what about , oh yeah , and now go to mount interlaken .
8	564	1385.187	1385.980	B	or do something .
8	565	1389.927	1391.110	A	and then mount bern .
8	566	1391.709	1393.611	B	but we have to make it more expensive .
8	567	1395.184	1402.257	B	wait if i go to mount , mountreux , will you be able to go from mount interlaken to mount bern ?
8	568	1402.601	1404.399	A	wait what to mount where ?
8	569	1404.863	1405.237	B	here .
8	570	1405.896	1407.453	B	go to mount bern .
8	571	1409.699	1410.762	B	and mount luzern .
8	572	1411.241	1412.395	B	i think we got it .
8	573	1412.619	1413.503	B	ready .
8	574	1413.728	1415.061	A	set , go .
8	575	1414.327	1415.076	B	wait , no !
8	576	1415.852	1417.919	A	really , waiting for your friend .
8	577	1422.967	1424.989	A	see it has to be less .
8	578	1425.633	1426.472	B	oh !
8	579	1426.491	1427.824	A	you 're away from the minimum
8	580	1429.933	1432.120	B	we 're never gon na do it .
8	581	1436.284	1439.699	B	the one we 're closest away from was 1 minimum .
8	582	1441.910	1442.464	B	yeah .
8	583	1444.299	1445.557	B	yeah that 's
8	584	1445.879	1448.134	B	wait do you have the black board ?
8	585	1448.823	1449.750	B	your 's is black ?
8	586	1449.886	1452.687	B	go now go to the i and go to the other side .
8	587	1452.987	1454.065	A	i already have it .
8	588	1454.424	1455.645	A	i 'm in the black board .
