team_no,attempt_no,turn_no,start,end,subject,verb,object
47,2,11,311.692,312.300,A,says,go .
47,2,11,311.924,311.924,R,shows,talking emotion
47,2,11,311.926,311.926,R,shows,up_left gesture
47,2,11,311.996,311.996,R,says,you are not that far from the minimum; the difference is only 16 francs. i am sure you can do it.
47,2,11,312.452,318.910,R,says,"you are not that far from the minimum , the difference is only 16 francs ."
47,2,11,317.397,320.821,A,says,16 oh gosh let's let's just start .
47,2,11,318.910,320.897,R,says,i am sure you can do it .
47,2,11,321.277,322.825,A,says,let's just do our you know .
47,2,11,321.836,324.384,B,says,"i know how we should start , let's so"
47,2,11,323.833,326.838,A,says,let's start from mount zermatt to mount davos .
47,2,11,331.927,333.639,A,says,wait mount what ?
47,2,11,333.430,334.704,B,says,mount montreux .
47,2,11,335.207,338.231,A,says,"oh mount mount montreux , to"
47,2,11,337.717,339.790,B,says,to mount neuchatel .
47,3,11,338.374,338.374,A,adds,Montreux-Neuchatel (6-7)
47,3,11,339.600,340.152,A,says,okay .
47,3,11,342.377,344.470,B,says,and then go to mount interlaken .
47,3,11,342.511,342.986,A,says,and
47,3,11,342.573,342.573,A,adds,Interlaken-Neuchatel (5-7)
47,3,11,345.268,346.257,A,says,you sure because
47,3,11,345.953,346.543,B,says,yeah .
47,3,11,346.257,346.809,A,says,okay .
47,3,11,347.551,350.309,A,says,"i see oh 3 and 2 , we've got 5 francs ."
47,3,12,348.236,348.236,B,adds,Interlaken-Bern (5-3)
47,3,12,349.398,349.398,B,adds,Basel-Bern (0-3)
47,3,12,351.944,353.371,A,says,um i'll go from
47,3,13,352.172,352.172,A,adds,Zurich-Bern (2-3)
47,3,13,352.325,354.816,B,says,go to mount zurich .
47,3,13,354.784,357.582,A,says,"go to mount zurich , and then from mount zurich"
47,3,13,356.820,356.820,A,adds,Luzern-Zurich (1-2)
47,3,13,358.058,359.123,B,says,to mount luzern .
47,3,13,359.503,361.082,A,says,"luzern , you go ."
47,3,14,362.036,362.036,B,adds,Luzern-Zermatt (1-4)
47,3,14,362.144,362.924,A,says,okay .
47,3,14,363.448,363.448,B,adds,Zermatt-Davos (4-9)
47,3,15,364.301,364.301,A,adds,Gallen-Davos (8-9)
47,3,15,366.462,368.421,A,says,mount s t gallen .
47,3,15,370.025,371.128,A,says,which mountain ?
47,3,15,371.147,371.566,B,says,mount
47,3,15,371.870,373.126,B,says,mount zurich .
47,3,15,371.927,372.517,A,says,okay .
47,3,15,373.156,373.156,A,presses,submit (enabled)
47,3,15,373.295,373.295,T,submits,cost=25 (opt_cost=22)
47,3,15,373.594,376.999,A,says,"now we already collected , okay we're ready two one go ."
47,3,15,374.793,376.771,B,says,okay three two one .
47,3,15,376.604,376.604,B,presses,submit (enabled)
47,3,15,376.883,376.883,R,shows,talking emotion
47,3,15,376.884,376.884,R,shows,up_left gesture
47,3,15,376.984,376.984,R,says,you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.
47,3,15,377.474,385.539,R,says,you are not that far from the minimum the difference is only 3 francs i am sure you can do it
47,3,15,382.557,384.763,A,says,3 francs okay how can we
47,3,15,383.032,384.953,B,says,oh okay we're close .
47,3,15,386.006,387.604,A,says,okay um
47,3,15,387.337,388.821,B,says,okay you should take the lead now .
47,3,15,388.745,389.392,A,says,okay .
47,3,15,390.533,391.997,A,says,let's go from mount
47,4,15,391.787,391.787,A,adds,Gallen-Davos (8-9)
47,4,15,393.376,395.960,A,says,davos to mount s t gallen .
47,4,15,395.242,395.242,A,adds,Zurich-Gallen (2-8)
47,4,15,396.762,399.063,A,says,and from mount s t gallen to mount zurich .
47,4,15,400.433,404.370,B,says,"uh then where should i go , from mount mount luzern to mount zermatt ."
47,4,15,404.712,408.642,A,says,"yeah , no go from mount zurich to mount um bern ."
47,4,15,409.073,413.296,A,says,"because uh like , and now go from mount bern go to mount basel ."
47,4,16,409.335,409.335,B,adds,Zurich-Bern (2-3)
47,4,16,416.429,416.429,B,adds,Basel-Bern (0-3)
47,4,16,417.385,417.879,A,says,okay .
47,4,17,418.820,418.820,A,adds,Basel-Neuchatel (0-7)
47,4,17,420.929,425.038,A,says,"i'll go from mount , this to that mountain , and that to that mountain ."
47,4,17,421.144,421.144,A,adds,Montreux-Neuchatel (6-7)
47,4,17,428.871,435.543,A,says,go from um go from mount you would never neuchatel to mount interlaken because we need to collect interlaken .
47,4,18,436.335,436.335,B,adds,Interlaken-Montreux (5-6)
47,4,18,437.655,438.377,A,says,okay .
47,4,18,438.377,439.671,B,says,then to mount zermatt .
47,4,18,439.842,441.363,A,says,"yeah , then to mount zermatt ."
47,4,19,442.313,442.313,A,adds,Luzern-Zermatt (1-4)
47,4,19,442.512,442.512,B,adds,Zermatt-Interlaken (4-5)
47,4,19,442.665,444.091,A,says,connect to mount zermatt
47,4,19,444.513,445.121,A,says,and now
47,4,19,445.502,446.167,A,says,uh connect
47,4,20,445.588,445.588,A,presses,submit (enabled)
47,4,20,446.643,449.572,A,says,okay are you ready three two one press .
47,4,20,446.643,449.172,B,says,two one .
47,4,20,448.446,448.446,T,submits,cost=26 (opt_cost=22)
47,4,20,451.701,451.701,B,presses,submit (enabled)
47,4,20,451.868,451.868,B,presses,submit (enabled)
47,4,20,451.977,451.977,R,shows,talking emotion
47,4,20,451.978,451.978,R,shows,up_left gesture
47,4,20,452.034,452.034,B,presses,submit (enabled)
47,4,20,452.060,452.060,R,says,you are not that far from the minimum; the difference is only 4 francs. i am sure you can do it.
47,4,20,452.444,460.584,R,says,you are not that far from the minimum the difference is only 4 francs i am sure you can do it
47,4,20,457.294,458.777,B,says,oh that's just
47,4,20,458.831,458.831,R,shows,observe gesture
47,4,20,460.736,463.361,A,says,"okay , you're gonna make it even cheaper ."
47,4,20,463.399,463.989,B,says,uh
47,4,20,464.187,465.975,A,says,because i know that um
47,4,20,465.481,467.782,B,says,let's start from mount davos .
47,4,20,466.413,473.652,A,says,no let's now connect mount montreux to um let's now connect mount interlaken to mount
47,4,20,473.995,476.315,B,says,mount davos to mount zermatt .
47,4,20,476.932,478.853,B,says,mount davos to mount zermatt .
47,4,20,476.932,477.407,A,says,okay .
47,4,20,478.568,480.622,A,says,mount davos to mount zermatt ?
47,4,20,481.116,482.391,A,says,where's mount davos ?
47,4,20,483.052,483.585,A,says,mount
47,5,20,484.354,484.354,A,adds,Zermatt-Davos (4-9)
47,5,20,484.574,486.704,A,says,mount davos to mount zermatt right ?
47,5,20,487.360,487.360,A,adds,Luzern-Zermatt (1-4)
47,5,20,487.427,487.883,A,says,okay .
47,5,20,488.359,489.519,B,says,and then to mount luzern
47,5,20,489.766,491.801,A,says,"okay , because i've pretty sure this is"
47,5,20,492.638,493.494,A,says,3 and 3 .
47,5,20,494.084,494.997,A,says,6 .
47,5,20,497.200,497.771,A,says,okay .
47,5,20,498.227,498.779,A,says,now
47,5,21,498.922,498.922,B,adds,Luzern-Zurich (1-2)
47,5,21,500.605,501.613,B,says,to mount bern ?
47,5,21,507.427,511.022,A,says,uh go from mount zurich to s t mount s t gallen .
47,5,21,510.845,510.845,B,adds,Zurich-Gallen (2-8)
47,5,22,512.776,512.776,A,adds,Luzern-Bern (1-3)
47,5,22,512.828,513.856,A,says,okay and now
47,5,22,514.217,516.271,A,says,i'll go from mount luzern to mount bern
47,5,22,515.284,515.284,A,adds,Basel-Bern (0-3)
47,5,22,516.518,517.108,A,says,and go from
47,5,22,517.393,518.877,A,says,mount bern to mount basel .
47,5,22,520.326,522.970,B,says,then mount basel to mount neuchatel ?
47,5,22,522.507,522.963,A,says,yeah .
47,5,22,523.268,523.800,A,says,do that .
47,5,23,523.534,523.534,B,adds,Basel-Neuchatel (0-7)
47,5,23,523.895,525.303,B,says,and then to mount interlaken ?
47,5,23,525.303,526.881,A,says,"yeah , and then to mount montreux ."
47,5,24,525.948,525.948,A,adds,Interlaken-Montreux (5-6)
47,5,24,526.145,526.145,B,adds,Interlaken-Neuchatel (5-7)
47,5,24,527.528,527.870,A,says,and then
47,5,24,528.441,530.020,A,says,to mount montreux .
47,5,25,528.856,528.856,A,presses,submit (enabled)
47,5,25,528.910,528.910,T,submits,cost=28 (opt_cost=22)
47,5,25,530.305,532.321,A,says,okay three two one .
47,5,25,530.818,532.245,B,says,three two one .
47,5,25,532.118,532.118,B,presses,submit (enabled)
47,5,25,532.494,532.494,R,shows,talking emotion
47,5,25,532.494,532.494,R,shows,up_left gesture
47,5,25,532.581,532.581,R,says,you are not that far from the minimum; the difference is only 6 francs. i am sure you can do it.
47,5,25,533.021,541.028,R,says,you are not that far from the minimum the difference is only 6 francs i am sure you can do it
47,5,25,534.656,536.007,A,says,oh this is hard .
47,5,25,538.137,538.822,B,says,6 .
47,5,25,538.422,539.564,A,says,6 um .
47,5,25,541.484,542.813,A,says,uh okay .
47,5,25,541.570,541.570,R,shows,up_right gesture
47,5,25,541.570,541.570,R,shows,talking emotion
47,5,25,541.583,541.583,R,says,"hey guys, maybe, it would be easier to solve the problem if you look at your previous solutions more."
47,5,25,541.615,551.296,R,says,hey guys maybe it would be easier to solve the problem if you look at your previous solutions more
47,6,25,550.126,550.126,A,presses,help (enabled)
47,6,25,551.410,552.285,B,says,oh yeah .
47,6,25,552.418,553.084,A,says,okay .
47,6,25,552.985,552.985,B,presses,compare (enabled)
47,6,25,553.616,554.548,B,says,previous solution .
47,6,25,554.319,554.319,B,presses,previous (enabled)
47,6,25,554.722,554.722,B,presses,previous (enabled)
47,6,25,555.493,556.406,A,says,wait .
47,6,25,556.843,559.240,A,says,where do we look at our previous solutions again ?
47,6,25,558.954,560.716,B,says,um so there is this
47,6,25,560.704,567.487,I,says,you can only see that ...
47,6,25,564.825,566.376,B,says,uh okay
47,6,25,565.449,566.002,A,says,oh .
47,6,25,567.446,568.177,A,says,okay .
47,6,25,568.520,568.520,B,presses,previous (enabled)
47,6,25,568.605,571.707,A,says,"bob , which one should i connect first , you charge now ."
47,6,25,568.933,568.933,B,presses,previous (enabled)
47,6,25,570.055,570.055,B,presses,compare (enabled)
47,6,25,570.068,570.068,B,presses,next (enabled)
47,6,25,570.301,570.301,B,presses,compare (enabled)
47,6,25,570.316,570.316,B,presses,next (enabled)
47,6,25,572.224,575.879,A,says,"let's go from mount zermatt , to mount zermatt to mount luzern ."
47,6,25,575.044,575.044,A,adds,Luzern-Zermatt (1-4)
47,6,25,576.271,576.717,B,says,yeah .
47,6,25,577.608,579.676,A,says,wait can we delete our tracks if we've
47,6,25,578.741,578.741,R,shows,thinking gesture
47,6,25,578.748,578.748,R,says,"hmm, i see."
47,6,25,579.373,580.104,B,says,yeah
47,6,25,580.514,581.352,R,says,i see .
47,6,25,581.242,581.242,A,adds,Luzern-Bern (1-3)
47,6,25,581.820,582.230,A,says,um
47,6,25,582.784,584.619,A,says,and now mount luzern to mount bern .
47,6,25,584.744,585.564,B,says,okay .
47,6,26,585.554,585.554,A,presses,compare (enabled)
47,6,26,586.438,588.970,A,says,it's 3 francs wait can we delete our tracks ?
47,6,26,588.773,589.326,B,says,yeah .
47,6,26,590.467,595.513,A,says,then delete the one from mount zermatt and change it to mount davos let's see if it is any cheaper .
47,6,26,595.234,595.234,B,removes,Luzern-Zermatt (1-4)
47,6,26,596.609,596.609,B,removes,Luzern-Bern (1-3)
47,6,27,599.119,599.119,A,adds,Zermatt-Davos (4-9)
47,6,27,599.708,602.525,A,says,"okay let's check , mount zermatt to mount davos"
47,6,27,602.292,602.292,A,adds,Gallen-Davos (8-9)
47,6,27,602.900,606.555,A,says,davos and mount davos to mount s t gallen .
47,6,27,607.549,608.921,A,says,it cost a little bit lesser .
47,6,27,608.939,610.152,B,says,then to mount luzern ?
47,6,27,610.597,611.631,A,says,okay you turn .
47,6,27,611.364,614.805,B,says,"how about mount luzern , how about mount zurich ?"
47,6,28,614.394,614.394,B,adds,Zurich-Gallen (2-8)
47,6,28,615.331,615.777,A,says,yeah .
47,6,28,616.311,617.845,A,says,and from mount zurich to mount
47,6,28,618.283,618.782,A,says,bern .
47,6,28,620.077,620.077,B,adds,Zurich-Bern (2-3)
47,6,29,620.416,620.416,A,adds,Basel-Bern (0-3)
47,6,29,621.939,625.808,A,says,"and then , from mount bern to mount basel and from mount basel to mount"
47,6,29,626.941,628.296,A,says,to mount interlaken
47,6,29,627.226,627.226,A,adds,Basel-Neuchatel (0-7)
47,6,29,628.439,629.295,A,says,oh we can't go .
47,6,29,629.598,631.880,A,says,then from mount basel to neuchatel .
47,6,29,633.846,636.056,B,says,then to mount interlaken ?
47,6,29,635.450,637.269,A,says,i'm pretty sure this one will cost a lot .
47,6,30,637.118,637.118,B,adds,Interlaken-Neuchatel (5-7)
47,6,30,637.518,638.873,A,says,okay to mount interlaken
47,6,30,639.604,641.138,A,says,and after to mount montreux
47,6,30,641.067,641.067,B,adds,Interlaken-Montreux (5-6)
47,6,31,642.068,642.068,B,presses,next (enabled)
47,6,31,642.131,642.773,B,says,okay three ?
47,6,31,642.702,643.647,A,says,uh two .
47,6,31,643.914,644.699,B,says,one .
47,6,31,644.039,646.125,A,says,no we have one more mountain that isn't connected
47,6,31,645.552,645.552,A,adds,Luzern-Zurich (1-2)
47,6,31,646.125,648.496,A,says,oh to mount um mount luzern
47,6,31,648.780,648.780,A,presses,submit (enabled)
47,6,31,648.906,652.080,A,says,"gosh this one will cost a lot i know , three two one go ."
47,6,31,649.216,649.216,T,submits,cost=27 (opt_cost=22)
47,6,31,652.465,652.465,B,presses,submit (enabled)
47,6,31,652.769,652.769,R,shows,talking emotion
47,6,31,652.771,652.771,R,shows,up_left gesture
47,6,31,652.852,652.852,R,says,you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
47,6,31,653.167,661.351,R,says,you are not that far from the minimum the difference is only 5 francs i am sure you can do it
47,6,31,661.648,668.594,A,says,"the one we did was 3 francs what did , what you , what , okay , let's go try a new because we already start from mount zermatt ."
47,6,31,669.004,673.657,A,says,let's now start from mount luzern and go to mount bern because at least it is really sure i'm
47,7,31,669.819,669.819,A,adds,Luzern-Bern (1-3)
47,7,31,674.238,676.092,A,says,and then let's go from mount bern
47,7,31,674.274,675.682,B,says,oh yeah .
47,7,31,676.003,676.003,A,adds,Zurich-Bern (2-3)
47,7,31,676.377,679.729,A,says,"to mount s t gallen , oh we can't go , so mount zurich ."
47,7,31,680.212,680.961,A,says,let's see .
47,7,31,680.925,682.280,B,says,then
47,7,31,681.442,682.387,A,says,oh it's 3 francs .
47,7,31,682.672,689.198,A,says,um then go from mount luzern to mount s t gallen oh no we can't go from we can only go from okay just do this and
47,7,31,689.483,692.407,B,says,mount mount luzern to mount
47,7,31,691.694,694.778,A,says,no no no just do mount zurich to mount basel and
47,7,31,695.616,696.222,A,says,mount
47,7,31,696.490,698.255,A,says,the problem is with mount basel .
47,7,32,697.032,697.032,B,adds,Basel-Zurich (0-2)
47,7,32,698.611,701.803,A,says,"no at wait , can we delete our tracks , delete ."
47,7,32,701.299,701.299,B,removes,Basel-Zurich (0-2)
47,7,32,702.174,703.547,A,says,"yeah , because um"
47,7,32,704.440,705.793,B,says,oh my god that was expensive .
47,7,32,704.634,708.450,A,says,i i realize that mount basel is the only one that can connect to
47,7,32,708.682,715.510,A,says,"uh except mount interlaken but , we have to go , okay let's try a new track this time , let's go from mount bern to interlaken ."
47,7,33,711.080,711.080,A,adds,Interlaken-Bern (5-3)
47,7,33,714.612,714.612,A,adds,Interlaken-Neuchatel (5-7)
47,7,33,716.260,719.220,A,says,and then mount interlaken to mount neuchatel
47,7,33,724.158,725.085,A,says,yeah it's from
47,7,33,727.047,730.666,A,says,"okay , oh wait mount zurich to mount uh"
47,7,33,730.042,732.021,B,says,mount neuchatel to mount montreux .
47,7,34,731.082,731.082,B,adds,Montreux-Neuchatel (6-7)
47,7,34,732.587,733.068,A,says,yeah .
47,7,34,733.781,735.101,A,says,and then mount zurich
47,7,34,735.707,738.060,A,says,to um mount s t gallen .
47,7,34,739.413,739.413,B,adds,Zurich-Gallen (2-8)
47,7,34,740.481,740.926,A,says,okay .
47,7,35,740.629,740.629,A,adds,Gallen-Davos (8-9)
47,7,35,741.622,742.780,A,says,come on let's do this .
47,7,35,744.332,745.580,A,says,mount davos and
47,7,35,745.704,748.076,B,says,mount bern to mount basel ?
47,7,35,746.240,746.240,A,adds,Basel-Bern (0-3)
47,7,35,746.917,749.381,A,says,"no wait , yeah mount bern to mount basel"
47,7,35,752.109,753.999,A,says,"wait wait wait wait , mount okay good ."
47,7,36,754.600,754.600,B,adds,Luzern-Zermatt (1-4)
47,7,36,754.980,755.693,A,says,and now
47,7,36,755.622,756.299,B,says,is that good ?
47,7,36,757.101,758.724,A,says,let's see which one is um
47,7,36,757.463,757.463,A,presses,submit (enabled)
47,7,36,758.314,758.866,B,says,three .
47,7,36,759.348,760.810,B,says,"two , one ."
47,7,36,759.437,760.578,A,says,"two , one ."
47,7,36,759.556,759.556,T,submits,cost=26 (opt_cost=22)
47,7,36,760.935,761.345,A,says,go .
47,7,36,762.883,762.883,B,presses,submit (enabled)
47,7,36,763.031,763.031,B,presses,submit (enabled)
47,7,36,763.172,763.172,R,shows,talking emotion
47,7,36,763.172,763.172,R,shows,up_left gesture
47,7,36,763.187,763.187,B,presses,submit (enabled)
47,7,36,763.274,763.274,R,says,you are away from the minimum by 4 francs. let's try again.
47,7,36,763.754,768.961,R,says,you are away from the minimum by 4 francs let's try again
47,7,36,769.798,771.189,A,says,this hard kinda .
47,7,36,771.599,772.187,A,says,okay .
47,7,36,772.936,774.933,B,says,oh i'm starting first .
47,7,36,773.721,775.290,A,says,yeah you're starting this time .
47,7,36,776.395,778.766,A,says,go from mount luzern to mount s
47,7,36,778.000,779.497,B,says,i'm thinking mount
47,7,36,779.123,780.206,A,says,to mount davos .
47,7,36,780.527,782.738,B,says,mount luzern to mount davos .
47,8,36,781.831,781.831,B,adds,Luzern-Davos (1-9)
47,8,36,782.934,783.682,B,says,then
47,8,36,783.032,786.036,A,says,and then go from um mount luzern to mount bern
47,8,36,787.816,789.563,A,says,"or if it is possible , okay ."
47,8,36,788.007,788.007,B,adds,Luzern-Bern (1-3)
47,8,36,790.241,791.399,A,says,and now i'll go from
47,8,37,792.192,792.192,A,adds,Luzern-Zurich (1-2)
47,8,37,792.707,794.989,A,says,mount luzern to mount zurich .
47,8,37,796.076,800.017,A,says,and i can't go from mount zurich to mount basel because that's really expensive .
47,8,37,799.470,799.470,A,adds,Zurich-Gallen (2-8)
47,8,37,801.124,804.209,A,says,"so i'm , i'll connect to s t gallen ."
47,8,37,805.492,808.648,B,says,"then mount bern to mount zurich , never mind ."
47,8,37,808.916,810.360,A,says,no let's go from mount
47,8,37,810.823,811.929,A,says,to mount um
47,8,37,812.535,813.979,A,says,uh mount luzern
47,8,37,813.294,817.584,B,says,is can i just see if mount bern is mount saint basel uh expensive ?
47,8,38,814.850,814.850,B,adds,Basel-Bern (0-3)
47,8,38,816.236,816.717,A,says,yeah .
47,8,38,817.408,825.471,A,says,"um it's 3 it's 3 francs it's okay , and now mount basel to mount neuchatel , because except if you connect from interlaken ."
47,8,38,823.263,823.263,B,adds,Basel-Neuchatel (0-7)
47,8,39,823.674,823.674,A,adds,Interlaken-Neuchatel (5-7)
47,8,39,825.199,825.199,A,adds,Montreux-Neuchatel (6-7)
47,8,39,826.246,828.636,A,says,"then , i do this , and then i do that ."
47,8,40,831.616,831.616,B,adds,Zermatt-Montreux (4-6)
47,8,40,833.198,833.198,B,adds,Luzern-Zermatt (1-4)
47,8,40,833.556,834.252,A,says,yeah and then
47,8,40,834.448,835.749,B,says,three .
47,8,40,834.662,837.710,A,says,"no no don't connect , wait i'll delete this track ."
47,8,41,834.881,834.881,A,removes,Luzern-Zermatt (1-4)
47,8,41,838.245,838.905,A,says,"how'd , yeah ."
47,8,41,839.618,843.304,A,says,"so , and and then we go from mount zermatt to mount davos ."
47,8,41,839.886,839.886,A,adds,Zermatt-Davos (4-9)
47,8,41,845.194,849.812,A,says,"no wait wait wait , i'm gonna , okay , delete the track from mount zermatt to mount yeah ."
47,8,42,847.831,847.831,B,removes,Zermatt-Davos (4-9)
47,8,42,850.049,851.547,A,says,okay are you good are you ready ?
47,8,42,850.159,850.159,A,presses,submit (enabled)
47,8,42,850.334,850.334,T,submits,cost=25 (opt_cost=22)
47,8,42,851.814,852.260,A,says,three .
47,8,42,852.332,853.633,B,says,"two , one ."
47,8,42,852.635,853.597,A,says,"two , one ."
47,8,42,853.496,853.496,B,presses,submit (enabled)
