team_no,attempt_no,turn_no,start,end,subject,verb,object
28,1,2,121.020,121.750,B,says,to what ?
28,1,2,121.834,122.663,A,says,luzern .
28,1,2,122.873,123.168,B,says,that
28,1,2,126.517,127.710,B,says,mount basel
28,1,2,129.577,130.349,A,says,mount basel
28,1,2,129.815,132.132,B,says,to uh mount luzern mount bern to
28,1,2,131.486,133.185,A,says,mount bern to luzern
28,1,2,132.368,132.789,B,says,yeah
28,1,2,133.155,134.053,B,says,i did that okay .
28,1,2,133.778,135.078,A,says,"yeah , then my turn ."
28,1,2,135.200,135.761,B,says,yeah .
28,1,2,137.222,138.373,B,says,"okay , so"
28,1,2,137.583,137.583,B,adds,Luzern-Bern (1-3)
28,1,2,138.950,139.455,A,says,this
28,1,2,140.157,142.320,A,says,i'll build mount luzern to zermatt .
28,1,3,144.535,144.535,A,adds,Luzern-Zermatt (1-4)
28,1,3,145.307,146.626,A,says,okay and saint gallen
28,1,3,147.144,148.323,A,says,to mount davos or
28,1,3,148.756,151.690,A,says,or luzern to mount davos
28,1,3,148.826,150.469,B,says,i think i think we should go um
28,1,3,151.217,154.095,B,says,mount basel to mount neuchatel .
28,1,3,154.393,154.955,A,says,basel ?
28,1,3,155.236,156.750,B,says,mount basel to neuchatel .
28,1,3,157.447,159.188,B,says,because i think that cheapest one is it .
28,1,3,158.448,158.448,A,adds,Basel-Neuchatel (0-7)
28,1,4,158.533,158.533,R,shows,thinking gesture
28,1,4,158.575,158.575,R,says,"hmm, i see."
28,1,4,158.739,159.329,A,says,okay .
28,1,4,160.014,160.871,B,says,okay .
28,1,4,160.281,161.137,R,says,i see .
28,1,4,161.582,164.123,B,says,"and then , i think we should go mount neuchatel"
28,1,4,168.332,169.497,B,says,no but i think just go .
28,1,4,170.185,171.477,B,says,which is more expensive ?
28,1,4,172.287,172.947,A,says,i don't know .
28,1,4,172.525,174.112,B,says,i think they are both the same .
28,1,4,174.936,178.438,B,says,yeah go bern to mount interlaken and then mount interlaken to mount montreux .
28,1,4,179.279,180.107,A,says,montreux
28,1,4,180.308,180.308,B,adds,Interlaken-Bern (5-3)
28,1,4,180.346,181.273,B,says,oh 4 4
28,1,4,181.315,182.382,A,says,yeah i know it's a 4
28,1,4,181.596,185.019,B,says,"so and then , what's the quickest way to get to mount davos ?"
28,1,4,182.633,182.633,B,adds,Interlaken-Montreux (5-6)
28,1,4,185.660,186.306,A,says,i don't know .
28,1,4,185.885,187.200,B,says,i think from mount luzern .
28,1,4,187.537,188.464,A,says,yeah i think .
28,1,4,188.717,189.643,B,says,so i think you should do that .
28,1,5,189.913,189.913,A,adds,Luzern-Davos (1-9)
28,1,5,190.282,190.282,R,shows,observe gesture
28,1,5,190.694,199.843,R,says,guys do not hesitate to submit your solution . you can submit as many times you want .
28,1,5,195.757,196.697,B,says,"okay , submit ."
28,1,5,199.885,200.658,A,says,we can submit .
28,1,5,201.042,201.042,B,presses,submit (enabled)
28,1,5,201.276,203.199,B,says,"i submitted , waiting for your friend ."
28,1,5,201.907,201.907,B,presses,submit (enabled)
28,1,5,202.301,203.958,A,says,okay and uh
28,1,5,204.795,205.371,B,says,submit .
28,1,5,205.673,205.673,B,presses,submit (enabled)
28,1,5,205.862,208.497,A,says,"yeah and then, we can erase and , do again ?"
28,1,5,208.699,211.170,I,says,yeah yeah yeah you can submit as many times as you want .
28,1,5,210.664,211.689,A,says,"okay , so"
28,1,5,212.125,215.424,A,says,"we just erase all , i'll erase all okay ."
28,1,5,214.931,214.931,A,removes,Luzern-Davos (1-9)
28,1,5,214.986,218.043,I,says,"no but you first have to submit it , you didn't submit ."
28,1,5,217.537,218.871,A,says,oh you submitted already ?
28,1,5,218.776,220.728,I,says,you both have to submit together .
28,1,5,218.843,220.163,B,says,uh i have to go to mount
28,1,6,219.147,219.147,B,presses,submit (selected)
28,1,6,221.233,221.837,A,says,oh okay
28,1,6,221.837,225.455,B,says,"okay mount davos submit i submitted , now waiting for your friend ."
28,1,6,225.623,226.441,I,says,green check .
28,1,6,226.100,226.100,A,presses,submit (enabled)
28,1,6,226.133,226.133,T,submits,cost=30 (opt_cost=22)
28,1,6,226.327,227.267,A,says,okay .
28,2,6,226.740,226.740,B,adds,Luzern-Davos (1-9)
28,2,6,227.511,227.511,B,presses,submit (enabled)
28,2,6,228.443,228.443,R,shows,talking emotion
28,2,6,228.445,228.445,R,shows,up_left gesture
28,2,6,228.523,228.523,R,says,you are away from the minimum by 8 francs. let's try again.
28,2,6,228.784,234.159,R,says,you are away from the minimum by 8 francs let's try again
28,2,6,234.594,235.310,A,says,okay .
28,2,6,234.838,234.838,R,shows,talking emotion
28,2,6,234.840,234.840,R,shows,point_front gesture
28,2,6,234.935,234.935,R,says,"by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions."
28,2,6,235.465,244.772,R,says,by the way you guys now also have a button on the bottom of the screen in the abstract view for comparing solutions .
28,2,6,245.506,246.742,B,says,okay . so
28,2,6,247.242,248.422,A,says,oh yeah .
28,2,6,247.386,247.386,A,presses,compare (enabled)
28,2,6,247.762,250.359,B,says,"go in the abstract , oh you in the abstract tell me what to do ."
28,2,6,249.663,249.663,A,presses,compare (enabled)
28,2,6,253.686,254.247,B,says,okay .
28,2,6,254.641,255.160,A,says,from
28,2,6,255.703,258.035,B,says,i think we should go uh what
28,2,6,258.818,261.247,B,says,"okay, i think we should go mount bern to"
28,2,6,261.192,261.753,A,says,basel ?
28,2,6,261.852,265.025,B,says,"uh to zurich , basel , interlaken and luzern ."
28,2,6,265.138,265.138,A,presses,compare (enabled)
28,2,6,265.554,266.101,B,says,first
28,2,6,266.470,268.323,B,says,to get like that
28,2,6,268.492,269.025,A,says,okay .
28,2,6,269.981,270.585,B,says,so
28,2,6,270.830,270.830,B,adds,Luzern-Bern (1-3)
28,2,6,271.399,272.396,A,says,uh
28,2,7,271.590,271.590,B,adds,Zurich-Bern (2-3)
28,2,7,273.543,274.048,B,says,then
28,2,7,273.611,273.611,B,presses,compare (enabled)
28,2,7,274.413,275.354,B,says,um
28,2,7,276.506,277.489,A,says,um basel ?
28,2,7,277.868,278.584,A,says,to interlaken ?
28,2,7,281.674,284.368,B,says,and then you should go mount bern to basel first you can not go .
28,2,7,284.638,285.396,A,says,bern to basel ?
28,2,7,285.382,285.804,B,says,yeah .
28,2,7,285.424,285.818,A,says,yeah .
28,2,8,286.210,286.210,A,adds,Basel-Bern (0-3)
28,2,8,286.515,288.410,A,says,and then uh basel to neuchatel .
28,2,8,288.635,290.938,B,says,"yeah yeah i see how much , that's 4 ."
28,2,8,290.077,291.691,A,says,"is it is it the , is it the same ?"
28,2,8,290.394,290.394,A,adds,Basel-Neuchatel (0-7)
28,2,8,291.410,292.098,B,says,that's 4 .
28,2,8,293.245,294.186,A,says,it's like the same .
28,2,8,294.186,296.432,B,says,did we do the same thing ?
28,2,8,295.169,296.517,A,says,yeah we did the same thing .
28,2,8,297.276,299.607,B,says,"can we erase the track , i can yeah i did ."
28,2,8,298.806,299.621,A,says,yeah you can .
28,2,8,301.706,302.857,B,says,i can't go there .
28,2,9,303.214,303.214,B,removes,Basel-Neuchatel (0-7)
28,2,9,303.296,304.433,A,says,it's from bern
28,2,9,303.591,305.065,B,says,i have to go to neuchatel .
28,2,9,305.711,307.368,B,says,i have to go to neuchatel though .
28,2,9,309.725,312.814,B,says,oh yes i can erase that erase mount basel to neuchatel .
28,2,9,309.888,309.888,B,adds,Basel-Neuchatel (0-7)
28,2,10,312.116,312.116,A,removes,Basel-Neuchatel (0-7)
28,2,10,312.368,314.837,A,says,"i know , uh bern to interlaken ."
28,2,10,313.848,313.848,A,adds,Interlaken-Bern (5-3)
28,2,10,314.037,315.216,B,says,and then bern to interlaken .
28,2,10,315.944,320.446,B,says,"and then interlaken , to montreux , but then we have neuchatel missing ."
28,2,10,316.000,317.067,A,says,and this is the same .
28,2,10,321.026,321.952,A,says,uh mount
28,2,10,321.433,322.724,B,says,so we have to go like that .
28,2,10,322.233,324.334,A,says,"mount interlaken , to neuchatel ."
28,2,11,322.527,322.527,B,adds,Interlaken-Montreux (5-6)
28,2,11,326.082,327.178,B,says,this is the exact same .
28,2,11,326.153,326.714,A,says,yeah
28,2,11,327.231,329.225,A,says,"no it's not , it's not same it's not same ."
28,2,11,328.439,330.082,B,says,oh we have less look with 3 .
28,2,11,329.152,329.152,B,adds,Interlaken-Neuchatel (5-7)
28,2,11,329.660,330.770,A,says,you have 3 left .
28,2,11,330.770,331.696,B,says,so um
28,2,11,331.135,332.441,A,says,okay .
28,2,11,333.585,336.547,A,says,"luzern to zermatt , it's the , it's the best way , you know ."
28,2,12,335.034,335.034,A,adds,Luzern-Zermatt (1-4)
28,2,12,336.703,337.644,B,says,and then um
28,2,12,339.127,343.424,B,says,"i think we can cut it down , to like 1 more , so i think we should do uh"
28,2,12,345.661,347.650,A,says,uh zurich to saint gallen
28,2,12,351.793,352.242,B,says,go .
28,2,12,352.776,353.745,A,says,zurich to saint gallen ?
28,2,12,353.703,357.742,B,says,"yeah i think wait let me just look , yeah try that ."
28,2,12,357.412,357.412,A,adds,Zurich-Gallen (2-8)
28,2,12,358.411,359.225,B,says,okay um
28,2,12,360.040,363.040,B,says,now i could go saint gallen to mount davos .
28,2,12,363.908,364.891,B,says,i'm gonna do that .
28,2,12,364.933,366.997,A,says,oh yeah yeah it's 1 francs .
28,2,12,367.222,368.163,A,says,submit submit .
28,2,12,368.163,369.315,B,says,submit submit .
28,2,13,368.877,368.877,B,adds,Gallen-Davos (8-9)
28,2,13,368.919,368.919,A,presses,submit (enabled)
28,2,13,368.965,368.965,T,submits,cost=28 (opt_cost=22)
28,2,13,369.691,370.323,B,says,good .
28,2,13,370.175,370.175,R,shows,talking emotion
28,2,13,370.176,370.176,R,shows,up_left gesture
28,2,13,370.243,370.243,R,says,you are away from the minimum by 6 francs. let's try again.
28,2,13,370.771,376.079,R,says,you are away from the minimum by 6 francs let's try again .
28,2,13,373.310,373.310,B,presses,submit (enabled)
28,2,13,376.778,377.270,A,says,okay .
28,2,13,378.787,380.374,B,says,okay maybe i have an idea .
28,3,13,379.693,379.693,A,presses,compare (enabled)
28,3,13,380.961,382.113,B,says,we should get like um
28,3,13,384.416,386.649,B,says,"okay i have an idea , this might not work ."
28,3,13,387.274,387.709,A,says,yeah .
28,3,13,388.242,389.660,B,says,go all the way around the edge .
28,3,13,390.344,391.074,B,says,just try it .
28,3,13,391.102,391.439,A,says,okay .
28,3,13,391.650,392.632,B,says,all the way around the edge .
28,3,13,391.947,391.947,B,adds,Zermatt-Davos (4-9)
28,3,14,392.309,392.309,A,adds,Zurich-Gallen (2-8)
28,3,14,393.084,393.084,B,adds,Gallen-Davos (8-9)
28,3,14,394.559,396.455,B,says,"to mount basel to mount , zurich to mount basel ."
28,3,14,395.641,396.160,A,says,oh
28,3,15,397.224,397.224,A,adds,Basel-Zurich (0-2)
28,3,15,398.231,399.705,B,says,uh no don't that's 5 .
28,3,15,399.673,400.796,A,says,oh yeah that's 5 .
28,3,15,400.417,401.133,B,says,i'm gonna erase that .
28,3,15,401.301,402.102,A,says,erase erase .
28,3,15,401.835,402.200,B,says,there .
28,3,15,402.509,403.267,B,says,and then go
28,3,15,402.930,404.362,A,says,and the to basel ?
28,3,15,403.464,404.545,B,says,bern to basel .
28,3,15,404.729,404.729,A,adds,Basel-Bern (0-3)
28,3,16,404.893,404.893,B,removes,Basel-Zurich (0-2)
28,3,16,405.501,406.287,A,says,and then
28,3,16,405.725,407.045,B,says,and then to neuchatel
28,3,16,406.316,406.316,B,adds,Zurich-Bern (2-3)
28,3,17,407.800,407.800,A,adds,Basel-Neuchatel (0-7)
28,3,17,408.587,409.149,A,says,is it 5 ?
28,3,17,409.846,411.363,B,says,no wait let me rub that out again .
28,3,17,411.627,413.888,A,says,and you mount bern to mount interlaken
28,3,17,415.485,415.485,A,adds,Interlaken-Neuchatel (5-7)
28,3,18,415.643,415.643,B,removes,Basel-Neuchatel (0-7)
28,3,18,416.576,417.419,A,says,to montreux
28,3,18,417.186,417.186,B,adds,Interlaken-Bern (5-3)
28,3,18,419.115,420.196,B,says,montreux go to montreux .
28,3,19,419.914,419.914,A,adds,Montreux-Neuchatel (6-7)
28,3,19,420.882,422.104,B,says,they're 2 you see that's 2 .
28,3,19,421.725,422.277,A,says,and
28,3,19,422.450,424.008,B,says,and then maybe we do it like this ?
28,3,19,422.478,425.272,A,says,and and luzern to zermatt luzern to zermatt no no .
28,3,19,425.621,426.112,A,says,oh yeah .
28,3,19,426.112,426.730,A,says,you can do that .
28,3,19,426.812,427.570,B,says,and then like that .
28,3,19,427.205,428.188,A,says,"no no , no ."
28,3,19,428.318,428.935,B,says,how much is that ?
28,3,19,428.632,430.466,A,says,no no um erase this .
28,3,20,428.792,428.792,B,adds,Zermatt-Montreux (4-6)
28,3,20,431.304,432.020,A,says,erase this .
28,3,20,431.870,431.870,B,adds,Luzern-Zermatt (1-4)
28,3,21,432.061,432.061,A,removes,Zermatt-Montreux (4-6)
28,3,21,432.663,433.393,B,says,why ?
28,3,21,432.663,433.646,A,says,yeah it's the same .
28,3,21,433.646,434.432,A,says,it the same .
28,3,21,433.730,434.966,B,says,that's 2 that's 2 though .
28,3,21,434.964,435.609,A,says,it's the same .
28,3,21,436.548,437.418,B,says,oh yes .
28,3,21,438.652,439.789,B,says,okay submit .
28,3,21,439.119,439.119,A,presses,submit (enabled)
28,3,21,439.314,439.314,T,submits,cost=26 (opt_cost=22)
28,3,21,439.326,440.056,A,says,submit .
28,3,21,439.654,439.654,R,shows,talking emotion
28,3,21,439.656,439.656,R,shows,up_left gesture
28,3,21,439.707,439.707,R,says,you are away from the minimum by 4 francs. let's try again.
28,3,21,440.239,445.790,R,says,you are away from the minimum by 4 francs let's try again .
28,3,21,443.670,444.877,B,says,so close .
28,3,21,443.992,443.992,B,presses,submit (enabled)
28,3,21,445.214,445.678,B,says,okay
28,3,21,446.015,453.932,B,says,"let's though let's remember that i have past solution so i think we should try , interlaken to luzern , see how much that is , interlaken to luzern ."
28,3,21,454.293,455.907,A,says,"interlaken , to luzern ?"
28,3,21,455.599,456.006,B,says,yeah .
28,4,21,456.903,456.903,A,adds,Luzern-Interlaken (1-5)
28,4,21,457.669,459.537,B,says,"4 , erase that , too much ."
28,4,21,458.532,458.532,R,shows,observe gesture
28,4,21,460.231,460.231,A,removes,Luzern-Interlaken (1-5)
28,4,21,461.526,463.295,B,says,"okay i think we should do , interlaken"
28,4,22,462.460,462.460,A,presses,compare (enabled)
28,4,22,463.744,464.882,B,says,to that um
28,4,22,466.000,468.191,B,says,this is the best option because that's 2 .
28,4,22,468.635,469.113,A,says,yeah .
28,4,22,469.365,470.390,B,says,then like that
28,4,22,470.795,472.466,A,says,"no it's 4 , come on ."
28,4,22,471.638,472.747,B,says,oh then rub that out .
28,4,22,472.012,472.012,B,adds,Zermatt-Montreux (4-6)
28,4,23,473.888,473.888,A,removes,Interlaken-Montreux (5-6)
28,4,23,474.529,475.764,B,says,then go to neuchatel .
28,4,23,474.555,474.555,B,adds,Interlaken-Montreux (5-6)
28,4,23,476.424,477.098,A,says,neuchatel .
28,4,24,478.861,478.861,A,adds,Montreux-Neuchatel (6-7)
28,4,24,479.728,480.613,B,says,that's 2 as well
28,4,24,480.697,481.006,A,says,yeah .
28,4,24,481.006,482.157,B,says,then what if we got that ?
28,4,24,481.006,483.140,A,says,because it doesn't have anything like
28,4,24,482.508,483.365,B,says,how much is that ?
28,4,24,484.096,484.447,A,says,what ?
28,4,24,484.208,485.753,B,says,i did the neuchatel to interlaken .
28,4,24,484.517,485.879,A,says,it's 3 3 3 .
28,4,24,486.116,487.141,B,says,"that's , good ."
28,4,25,486.443,486.443,B,adds,Interlaken-Neuchatel (5-7)
28,4,25,487.293,487.840,A,says,it's okay .
28,4,25,488.276,489.638,A,says,just go go neuchatel to
28,4,25,490.646,491.124,A,says,4 .
28,4,25,491.236,493.913,B,says,"then rub that out and then go , interlaken to mount bern ."
28,4,25,493.316,493.316,A,removes,Basel-Neuchatel (0-7)
28,4,26,494.761,494.761,B,adds,Basel-Neuchatel (0-7)
28,4,27,495.233,495.233,A,adds,Interlaken-Bern (5-3)
28,4,27,495.930,496.943,B,says,that's also 4 .
28,4,27,497.444,498.792,B,says,rub it out rub it out rub it out .
28,4,27,498.778,499.536,A,says,it's your turn .
28,4,27,499.568,500.930,B,says,"oh , i know , okay ."
28,4,27,502.096,502.995,A,says,basel ?
28,4,27,502.560,504.315,B,says,"not just , on the rubber ."
28,4,27,503.242,503.242,B,removes,Interlaken-Bern (5-3)
28,4,27,503.388,505.410,A,says,basel to to mount bern first .
28,4,27,508.650,510.068,B,says,"well how much is , i can't go like that ."
28,4,27,510.236,512.244,A,says,okay so luzern to mount bern .
28,4,27,511.851,512.413,B,says,go like that .
28,4,27,513.318,514.885,B,says,"that's 3 , then go to mount bern ."
28,4,27,515.214,516.267,A,says,i'll go to zurich .
28,4,28,516.317,516.317,B,adds,Luzern-Zermatt (1-4)
28,4,28,516.952,518.062,B,says,how much is zurich ?
28,4,29,517.612,517.612,A,adds,Luzern-Zurich (1-2)
28,4,29,518.253,518.955,A,says,i think 2 .
28,4,29,518.422,518.955,B,says,2 .
28,4,29,519.601,520.725,A,says,adding zurich to bern .
28,4,29,521.205,521.739,B,says,uh yeah .
28,4,29,526.789,526.789,A,adds,Zurich-Bern (2-3)
28,4,29,526.997,527.376,A,says,okay .
28,4,29,527.992,528.469,B,says,then
28,4,29,528.762,529.562,A,says,oh it's 3 .
28,4,29,529.562,530.362,B,says,like that .
28,4,29,531.675,532.461,B,says,like that
28,4,29,532.616,534.230,B,says,"how much is that , 3 and 3 ."
28,4,29,533.837,534.230,A,says,3 .
28,4,30,534.259,534.259,B,adds,Basel-Bern (0-3)
28,4,31,535.649,535.649,A,adds,Gallen-Davos (8-9)
28,4,31,536.615,536.615,B,adds,Zermatt-Davos (4-9)
28,4,31,536.686,537.655,A,says,is that how much that ?
28,4,31,537.290,537.992,B,says,okay check .
28,4,31,537.939,538.702,A,says,how much that ?
28,4,31,538.680,539.382,B,says,that's 2 .
28,4,31,539.672,540.079,A,says,okay .
28,4,32,539.807,539.807,A,presses,submit (enabled)
28,4,32,539.873,539.873,T,submits,cost=23 (opt_cost=22)
28,4,32,540.159,540.159,R,shows,talking emotion
28,4,32,540.160,540.160,R,shows,up_left gesture
28,4,32,540.259,540.259,R,says,you are away from the minimum by 1 francs. let's try again.
28,4,32,540.529,546.112,R,says,you are away from the minimum by 1 francs let's try again
28,4,32,542.290,542.290,B,presses,submit (enabled)
28,4,32,543.037,544.104,A,says,oh
28,4,32,543.352,545.340,B,says,"oh , 1 franc ."
28,4,32,546.281,549.196,B,says,"1 franc , which option haven't we tried ?"
28,4,32,550.175,551.073,A,says,i don't know .
28,4,32,551.936,554.286,A,says,mount um montreux to zermatt .
28,5,32,554.077,554.077,A,adds,Zermatt-Montreux (4-6)
28,5,32,555.158,556.070,B,says,we've done that before .
28,5,32,556.169,556.829,A,says,how much that ?
28,5,32,556.815,557.320,B,says,2 .
28,5,32,557.793,558.186,A,says,okay .
28,5,32,558.214,559.464,B,says,can you go uh
28,5,32,558.677,559.913,A,says,to interlaken
28,5,32,559.476,559.476,A,adds,Interlaken-Montreux (5-6)
28,5,32,560.250,561.312,A,says,for sure this one .
28,5,32,560.484,561.635,B,says,that's too much that's 4 .
28,5,32,561.312,562.267,A,says,oh that's 4 .
28,5,32,562.281,562.857,B,says,that's 4 .
28,5,32,562.787,564.022,A,says,okay so delete that .
28,5,32,564.278,564.966,A,says,to neuchatel .
28,5,32,565.736,566.761,A,says,montreux to neuchatel .
28,5,33,567.423,567.423,B,removes,Interlaken-Montreux (5-6)
28,5,33,569.023,570.216,B,says,then how much that's 4 as well .
28,5,33,570.610,571.003,A,says,really ?
28,5,33,570.961,572.070,B,says,yeah i remember that's 4 .
28,5,33,572.652,573.228,B,says,let's go
28,5,33,572.807,574.576,A,says,no that's 2 that's 2 i can remember .
28,5,33,575.169,576.629,A,says,i have the thingies .
28,5,33,575.787,576.657,B,says,2 oh yeah 2 .
28,5,33,577.360,579.281,A,says,and then to basel or not ?
28,5,33,579.235,579.235,B,adds,Montreux-Neuchatel (6-7)
28,5,33,579.735,580.451,B,says,try basel .
28,5,33,580.703,581.644,B,says,i'll rub it out if .
28,5,34,581.326,581.326,A,adds,Basel-Neuchatel (0-7)
28,5,34,581.785,582.459,B,says,4 too much .
28,5,34,584.053,584.053,A,removes,Basel-Neuchatel (0-7)
28,5,34,584.593,585.098,B,says,okay .
28,5,34,585.571,586.399,B,says,i have an idea .
28,5,34,586.540,588.253,B,says,i go to luzern how much is that ?
28,5,34,586.792,587.607,A,says,luzern ?
28,5,34,588.196,589.390,A,says,"3 , 3 is okay ."
28,5,34,589.447,590.276,B,says,and how much is that ?
28,5,34,591.062,592.562,B,says,uh mount luzern to davos .
28,5,35,592.343,592.343,B,adds,Luzern-Zermatt (1-4)
28,5,35,592.840,595.522,A,says,luzern to davos uh i i'll i'll i'll check .
28,5,35,595.264,595.264,A,presses,previous (enabled)
28,5,35,595.414,595.414,A,presses,previous (enabled)
28,5,35,596.696,596.696,A,presses,previous (enabled)
28,5,35,597.469,599.284,A,says,is uh luzern 3 .
28,5,35,599.410,601.056,B,says,3 and zermatt to davos ?
28,5,35,601.056,604.907,A,says,"zermatt to davos , we have oh 3 too , it's okay ."
28,5,35,602.378,602.378,A,presses,compare (enabled)
28,5,35,602.394,602.394,A,presses,next (enabled)
28,5,35,602.844,602.844,A,presses,compare (enabled)
28,5,35,602.859,602.859,A,presses,next (enabled)
28,5,35,605.964,606.455,B,says,and then
28,5,35,607.293,609.104,B,says,let's go like that and go to saint gallen .
28,5,35,610.666,611.214,A,says,which one ?
28,5,35,611.214,611.902,B,says,saint gallen .
28,5,35,611.483,611.483,B,adds,Zermatt-Davos (4-9)
28,5,35,612.402,613.750,A,says,davos to saint gallen ?
28,5,35,613.512,613.863,B,says,yeah
28,5,36,614.456,614.456,A,adds,Gallen-Davos (8-9)
28,5,36,614.691,615.168,A,says,it's 3 .
28,5,36,615.411,616.337,B,says,"2 , it's 2 ."
28,5,36,616.127,617.489,A,says,"2 , it's 2 .okay ."
28,5,36,617.079,617.542,B,says,and then
28,5,36,618.118,619.663,B,says,we've to connect
28,5,36,619.663,620.874,A,says,oh luzern to bern .
28,5,36,621.521,623.430,B,says,no we're at okay yeah uh
28,5,36,623.486,624.862,A,says,luzern to zurich .
28,5,36,624.732,624.732,A,adds,Luzern-Zurich (1-2)
28,5,36,625.913,626.812,B,says,"no , no no no"
28,5,36,626.447,627.457,A,says,it's 2 it's 2 .
28,5,36,628.169,628.674,B,says,oops
28,5,36,629.346,629.936,A,says,it's 2 .
28,5,36,629.444,630.062,B,says,it's 2 ?
28,5,36,630.228,631.197,A,says,yeah you
28,5,36,631.450,631.896,B,says,sorry .
28,5,37,632.439,632.439,B,removes,Luzern-Zurich (1-2)
28,5,37,632.689,635.721,B,says,"and then go to uh zurich , go to bern go to bern zurich to bern ."
28,5,38,635.733,635.733,A,adds,Zurich-Bern (2-3)
28,5,38,636.063,636.063,B,adds,Luzern-Zurich (1-2)
28,5,38,636.737,637.257,B,says,and
28,5,38,637.959,639.784,B,says,then bern to interlaken .
28,5,38,641.083,643.076,A,says,"bern to , no uh no ."
28,5,38,643.554,645.014,B,says,then go luzern to interlaken .
28,5,38,643.596,645.632,A,says,i think montreux montreux to interlaken .
28,5,39,644.531,644.531,A,adds,Interlaken-Montreux (5-6)
28,5,39,645.559,647.048,B,says,no i think it's luzern to interlaken .
28,5,39,646.528,647.441,A,says,oh yeah it's okay .
28,5,39,647.658,648.459,B,says,how much is that ?
28,5,39,648.459,649.062,A,says,it's 4 .
28,5,39,649.455,650.214,B,says,how much is that ?
28,5,39,650.466,651.349,A,says,that's 4 too .
28,5,39,651.335,653.160,B,says,okay rub it out and go bern to interlaken .
28,5,40,653.075,653.075,B,removes,Interlaken-Montreux (5-6)
28,5,40,654.007,654.007,A,removes,Luzern-Interlaken (1-5)
28,5,41,654.492,654.492,B,adds,Luzern-Interlaken (1-5)
28,5,42,655.175,655.175,A,adds,Interlaken-Bern (5-3)
28,5,42,655.177,655.697,B,says,bern .
28,5,42,655.795,656.539,B,says,that's 4 .
28,5,42,656.829,657.812,B,says,then we rub it out .
28,5,42,658.357,659.085,B,says,zermatt ?
28,5,42,659.562,660.756,A,says,yeah it's 2 it's 2 .
28,5,42,660.138,661.205,B,says,2 2 2 2 2 .
28,5,42,661.273,661.666,A,says,okay .
28,5,42,661.329,662.143,B,says,and then we just have to
28,5,42,662.172,663.351,A,says,bern to basel .
28,5,42,662.305,662.305,B,removes,Interlaken-Bern (5-3)
28,5,43,663.549,663.549,B,adds,Zermatt-Interlaken (4-5)
28,5,43,664.475,665.444,A,says,no no no
