Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	utterances	tokens	priming_token	establish_token
22	4	2	mount zurich	109	283	5	B	35, 58, 66, 68, 96, 109, 130, 132, 135, 146, 187, 206, 207, 258, 267, 288, 289, 303, 304, 305, 312, 317	[35, 58, 66, 68, 96, 109, 130, 132, 135, 146, 187, 206, 207, 258, 267, 288, 289, 303, 304, 305, 312, 317]	[151, 256, 290, 301, 412, 465, 553, 558, 573, 622, 782, 862, 865, 1069, 1115, 1215, 1222, 1314, 1320, 1330, 1362, 1402]	151	465
17	2	2	mount bern	65	289	5	B	35, 37, 50, 55, 64, 65, 125, 138, 146, 150, 272, 303, 304, 305, 317, 322, 323	[35, 37, 50, 55, 64, 65, 125, 138, 146, 150, 272, 303, 304, 305, 317, 322, 323]	[148, 159, 209, 245, 275, 281, 530, 589, 628, 639, 1144, 1317, 1323, 1333, 1393, 1399, 1417, 1423]	148	281
16	4	2	mount basel	40	309	1	A	14, 38, 39, 40, 45, 47, 163, 187, 258, 265, 267, 273, 274, 312, 317, 322	[14, 38, 39, 40, 45, 47, 163, 187, 258, 265, 267, 273, 274, 312, 317, 322]	[51, 168, 171, 174, 186, 197, 696, 779, 1072, 1107, 1119, 1148, 1150, 1365, 1396, 1420]	51	174
13	2	2	zurich to	267	255	5	B	58, 135, 213, 214, 258, 267, 288, 289, 303, 304, 305, 310, 312	[58, 135, 213, 214, 258, 267, 288, 289, 303, 304, 305, 310, 312]	[257, 574, 886, 891, 1070, 1116, 1216, 1223, 1315, 1321, 1331, 1356, 1363]	257	1116
12	3	2	mount luzern	88	227	1	B	64, 65, 88, 89, 127, 129, 136, 138, 146, 150, 206, 290	[64, 65, 88, 89, 127, 129, 136, 138, 146, 150, 206, 290]	[278, 284, 379, 381, 544, 550, 577, 592, 625, 643, 859, 1235]	278	379
11	5	2	mount montreux	74	208	1	B	26, 74, 76, 77, 99, 106, 115, 168, 198, 228, 233	[26, 74, 76, 77, 99, 106, 115, 168, 198, 228, 233]	[101, 328, 336, 340, 418, 444, 483, 716, 830, 947, 963]	101	328
10	1	2	bern to	126	288	2	B	35, 64, 65, 125, 126, 138, 150, 272, 317, 322	[35, 64, 65, 125, 126, 138, 150, 272, 317, 322]	[149, 276, 282, 531, 540, 590, 640, 1145, 1394, 1400, 1418]	149	540
9	3	2	luzern .	213	230	1	B	64, 65, 89, 127, 136, 138, 213, 214, 293	[64, 65, 89, 127, 136, 138, 213, 214, 293]	[279, 285, 382, 545, 578, 593, 888, 893, 1265]	279	888
9	3	2	mount zermatt	94	201	1	A	90, 94, 103, 104, 106, 198, 200, 228, 290	[90, 94, 103, 104, 106, 198, 200, 228, 290]	[385, 393, 427, 430, 440, 833, 841, 950, 1239]	385	393
8	8	2	mount davos	109	160	2	B	94, 96, 109, 110, 200, 241, 246, 253	[94, 96, 109, 110, 200, 241, 246, 253]	[398, 407, 461, 468, 844, 984, 1002, 1046]	398	461
8	4	2	mount interlaken	26	178	1	A	3, 26, 74, 80, 115, 172, 179, 180	[3, 26, 74, 80, 115, 172, 179, 180]	[11, 104, 332, 353, 486, 728, 741, 745]	11	104
8	1	2	zurich .	256	283	2	B	35, 96, 109, 130, 132, 187, 256, 317	[35, 96, 109, 130, 132, 187, 256, 317]	[154, 413, 466, 554, 561, 783, 1064, 1403]	154	1064
7	2	2	mount neuchatel	165	140	5	B	29, 38, 47, 55, 163, 165, 168	[29, 38, 47, 55, 163, 165, 168]	[118, 165, 194, 242, 699, 706, 713]	118	706
6	2	2	interlaken .	115	106	2	A	74, 78, 115, 172, 174, 179	[74, 78, 115, 172, 174, 179]	[333, 346, 487, 729, 732, 742]	333	487
6	6	2	mount gallen	243	85	1	B	205, 243, 244, 245, 288, 289	[205, 243, 244, 245, 288, 289]	[857, 991, 994, 997, 1219, 1225]	857	991
6	1	2	neuchatel to	236	199	3	B	38, 47, 55, 165, 168, 236	[38, 47, 55, 165, 168, 236]	[166, 195, 243, 707, 714, 972]	166	972
5	2	2	luzern to	291	166	1	B	129, 206, 290, 291, 294	[129, 206, 290, 291, 294]	[551, 860, 1236, 1242, 1273]	551	1242
5	1	2	zermatt .	294	205	2	A	90, 103, 198, 228, 294	[90, 103, 198, 228, 294]	[386, 428, 834, 951, 1275]	386	1275
3	3	2	neuchatel .	235	207	2	B	29, 163, 235	[29, 163, 235]	[119, 700, 969]	119	969
2	2	2	bern ?	49	13	1	B	37, 49	[37, 49]	[160, 207]	160	207
2	2	2	montreux .	168	63	1	A	106, 168	[106, 168]	[445, 718]	445	718
2	2	2	neuchatel ?	234	187	1	A	48, 234	[48, 234]	[200, 967]	200	967
27	1	1	zurich	257	283	5	B	35, 58, 66, 68, 96, 109, 130, 132, 135, 146, 187, 206, 207, 213, 214, 256, 257, 258, 267, 288, 289, 303, 304, 305, 310, 312, 317	[35, 58, 66, 68, 96, 109, 130, 132, 135, 146, 187, 206, 207, 213, 214, 256, 257, 258, 267, 288, 289, 303, 304, 305, 310, 312, 317]	[152, 154, 257, 291, 302, 413, 466, 554, 559, 561, 574, 623, 783, 863, 866, 886, 891, 1064, 1066, 1070, 1116, 1216, 1223, 1315, 1321, 1331, 1356, 1363, 1403]	152	1066
19	2	1	luzern	64	233	1	A	62, 64, 65, 88, 89, 125, 127, 129, 136, 138, 146, 150, 206, 213, 214, 290, 291, 293, 294	[62, 64, 65, 88, 89, 125, 127, 129, 136, 138, 146, 150, 206, 213, 214, 290, 291, 293, 294]	[268, 279, 285, 380, 382, 535, 545, 551, 578, 593, 626, 644, 860, 888, 893, 1236, 1242, 1265, 1273]	268	279
14	1	1	montreux	180	208	1	B	26, 74, 76, 77, 99, 103, 106, 115, 168, 172, 180, 198, 228, 233	[26, 74, 76, 77, 99, 103, 106, 115, 168, 172, 180, 198, 228, 233]	[102, 329, 337, 341, 419, 425, 445, 484, 717, 718, 726, 748, 831, 948, 964]	102	748
13	7	1	gallen	243	232	6	B	58, 60, 66, 70, 72, 205, 243, 244, 245, 248, 256, 288, 289	[58, 60, 66, 70, 72, 205, 243, 244, 245, 248, 256, 288, 289]	[261, 265, 297, 309, 317, 858, 992, 995, 998, 1007, 1062, 1220, 1226]	261	992
12	5	1	davos	94	212	1	A	42, 94, 95, 96, 109, 110, 200, 201, 203, 241, 246, 253	[42, 94, 95, 96, 109, 110, 200, 201, 203, 241, 246, 253]	[179, 399, 400, 402, 408, 462, 469, 845, 847, 854, 985, 1003, 1047]	179	399
11	1	1	zermatt	291	205	1	A	90, 94, 103, 104, 106, 198, 200, 228, 290, 291, 294	[90, 94, 103, 104, 106, 198, 200, 228, 290, 291, 294]	[386, 394, 428, 431, 441, 834, 842, 951, 1240, 1244, 1275]	386	1244
