Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	utterances	tokens	priming_token	establish_token
11	2	3	to mount zermatt	87	268	2	B	78, 85, 86, 87, 98, 99, 101, 104, 141, 276, 345	[78, 85, 86, 87, 98, 99, 101, 104, 141, 276, 345]	[401, 474, 481, 486, 552, 558, 566, 578, 751, 1748, 2259]	401	486
9	2	3	mount zermatt .	174	268	2	B	78, 85, 86, 98, 99, 174, 276, 302, 345	[78, 85, 86, 98, 99, 174, 276, 302, 345]	[402, 475, 482, 553, 559, 995, 1749, 1888, 2260]	402	995
8	1	3	bern to mount	263	200	2	A	117, 160, 202, 203, 227, 263, 288, 316	[117, 160, 202, 203, 227, 263, 288, 316]	[641, 877, 1228, 1238, 1378, 1668, 1816, 1986]	641	1668
8	5	3	to mount bern	115	236	1	B	112, 115, 146, 175, 221, 261, 315, 347	[112, 115, 146, 175, 221, 261, 315, 347]	[608, 634, 775, 1007, 1324, 1660, 1975, 2267]	608	634
8	2	3	to mount davos	219	254	5	A	13, 45, 150, 151, 218, 219, 239, 266	[13, 45, 150, 151, 218, 219, 239, 266]	[64, 230, 804, 823, 1306, 1312, 1488, 1681]	64	1312
8	2	3	to mount zurich	255	287	1	B	58, 59, 77, 224, 227, 255, 330, 344	[58, 59, 77, 224, 227, 255, 330, 344]	[287, 292, 386, 1343, 1379, 1599, 2103, 2246]	287	1599
7	1	3	mount bern to	202	172	3	A	117, 160, 191, 202, 203, 227, 288	[117, 160, 191, 202, 203, 227, 288]	[640, 876, 1171, 1227, 1237, 1377, 1815]	640	1227
6	1	3	davos to mount	98	77	1	A	76, 98, 99, 101, 104, 152	[76, 98, 99, 101, 104, 152]	[373, 551, 557, 565, 577, 829]	373	551
5	2	3	mount zurich .	77	167	2	B	58, 66, 77, 178, 224	[58, 66, 77, 178, 224]	[288, 321, 387, 1043, 1344]	288	387
5	3	3	to mount luzern	141	285	2	B	60, 106, 141, 154, 344	[60, 106, 141, 154, 344]	[301, 587, 754, 844, 2253]	301	754
5	2	3	to mount neuchatel	192	301	2	B	49, 118, 192, 233, 349	[49, 118, 192, 233, 349]	[247, 649, 1180, 1431, 2293]	247	1180
4	1	3	mount montreux .	122	149	1	B	47, 122, 124, 195	[47, 122, 124, 195]	[238, 669, 675, 1199]	238	669
4	1	3	mount montreux to	97	337	1	B	2, 97, 337, 338	[2, 97, 337, 338]	[11, 538, 2187, 2193]	11	538
4	1	3	to mount montreux	195	74	3	A	122, 124, 167, 195	[122, 124, 167, 195]	[668, 674, 925, 1198]	668	1198
3	1	3	from mount montreux	298	336	1	B	2, 298, 337	[2, 298, 337]	[10, 1869, 2186]	10	1869
3	1	3	then mount basel	348	232	1	B	118, 348, 349	[118, 348, 349]	[646, 2285, 2290]	646	2285
2	2	3	then mount zurich	332	136	1	A	197, 332	[197, 332]	[1205, 2120]	1205	2120
23	2	2	mount zurich	59	287	1	B	58, 59, 66, 77, 79, 113, 156, 158, 178, 184, 194, 197, 224, 225, 227, 255, 261, 311, 330, 331, 332, 336, 344	[58, 59, 66, 77, 79, 113, 156, 158, 178, 184, 194, 197, 224, 225, 227, 255, 261, 311, 330, 331, 332, 336, 344]	[288, 293, 299, 321, 387, 410, 615, 859, 866, 1043, 1095, 1191, 1206, 1344, 1353, 1380, 1600, 1658, 1943, 2104, 2114, 2121, 2172, 2247, 2251]	288	293
22	4	2	mount luzern	156	286	3	B	60, 78, 106, 115, 141, 146, 154, 156, 172, 175, 182, 183, 216, 219, 221, 224, 230, 266, 267, 281, 344, 345	[60, 78, 106, 115, 141, 146, 154, 156, 172, 175, 182, 183, 216, 219, 221, 224, 230, 266, 267, 281, 344, 345]	[302, 399, 588, 632, 755, 773, 845, 854, 950, 1003, 1061, 1086, 1297, 1310, 1322, 1341, 1396, 1679, 1686, 1770, 2254, 2257]	302	854
21	2	2	mount zermatt	141	335	2	A	13, 45, 78, 85, 86, 87, 98, 99, 101, 104, 141, 150, 151, 174, 239, 240, 276, 302, 314, 345, 347	[13, 45, 78, 85, 86, 87, 98, 99, 101, 104, 141, 150, 151, 174, 239, 240, 276, 302, 314, 345, 347]	[62, 228, 402, 475, 482, 487, 553, 559, 567, 579, 748, 752, 799, 821, 995, 1486, 1508, 1749, 1888, 1967, 2260, 2265]	62	748
19	2	2	mount basel	186	270	2	A	80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 233, 255, 257, 311, 316, 331, 348, 349	[80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 233, 255, 257, 311, 316, 331, 348, 349]	[429, 643, 647, 879, 883, 898, 1098, 1106, 1136, 1230, 1240, 1356, 1429, 1597, 1621, 1946, 1988, 1991, 2117, 2286, 2291]	429	1106
19	5	2	mount bern	112	269	1	A	80, 112, 115, 117, 146, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 288, 315, 347, 348	[80, 112, 115, 117, 146, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 288, 315, 347, 348]	[425, 609, 635, 640, 776, 876, 1008, 1025, 1171, 1227, 1237, 1325, 1377, 1404, 1661, 1815, 1976, 1979, 2268, 2282]	425	609
18	2	2	mount davos	102	332	2	A	13, 45, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344	[13, 45, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344]	[65, 231, 530, 550, 556, 564, 572, 576, 805, 824, 828, 1224, 1307, 1313, 1489, 1682, 1791, 2233]	65	572
17	4	2	mount interlaken	97	348	2	B	2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 295, 300, 314, 315, 337, 338, 349	[2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 295, 300, 314, 315, 337, 338, 349]	[14, 257, 462, 546, 661, 888, 905, 921, 1148, 1178, 1858, 1881, 1970, 1973, 2190, 2196, 2303]	14	546
13	1	2	zurich to	290	266	6	A	79, 113, 158, 184, 194, 225, 261, 290, 311, 331, 332, 336, 344	[79, 113, 158, 184, 194, 225, 261, 290, 311, 331, 332, 336, 344]	[411, 616, 867, 1096, 1192, 1354, 1659, 1827, 1944, 2115, 2122, 2173, 2252]	411	1827
11	3	2	interlaken .	83	348	2	B	2, 51, 83, 191, 233, 295, 300, 314, 337, 338, 349	[2, 51, 83, 191, 233, 295, 300, 314, 337, 338, 349]	[15, 258, 469, 1174, 1441, 1859, 1882, 1971, 2191, 2197, 2304]	15	469
11	1	2	mount montreux	48	337	2	B	2, 47, 48, 97, 122, 124, 167, 195, 298, 337, 338	[2, 47, 48, 97, 122, 124, 167, 195, 298, 337, 338]	[11, 238, 243, 538, 669, 675, 926, 1199, 1870, 2187, 2193]	11	243
7	7	2	gallen .	328	266	6	A	63, 76, 113, 152, 198, 226, 328	[63, 76, 113, 152, 198, 226, 328]	[315, 378, 623, 834, 1213, 1374, 2095]	315	2095
5	2	2	bern .	261	269	3	A	79, 146, 159, 261, 347	[79, 146, 159, 261, 347]	[415, 777, 870, 1662, 2269]	415	1662
5	1	2	montreux .	351	305	1	B	47, 122, 124, 195, 351	[47, 122, 124, 195, 351]	[239, 670, 676, 1200, 2312]	239	2312
4	2	2	neuchatel .	163	302	1	B	49, 163, 316, 350	[49, 163, 316, 350]	[249, 901, 1994, 2306]	249	901
2	2	2	luzern ,	156	96	1	A	61, 156	[61, 156]	[305, 855]	305	855
23	1	1	bern	348	270	2	A	79, 80, 112, 115, 117, 146, 159, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 263, 288, 315, 316, 347, 348	[79, 80, 112, 115, 117, 146, 159, 160, 175, 176, 191, 202, 203, 221, 227, 231, 261, 263, 288, 315, 316, 347, 348]	[415, 426, 610, 636, 641, 777, 870, 877, 1009, 1026, 1172, 1228, 1238, 1326, 1378, 1405, 1662, 1668, 1816, 1977, 1980, 1986, 2269, 2279, 2283]	415	2279
22	3	1	basel	231	270	2	A	80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 231, 233, 255, 257, 289, 290, 311, 316, 331, 348, 349	[80, 117, 118, 160, 163, 184, 186, 190, 202, 203, 225, 231, 233, 255, 257, 289, 290, 311, 316, 331, 348, 349]	[430, 644, 648, 880, 884, 899, 1099, 1107, 1137, 1231, 1241, 1357, 1409, 1430, 1598, 1622, 1819, 1829, 1947, 1989, 1992, 2118, 2287, 2292]	430	1409
20	2	1	interlaken	271	350	2	B	2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 233, 271, 295, 300, 314, 315, 337, 338, 349, 351	[2, 51, 83, 97, 121, 161, 164, 166, 191, 192, 233, 271, 295, 300, 314, 315, 337, 338, 349, 351]	[15, 258, 463, 469, 547, 662, 889, 906, 922, 1149, 1174, 1179, 1441, 1706, 1859, 1882, 1971, 1974, 2191, 2197, 2304, 2308, 2310]	15	1706
19	1	1	davos	152	332	3	A	13, 45, 76, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344	[13, 45, 76, 96, 98, 99, 101, 102, 104, 150, 151, 152, 201, 218, 219, 239, 266, 284, 344]	[66, 232, 373, 531, 551, 557, 565, 573, 577, 806, 825, 826, 829, 1225, 1308, 1314, 1490, 1683, 1792, 2234]	66	826
12	5	1	gallen	328	282	9	A	63, 76, 77, 113, 152, 178, 182, 198, 226, 328, 329, 344	[63, 76, 77, 113, 152, 178, 182, 198, 226, 328, 329, 344]	[315, 378, 385, 623, 834, 1034, 1067, 1213, 1374, 2095, 2100, 2240, 2245]	315	2095
